WP_002725873.1	lcl|NZ_AHQC01000043.1_cds_WP_000340715.1_2828	93.902	82	106
WP_002733579.1	lcl|NZ_AHQC01000043.1_cds_WP_000410273.1_2827	92.994	314	314
WP_002733579.1	lcl|NZ_AHQC01000043.1_cds_WP_000093099.1_2807	58.730	63	314
WP_002733579.1	lcl|NZ_AHQC01000227.1_cds_WP_000744700.1_235	23.171	328	314
WP_002733579.1	lcl|NZ_AHQC01000043.1_cds_WP_000646256.1_2824	27.309	249	314
WP_002733579.1	lcl|NZ_AHQC01000043.1_cds_WP_000600889.1_2798	22.909	275	314
WP_002733579.1	lcl|NZ_AHQC01000043.1_cds_WP_000723092.1_2744	23.875	289	314
WP_002733579.1	lcl|NZ_AHQC01000043.1_cds_WP_001067556.1_2821	24.540	326	314
WP_026054882.1	lcl|NZ_AHQC01000043.1_cds_WP_000604524.1_2826	85.479	365	365
WP_002733646.1	lcl|NZ_AHQC01000043.1_cds_WP_000884059.1_2825	95.676	185	185
WP_002733646.1	lcl|NZ_AHQC01000078.1_cds_WP_000351733.1_1866	40.714	140	185
WP_258203953.1	lcl|NZ_AHQC01000043.1_cds_WP_000646256.1_2824	98.784	329	329
WP_258203953.1	lcl|NZ_AHQC01000227.1_cds_WP_000744700.1_235	32.381	315	329
WP_258203953.1	lcl|NZ_AHQC01000043.1_cds_WP_000723092.1_2744	31.045	335	329
WP_258203953.1	lcl|NZ_AHQC01000043.1_cds_WP_000600889.1_2798	31.677	322	329
WP_258203953.1	lcl|NZ_AHQC01000038.1_cds_WP_001984071.1_3024	31.475	305	329
WP_258203953.1	lcl|NZ_AHQC01000115.1_cds_WP_000649925.1_1527	30.183	328	329
WP_258203953.1	lcl|NZ_AHQC01000193.1_cds_WP_000709513.1_346	29.429	333	329
WP_258203953.1	lcl|NZ_AHQC01000043.1_cds_WP_000601375.1_2771	24.161	298	329
WP_258203953.1	lcl|NZ_AHQC01000043.1_cds_WP_001067556.1_2821	30.350	257	329
WP_258203953.1	lcl|NZ_AHQC01000038.1_cds_WP_000688696.1_3045	29.329	283	329
WP_258203953.1	lcl|NZ_AHQC01000043.1_cds_WP_000475901.1_2761	27.372	274	329
WP_258203953.1	lcl|NZ_AHQC01000043.1_cds_WP_000410273.1_2827	25.705	319	329
WP_258203953.1	lcl|NZ_AHQC01000041.1_cds_WP_001074785.1_2910	29.434	265	329
WP_258203953.1	lcl|NZ_AHQC01000140.1_cds_WP_001003556.1_1015	25.602	332	329
WP_258203953.1	lcl|NZ_AHQC01000043.1_cds_WP_000487322.1_2773	27.077	325	329
WP_250066499.1	lcl|NZ_AHQC01000043.1_cds_WP_000774263.1_2823	92.135	267	267
WP_250066499.1	lcl|NZ_AHQC01000043.1_cds_WP_000859505.1_2774	28.155	206	267
WP_250066499.1	lcl|NZ_AHQC01000043.1_cds_WP_000800438.1_2793	28.492	179	267
WP_250066499.1	lcl|NZ_AHQC01000043.1_cds_WP_000842260.1_2743	27.895	190	267
WP_250066499.1	lcl|NZ_AHQC01000131.1_cds_WP_000667727.1_1132	31.818	110	267
WP_250066499.1	lcl|NZ_AHQC01000053.1_cds_WP_000805357.1_2515	27.660	188	267
WP_002740779.1	lcl|NZ_AHQC01000043.1_cds_WP_002163445.1_2822	96.071	509	509
WP_002740779.1	lcl|NZ_AHQC01000126.1_cds_WP_000291586.1_1249	26.852	324	509
WP_002740779.1	lcl|NZ_AHQC01000126.1_cds_WP_000364507.1_1248	31.111	90	509
WP_002740779.1	lcl|NZ_AHQC01000043.1_cds_WP_002163445.1_2822	96.071	509	509
WP_002740779.1	lcl|NZ_AHQC01000126.1_cds_WP_000291586.1_1249	26.852	324	509
