WP_002725873.1	lcl|NZ_JQPG01000050.1_cds_WP_000340715.1_1531	93.902	82	106
WP_002733579.1	lcl|NZ_JQPG01000050.1_cds_WP_000410273.1_1532	92.994	314	314
WP_002733579.1	lcl|NZ_JQPG01000050.1_cds_WP_000093099.1_1551	58.730	63	314
WP_002733579.1	lcl|NZ_JQPG01000069.1_cds_WP_000744700.1_2093	23.171	328	314
WP_002733579.1	lcl|NZ_JQPG01000050.1_cds_WP_000646256.1_1535	27.309	249	314
WP_002733579.1	lcl|NZ_JQPG01000050.1_cds_WP_000600889.1_1560	22.909	275	314
WP_002733579.1	lcl|NZ_JQPG01000050.1_cds_WP_000723092.1_1614	23.875	289	314
WP_002733579.1	lcl|NZ_JQPG01000050.1_cds_WP_001067556.1_1538	24.540	326	314
WP_026054882.1	lcl|NZ_JQPG01000050.1_cds_WP_000604524.1_1533	85.479	365	365
WP_002733646.1	lcl|NZ_JQPG01000050.1_cds_WP_000884059.1_1534	95.676	185	185
WP_002733646.1	lcl|NZ_JQPG01000012.1_cds_WP_000351733.1_271	40.714	140	185
WP_258203953.1	lcl|NZ_JQPG01000050.1_cds_WP_000646256.1_1535	98.784	329	329
WP_258203953.1	lcl|NZ_JQPG01000069.1_cds_WP_000744700.1_2093	32.381	315	329
WP_258203953.1	lcl|NZ_JQPG01000050.1_cds_WP_000723092.1_1614	31.045	335	329
WP_258203953.1	lcl|NZ_JQPG01000050.1_cds_WP_000600889.1_1560	31.677	322	329
WP_258203953.1	lcl|NZ_JQPG01000029.1_cds_WP_001984071.1_764	31.475	305	329
WP_258203953.1	lcl|NZ_JQPG01000088.1_cds_WP_000649925.1_2493	30.183	328	329
WP_258203953.1	lcl|NZ_JQPG01000038.1_cds_WP_000709513.1_1139	29.429	333	329
WP_258203953.1	lcl|NZ_JQPG01000050.1_cds_WP_000601375.1_1587	24.161	298	329
WP_258203953.1	lcl|NZ_JQPG01000050.1_cds_WP_001067556.1_1538	30.350	257	329
WP_258203953.1	lcl|NZ_JQPG01000029.1_cds_WP_000688696.1_784	29.329	283	329
WP_258203953.1	lcl|NZ_JQPG01000050.1_cds_WP_000475901.1_1597	27.372	274	329
WP_258203953.1	lcl|NZ_JQPG01000050.1_cds_WP_000410273.1_1532	25.705	319	329
WP_258203953.1	lcl|NZ_JQPG01000064.1_cds_WP_001074785.1_1917	29.434	265	329
WP_258203953.1	lcl|NZ_JQPG01000077.1_cds_WP_001003556.1_2247	25.602	332	329
WP_258203953.1	lcl|NZ_JQPG01000050.1_cds_WP_000487322.1_1585	27.077	325	329
WP_250066499.1	lcl|NZ_JQPG01000050.1_cds_WP_000774263.1_1536	92.135	267	267
WP_250066499.1	lcl|NZ_JQPG01000050.1_cds_WP_000859505.1_1584	28.155	206	267
WP_250066499.1	lcl|NZ_JQPG01000050.1_cds_WP_000800438.1_1565	28.492	179	267
WP_250066499.1	lcl|NZ_JQPG01000050.1_cds_WP_000842260.1_1615	27.895	190	267
WP_250066499.1	lcl|NZ_JQPG01000102.1_cds_WP_000667727.1_2783	31.818	110	267
WP_250066499.1	lcl|NZ_JQPG01000099.1_cds_WP_000805357.1_2754	27.660	188	267
WP_002740779.1	lcl|NZ_JQPG01000050.1_cds_WP_002163445.1_1537	96.071	509	509
WP_002740779.1	lcl|NZ_JQPG01000051.1_cds_WP_000291586.1_1666	26.852	324	509
WP_002740779.1	lcl|NZ_JQPG01000051.1_cds_WP_000364507.1_1665	31.111	90	509
WP_002740779.1	lcl|NZ_JQPG01000050.1_cds_WP_002163445.1_1537	96.071	509	509
WP_002740779.1	lcl|NZ_JQPG01000051.1_cds_WP_000291586.1_1666	26.852	324	509
WP_002740779.1	lcl|NZ_JQPG01000051.1_cds_WP_000364507.1_1665	31.111	90	509
WP_250066500.1	lcl|NZ_JQPG01000050.1_cds_WP_001067556.1_1538	94.848	330	330
WP_250066500.1	lcl|NZ_JQPG01000050.1_cds_WP_000646256.1_1535	29.316	307	330
WP_250066500.1	lcl|NZ_JQPG01000050.1_cds_WP_000600889.1_1560	27.068	266	330
WP_250066500.1	lcl|NZ_JQPG01000029.1_cds_WP_001984071.1_764	24.265	272	330
WP_250066500.1	lcl|NZ_JQPG01000069.1_cds_WP_000744700.1_2093	26.899	316	330
WP_250066500.1	lcl|NZ_JQPG01000050.1_cds_WP_000723092.1_1614	24.625	333	330
WP_250066500.1	lcl|NZ_JQPG01000077.1_cds_WP_001003556.1_2247	27.490	251	330
WP_250066500.1	lcl|NZ_JQPG01000088.1_cds_WP_000649925.1_2493	29.412	255	330
WP_250066500.1	lcl|NZ_JQPG01000029.1_cds_WP_000688696.1_784	25.571	219	330
WP_250066500.1	lcl|NZ_JQPG01000050.1_cds_WP_000487322.1_1585	26.761	284	330
WP_250066500.1	lcl|NZ_JQPG01000050.1_cds_WP_000601375.1_1587	26.374	273	330
WP_002740826.1	lcl|NZ_JQPG01000050.1_cds_WP_000575178.1_1608	34.262	359	366
WP_002740826.1	lcl|NZ_JQPG01000154.1_cds_WP_001281953.1_3495	28.232	379	366
WP_002740826.1	lcl|NZ_JQPG01000050.1_cds_WP_000346036.1_1568	28.090	356	366
WP_002740826.1	lcl|NZ_JQPG01000050.1_cds_WP_000582222.1_1549	32.113	355	366
WP_002740826.1	lcl|NZ_JQPG01000020.1_cds_WP_000538757.1_536	30.084	359	366
WP_002740826.1	lcl|NZ_JQPG01000050.1_cds_WP_000947844.1_1561	26.957	345	366
WP_002740826.1	lcl|NZ_JQPG01000014.1_cds_WP_001982414.1_353	31.579	190	366
WP_002740861.1	lcl|NZ_JQPG01000050.1_cds_WP_000575178.1_1608	36.314	369	367
WP_002740861.1	lcl|NZ_JQPG01000020.1_cds_WP_000538757.1_536	31.383	376	367
WP_002740861.1	lcl|NZ_JQPG01000050.1_cds_WP_000582222.1_1549	36.000	325	367
WP_002740861.1	lcl|NZ_JQPG01000154.1_cds_WP_001281953.1_3495	30.159	378	367
WP_002740861.1	lcl|NZ_JQPG01000050.1_cds_WP_000346036.1_1568	24.665	373	367
WP_002740861.1	lcl|NZ_JQPG01000050.1_cds_WP_000947844.1_1561	26.404	356	367
WP_002740861.1	lcl|NZ_JQPG01000014.1_cds_WP_001982414.1_353	24.581	358	367
WP_002740729.1	lcl|NZ_JQPG01000050.1_cds_WP_000776640.1_1539	38.278	546	544
WP_002740729.1	lcl|NZ_JQPG01000050.1_cds_WP_000776640.1_1539	38.278	546	544
WP_002740998.1	lcl|NZ_JQPG01000050.1_cds_WP_000424609.1_1540	67.045	264	265
WP_002740998.1	lcl|NZ_JQPG01000160.1_cds_WP_001002663.1_3544	46.091	243	265
WP_004777170.1	lcl|NZ_JQPG01000050.1_cds_WP_002074065.1_1541	89.032	310	310
WP_004777170.1	lcl|NZ_JQPG01000125.1_cds_WP_000501205.1_3209	36.513	304	310
WP_004777170.1	lcl|NZ_JQPG01000085.1_cds_WP_001183723.1_2388	26.471	306	310
WP_004777170.1	lcl|NZ_JQPG01000018.1_cds_WP_000279894.1_485	23.282	262	310
WP_004777170.1	lcl|NZ_JQPG01000050.1_cds_WP_002074065.1_1541	89.032	310	310
WP_004777170.1	lcl|NZ_JQPG01000125.1_cds_WP_000501205.1_3209	36.513	304	310
WP_004777170.1	lcl|NZ_JQPG01000085.1_cds_WP_001183723.1_2388	26.471	306	310
WP_004777170.1	lcl|NZ_JQPG01000018.1_cds_WP_000279894.1_485	23.282	262	310
WP_002740848.1	lcl|NZ_JQPG01000050.1_cds_WP_000479984.1_1542	93.939	264	264
WP_002733551.1	lcl|NZ_JQPG01000050.1_cds_WP_000715958.1_1543	96.124	129	130
WP_004777167.1	lcl|NZ_JQPG01000050.1_cds_WP_001088863.1_1544	97.222	144	144
WP_002740917.1	lcl|NZ_JQPG01000050.1_cds_WP_000517243.1_1545	95.023	221	221
WP_002740917.1	lcl|NZ_JQPG01000069.1_cds_WP_001082180.1_2122	29.487	78	221
