WP_002725873.1	lcl|NZ_JQQX01000039.1_cds_WP_002725873.1_1077	100.000	106	106
WP_002733579.1	lcl|NZ_JQQX01000039.1_cds_WP_002733579.1_1076	100.000	314	314
WP_002733579.1	lcl|NZ_JQQX01000069.1_cds_WP_002722638.1_1679	24.615	325	314
WP_002733579.1	lcl|NZ_JQQX01000039.1_cds_WP_002733534.1_1073	26.908	249	314
WP_002733579.1	lcl|NZ_JQQX01000102.1_cds_WP_002740024.1_2547	23.132	281	314
WP_002733579.1	lcl|NZ_JQQX01000081.1_cds_WP_002728309.1_2188	25.723	311	314
WP_002733579.1	lcl|NZ_JQQX01000055.1_cds_WP_002743770.1_1399	20.809	173	314
WP_002733579.1	lcl|NZ_JQQX01000039.1_cds_WP_016749081.1_1044	24.503	151	314
WP_002733579.1	lcl|NZ_JQQX01000039.1_cds_WP_002740721.1_1070	24.848	330	314
WP_026054882.1	lcl|NZ_JQQX01000039.1_cds_WP_026054882.1_1075	99.726	365	365
WP_002733646.1	lcl|NZ_JQQX01000039.1_cds_WP_002733646.1_1074	100.000	185	185
WP_002733646.1	lcl|NZ_JQQX01000088.1_cds_WP_002721790.1_2360	36.364	154	185
WP_258203953.1	lcl|NZ_JQQX01000039.1_cds_WP_002733534.1_1073	98.784	329	329
WP_258203953.1	lcl|NZ_JQQX01000069.1_cds_WP_002722638.1_1679	30.159	315	329
WP_258203953.1	lcl|NZ_JQQX01000102.1_cds_WP_002740024.1_2547	31.343	335	329
WP_258203953.1	lcl|NZ_JQQX01000081.1_cds_WP_002728309.1_2188	30.868	311	329
WP_258203953.1	lcl|NZ_JQQX01000055.1_cds_WP_002743770.1_1399	27.566	341	329
WP_258203953.1	lcl|NZ_JQQX01000039.1_cds_WP_002733638.1_1036	27.586	348	329
WP_258203953.1	lcl|NZ_JQQX01000053.1_cds_WP_002728316.1_1377	28.182	330	329
WP_258203953.1	lcl|NZ_JQQX01000078.1_cds_WP_002741146.1_2104	29.167	312	329
WP_258203953.1	lcl|NZ_JQQX01000009.1_cds_WP_002733546.1_236	25.373	268	329
WP_258203953.1	lcl|NZ_JQQX01000039.1_cds_WP_002740721.1_1070	28.990	307	329
WP_258203953.1	lcl|NZ_JQQX01000072.1_cds_WP_002732331.1_1877	25.959	339	329
WP_258203953.1	lcl|NZ_JQQX01000039.1_cds_WP_002744551.1_1042	29.259	270	329
WP_258203953.1	lcl|NZ_JQQX01000039.1_cds_WP_002733579.1_1076	27.309	249	329
WP_258203953.1	lcl|NZ_JQQX01000039.1_cds_WP_016749081.1_1044	23.659	317	329
WP_258203953.1	lcl|NZ_JQQX01000009.1_cds_WP_002733698.1_244	26.642	274	329
WP_258203953.1	lcl|NZ_JQQX01000048.1_cds_WP_002740236.1_1322	26.592	267	329
WP_258203953.1	lcl|NZ_JQQX01000150.1_cds_WP_002721725.1_3197	25.223	337	329
WP_258203953.1	lcl|NZ_JQQX01000128.1_cds_WP_002739935.1_2880	27.711	249	329
WP_258203953.1	lcl|NZ_JQQX01000009.1_cds_WP_002733757.1_234	31.034	174	329
WP_250066499.1	lcl|NZ_JQQX01000039.1_cds_WP_002733627.1_1072	98.127	267	267
WP_250066499.1	lcl|NZ_JQQX01000039.1_cds_WP_002740926.1_1031	28.492	179	267
WP_250066499.1	lcl|NZ_JQQX01000009.1_cds_WP_002738295.1_233	26.699	206	267
WP_250066499.1	lcl|NZ_JQQX01000102.1_cds_WP_002727921.1_2548	27.513	189	267
WP_250066499.1	lcl|NZ_JQQX01000013.1_cds_WP_002729040.1_334	33.636	110	267
WP_250066499.1	lcl|NZ_JQQX01000052.1_cds_WP_002766579.1_1348	36.047	86	267
WP_250066499.1	lcl|NZ_JQQX01000055.1_cds_WP_002729513.1_1398	26.344	186	267
WP_002740779.1	lcl|NZ_JQQX01000039.1_cds_WP_002740779.1_1071	100.000	509	509
WP_002740779.1	lcl|NZ_JQQX01000046.1_cds_WP_002728536.1_1233	28.223	287	509
WP_002740779.1	lcl|NZ_JQQX01000046.1_cds_WP_002728534.1_1234	31.111	90	509
WP_002740779.1	lcl|NZ_JQQX01000039.1_cds_WP_002740779.1_1071	100.000	509	509
WP_002740779.1	lcl|NZ_JQQX01000046.1_cds_WP_002728536.1_1233	28.223	287	509
WP_002740779.1	lcl|NZ_JQQX01000046.1_cds_WP_002728534.1_1234	31.111	90	509
WP_250066500.1	lcl|NZ_JQQX01000039.1_cds_WP_002740721.1_1070	99.091	330	330
WP_250066500.1	lcl|NZ_JQQX01000039.1_cds_WP_002744551.1_1042	27.213	305	330
WP_250066500.1	lcl|NZ_JQQX01000039.1_cds_WP_002733534.1_1073	28.990	307	330
WP_250066500.1	lcl|NZ_JQQX01000081.1_cds_WP_002728309.1_2188	25.275	273	330
WP_250066500.1	lcl|NZ_JQQX01000069.1_cds_WP_002722638.1_1679	28.723	282	330
WP_250066500.1	lcl|NZ_JQQX01000102.1_cds_WP_002740024.1_2547	25.526	333	330
WP_250066500.1	lcl|NZ_JQQX01000039.1_cds_WP_016749081.1_1044	29.412	221	330
WP_250066500.1	lcl|NZ_JQQX01000150.1_cds_WP_002721725.1_3197	25.306	245	330
WP_250066500.1	lcl|NZ_JQQX01000072.1_cds_WP_002732331.1_1877	26.754	228	330
WP_250066500.1	lcl|NZ_JQQX01000078.1_cds_WP_002741146.1_2104	28.086	324	330
WP_250066500.1	lcl|NZ_JQQX01000039.1_cds_WP_002733638.1_1036	26.460	291	330
WP_250066500.1	lcl|NZ_JQQX01000009.1_cds_WP_002733546.1_236	24.354	271	330
WP_250066500.1	lcl|NZ_JQQX01000055.1_cds_WP_002743770.1_1399	26.056	142	330
WP_002740826.1	lcl|NZ_JQQX01000039.1_cds_WP_002740826.1_1069	100.000	366	366
WP_002740826.1	lcl|NZ_JQQX01000039.1_cds_WP_002740861.1_1068	39.726	365	366
WP_002740826.1	lcl|NZ_JQQX01000039.1_cds_WP_002733737.1_1048	34.286	350	366
WP_002740826.1	lcl|NZ_JQQX01000102.1_cds_WP_002740294.1_2541	34.278	353	366
WP_002740826.1	lcl|NZ_JQQX01000013.1_cds_WP_002728994.1_328	28.307	378	366
