WP_002725873.1	lcl|NZ_ANMZ01000011.1_cds_WP_000340715.1_188	93.902	82	106
WP_002733579.1	lcl|NZ_ANMZ01000011.1_cds_WP_000410266.1_189	92.994	314	314
WP_002733579.1	lcl|NZ_ANMZ01000078.1_cds_WP_000744698.1_1602	23.171	328	314
WP_002733579.1	lcl|NZ_ANMZ01000011.1_cds_WP_000646254.1_192	27.309	249	314
WP_002733579.1	lcl|NZ_ANMZ01000058.1_cds_WP_000723091.1_1085	24.221	289	314
WP_002733579.1	lcl|NZ_ANMZ01000011.1_cds_WP_001067557.1_195	24.540	326	314
WP_026054882.1	lcl|NZ_ANMZ01000011.1_cds_WP_000604525.1_190	84.932	365	365
WP_002733646.1	lcl|NZ_ANMZ01000011.1_cds_WP_000884059.1_191	95.676	185	185
WP_002733646.1	lcl|NZ_ANMZ01000151.1_cds_WP_000351733.1_3019	40.714	140	185
WP_258203953.1	lcl|NZ_ANMZ01000011.1_cds_WP_000646254.1_192	98.480	329	329
WP_258203953.1	lcl|NZ_ANMZ01000078.1_cds_WP_000744698.1_1602	32.381	315	329
WP_258203953.1	lcl|NZ_ANMZ01000058.1_cds_WP_000723091.1_1085	31.343	335	329
WP_258203953.1	lcl|NZ_ANMZ01000144.1_cds_WP_002072074.1_2835	31.148	305	329
WP_258203953.1	lcl|NZ_ANMZ01000038.1_cds_WP_000649924.1_712	30.183	328	329
WP_258203953.1	lcl|NZ_ANMZ01000091.1_cds_WP_000709508.1_1841	29.129	333	329
WP_258203953.1	lcl|NZ_ANMZ01000011.1_cds_WP_001067557.1_195	30.350	257	329
WP_258203953.1	lcl|NZ_ANMZ01000144.1_cds_WP_000688696.1_2815	29.329	283	329
WP_258203953.1	lcl|NZ_ANMZ01000145.1_cds_WP_000475901.1_2858	27.372	274	329
WP_258203953.1	lcl|NZ_ANMZ01000011.1_cds_WP_000410266.1_189	25.392	319	329
WP_258203953.1	lcl|NZ_ANMZ01000185.1_cds_WP_001074779.1_3761	29.057	265	329
WP_258203953.1	lcl|NZ_ANMZ01000051.1_cds_WP_001003560.1_986	24.852	338	329
WP_258203953.1	lcl|NZ_ANMZ01000046.1_cds_WP_000378097.1_848	24.419	172	329
WP_250066499.1	lcl|NZ_ANMZ01000011.1_cds_WP_000774259.1_193	92.135	267	267
WP_250066499.1	lcl|NZ_ANMZ01000058.1_cds_WP_000842260.1_1086	27.895	190	267
WP_250066499.1	lcl|NZ_ANMZ01000064.1_cds_WP_000667727.1_1227	31.818	110	267
WP_250066499.1	lcl|NZ_ANMZ01000187.1_cds_WP_000805357.1_3793	27.660	188	267
WP_002740779.1	lcl|NZ_ANMZ01000011.1_cds_WP_002072162.1_194	97.053	509	509
WP_002740779.1	lcl|NZ_ANMZ01000033.1_cds_WP_000291581.1_614	26.852	324	509
WP_002740779.1	lcl|NZ_ANMZ01000033.1_cds_WP_000364504.1_613	31.111	90	509
WP_002740779.1	lcl|NZ_ANMZ01000011.1_cds_WP_002072162.1_194	97.053	509	509
WP_002740779.1	lcl|NZ_ANMZ01000033.1_cds_WP_000291581.1_614	26.852	324	509
WP_002740779.1	lcl|NZ_ANMZ01000033.1_cds_WP_000364504.1_613	31.111	90	509
WP_250066500.1	lcl|NZ_ANMZ01000011.1_cds_WP_001067557.1_195	95.152	330	330
WP_250066500.1	lcl|NZ_ANMZ01000011.1_cds_WP_000646254.1_192	28.990	307	330
WP_250066500.1	lcl|NZ_ANMZ01000144.1_cds_WP_002072074.1_2835	24.632	272	330
WP_250066500.1	lcl|NZ_ANMZ01000078.1_cds_WP_000744698.1_1602	27.215	316	330
WP_250066500.1	lcl|NZ_ANMZ01000058.1_cds_WP_000723091.1_1085	24.324	333	330
WP_250066500.1	lcl|NZ_ANMZ01000051.1_cds_WP_001003560.1_986	27.092	251	330
WP_250066500.1	lcl|NZ_ANMZ01000038.1_cds_WP_000649924.1_712	29.412	255	330
WP_250066500.1	lcl|NZ_ANMZ01000144.1_cds_WP_000688696.1_2815	25.571	219	330
WP_002740826.1	lcl|NZ_ANMZ01000011.1_cds_WP_001198107.1_196	95.628	366	366
WP_002740826.1	lcl|NZ_ANMZ01000011.1_cds_WP_000608294.1_197	39.726	365	366
WP_002740826.1	lcl|NZ_ANMZ01000145.1_cds_WP_000575181.1_2847	33.705	359	366
WP_002740826.1	lcl|NZ_ANMZ01000064.1_cds_WP_001281953.1_1221	28.232	379	366
