WP_002725873.1	lcl|NZ_JADHZO010000021.1_cds_WP_002725873.1_939	100.000	106	106
WP_002733579.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669917.1_938	98.726	314	314
WP_002733579.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671202.1_989	24.308	325	314
WP_002733579.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669955.1_1102	22.277	202	314
WP_002733579.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669957.1_1100	25.137	183	314
WP_002733579.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669973.1_1076	23.868	243	314
WP_002733579.1	lcl|NZ_JADHZO010000070.1_cds_WP_011670961.1_2782	25.723	311	314
WP_002733579.1	lcl|NZ_JADHZO010000090.1_cds_WP_011670813.1_3146	20.809	173	314
WP_002733646.1	lcl|NZ_JADHZO010000001.1_cds_WP_002750963.1_787	36.364	154	185
WP_002733646.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669938.1_907	33.898	177	185
WP_258203953.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669955.1_1102	31.034	319	329
WP_258203953.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671202.1_989	30.794	315	329
WP_258203953.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669973.1_1076	31.642	335	329
WP_258203953.1	lcl|NZ_JADHZO010000070.1_cds_WP_011670961.1_2782	31.190	311	329
WP_258203953.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669957.1_1100	28.852	305	329
WP_258203953.1	lcl|NZ_JADHZO010000090.1_cds_WP_011670813.1_3146	27.566	341	329
WP_258203953.1	lcl|NZ_JADHZO010000020.1_cds_WP_011671143.1_879	30.032	313	329
WP_258203953.1	lcl|NZ_JADHZO010000070.1_cds_WP_002754065.1_2779	28.182	330	329
WP_258203953.1	lcl|NZ_JADHZO010000003.1_cds_WP_011671074.1_1753	24.852	338	329
WP_258203953.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669917.1_938	27.711	249	329
WP_258203953.1	lcl|NZ_JADHZO010000013.1_cds_WP_017859386.1_316	26.592	267	329
WP_258203953.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669959.1_1098	25.993	277	329
WP_258203953.1	lcl|NZ_JADHZO010000056.1_cds_WP_011669202.1_2345	24.629	337	329
WP_250066499.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669956.1_1101	26.957	230	267
WP_250066499.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669974.1_1075	27.513	189	267
WP_250066499.1	lcl|NZ_JADHZO010000033.1_cds_WP_011670832.1_1497	33.636	110	267
WP_250066499.1	lcl|NZ_JADHZO010000084.1_cds_WP_002766579.1_3026	36.047	86	267
WP_250066499.1	lcl|NZ_JADHZO010000090.1_cds_WP_011670812.1_3145	26.344	186	267
WP_002740779.1	lcl|NZ_JADHZO010000016.1_cds_WP_011670269.1_526	28.028	289	509
WP_002740779.1	lcl|NZ_JADHZO010000016.1_cds_WP_002751286.1_525	31.111	90	509
WP_002740779.1	lcl|NZ_JADHZO010000016.1_cds_WP_011670269.1_526	28.028	289	509
WP_002740779.1	lcl|NZ_JADHZO010000016.1_cds_WP_002751286.1_525	31.111	90	509
WP_250066500.1	lcl|NZ_JADHZO010000070.1_cds_WP_011670961.1_2782	25.641	273	330
WP_250066500.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669955.1_1102	23.723	274	330
WP_250066500.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671202.1_989	27.914	326	330
WP_250066500.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669973.1_1076	25.526	333	330
WP_250066500.1	lcl|NZ_JADHZO010000056.1_cds_WP_011669202.1_2345	25.306	245	330
WP_250066500.1	lcl|NZ_JADHZO010000003.1_cds_WP_011671074.1_1753	26.009	223	330
WP_250066500.1	lcl|NZ_JADHZO010000020.1_cds_WP_011671143.1_879	27.469	324	330
WP_250066500.1	lcl|NZ_JADHZO010000090.1_cds_WP_011670813.1_3146	26.761	142	330
WP_002740826.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669968.1_1082	34.844	353	366
WP_002740826.1	lcl|NZ_JADHZO010000069.1_cds_WP_002753028.1_2677	28.307	378	366
WP_002740826.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669926.1_928	36.296	270	366
WP_002740826.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669932.1_913	29.412	391	366
WP_002740826.1	lcl|NZ_JADHZO010000006.1_cds_WP_002753888.1_2755	29.444	360	366
WP_002740826.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669923.1_931	37.379	206	366
WP_002740826.1	lcl|NZ_JADHZO010000003.1_cds_WP_002750680.1_1752	32.086	187	366
WP_002740861.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669968.1_1082	36.585	369	367
WP_002740861.1	lcl|NZ_JADHZO010000006.1_cds_WP_002753888.1_2755	33.509	379	367
WP_002740861.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669932.1_913	31.989	372	367
WP_002740861.1	lcl|NZ_JADHZO010000069.1_cds_WP_002753028.1_2677	30.053	376	367
WP_002740861.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669926.1_928	33.448	290	367
WP_002740861.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669923.1_931	33.475	236	367
WP_002740861.1	lcl|NZ_JADHZO010000003.1_cds_WP_002750680.1_1752	25.140	358	367
WP_002740998.1	lcl|NZ_JADHZO010000086.1_cds_WP_011669455.1_3048	46.091	243	265
WP_004777170.1	lcl|NZ_JADHZO010000075.1_cds_WP_011670400.1_2855	38.158	304	310
WP_004777170.1	lcl|NZ_JADHZO010000043.1_cds_WP_011669757.1_1932	27.241	290	310
WP_004777170.1	lcl|NZ_JADHZO010000001.1_cds_WP_011670034.1_837	24.887	221	310
WP_004777170.1	lcl|NZ_JADHZO010000075.1_cds_WP_011670400.1_2855	38.158	304	310
WP_004777170.1	lcl|NZ_JADHZO010000043.1_cds_WP_011669757.1_1932	27.241	290	310
WP_004777170.1	lcl|NZ_JADHZO010000001.1_cds_WP_011670034.1_837	24.887	221	310
WP_002740917.1	lcl|NZ_JADHZO010000021.1_cds_WP_004779550.1_922	33.654	104	221
WP_002740917.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671228.1_958	28.205	78	221
WP_002740917.1	lcl|NZ_JADHZO010000032.1_cds_WP_011669877.1_1481	28.037	107	221
WP_002733615.1	lcl|NZ_JADHZO010000022.1_cds_ISU69_RS07675_952	30.159	126	177
WP_002733714.1	lcl|NZ_JADHZO010000091.1_cds_WP_011669711.1_3155	27.602	221	406
WP_002733714.1	lcl|NZ_JADHZO010000032.1_cds_WP_011669876.1_1480	22.619	168	406
WP_002733587.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669932.1_913	32.888	374	361
WP_002733587.1	lcl|NZ_JADHZO010000069.1_cds_WP_002753028.1_2677	29.581	382	361
WP_002733587.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669923.1_931	36.250	240	361
WP_002733587.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669926.1_928	38.208	212	361
WP_002733587.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669968.1_1082	31.613	310	361
WP_002733587.1	lcl|NZ_JADHZO010000003.1_cds_WP_002750680.1_1752	25.137	366	361
WP_002733755.1	lcl|NZ_JADHZO010000016.1_cds_WP_011670259.1_512	27.273	132	308
WP_002733755.1	lcl|NZ_JADHZO010000016.1_cds_WP_011670259.1_512	27.273	132	308
WP_002733555.1	lcl|NZ_JADHZO010000032.1_cds_WP_011669876.1_1480	22.973	148	409
WP_002733555.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671228.1_958	25.197	127	409
WP_002733737.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669968.1_1082	36.769	359	363
WP_002733737.1	lcl|NZ_JADHZO010000006.1_cds_WP_002753888.1_2755	33.807	352	363
WP_002733737.1	lcl|NZ_JADHZO010000069.1_cds_WP_002753028.1_2677	28.686	373	363
WP_002733737.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669932.1_913	29.459	370	363
WP_002733737.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669926.1_928	29.276	304	363
WP_002733737.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669923.1_931	30.137	219	363
WP_002733737.1	lcl|NZ_JADHZO010000003.1_cds_WP_002750680.1_1752	25.788	349	363
WP_002733611.1	lcl|NZ_JADHZO010000025.1_cds_WP_002727916.1_1078	40.000	180	176
WP_016749081.1	lcl|NZ_JADHZO010000020.1_cds_WP_011671143.1_879	28.487	337	313
WP_016749081.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669957.1_1100	30.820	305	313
WP_016749081.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671202.1_989	25.397	315	313
WP_016749081.1	lcl|NZ_JADHZO010000070.1_cds_WP_011670961.1_2782	26.224	286	313
WP_016749081.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669955.1_1102	26.984	252	313
WP_016749081.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669973.1_1076	23.780	328	313
WP_016749081.1	lcl|NZ_JADHZO010000090.1_cds_WP_011670813.1_3146	24.254	268	313
WP_016749081.1	lcl|NZ_JADHZO010000013.1_cds_WP_017859386.1_316	25.784	287	313
WP_016749081.1	lcl|NZ_JADHZO010000017.1_cds_WP_011671364.1_567	25.000	188	313
WP_016749081.1	lcl|NZ_JADHZO010000021.1_cds_WP_011669917.1_938	24.503	151	313
WP_002738232.1	lcl|NZ_JADHZO010000025.1_cds_WP_002727923.1_1083	33.621	116	134
WP_002744551.1	lcl|NZ_JADHZO010000070.1_cds_WP_011670961.1_2782	29.787	188	311
WP_002744551.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669973.1_1076	23.867	331	311
WP_002744551.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669955.1_1102	28.161	174	311
WP_002744551.1	lcl|NZ_JADHZO010000013.1_cds_WP_017859386.1_316	24.478	335	311
WP_002744551.1	lcl|NZ_JADHZO010000022.1_cds_WP_011671202.1_989	22.826	276	311
WP_002744551.1	lcl|NZ_JADHZO010000017.1_cds_WP_011671364.1_567	24.034	233	311
WP_002744551.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669957.1_1100	25.882	170	311
WP_002744551.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669972.1_1077	23.134	134	311
WP_002741093.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669970.1_1080	22.464	138	361
WP_002741093.1	lcl|NZ_JADHZO010000025.1_cds_WP_011669971.1_1079	22.876	306	361
WP_002733589.1	lcl|NZ_JADHZO010000061.1_cds_WP_011669421.1_2540	32.634	524	595
WP_002733589.1	lcl|NZ_JADHZO010000002.1_cds_WP_011669275.1_1274	42.017	238	595
WP_002733589.1	lcl|NZ_JADHZO010000041.1_cds_WP_011671171.1_1856	43.192	213	595
