WP_002725873.1	lcl|NZ_RQGI01000019.1_cds_WP_135594790.1_2640	62.162	74	106
WP_002733579.1	lcl|NZ_RQGI01000019.1_cds_WP_135594788.1_2641	82.803	314	314
WP_002733579.1	lcl|NZ_RQGI01000009.1_cds_WP_100725791.1_1929	22.727	330	314
WP_002733579.1	lcl|NZ_RQGI01000014.1_cds_WP_135688615.1_3362	22.500	280	314
WP_002733579.1	lcl|NZ_RQGI01000014.1_cds_WP_135594687.1_3360	21.569	306	314
WP_002733579.1	lcl|NZ_RQGI01000035.1_cds_WP_135652118.1_2398	27.347	245	314
WP_002733579.1	lcl|NZ_RQGI01000007.1_cds_WP_100715920.1_1234	22.485	169	314
WP_002733579.1	lcl|NZ_RQGI01000054.1_cds_WP_135605246.1_2139	24.204	314	314
WP_002733646.1	lcl|NZ_RQGI01000014.1_cds_WP_135594725.1_3382	31.606	193	185
WP_002733646.1	lcl|NZ_RQGI01000059.1_cds_WP_135591902.1_199	33.333	129	185
WP_258203953.1	lcl|NZ_RQGI01000014.1_cds_WP_135688615.1_3362	31.894	301	329
WP_258203953.1	lcl|NZ_RQGI01000014.1_cds_WP_135594687.1_3360	30.820	305	329
WP_258203953.1	lcl|NZ_RQGI01000009.1_cds_WP_100725791.1_1929	30.255	314	329
WP_258203953.1	lcl|NZ_RQGI01000054.1_cds_WP_135605246.1_2139	30.945	307	329
WP_258203953.1	lcl|NZ_RQGI01000007.1_cds_WP_100715920.1_1234	29.326	341	329
WP_258203953.1	lcl|NZ_RQGI01000035.1_cds_WP_135652118.1_2398	26.888	331	329
WP_258203953.1	lcl|NZ_RQGI01000009.1_cds_WP_135639720.1_1902	29.299	314	329
WP_258203953.1	lcl|NZ_RQGI01000022.1_cds_WP_100725525.1_1642	27.950	322	329
WP_258203953.1	lcl|NZ_RQGI01000019.1_cds_WP_135594788.1_2641	28.302	318	329
WP_258203953.1	lcl|NZ_RQGI01000022.1_cds_WP_135688711.1_1591	27.888	251	329
WP_258203953.1	lcl|NZ_RQGI01000014.1_cds_WP_135688621.1_3369	21.723	267	329
WP_258203953.1	lcl|NZ_RQGI01000014.1_cds_WP_135604041.1_3372	34.839	155	329
WP_258203953.1	lcl|NZ_RQGI01000014.1_cds_WP_135688614.1_3358	26.154	260	329
WP_258203953.1	lcl|NZ_RQGI01000022.1_cds_WP_100716212.1_1599	24.275	276	329
WP_258203953.1	lcl|NZ_RQGI01000007.1_cds_WP_210409557.1_1223	24.595	309	329
WP_258203953.1	lcl|NZ_RQGI01000042.1_cds_WP_135688910.1_3189	28.514	249	329
WP_258203953.1	lcl|NZ_RQGI01000035.1_cds_WP_135604102.1_2381	24.460	278	329
WP_258203953.1	lcl|NZ_RQGI01000027.1_cds_WP_100720563.1_956	26.257	179	329
WP_250066499.1	lcl|NZ_RQGI01000014.1_cds_WP_135594689.1_3361	26.939	245	267
WP_250066499.1	lcl|NZ_RQGI01000014.1_cds_WP_135594704.1_3370	28.111	217	267
WP_250066499.1	lcl|NZ_RQGI01000035.1_cds_WP_100727872.1_2320	25.564	266	267
WP_250066499.1	lcl|NZ_RQGI01000022.1_cds_WP_100719234.1_1709	27.381	168	267
WP_250066499.1	lcl|NZ_RQGI01000035.1_cds_WP_135604079.1_2397	25.641	195	267
WP_250066499.1	lcl|NZ_RQGI01000007.1_cds_WP_100715921.1_1235	27.225	191	267
WP_002740779.1	lcl|NZ_RQGI01000059.1_cds_WP_100726724.1_177	25.836	329	509
WP_002740779.1	lcl|NZ_RQGI01000059.1_cds_WP_135604374.1_176	32.759	58	509
WP_002740779.1	lcl|NZ_RQGI01000059.1_cds_WP_100726724.1_177	25.836	329	509
WP_002740779.1	lcl|NZ_RQGI01000059.1_cds_WP_135604374.1_176	32.759	58	509
WP_250066500.1	lcl|NZ_RQGI01000022.1_cds_WP_135688711.1_1591	27.925	265	330
WP_250066500.1	lcl|NZ_RQGI01000054.1_cds_WP_135605246.1_2139	23.381	278	330
WP_250066500.1	lcl|NZ_RQGI01000009.1_cds_WP_100725791.1_1929	28.261	276	330
WP_250066500.1	lcl|NZ_RQGI01000014.1_cds_WP_135688615.1_3362	23.333	270	330
WP_250066500.1	lcl|NZ_RQGI01000009.1_cds_WP_135639720.1_1902	26.730	318	330
WP_250066500.1	lcl|NZ_RQGI01000035.1_cds_WP_135652118.1_2398	24.923	325	330
WP_250066500.1	lcl|NZ_RQGI01000022.1_cds_WP_100716212.1_1599	24.621	264	330
WP_250066500.1	lcl|NZ_RQGI01000014.1_cds_WP_135594687.1_3360	24.046	262	330
WP_250066500.1	lcl|NZ_RQGI01000007.1_cds_WP_100715920.1_1234	23.841	302	330
WP_250066500.1	lcl|NZ_RQGI01000014.1_cds_WP_135688621.1_3369	24.691	162	330
WP_250066500.1	lcl|NZ_RQGI01000042.1_cds_WP_135688910.1_3189	24.645	211	330
WP_250066500.1	lcl|NZ_RQGI01000027.1_cds_WP_100720563.1_956	25.620	242	330
WP_250066500.1	lcl|NZ_RQGI01000022.1_cds_WP_100725525.1_1642	28.477	151	330
WP_002740826.1	lcl|NZ_RQGI01000022.1_cds_WP_100716152.1_1529	30.208	384	366
WP_002740826.1	lcl|NZ_RQGI01000014.1_cds_WP_135688625.1_3387	29.213	356	366
WP_002740826.1	lcl|NZ_RQGI01000019.1_cds_WP_135688238.1_2644	30.641	359	366
WP_002740826.1	lcl|NZ_RQGI01000019.1_cds_WP_135688687.1_2653	28.715	397	366
WP_002740826.1	lcl|NZ_RQGI01000006.1_cds_WP_100718929.1_2873	29.577	355	366
WP_002740826.1	lcl|NZ_RQGI01000049.1_cds_WP_135593957.1_824	22.419	339	366
WP_002740861.1	lcl|NZ_RQGI01000019.1_cds_WP_135688238.1_2644	36.752	351	367
WP_002740861.1	lcl|NZ_RQGI01000019.1_cds_WP_135688687.1_2653	32.698	315	367
WP_002740861.1	lcl|NZ_RQGI01000006.1_cds_WP_100718929.1_2873	28.647	377	367
WP_002740861.1	lcl|NZ_RQGI01000022.1_cds_WP_100716152.1_1529	28.042	378	367
WP_002740861.1	lcl|NZ_RQGI01000014.1_cds_WP_135688625.1_3387	23.342	377	367
WP_002740861.1	lcl|NZ_RQGI01000049.1_cds_WP_135593957.1_824	26.611	357	367
WP_002740861.1	lcl|NZ_RQGI01000010.1_cds_WP_100720384.1_3083	33.019	106	367
WP_002740998.1	lcl|NZ_RQGI01000049.1_cds_WP_100715657.1_877	42.798	243	265
WP_004777170.1	lcl|NZ_RQGI01000027.1_cds_WP_100717570.1_1050	35.806	310	310
WP_004777170.1	lcl|NZ_RQGI01000010.1_cds_WP_135688596.1_3011	29.808	312	310
WP_004777170.1	lcl|NZ_RQGI01000059.1_cds_WP_100718541.1_262	21.756	262	310
WP_004777170.1	lcl|NZ_RQGI01000027.1_cds_WP_100717570.1_1050	35.806	310	310
WP_004777170.1	lcl|NZ_RQGI01000010.1_cds_WP_135688596.1_3011	29.808	312	310
WP_004777170.1	lcl|NZ_RQGI01000059.1_cds_WP_100718541.1_262	21.756	262	310
WP_002740917.1	lcl|NZ_RQGI01000059.1_cds_WP_100718905.1_280	31.000	100	221
WP_002733615.1	lcl|NZ_RQGI01000009.1_cds_WP_135688555.1_1722	32.836	134	177
WP_002733714.1	lcl|NZ_RQGI01000059.1_cds_WP_100718904.1_281	30.000	100	406
WP_002733587.1	lcl|NZ_RQGI01000019.1_cds_WP_135688687.1_2653	37.778	270	361
WP_002733587.1	lcl|NZ_RQGI01000019.1_cds_WP_135688238.1_2644	26.842	380	361
WP_002733587.1	lcl|NZ_RQGI01000022.1_cds_WP_100716152.1_1529	28.385	384	361
WP_002733587.1	lcl|NZ_RQGI01000014.1_cds_WP_135688625.1_3387	30.515	272	361
WP_002733587.1	lcl|NZ_RQGI01000049.1_cds_WP_135593957.1_824	24.119	369	361
WP_002733587.1	lcl|NZ_RQGI01000006.1_cds_WP_100718929.1_2873	29.200	250	361
WP_002733755.1	lcl|NZ_RQGI01000019.1_cds_WP_135688235.1_2648	24.731	279	308
WP_002733755.1	lcl|NZ_RQGI01000019.1_cds_WP_135688235.1_2648	24.731	279	308
WP_002733555.1	lcl|NZ_RQGI01000014.1_cds_WP_135604034.1_3375	21.875	160	409
WP_002733737.1	lcl|NZ_RQGI01000006.1_cds_WP_100718929.1_2873	32.113	355	363
WP_002733737.1	lcl|NZ_RQGI01000019.1_cds_WP_135688687.1_2653	32.830	265	363
WP_002733737.1	lcl|NZ_RQGI01000019.1_cds_WP_135688238.1_2644	29.243	383	363
WP_002733737.1	lcl|NZ_RQGI01000022.1_cds_WP_100716152.1_1529	28.316	392	363
WP_002733737.1	lcl|NZ_RQGI01000014.1_cds_WP_135688625.1_3387	28.428	299	363
WP_002733737.1	lcl|NZ_RQGI01000049.1_cds_WP_135593957.1_824	25.507	345	363
WP_002733611.1	lcl|NZ_RQGI01000035.1_cds_WP_135688870.1_2399	38.202	178	176
WP_016758092.1	lcl|NZ_RQGI01000014.1_cds_WP_135604030.1_3377	29.714	175	306
WP_016749081.1	lcl|NZ_RQGI01000009.1_cds_WP_100725791.1_1929	27.972	286	313
WP_016749081.1	lcl|NZ_RQGI01000054.1_cds_WP_135605246.1_2139	26.820	261	313
WP_016749081.1	lcl|NZ_RQGI01000009.1_cds_WP_135639720.1_1902	26.070	257	313
WP_016749081.1	lcl|NZ_RQGI01000014.1_cds_WP_135688615.1_3362	25.806	279	313
WP_016749081.1	lcl|NZ_RQGI01000007.1_cds_WP_100715920.1_1234	24.719	267	313
