WP_002725873.1	lcl|NZ_AKWM02000063.1_cds_WP_002764162.1_805	100.000	82	106
WP_002733579.1	lcl|NZ_AKWM02000063.1_cds_WP_002764169.1_804	97.764	313	314
WP_002733579.1	lcl|NZ_AKWM02000063.1_cds_WP_002764171.1_801	26.316	228	314
WP_002733579.1	lcl|NZ_AKWM02000049.1_cds_WP_002763592.1_1323	23.692	325	314
WP_002733579.1	lcl|NZ_AKWM02000051.1_cds_WP_002763683.1_1250	20.968	186	314
WP_002733579.1	lcl|NZ_AKWM02000039.1_cds_WP_004280595.1_1935	22.776	281	314
WP_002733579.1	lcl|NZ_AKWM02000038.1_cds_WP_002748230.1_2021	24.082	245	314
WP_002733579.1	lcl|NZ_AKWM02000078.1_cds_WP_002746794.1_284	19.527	169	314
WP_002733579.1	lcl|NZ_AKWM02000063.1_cds_WP_002764172.1_798	24.024	333	314
WP_026054882.1	lcl|NZ_AKWM02000063.1_cds_WP_002764163.1_803	92.877	365	365
WP_002733646.1	lcl|NZ_AKWM02000063.1_cds_WP_002764164.1_802	96.757	185	185
WP_002733646.1	lcl|NZ_AKWM02000057.1_cds_WP_002763945.1_1103	35.065	154	185
WP_258203953.1	lcl|NZ_AKWM02000063.1_cds_WP_002764171.1_801	94.225	329	329
WP_258203953.1	lcl|NZ_AKWM02000051.1_cds_WP_002763683.1_1250	31.429	315	329
WP_258203953.1	lcl|NZ_AKWM02000049.1_cds_WP_002763592.1_1323	31.429	315	329
WP_258203953.1	lcl|NZ_AKWM02000039.1_cds_WP_004280595.1_1935	31.045	335	329
WP_258203953.1	lcl|NZ_AKWM02000038.1_cds_WP_002748230.1_2021	31.511	311	329
WP_258203953.1	lcl|NZ_AKWM02000078.1_cds_WP_002746794.1_284	27.566	341	329
WP_258203953.1	lcl|NZ_AKWM02000041.1_cds_WP_002763171.1_1690	30.159	315	329
WP_258203953.1	lcl|NZ_AKWM02000038.1_cds_WP_002748209.1_2024	28.261	322	329
WP_258203953.1	lcl|NZ_AKWM02000039.1_cds_WP_004282556.1_1965	25.342	292	329
WP_258203953.1	lcl|NZ_AKWM02000063.1_cds_WP_002764172.1_798	30.739	257	329
WP_258203953.1	lcl|NZ_AKWM02000032.1_cds_WP_002747140.1_2196	25.797	345	329
WP_258203953.1	lcl|NZ_AKWM02000051.1_cds_WP_002763748.1_1254	30.258	271	329
WP_258203953.1	lcl|NZ_AKWM02000063.1_cds_WP_002764169.1_804	27.778	252	329
WP_258203953.1	lcl|NZ_AKWM02000051.1_cds_WP_002763744.1_1256	23.344	317	329
WP_258203953.1	lcl|NZ_AKWM02000024.1_cds_WP_002761787.1_2677	26.710	307	329
WP_258203953.1	lcl|NZ_AKWM02000039.1_cds_WP_002762918.1_1954	25.210	238	329
WP_258203953.1	lcl|NZ_AKWM02000049.1_cds_WP_002763556.1_1412	25.378	331	329
WP_258203953.1	lcl|NZ_AKWM02000005.1_cds_WP_004282358.1_3423	28.514	249	329
WP_258203953.1	lcl|NZ_AKWM02000039.1_cds_WP_004282566.1_1967	30.409	171	329
WP_250066499.1	lcl|NZ_AKWM02000063.1_cds_WP_002764176.1_800	91.011	267	267
WP_250066499.1	lcl|NZ_AKWM02000039.1_cds_WP_004282527.1_1968	27.670	206	267
WP_250066499.1	lcl|NZ_AKWM02000051.1_cds_WP_002763695.1_1245	27.933	179	267
WP_250066499.1	lcl|NZ_AKWM02000039.1_cds_WP_004280167.1_1934	26.842	190	267
WP_250066499.1	lcl|NZ_AKWM02000022.1_cds_WP_002761552.1_2755	34.545	110	267
WP_250066499.1	lcl|NZ_AKWM02000002.1_cds_WP_081586259.1_3595	26.882	186	267
WP_250066499.1	lcl|NZ_AKWM02000078.1_cds_WP_002746706.1_285	25.946	185	267
WP_002740779.1	lcl|NZ_AKWM02000063.1_cds_WP_002764174.1_799	88.780	508	509
WP_002740779.1	lcl|NZ_AKWM02000013.1_cds_WP_002761118.1_3123	26.727	333	509
WP_002740779.1	lcl|NZ_AKWM02000013.1_cds_WP_002761045.1_3122	31.111	90	509
WP_002740779.1	lcl|NZ_AKWM02000063.1_cds_WP_002764174.1_799	88.780	508	509
WP_002740779.1	lcl|NZ_AKWM02000013.1_cds_WP_002761118.1_3123	26.727	333	509
WP_002740779.1	lcl|NZ_AKWM02000013.1_cds_WP_002761045.1_3122	31.111	90	509
WP_250066500.1	lcl|NZ_AKWM02000063.1_cds_WP_002764172.1_798	92.424	330	330
WP_250066500.1	lcl|NZ_AKWM02000051.1_cds_WP_002763748.1_1254	27.213	305	330
WP_250066500.1	lcl|NZ_AKWM02000063.1_cds_WP_002764171.1_801	27.869	305	330
WP_250066500.1	lcl|NZ_AKWM02000049.1_cds_WP_002763592.1_1323	28.470	281	330
WP_250066500.1	lcl|NZ_AKWM02000051.1_cds_WP_002763683.1_1250	25.940	266	330
WP_250066500.1	lcl|NZ_AKWM02000038.1_cds_WP_002748230.1_2021	25.275	273	330
WP_250066500.1	lcl|NZ_AKWM02000051.1_cds_WP_002763744.1_1256	29.864	221	330
WP_250066500.1	lcl|NZ_AKWM02000039.1_cds_WP_004280595.1_1935	25.826	333	330
WP_250066500.1	lcl|NZ_AKWM02000032.1_cds_WP_002747140.1_2196	28.070	228	330
WP_250066500.1	lcl|NZ_AKWM02000049.1_cds_WP_002763556.1_1412	25.306	245	330
WP_250066500.1	lcl|NZ_AKWM02000041.1_cds_WP_002763171.1_1690	31.373	255	330
WP_250066500.1	lcl|NZ_AKWM02000078.1_cds_WP_002746794.1_284	26.761	142	330
WP_250066500.1	lcl|NZ_AKWM02000039.1_cds_WP_004282556.1_1965	24.074	270	330
WP_250066500.1	lcl|NZ_AKWM02000063.1_cds_WP_002764169.1_804	24.316	329	330
WP_002740826.1	lcl|NZ_AKWM02000039.1_cds_WP_004280824.1_1941	34.118	340	366
WP_002740826.1	lcl|NZ_AKWM02000022.1_cds_WP_002761418.1_2749	28.307	378	366
WP_002740826.1	lcl|NZ_AKWM02000082.1_cds_WP_002764655.1_99	30.000	360	366
WP_002740826.1	lcl|NZ_AKWM02000027.1_cds_WP_002761996.1_2550	27.809	356	366
WP_002740826.1	lcl|NZ_AKWM02000051.1_cds_WP_002763724.1_1249	27.011	348	366
WP_002740826.1	lcl|NZ_AKWM02000051.1_cds_LEP1GSC125_RS12985_1260	29.193	161	366
WP_002740826.1	lcl|NZ_AKWM02000032.1_cds_WP_036035875.1_2195	33.155	187	366
WP_002740826.1	lcl|NZ_AKWM02000051.1_cds_LEP1GSC125_RS21955_1264	43.902	41	366
WP_002740861.1	lcl|NZ_AKWM02000039.1_cds_WP_004280824.1_1941	37.278	338	367
WP_002740861.1	lcl|NZ_AKWM02000082.1_cds_WP_002764655.1_99	32.982	379	367
WP_002740861.1	lcl|NZ_AKWM02000022.1_cds_WP_002761418.1_2749	29.521	376	367
WP_002740861.1	lcl|NZ_AKWM02000051.1_cds_WP_002763724.1_1249	27.809	356	367
WP_002740861.1	lcl|NZ_AKWM02000027.1_cds_WP_002761996.1_2550	24.728	368	367
WP_002740861.1	lcl|NZ_AKWM02000051.1_cds_LEP1GSC125_RS12985_1260	40.000	135	367
WP_002740861.1	lcl|NZ_AKWM02000032.1_cds_WP_036035875.1_2195	25.140	358	367
WP_002740729.1	lcl|NZ_AKWM02000063.1_cds_WP_002764166.1_797	38.051	544	544
WP_002740729.1	lcl|NZ_AKWM02000063.1_cds_WP_002764166.1_797	38.051	544	544
WP_002740998.1	lcl|NZ_AKWM02000063.1_cds_WP_002764170.1_796	67.424	264	265
WP_002740998.1	lcl|NZ_AKWM02000002.1_cds_WP_002748383.1_3565	46.091	243	265
WP_004777170.1	lcl|NZ_AKWM02000063.1_cds_WP_002764167.1_795	90.323	310	310
WP_004777170.1	lcl|NZ_AKWM02000021.1_cds_WP_002747802.1_2894	38.158	304	310
WP_004777170.1	lcl|NZ_AKWM02000080.1_cds_WP_002764596.1_223	26.710	307	310
WP_004777170.1	lcl|NZ_AKWM02000025.1_cds_WP_002761841.1_2583	23.282	262	310
WP_004777170.1	lcl|NZ_AKWM02000063.1_cds_WP_002764167.1_795	90.323	310	310
WP_004777170.1	lcl|NZ_AKWM02000021.1_cds_WP_002747802.1_2894	38.158	304	310
WP_004777170.1	lcl|NZ_AKWM02000080.1_cds_WP_002764596.1_223	26.710	307	310
WP_004777170.1	lcl|NZ_AKWM02000025.1_cds_WP_002761841.1_2583	23.282	262	310
WP_002740848.1	lcl|NZ_AKWM02000051.1_cds_WP_002763739.1_1280	93.939	264	264
WP_002733551.1	lcl|NZ_AKWM02000051.1_cds_WP_036036521.1_1279	93.077	130	130
WP_004777167.1	lcl|NZ_AKWM02000051.1_cds_WP_002763720.1_1278	81.690	142	144
WP_002740917.1	lcl|NZ_AKWM02000051.1_cds_WP_002763691.1_1277	91.403	221	221
WP_002740917.1	lcl|NZ_AKWM02000049.1_cds_WP_036036455.1_1296	26.923	78	221
WP_002733615.1	lcl|NZ_AKWM02000049.1_cds_WP_002746546.1_1290	31.126	151	177
WP_002733714.1	lcl|NZ_AKWM02000051.1_cds_WP_036036540.1_1265	32.821	390	406
WP_002733714.1	lcl|NZ_AKWM02000066.1_cds_WP_036036884.1_691	23.558	208	406
WP_002733714.1	lcl|NZ_AKWM02000039.1_cds_WP_036036070.1_1971	27.059	170	406
WP_002733714.1	lcl|NZ_AKWM02000051.1_cds_WP_241210795.1_1274	27.041	196	406
WP_002733587.1	lcl|NZ_AKWM02000022.1_cds_WP_002761418.1_2749	30.026	383	361
WP_002733587.1	lcl|NZ_AKWM02000039.1_cds_WP_004280824.1_1941	31.515	330	361
WP_002733587.1	lcl|NZ_AKWM02000051.1_cds_WP_002763724.1_1249	33.463	257	361
WP_002733587.1	lcl|NZ_AKWM02000027.1_cds_WP_002761996.1_2550	30.502	259	361
WP_002733587.1	lcl|NZ_AKWM02000032.1_cds_WP_036035875.1_2195	24.863	366	361
WP_002733755.1	lcl|NZ_AKWM02000013.1_cds_WP_002761036.1_3109	26.866	134	308
WP_002733755.1	lcl|NZ_AKWM02000013.1_cds_WP_002761036.1_3109	26.866	134	308
WP_002733621.1	lcl|NZ_AKWM02000038.1_cds_WP_002762825.1_2006	75.000	32	52
WP_016561424.1	lcl|NZ_AKWM02000051.1_cds_WP_002763689.1_1269	56.250	368	402
WP_002733555.1	lcl|NZ_AKWM02000051.1_cds_WP_036036540.1_1265	93.627	408	409
WP_002733737.1	lcl|NZ_AKWM02000051.1_cds_LEP1GSC125_RS12985_1260	82.911	158	363
WP_002733737.1	lcl|NZ_AKWM02000039.1_cds_WP_004280824.1_1941	36.872	358	363
WP_002733737.1	lcl|NZ_AKWM02000082.1_cds_WP_002764655.1_99	33.429	350	363
WP_002733737.1	lcl|NZ_AKWM02000022.1_cds_WP_002761418.1_2749	28.686	373	363
WP_002733737.1	lcl|NZ_AKWM02000027.1_cds_WP_002761996.1_2550	26.738	374	363
WP_002733737.1	lcl|NZ_AKWM02000051.1_cds_LEP1GSC125_RS21955_1264	80.435	46	363
WP_002733737.1	lcl|NZ_AKWM02000051.1_cds_LEP1GSC125_RS21955_1264	89.286	28	363
WP_002733737.1	lcl|NZ_AKWM02000051.1_cds_WP_002763724.1_1249	26.022	269	363
WP_002733737.1	lcl|NZ_AKWM02000051.1_cds_WP_242508084.1_1261	83.871	31	363
WP_002733737.1	lcl|NZ_AKWM02000032.1_cds_WP_036035875.1_2195	25.788	349	363
WP_002733741.1	lcl|NZ_AKWM02000051.1_cds_LEP1GSC125_RS23930_1259	79.412	170	258
WP_002733741.1	lcl|NZ_AKWM02000051.1_cds_LEP1GSC125_RS23930_1259	77.778	90	258
