WP_002725873.1	lcl|NZ_QHCS01000002.1_cds_WP_100785494.1_2236	93.902	82	106
WP_002733579.1	lcl|NZ_QHCS01000002.1_cds_WP_118968521.1_2244	63.548	310	314
WP_002733579.1	lcl|NZ_QHCS01000001.1_cds_WP_118980350.1_610	25.231	325	314
WP_002733579.1	lcl|NZ_QHCS01000002.1_cds_WP_118981896.1_2237	23.656	186	314
WP_002733579.1	lcl|NZ_QHCS01000002.1_cds_WP_118981941.1_2289	25.203	246	314
WP_002733579.1	lcl|NZ_QHCS01000003.1_cds_WP_118970620.1_2937	21.429	168	314
WP_002733579.1	lcl|NZ_QHCS01000001.1_cds_WP_118980124.1_324	21.603	287	314
WP_002733646.1	lcl|NZ_QHCS01000002.1_cds_WP_118968509.1_2258	39.444	180	185
WP_002733646.1	lcl|NZ_QHCS01000002.1_cds_WP_118982146.1_2538	39.189	148	185
WP_258203953.1	lcl|NZ_QHCS01000002.1_cds_WP_118981941.1_2289	30.422	332	329
WP_258203953.1	lcl|NZ_QHCS01000001.1_cds_WP_118980350.1_610	30.476	315	329
WP_258203953.1	lcl|NZ_QHCS01000002.1_cds_WP_118981896.1_2237	31.875	320	329
WP_258203953.1	lcl|NZ_QHCS01000001.1_cds_WP_118980124.1_324	32.039	309	329
WP_258203953.1	lcl|NZ_QHCS01000003.1_cds_WP_118970620.1_2937	27.679	336	329
WP_258203953.1	lcl|NZ_QHCS01000001.1_cds_WP_118981399.1_464	29.814	322	329
WP_258203953.1	lcl|NZ_QHCS01000003.1_cds_WP_118982527.1_2865	28.829	333	329
WP_258203953.1	lcl|NZ_QHCS01000002.1_cds_WP_118968521.1_2244	25.080	311	329
WP_258203953.1	lcl|NZ_QHCS01000001.1_cds_WP_118980680.1_996	25.899	278	329
WP_258203953.1	lcl|NZ_QHCS01000001.1_cds_WP_241686725.1_818	27.823	248	329
WP_258203953.1	lcl|NZ_QHCS01000004.1_cds_WP_118982869.1_3228	25.758	264	329
WP_258203953.1	lcl|NZ_QHCS01000001.1_cds_WP_118980428.1_705	24.028	283	329
WP_258203953.1	lcl|NZ_QHCS01000002.1_cds_WP_118981923.1_2270	24.818	274	329
WP_258203953.1	lcl|NZ_QHCS01000008.1_cds_WP_118983674.1_4028	25.581	258	329
WP_258203953.1	lcl|NZ_QHCS01000003.1_cds_WP_118982574.1_2914	28.000	250	329
WP_250066499.1	lcl|NZ_QHCS01000002.1_cds_WP_118981900.1_2242	26.939	245	267
WP_250066499.1	lcl|NZ_QHCS01000001.1_cds_WP_118980862.1_1191	33.621	116	267
WP_250066499.1	lcl|NZ_QHCS01000002.1_cds_WP_118981942.1_2290	24.339	189	267
WP_250066499.1	lcl|NZ_QHCS01000001.1_cds_WP_118980756.1_1080	32.039	103	267
WP_250066499.1	lcl|NZ_QHCS01000003.1_cds_WP_241686844.1_2936	25.946	185	267
WP_002740779.1	lcl|NZ_QHCS01000002.1_cds_WP_118982276.1_2697	26.409	337	509
WP_002740779.1	lcl|NZ_QHCS01000002.1_cds_WP_118982277.1_2698	31.183	93	509
WP_002740779.1	lcl|NZ_QHCS01000002.1_cds_WP_118982276.1_2697	26.409	337	509
WP_002740779.1	lcl|NZ_QHCS01000002.1_cds_WP_118982277.1_2698	31.183	93	509
WP_250066500.1	lcl|NZ_QHCS01000002.1_cds_WP_118981896.1_2237	28.417	278	330
WP_250066500.1	lcl|NZ_QHCS01000001.1_cds_WP_118980124.1_324	25.000	272	330
WP_250066500.1	lcl|NZ_QHCS01000001.1_cds_WP_118980350.1_610	27.338	278	330
WP_250066500.1	lcl|NZ_QHCS01000002.1_cds_WP_118981941.1_2289	26.220	328	330
WP_250066500.1	lcl|NZ_QHCS01000001.1_cds_WP_118981399.1_464	28.873	284	330
WP_250066500.1	lcl|NZ_QHCS01000001.1_cds_WP_118980680.1_996	26.238	202	330
WP_250066500.1	lcl|NZ_QHCS01000001.1_cds_WP_118980428.1_705	25.490	255	330
WP_250066500.1	lcl|NZ_QHCS01000003.1_cds_WP_118970620.1_2937	27.972	143	330
WP_250066500.1	lcl|NZ_QHCS01000002.1_cds_WP_118981903.1_2246	24.667	150	330
WP_250066500.1	lcl|NZ_QHCS01000003.1_cds_WP_118982527.1_2865	28.667	150	330
WP_002740826.1	lcl|NZ_QHCS01000001.1_cds_WP_206698719.1_1196	29.024	379	366
