WP_002725873.1	lcl|NZ_ANIM01000026.1_cds_WP_004753574.1_535	91.463	82	106
WP_002733579.1	lcl|NZ_ANIM01000026.1_cds_WP_020778495.1_534	92.675	314	314
WP_002733579.1	lcl|NZ_ANIM01000026.1_cds_WP_004755430.1_531	27.309	249	314
WP_002733579.1	lcl|NZ_ANIM01000006.1_cds_WP_004753565.1_77	23.171	328	314
WP_002733579.1	lcl|NZ_ANIM01000057.1_cds_WP_020778800.1_1210	22.776	281	314
WP_002733579.1	lcl|NZ_ANIM01000026.1_cds_WP_004755319.1_528	25.152	330	314
WP_026054882.1	lcl|NZ_ANIM01000026.1_cds_WP_020778491.1_533	87.123	365	365
WP_002733646.1	lcl|NZ_ANIM01000026.1_cds_WP_004766667.1_532	96.757	185	185
WP_002733646.1	lcl|NZ_ANIM01000088.1_cds_WP_004752075.1_2051	41.429	140	185
WP_258203953.1	lcl|NZ_ANIM01000026.1_cds_WP_004755430.1_531	98.480	329	329
WP_258203953.1	lcl|NZ_ANIM01000006.1_cds_WP_004753565.1_77	31.746	315	329
WP_258203953.1	lcl|NZ_ANIM01000057.1_cds_WP_020778800.1_1210	31.045	335	329
WP_258203953.1	lcl|NZ_ANIM01000008.1_cds_WP_020778364.1_203	31.494	308	329
WP_258203953.1	lcl|NZ_ANIM01000085.1_cds_WP_020766960.1_1986	30.816	331	329
WP_258203953.1	lcl|NZ_ANIM01000008.1_cds_WP_004751412.1_215	29.846	325	329
WP_258203953.1	lcl|NZ_ANIM01000062.1_cds_WP_020778875.1_1387	27.566	341	329
WP_258203953.1	lcl|NZ_ANIM01000026.1_cds_WP_004755319.1_528	29.316	307	329
WP_258203953.1	lcl|NZ_ANIM01000026.1_cds_WP_020778495.1_534	26.119	268	329
WP_258203953.1	lcl|NZ_ANIM01000057.1_cds_WP_020762909.1_1193	26.277	274	329
WP_258203953.1	lcl|NZ_ANIM01000064.1_cds_WP_016750792.1_1438	29.213	267	329
WP_258203953.1	lcl|NZ_ANIM01000097.1_cds_WP_020779226.1_2334	26.104	249	329
WP_258203953.1	lcl|NZ_ANIM01000127.1_cds_WP_004766563.1_2769	25.573	262	329
WP_258203953.1	lcl|NZ_ANIM01000093.1_cds_WP_020765537.1_2221	27.711	249	329
WP_250066499.1	lcl|NZ_ANIM01000026.1_cds_WP_004762941.1_530	95.880	267	267
WP_250066499.1	lcl|NZ_ANIM01000057.1_cds_WP_020778801.1_1211	27.513	189	267
WP_250066499.1	lcl|NZ_ANIM01000061.1_cds_WP_020778860.1_1365	28.342	187	267
WP_250066499.1	lcl|NZ_ANIM01000145.1_cds_WP_004758210.1_3311	27.660	188	267
WP_002740779.1	lcl|NZ_ANIM01000026.1_cds_WP_004777106.1_529	99.411	509	509
WP_002740779.1	lcl|NZ_ANIM01000130.1_cds_WP_020779477.1_2889	25.758	330	509
WP_002740779.1	lcl|NZ_ANIM01000130.1_cds_WP_020766999.1_2890	31.111	90	509
WP_002740779.1	lcl|NZ_ANIM01000026.1_cds_WP_004777106.1_529	99.411	509	509
WP_002740779.1	lcl|NZ_ANIM01000130.1_cds_WP_020779477.1_2889	25.758	330	509
WP_002740779.1	lcl|NZ_ANIM01000130.1_cds_WP_020766999.1_2890	31.111	90	509
WP_250066500.1	lcl|NZ_ANIM01000026.1_cds_WP_004755319.1_528	97.879	330	330
WP_250066500.1	lcl|NZ_ANIM01000026.1_cds_WP_004755430.1_531	28.387	310	330
WP_250066500.1	lcl|NZ_ANIM01000057.1_cds_WP_020778800.1_1210	25.749	334	330
WP_250066500.1	lcl|NZ_ANIM01000008.1_cds_WP_020778364.1_203	24.723	271	330
WP_250066500.1	lcl|NZ_ANIM01000006.1_cds_WP_004753565.1_77	26.250	320	330
WP_250066500.1	lcl|NZ_ANIM01000097.1_cds_WP_020779226.1_2334	26.295	251	330
WP_250066500.1	lcl|NZ_ANIM01000085.1_cds_WP_020766960.1_1986	29.412	255	330
WP_250066500.1	lcl|NZ_ANIM01000062.1_cds_WP_020778875.1_1387	25.333	225	330
WP_002740826.1	lcl|NZ_ANIM01000026.1_cds_WP_004754883.1_527	98.907	366	366
WP_002740826.1	lcl|NZ_ANIM01000026.1_cds_WP_020778494.1_526	39.452	365	366
WP_002740826.1	lcl|NZ_ANIM01000057.1_cds_WP_020778805.1_1204	34.384	349	366
WP_002740826.1	lcl|NZ_ANIM01000061.1_cds_WP_004754030.1_1371	28.760	379	366
WP_002740826.1	lcl|NZ_ANIM01000052.1_cds_WP_004754985.1_1083	32.199	382	366
WP_002740826.1	lcl|NZ_ANIM01000029.1_cds_WP_004752829.1_595	30.641	359	366
WP_002740826.1	lcl|NZ_ANIM01000099.1_cds_WP_025182339.1_2374	32.105	190	366
WP_002740861.1	lcl|NZ_ANIM01000026.1_cds_WP_020778494.1_526	98.638	367	367
WP_002740861.1	lcl|NZ_ANIM01000026.1_cds_WP_004754883.1_527	39.726	365	367
WP_002740861.1	lcl|NZ_ANIM01000057.1_cds_WP_020778805.1_1204	35.165	364	367
WP_002740861.1	lcl|NZ_ANIM01000052.1_cds_WP_004754985.1_1083	31.233	365	367
WP_002740861.1	lcl|NZ_ANIM01000029.1_cds_WP_004752829.1_595	30.645	372	367
WP_002740861.1	lcl|NZ_ANIM01000061.1_cds_WP_004754030.1_1371	30.952	378	367
WP_002740861.1	lcl|NZ_ANIM01000099.1_cds_WP_025182339.1_2374	24.022	358	367
WP_002740729.1	lcl|NZ_ANIM01000026.1_cds_WP_020778489.1_525	98.162	544	544
WP_002740729.1	lcl|NZ_ANIM01000026.1_cds_WP_020778489.1_525	98.162	544	544
WP_002740998.1	lcl|NZ_ANIM01000026.1_cds_WP_020778497.1_524	99.623	265	265
WP_002740998.1	lcl|NZ_ANIM01000058.1_cds_WP_004755702.1_1260	47.325	243	265
WP_004777170.1	lcl|NZ_ANIM01000026.1_cds_WP_025182155.1_523	99.677	310	310
WP_004777170.1	lcl|NZ_ANIM01000086.1_cds_WP_004771458.1_1999	36.842	304	310
WP_004777170.1	lcl|NZ_ANIM01000123.1_cds_WP_004754016.1_2716	26.645	304	310
WP_004777170.1	lcl|NZ_ANIM01000088.1_cds_WP_004752420.1_2118	22.901	262	310
WP_004777170.1	lcl|NZ_ANIM01000026.1_cds_WP_025182155.1_523	99.677	310	310
WP_004777170.1	lcl|NZ_ANIM01000086.1_cds_WP_004771458.1_1999	36.842	304	310
