WP_002725873.1	lcl|NZ_JQPN01000125.1_cds_WP_000340715.1_2656	93.902	82	106
WP_002733579.1	lcl|NZ_JQPN01000125.1_cds_WP_000410266.1_2657	92.994	314	314
WP_002733579.1	lcl|NZ_JQPN01000032.1_cds_WP_000744698.1_992	23.171	328	314
WP_002733579.1	lcl|NZ_JQPN01000125.1_cds_WP_000646254.1_2660	27.309	249	314
WP_002733579.1	lcl|NZ_JQPN01000160.1_cds_WP_000723091.1_3167	24.221	289	314
WP_002733579.1	lcl|NZ_JQPN01000125.1_cds_WP_001067557.1_2663	24.540	326	314
WP_026054882.1	lcl|NZ_JQPN01000125.1_cds_WP_002132254.1_2658	85.205	365	365
WP_002733646.1	lcl|NZ_JQPN01000125.1_cds_WP_000884059.1_2659	95.676	185	185
WP_002733646.1	lcl|NZ_JQPN01000022.1_cds_WP_000351733.1_603	40.714	140	185
WP_258203953.1	lcl|NZ_JQPN01000125.1_cds_WP_000646254.1_2660	98.480	329	329
WP_258203953.1	lcl|NZ_JQPN01000032.1_cds_WP_000744698.1_992	32.381	315	329
WP_258203953.1	lcl|NZ_JQPN01000160.1_cds_WP_000723091.1_3167	31.343	335	329
WP_258203953.1	lcl|NZ_JQPN01000085.1_cds_WP_002072074.1_2113	31.148	305	329
WP_258203953.1	lcl|NZ_JQPN01000044.1_cds_WP_000649924.1_1332	30.183	328	329
WP_258203953.1	lcl|NZ_JQPN01000178.1_cds_WP_000709508.1_3337	29.129	333	329
WP_258203953.1	lcl|NZ_JQPN01000125.1_cds_WP_001067557.1_2663	30.350	257	329
WP_258203953.1	lcl|NZ_JQPN01000085.1_cds_WP_000688698.1_2093	29.329	283	329
WP_258203953.1	lcl|NZ_JQPN01000163.1_cds_WP_000475901.1_3199	27.372	274	329
WP_258203953.1	lcl|NZ_JQPN01000125.1_cds_WP_000410266.1_2657	25.392	319	329
WP_258203953.1	lcl|NZ_JQPN01000038.1_cds_WP_001074779.1_1156	29.057	265	329
WP_258203953.1	lcl|NZ_JQPN01000013.1_cds_WP_001003560.1_328	24.852	338	329
WP_258203953.1	lcl|NZ_JQPN01000121.1_cds_WP_000378097.1_2632	24.419	172	329
WP_250066499.1	lcl|NZ_JQPN01000125.1_cds_WP_000774259.1_2661	92.135	267	267
WP_250066499.1	lcl|NZ_JQPN01000160.1_cds_WP_000842260.1_3166	27.895	190	267
WP_250066499.1	lcl|NZ_JQPN01000111.1_cds_WP_000667727.1_2496	31.818	110	267
WP_250066499.1	lcl|NZ_JQPN01000043.1_cds_WP_000805357.1_1227	27.660	188	267
WP_002740779.1	lcl|NZ_JQPN01000125.1_cds_WP_000612798.1_2662	97.250	509	509
WP_002740779.1	lcl|NZ_JQPN01000031.1_cds_WP_000291581.1_950	26.852	324	509
WP_002740779.1	lcl|NZ_JQPN01000031.1_cds_WP_000364504.1_949	31.111	90	509
WP_002740779.1	lcl|NZ_JQPN01000125.1_cds_WP_000612798.1_2662	97.250	509	509
WP_002740779.1	lcl|NZ_JQPN01000031.1_cds_WP_000291581.1_950	26.852	324	509
WP_002740779.1	lcl|NZ_JQPN01000031.1_cds_WP_000364504.1_949	31.111	90	509
WP_250066500.1	lcl|NZ_JQPN01000125.1_cds_WP_001067557.1_2663	95.152	330	330
