WP_002725873.1	lcl|NZ_JQPZ01000035.1_cds_WP_000340715.1_1135	93.902	82	106
WP_002733579.1	lcl|NZ_JQPZ01000035.1_cds_WP_000410273.1_1136	92.994	314	314
WP_002733579.1	lcl|NZ_JQPZ01000035.1_cds_WP_000093099.1_1155	58.730	63	314
WP_002733579.1	lcl|NZ_JQPZ01000030.1_cds_WP_000744700.1_956	23.171	328	314
WP_002733579.1	lcl|NZ_JQPZ01000035.1_cds_WP_000646256.1_1139	27.309	249	314
WP_002733579.1	lcl|NZ_JQPZ01000035.1_cds_WP_000600889.1_1164	22.909	275	314
WP_002733579.1	lcl|NZ_JQPZ01000035.1_cds_WP_000723092.1_1217	23.875	289	314
WP_002733579.1	lcl|NZ_JQPZ01000035.1_cds_WP_001067556.1_1142	24.540	326	314
WP_026054882.1	lcl|NZ_JQPZ01000035.1_cds_WP_000604524.1_1137	85.479	365	365
WP_002733646.1	lcl|NZ_JQPZ01000035.1_cds_WP_000884059.1_1138	95.676	185	185
WP_002733646.1	lcl|NZ_JQPZ01000037.1_cds_WP_000351733.1_1276	40.714	140	185
WP_258203953.1	lcl|NZ_JQPZ01000035.1_cds_WP_000646256.1_1139	98.784	329	329
WP_258203953.1	lcl|NZ_JQPZ01000030.1_cds_WP_000744700.1_956	32.381	315	329
WP_258203953.1	lcl|NZ_JQPZ01000035.1_cds_WP_000723092.1_1217	31.045	335	329
WP_258203953.1	lcl|NZ_JQPZ01000035.1_cds_WP_000600889.1_1164	31.677	322	329
WP_258203953.1	lcl|NZ_JQPZ01000078.1_cds_WP_001984071.1_2184	31.475	305	329
WP_258203953.1	lcl|NZ_JQPZ01000019.1_cds_WP_000649925.1_444	30.183	328	329
WP_258203953.1	lcl|NZ_JQPZ01000150.1_cds_WP_000709513.1_3491	29.429	333	329
WP_258203953.1	lcl|NZ_JQPZ01000035.1_cds_WP_000601375.1_1191	24.161	298	329
WP_258203953.1	lcl|NZ_JQPZ01000035.1_cds_WP_001067556.1_1142	30.350	257	329
WP_258203953.1	lcl|NZ_JQPZ01000078.1_cds_WP_000688696.1_2204	29.329	283	329
WP_258203953.1	lcl|NZ_JQPZ01000035.1_cds_WP_000475901.1_1200	27.372	274	329
WP_258203953.1	lcl|NZ_JQPZ01000035.1_cds_WP_000410273.1_1136	25.705	319	329
WP_258203953.1	lcl|NZ_JQPZ01000065.1_cds_WP_001074785.1_1921	29.434	265	329
WP_258203953.1	lcl|NZ_JQPZ01000002.1_cds_WP_001003556.1_22	25.602	332	329
WP_258203953.1	lcl|NZ_JQPZ01000035.1_cds_WP_000487322.1_1189	27.077	325	329
WP_250066499.1	lcl|NZ_JQPZ01000035.1_cds_WP_000774263.1_1140	92.135	267	267
WP_250066499.1	lcl|NZ_JQPZ01000035.1_cds_WP_000859505.1_1188	28.155	206	267
WP_250066499.1	lcl|NZ_JQPZ01000035.1_cds_WP_000800438.1_1169	28.492	179	267
WP_250066499.1	lcl|NZ_JQPZ01000035.1_cds_WP_000842260.1_1218	27.895	190	267
WP_250066499.1	lcl|NZ_JQPZ01000135.1_cds_WP_000667727.1_3292	31.818	110	267
WP_250066499.1	lcl|NZ_JQPZ01000008.1_cds_WP_000805357.1_148	27.660	188	267
WP_002740779.1	lcl|NZ_JQPZ01000035.1_cds_WP_002163445.1_1141	96.071	509	509
WP_002740779.1	lcl|NZ_JQPZ01000003.1_cds_WP_000291586.1_73	26.852	324	509
WP_002740779.1	lcl|NZ_JQPZ01000003.1_cds_WP_000364507.1_72	31.111	90	509
WP_002740779.1	lcl|NZ_JQPZ01000035.1_cds_WP_002163445.1_1141	96.071	509	509
