WP_002725873.1	lcl|NZ_AOWR01000126.1_cds_WP_000340715.1_2810	93.902	82	106
WP_002733579.1	lcl|NZ_AOWR01000126.1_cds_WP_000410273.1_2811	92.994	314	314
WP_002733579.1	lcl|NZ_AOWR01000126.1_cds_WP_000093099.1_2831	58.730	63	314
WP_002733579.1	lcl|NZ_AOWR01000126.1_cds_WP_000646250.1_2814	27.711	249	314
WP_002733579.1	lcl|NZ_AOWR01000116.1_cds_WP_000744700.1_2253	23.171	328	314
WP_002733579.1	lcl|NZ_AOWR01000126.1_cds_WP_000600889.1_2840	22.909	275	314
WP_002733579.1	lcl|NZ_AOWR01000126.1_cds_WP_000723090.1_2893	23.875	289	314
WP_002733579.1	lcl|NZ_AOWR01000126.1_cds_WP_001067557.1_2817	24.540	326	314
WP_026054882.1	lcl|NZ_AOWR01000126.1_cds_WP_000604524.1_2812	85.479	365	365
WP_002733646.1	lcl|NZ_AOWR01000126.1_cds_WP_000884059.1_2813	95.676	185	185
WP_002733646.1	lcl|NZ_AOWR01000123.1_cds_WP_000351733.1_2556	40.714	140	185
WP_258203953.1	lcl|NZ_AOWR01000126.1_cds_WP_000646250.1_2814	98.480	329	329
WP_258203953.1	lcl|NZ_AOWR01000116.1_cds_WP_000744700.1_2253	32.381	315	329
WP_258203953.1	lcl|NZ_AOWR01000126.1_cds_WP_000723090.1_2893	31.045	335	329
WP_258203953.1	lcl|NZ_AOWR01000126.1_cds_WP_000600889.1_2840	31.677	322	329
WP_258203953.1	lcl|NZ_AOWR01000098.1_cds_WP_001984071.1_1740	31.475	305	329
WP_258203953.1	lcl|NZ_AOWR01000085.1_cds_WP_000649925.1_1379	30.183	328	329
WP_258203953.1	lcl|NZ_AOWR01000113.1_cds_WP_000709511.1_2091	29.730	333	329
WP_258203953.1	lcl|NZ_AOWR01000126.1_cds_WP_000601375.1_2867	24.161	298	329
WP_258203953.1	lcl|NZ_AOWR01000126.1_cds_WP_001067557.1_2817	30.350	257	329
WP_258203953.1	lcl|NZ_AOWR01000098.1_cds_WP_000688695.1_1720	29.329	283	329
WP_258203953.1	lcl|NZ_AOWR01000126.1_cds_WP_000475904.1_2876	27.372	274	329
WP_258203953.1	lcl|NZ_AOWR01000126.1_cds_WP_000410273.1_2811	25.705	319	329
WP_258203953.1	lcl|NZ_AOWR01000054.1_cds_WP_001074785.1_742	29.434	265	329
WP_258203953.1	lcl|NZ_AOWR01000121.1_cds_WP_001003555.1_2404	25.148	338	329
WP_258203953.1	lcl|NZ_AOWR01000126.1_cds_WP_000487322.1_2865	27.077	325	329
WP_250066499.1	lcl|NZ_AOWR01000126.1_cds_WP_000774262.1_2815	92.135	267	267
WP_250066499.1	lcl|NZ_AOWR01000126.1_cds_WP_000859505.1_2864	28.155	206	267
WP_250066499.1	lcl|NZ_AOWR01000126.1_cds_WP_000800438.1_2845	28.492	179	267
WP_250066499.1	lcl|NZ_AOWR01000126.1_cds_WP_000842260.1_2894	27.895	190	267
WP_250066499.1	lcl|NZ_AOWR01000099.1_cds_WP_000667727.1_1750	31.818	110	267
WP_250066499.1	lcl|NZ_AOWR01000110.1_cds_WP_000805357.1_2026	27.660	188	267
WP_002740779.1	lcl|NZ_AOWR01000126.1_cds_WP_000612797.1_2816	96.071	509	509
WP_002740779.1	lcl|NZ_AOWR01000054.1_cds_WP_000291591.1_818	26.852	324	509
WP_002740779.1	lcl|NZ_AOWR01000054.1_cds_WP_000364507.1_817	31.111	90	509
WP_002740779.1	lcl|NZ_AOWR01000126.1_cds_WP_000612797.1_2816	96.071	509	509
WP_002740779.1	lcl|NZ_AOWR01000054.1_cds_WP_000291591.1_818	26.852	324	509
WP_002740779.1	lcl|NZ_AOWR01000054.1_cds_WP_000364507.1_817	31.111	90	509
WP_250066500.1	lcl|NZ_AOWR01000126.1_cds_WP_001067557.1_2817	95.152	330	330
WP_250066500.1	lcl|NZ_AOWR01000126.1_cds_WP_000646250.1_2814	28.664	307	330
WP_250066500.1	lcl|NZ_AOWR01000126.1_cds_WP_000600889.1_2840	27.068	266	330
WP_250066500.1	lcl|NZ_AOWR01000098.1_cds_WP_001984071.1_1740	24.265	272	330
WP_250066500.1	lcl|NZ_AOWR01000116.1_cds_WP_000744700.1_2253	26.899	316	330
WP_250066500.1	lcl|NZ_AOWR01000126.1_cds_WP_000723090.1_2893	24.625	333	330
WP_250066500.1	lcl|NZ_AOWR01000121.1_cds_WP_001003555.1_2404	27.490	251	330
WP_250066500.1	lcl|NZ_AOWR01000085.1_cds_WP_000649925.1_1379	29.412	255	330
WP_250066500.1	lcl|NZ_AOWR01000098.1_cds_WP_000688695.1_1720	25.571	219	330
WP_250066500.1	lcl|NZ_AOWR01000126.1_cds_WP_000487322.1_2865	26.761	284	330
WP_250066500.1	lcl|NZ_AOWR01000126.1_cds_WP_000601375.1_2867	26.374	273	330
WP_002740826.1	lcl|NZ_AOWR01000126.1_cds_WP_001198107.1_2818	95.628	366	366
WP_002740826.1	lcl|NZ_AOWR01000126.1_cds_WP_000608295.1_2819	40.000	365	366
WP_002740826.1	lcl|NZ_AOWR01000126.1_cds_WP_000575178.1_2887	34.262	359	366
WP_002740826.1	lcl|NZ_AOWR01000033.1_cds_WP_001281953.1_415	28.232	379	366
