WP_002725873.1	lcl|NZ_APGN01000146.1_cds_WP_004462903.1_1592	97.561	82	106
WP_002733579.1	lcl|NZ_APGN01000146.1_cds_WP_004464977.1_1593	91.935	310	314
WP_002733579.1	lcl|NZ_APGN01000223.1_cds_WP_004461583.1_2691	23.692	325	314
WP_002733579.1	lcl|NZ_APGN01000146.1_cds_WP_004464967.1_1644	22.302	278	314
WP_002733579.1	lcl|NZ_APGN01000146.1_cds_WP_004465002.1_1646	25.543	184	314
WP_002733579.1	lcl|NZ_APGN01000146.1_cds_WP_004476514.1_1665	23.132	281	314
WP_002733579.1	lcl|NZ_APGN01000227.1_cds_WP_004461234.1_2736	25.087	287	314
WP_002733579.1	lcl|NZ_APGN01000260.1_cds_WP_004468319.1_3156	20.710	169	314
WP_002733646.1	lcl|NZ_APGN01000282.1_cds_WP_004460143.1_3410	35.714	154	185
WP_002733646.1	lcl|NZ_APGN01000146.1_cds_WP_004494299.1_1627	35.028	177	185
WP_258203953.1	lcl|NZ_APGN01000146.1_cds_WP_004464967.1_1644	31.776	321	329
WP_258203953.1	lcl|NZ_APGN01000223.1_cds_WP_004461583.1_2691	29.841	315	329
WP_258203953.1	lcl|NZ_APGN01000146.1_cds_WP_004476514.1_1665	31.343	335	329
WP_258203953.1	lcl|NZ_APGN01000227.1_cds_WP_004461234.1_2736	32.476	311	329
WP_258203953.1	lcl|NZ_APGN01000146.1_cds_WP_004465002.1_1646	30.164	305	329
WP_258203953.1	lcl|NZ_APGN01000260.1_cds_WP_004468319.1_3156	27.381	336	329
WP_258203953.1	lcl|NZ_APGN01000174.1_cds_WP_004480590.1_2027	28.882	322	329
WP_258203953.1	lcl|NZ_APGN01000127.1_cds_WP_004461242.1_1353	28.788	330	329
WP_258203953.1	lcl|NZ_APGN01000008.1_cds_WP_032913769.1_176	25.217	345	329
WP_258203953.1	lcl|NZ_APGN01000146.1_cds_WP_004464977.1_1593	26.667	270	329
WP_258203953.1	lcl|NZ_APGN01000137.1_cds_WP_004470510.1_1506	27.099	262	329
WP_258203953.1	lcl|NZ_APGN01000146.1_cds_WP_004465101.1_1648	25.993	277	329
WP_258203953.1	lcl|NZ_APGN01000221.1_cds_WP_004483653.1_2604	24.773	331	329
