WP_002725873.1	lcl|NZ_MCLW01000094.1_cds_WP_000340713.1_3994	92.683	82	106
WP_002733579.1	lcl|NZ_MCLW01000094.1_cds_WP_000412665.1_3995	91.083	314	314
WP_002733579.1	lcl|NZ_MCLW01000094.1_cds_WP_000699347.1_3999	22.442	303	314
WP_002733579.1	lcl|NZ_MCLW01000002.1_cds_WP_000744700.1_1494	23.171	328	314
WP_002733579.1	lcl|NZ_MCLW01000115.1_cds_WP_000723077.1_376	21.377	276	314
WP_002733579.1	lcl|NZ_MCLW01000200.1_cds_WP_000723094.1_1546	24.221	289	314
WP_002733646.1	lcl|NZ_MCLW01000001.1_cds_WP_000351733.1_63	40.714	140	185
WP_258203953.1	lcl|NZ_MCLW01000094.1_cds_WP_000699347.1_3999	31.304	345	329
WP_258203953.1	lcl|NZ_MCLW01000002.1_cds_WP_000744700.1_1494	32.381	315	329
WP_258203953.1	lcl|NZ_MCLW01000200.1_cds_WP_000723094.1_1546	31.343	335	329
WP_258203953.1	lcl|NZ_MCLW01000115.1_cds_WP_000723077.1_376	31.457	302	329
WP_258203953.1	lcl|NZ_MCLW01000036.1_cds_WP_001984071.1_2452	31.475	305	329
WP_258203953.1	lcl|NZ_MCLW01000048.1_cds_WP_000649923.1_2865	30.183	328	329
WP_258203953.1	lcl|NZ_MCLW01000246.1_cds_WP_000709511.1_1871	29.730	333	329
WP_258203953.1	lcl|NZ_MCLW01000113.1_cds_WP_000688695.1_359	29.329	283	329
WP_258203953.1	lcl|NZ_MCLW01000094.1_cds_WP_000412665.1_3995	26.394	269	329
WP_258203953.1	lcl|NZ_MCLW01000043.1_cds_WP_000377753.1_2698	25.141	354	329
WP_258203953.1	lcl|NZ_MCLW01000063.1_cds_WP_001074783.1_3311	28.679	265	329
WP_258203953.1	lcl|NZ_MCLW01000115.1_cds_WP_000048849.1_386	25.306	245	329
WP_258203953.1	lcl|NZ_MCLW01000029.1_cds_WP_001003558.1_2112	25.602	332	329
WP_250066499.1	lcl|NZ_MCLW01000115.1_cds_WP_000432841.1_381	30.472	233	267
WP_250066499.1	lcl|NZ_MCLW01000200.1_cds_WP_000842260.1_1547	27.895	190	267
WP_250066499.1	lcl|NZ_MCLW01000043.1_cds_WP_000869621.1_2699	22.311	251	267
WP_250066499.1	lcl|NZ_MCLW01000017.1_cds_WP_000667727.1_1192	31.818	110	267
WP_250066499.1	lcl|NZ_MCLW01000026.1_cds_WP_000805359.1_1964	27.660	188	267
WP_002740779.1	lcl|NZ_MCLW01000005.1_cds_WP_000291586.1_2926	26.852	324	509
WP_002740779.1	lcl|NZ_MCLW01000005.1_cds_WP_000364507.1_2925	31.111	90	509
WP_002740779.1	lcl|NZ_MCLW01000005.1_cds_WP_000291586.1_2926	26.852	324	509
WP_002740779.1	lcl|NZ_MCLW01000005.1_cds_WP_000364507.1_2925	31.111	90	509
WP_250066500.1	lcl|NZ_MCLW01000115.1_cds_WP_000723077.1_376	25.362	276	330
WP_250066500.1	lcl|NZ_MCLW01000036.1_cds_WP_001984071.1_2452	24.265	272	330
WP_250066500.1	lcl|NZ_MCLW01000002.1_cds_WP_000744700.1_1494	26.899	316	330
WP_250066500.1	lcl|NZ_MCLW01000200.1_cds_WP_000723094.1_1546	24.925	333	330
WP_250066500.1	lcl|NZ_MCLW01000029.1_cds_WP_001003558.1_2112	27.490	251	330
WP_250066500.1	lcl|NZ_MCLW01000115.1_cds_WP_000048849.1_386	30.233	129	330
WP_250066500.1	lcl|NZ_MCLW01000094.1_cds_WP_000699347.1_3999	24.609	256	330
WP_250066500.1	lcl|NZ_MCLW01000048.1_cds_WP_000649923.1_2865	29.412	255	330
WP_250066500.1	lcl|NZ_MCLW01000113.1_cds_WP_000688695.1_359	25.571	219	330
WP_250066500.1	lcl|NZ_MCLW01000043.1_cds_WP_000697617.1_2696	24.803	254	330
WP_002740826.1	lcl|NZ_MCLW01000176.1_cds_WP_000575187.1_1240	35.244	349	366
WP_002740826.1	lcl|NZ_MCLW01000043.1_cds_WP_000738262.1_2717	32.898	383	366
WP_002740826.1	lcl|NZ_MCLW01000134.1_cds_WP_001281957.1_693	27.704	379	366
WP_002740826.1	lcl|NZ_MCLW01000043.1_cds_WP_001154829.1_2718	27.778	342	366
WP_002740826.1	lcl|NZ_MCLW01000009.1_cds_WP_000538758.1_3917	30.084	359	366
WP_002740826.1	lcl|NZ_MCLW01000115.1_cds_WP_001054317.1_377	28.662	314	366
WP_002740826.1	lcl|NZ_MCLW01000231.1_cds_WP_001982414.1_1777	31.579	190	366
WP_002740861.1	lcl|NZ_MCLW01000176.1_cds_WP_000575187.1_1240	35.989	364	367
WP_002740861.1	lcl|NZ_MCLW01000009.1_cds_WP_000538758.1_3917	31.383	376	367
WP_002740861.1	lcl|NZ_MCLW01000043.1_cds_WP_000738262.1_2717	32.861	353	367
WP_002740861.1	lcl|NZ_MCLW01000043.1_cds_WP_001154829.1_2718	31.778	343	367
WP_002740861.1	lcl|NZ_MCLW01000134.1_cds_WP_001281957.1_693	29.894	378	367
WP_002740861.1	lcl|NZ_MCLW01000115.1_cds_WP_001054317.1_377	27.139	339	367
WP_002740861.1	lcl|NZ_MCLW01000231.1_cds_WP_001982414.1_1777	24.581	358	367
WP_002740998.1	lcl|NZ_MCLW01000077.1_cds_WP_001002663.1_3619	46.091	243	265
WP_004777170.1	lcl|NZ_MCLW01000069.1_cds_WP_000501205.1_3422	36.513	304	310
WP_004777170.1	lcl|NZ_MCLW01000014.1_cds_WP_001183723.1_790	26.471	306	310
WP_004777170.1	lcl|NZ_MCLW01000128.1_cds_WP_000279894.1_573	23.282	262	310
WP_004777170.1	lcl|NZ_MCLW01000069.1_cds_WP_000501205.1_3422	36.513	304	310
WP_004777170.1	lcl|NZ_MCLW01000014.1_cds_WP_001183723.1_790	26.471	306	310
WP_004777170.1	lcl|NZ_MCLW01000128.1_cds_WP_000279894.1_573	23.282	262	310
WP_002740917.1	lcl|NZ_MCLW01000002.1_cds_WP_001082178.1_1465	29.487	78	221
WP_002740917.1	lcl|NZ_MCLW01000097.1_cds_WP_001069832.1_4050	28.440	109	221
WP_002740917.1	lcl|NZ_MCLW01000043.1_cds_WP_000862006.1_2691	32.143	112	221
WP_002733615.1	lcl|NZ_MCLW01000002.1_cds_WP_025176604.1_1459	30.921	152	177
WP_002733714.1	lcl|NZ_MCLW01000043.1_cds_WP_000445586.1_2701	26.617	402	406
WP_002733714.1	lcl|NZ_MCLW01000097.1_cds_WP_000347683.1_4051	26.442	208	406
WP_002733714.1	lcl|NZ_MCLW01000002.1_cds_WP_001082178.1_1465	25.153	163	406
WP_002733587.1	lcl|NZ_MCLW01000043.1_cds_WP_001154829.1_2718	32.551	341	361
WP_002733587.1	lcl|NZ_MCLW01000134.1_cds_WP_001281957.1_693	30.026	383	361
WP_002733587.1	lcl|NZ_MCLW01000043.1_cds_WP_000738262.1_2717	29.551	379	361
WP_002733587.1	lcl|NZ_MCLW01000176.1_cds_WP_000575187.1_1240	32.000	300	361
WP_002733587.1	lcl|NZ_MCLW01000115.1_cds_WP_001054317.1_377	28.614	339	361
WP_002733587.1	lcl|NZ_MCLW01000231.1_cds_WP_001982414.1_1777	25.549	364	361
WP_002733621.1	lcl|NZ_MCLW01000094.1_cds_BEN43_RS13370_3990	93.750	32	52
WP_002733555.1	lcl|NZ_MCLW01000043.1_cds_WP_000445586.1_2701	24.936	393	409
WP_002733555.1	lcl|NZ_MCLW01000097.1_cds_WP_000347683.1_4051	24.324	148	409
WP_002733555.1	lcl|NZ_MCLW01000002.1_cds_WP_001082178.1_1465	24.224	161	409
WP_002733737.1	lcl|NZ_MCLW01000176.1_cds_WP_000575187.1_1240	38.547	358	363
WP_002733737.1	lcl|NZ_MCLW01000009.1_cds_WP_000538758.1_3917	34.328	335	363
