WP_002725873.1	lcl|NZ_AHQS01000642.1_cds_WP_000340715.1_916	93.902	82	106
WP_002733579.1	lcl|NZ_AHQS01000642.1_cds_WP_000410266.1_917	92.994	314	314
WP_002733579.1	lcl|NZ_AHQS01000473.1_cds_WP_000744700.1_1969	23.171	328	314
WP_002733579.1	lcl|NZ_AHQS01000642.1_cds_WP_000646248.1_920	27.572	243	314
WP_002733579.1	lcl|NZ_AHQS01000325.1_cds_WP_000723082.1_2635	23.875	289	314
WP_002733579.1	lcl|NZ_AHQS01000036.1_cds_WP_001067557.1_4135	24.540	326	314
WP_026054882.1	lcl|NZ_AHQS01000642.1_cds_WP_000604524.1_918	85.479	365	365
WP_002733646.1	lcl|NZ_AHQS01000642.1_cds_WP_000884059.1_919	95.676	185	185
WP_002733646.1	lcl|NZ_AHQS01000027.1_cds_WP_000351733.1_4211	40.714	140	185
WP_258203953.1	lcl|NZ_AHQS01000642.1_cds_WP_000646248.1_920	98.252	286	329
WP_258203953.1	lcl|NZ_AHQS01000473.1_cds_WP_000744700.1_1969	32.381	315	329
WP_258203953.1	lcl|NZ_AHQS01000325.1_cds_WP_000723082.1_2635	31.045	335	329
WP_258203953.1	lcl|NZ_AHQS01000536.1_cds_WP_002123515.1_1403	31.475	305	329
WP_258203953.1	lcl|NZ_AHQS01000296.1_cds_WP_000649923.1_3069	30.183	328	329
WP_258203953.1	lcl|NZ_AHQS01000036.1_cds_LEP2GSC076_RS29385_4132	97.778	45	329
WP_258203953.1	lcl|NZ_AHQS01000650.1_cds_WP_000709511.1_889	29.730	333	329
WP_258203953.1	lcl|NZ_AHQS01000036.1_cds_WP_001067557.1_4135	30.350	257	329
WP_258203953.1	lcl|NZ_AHQS01000107.1_cds_WP_000688698.1_3688	29.329	283	329
WP_258203953.1	lcl|NZ_AHQS01000348.1_cds_WP_000475901.1_2517	27.372	274	329
WP_258203953.1	lcl|NZ_AHQS01000642.1_cds_WP_000410266.1_917	25.392	319	329
WP_258203953.1	lcl|NZ_AHQS01000309.1_cds_WP_001074785.1_2850	29.434	265	329
WP_258203953.1	lcl|NZ_AHQS01000593.1_cds_WP_001003557.1_1141	25.000	332	329
