WP_002725873.1	lcl|NZ_JQOU01000004.1_cds_WP_000340715.1_24	93.902	82	106
WP_002733579.1	lcl|NZ_JQOU01000004.1_cds_WP_000410268.1_25	93.548	310	314
WP_002733579.1	lcl|NZ_JQOU01000133.1_cds_WP_000744698.1_2713	23.171	328	314
WP_002733579.1	lcl|NZ_JQOU01000004.1_cds_WP_000723079.1_79	22.302	278	314
WP_002733579.1	lcl|NZ_JQOU01000004.1_cds_WP_000723081.1_102	23.875	289	314
WP_002733579.1	lcl|NZ_JQOU01000004.1_cds_WP_000567886.1_81	23.009	226	314
WP_002733646.1	lcl|NZ_JQOU01000030.1_cds_WP_000351733.1_733	40.714	140	185
WP_002733646.1	lcl|NZ_JQOU01000004.1_cds_WP_001047906.1_58	33.898	177	185
WP_258203953.1	lcl|NZ_JQOU01000133.1_cds_WP_000744698.1_2713	32.381	315	329
WP_258203953.1	lcl|NZ_JQOU01000004.1_cds_WP_000723079.1_79	30.530	321	329
WP_258203953.1	lcl|NZ_JQOU01000004.1_cds_WP_000723081.1_102	31.045	335	329
WP_258203953.1	lcl|NZ_JQOU01000057.1_cds_WP_002072074.1_1346	31.148	305	329
WP_258203953.1	lcl|NZ_JQOU01000112.1_cds_WP_000649924.1_2387	30.183	328	329
WP_258203953.1	lcl|NZ_JQOU01000004.1_cds_WP_000567886.1_81	29.180	305	329
WP_258203953.1	lcl|NZ_JQOU01000148.1_cds_WP_000709508.1_2901	29.129	333	329
WP_258203953.1	lcl|NZ_JQOU01000057.1_cds_WP_061246301.1_1366	29.329	283	329
WP_258203953.1	lcl|NZ_JQOU01000004.1_cds_WP_000410268.1_25	25.680	331	329
WP_258203953.1	lcl|NZ_JQOU01000004.1_cds_WP_002183330.1_84	26.667	240	329
WP_258203953.1	lcl|NZ_JQOU01000031.1_cds_WP_001074779.1_764	29.057	265	329
WP_258203953.1	lcl|NZ_JQOU01000078.1_cds_WP_002105505.1_1684	24.699	332	329
WP_250066499.1	lcl|NZ_JQOU01000004.1_cds_WP_000043899.1_80	26.122	245	267
WP_250066499.1	lcl|NZ_JQOU01000004.1_cds_WP_000842260.1_103	27.895	190	267
WP_250066499.1	lcl|NZ_JQOU01000027.1_cds_WP_000667727.1_635	31.818	110	267
WP_250066499.1	lcl|NZ_JQOU01000055.1_cds_WP_000805357.1_1312	27.660	188	267
WP_002740779.1	lcl|NZ_JQOU01000129.1_cds_WP_000291581.1_2615	26.852	324	509
WP_002740779.1	lcl|NZ_JQOU01000129.1_cds_WP_000364504.1_2614	31.111	90	509
WP_002740779.1	lcl|NZ_JQOU01000129.1_cds_WP_000291581.1_2615	26.852	324	509
WP_002740779.1	lcl|NZ_JQOU01000129.1_cds_WP_000364504.1_2614	31.111	90	509
WP_250066500.1	lcl|NZ_JQOU01000004.1_cds_WP_000723079.1_79	22.993	274	330
WP_250066500.1	lcl|NZ_JQOU01000057.1_cds_WP_002072074.1_1346	24.632	272	330
WP_250066500.1	lcl|NZ_JQOU01000133.1_cds_WP_000744698.1_2713	27.215	316	330
WP_250066500.1	lcl|NZ_JQOU01000004.1_cds_WP_000723081.1_102	24.625	333	330
WP_250066500.1	lcl|NZ_JQOU01000078.1_cds_WP_002105505.1_1684	26.693	251	330
WP_250066500.1	lcl|NZ_JQOU01000112.1_cds_WP_000649924.1_2387	29.412	255	330
WP_250066500.1	lcl|NZ_JQOU01000057.1_cds_WP_061246301.1_1366	25.114	219	330
WP_002740826.1	lcl|NZ_JQOU01000004.1_cds_WP_000575181.1_96	33.705	359	366
WP_002740826.1	lcl|NZ_JQOU01000004.1_cds_WP_000041234.1_35	33.876	307	366
WP_002740826.1	lcl|NZ_JQOU01000037.1_cds_WP_001281953.1_914	28.232	379	366
WP_002740826.1	lcl|NZ_JQOU01000004.1_cds_WP_061246195.1_52	29.412	391	366
WP_002740826.1	lcl|NZ_JQOU01000197.1_cds_WP_000538754.1_3335	30.084	359	366
WP_002740826.1	lcl|NZ_JQOU01000004.1_cds_WP_001117631.1_32	37.379	206	366
WP_002740826.1	lcl|NZ_JQOU01000090.1_cds_WP_001982414.1_1950	31.579	190	366
WP_002740861.1	lcl|NZ_JQOU01000004.1_cds_WP_000575181.1_96	36.043	369	367
WP_002740861.1	lcl|NZ_JQOU01000004.1_cds_WP_061246195.1_52	31.720	372	367
WP_002740861.1	lcl|NZ_JQOU01000197.1_cds_WP_000538754.1_3335	31.383	376	367
WP_002740861.1	lcl|NZ_JQOU01000004.1_cds_WP_000041234.1_35	32.143	336	367
WP_002740861.1	lcl|NZ_JQOU01000037.1_cds_WP_001281953.1_914	30.159	378	367
WP_002740861.1	lcl|NZ_JQOU01000004.1_cds_WP_001117631.1_32	33.475	236	367
WP_002740861.1	lcl|NZ_JQOU01000090.1_cds_WP_001982414.1_1950	24.581	358	367
WP_002740729.1	lcl|NZ_JQOU01000280.1_cds_WP_000584316.1_3752	30.108	93	544
WP_002740729.1	lcl|NZ_JQOU01000280.1_cds_WP_000584316.1_3752	30.108	93	544
WP_002740998.1	lcl|NZ_JQOU01000025.1_cds_WP_001002662.1_577	46.091	243	265
WP_004777170.1	lcl|NZ_JQOU01000065.1_cds_WP_000501205.1_1499	36.513	304	310
WP_004777170.1	lcl|NZ_JQOU01000086.1_cds_WP_001183714.1_1861	26.471	306	310
WP_004777170.1	lcl|NZ_JQOU01000110.1_cds_WP_000279896.1_2349	22.901	262	310
WP_004777170.1	lcl|NZ_JQOU01000065.1_cds_WP_000501205.1_1499	36.513	304	310
WP_004777170.1	lcl|NZ_JQOU01000086.1_cds_WP_001183714.1_1861	26.471	306	310
WP_004777170.1	lcl|NZ_JQOU01000110.1_cds_WP_000279896.1_2349	22.901	262	310
WP_002740917.1	lcl|NZ_JQOU01000133.1_cds_WP_001082179.1_2684	29.487	78	221
