WP_002725873.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000340715.1_848	93.902	82	106
WP_002733579.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000410273.1_849	92.994	314	314
WP_002733579.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000093099.1_869	58.730	63	314
WP_002733579.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000646250.1_852	27.711	249	314
WP_002733579.1	lcl|NZ_JAGGCG010000006.1_cds_WP_000744700.1_1020	23.171	328	314
WP_002733579.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000600889.1_878	22.909	275	314
WP_002733579.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000723090.1_931	23.875	289	314
WP_002733579.1	lcl|NZ_JAGGCG010000005.1_cds_WP_001067557.1_855	24.540	326	314
WP_026054882.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000604524.1_850	85.479	365	365
WP_002733646.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000884059.1_851	95.676	185	185
WP_002733646.1	lcl|NZ_JAGGCG010000002.1_cds_WP_000351733.1_435	40.714	140	185
WP_258203953.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000646250.1_852	98.480	329	329
WP_258203953.1	lcl|NZ_JAGGCG010000006.1_cds_WP_000744700.1_1020	32.381	315	329
WP_258203953.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000723090.1_931	31.045	335	329
WP_258203953.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000600889.1_878	31.677	322	329
WP_258203953.1	lcl|NZ_JAGGCG010000029.1_cds_WP_001984071.1_2904	31.475	305	329
WP_258203953.1	lcl|NZ_JAGGCG010000009.1_cds_WP_000649925.1_1436	30.183	328	329
WP_258203953.1	lcl|NZ_JAGGCG010000060.1_cds_WP_000709511.1_3678	29.730	333	329
WP_258203953.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000601375.1_905	24.161	298	329
WP_258203953.1	lcl|NZ_JAGGCG010000005.1_cds_WP_001067557.1_855	30.350	257	329
WP_258203953.1	lcl|NZ_JAGGCG010000029.1_cds_WP_000688695.1_2924	29.329	283	329
WP_258203953.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000475904.1_914	27.372	274	329
WP_258203953.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000410273.1_849	25.705	319	329
WP_258203953.1	lcl|NZ_JAGGCG010000018.1_cds_WP_001074785.1_2258	29.434	265	329
WP_258203953.1	lcl|NZ_JAGGCG010000020.1_cds_WP_001003555.1_2420	25.148	338	329
WP_258203953.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000487322.1_903	27.077	325	329
WP_250066499.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000774262.1_853	92.135	267	267
WP_250066499.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000859505.1_902	28.155	206	267
WP_250066499.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000800438.1_883	28.492	179	267
WP_250066499.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000842260.1_932	27.895	190	267
WP_250066499.1	lcl|NZ_JAGGCG010000026.1_cds_WP_000667727.1_2795	31.818	110	267
WP_250066499.1	lcl|NZ_JAGGCG010000023.1_cds_WP_000805357.1_2617	27.660	188	267
WP_002740779.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000612797.1_854	96.071	509	509
WP_002740779.1	lcl|NZ_JAGGCG010000021.1_cds_WP_000291591.1_2483	26.852	324	509
