WP_002725873.1	lcl|NZ_JADDXB010000023.1_cds_WP_002725873.1_1110	100.000	106	106
WP_002733579.1	lcl|NZ_JADDXB010000023.1_cds_WP_011669917.1_1111	98.726	314	314
WP_002733579.1	lcl|NZ_JADDXB010000025.1_cds_WP_011671202.1_1195	24.308	325	314
WP_002733579.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669955.1_1345	22.277	202	314
WP_002733579.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669957.1_1343	25.137	183	314
WP_002733579.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669973.1_1319	23.868	243	314
WP_002733579.1	lcl|NZ_JADDXB010000038.1_cds_WP_011670961.1_1796	25.723	311	314
WP_002733579.1	lcl|NZ_JADDXB010000089.1_cds_WP_011670813.1_3228	20.809	173	314
WP_002733646.1	lcl|NZ_JADDXB010000001.1_cds_WP_002750963.1_839	36.364	154	185
WP_002733646.1	lcl|NZ_JADDXB010000023.1_cds_WP_011669938.1_1142	33.898	177	185
WP_258203953.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669955.1_1345	31.034	319	329
WP_258203953.1	lcl|NZ_JADDXB010000025.1_cds_WP_011671202.1_1195	30.794	315	329
WP_258203953.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669973.1_1319	31.642	335	329
WP_258203953.1	lcl|NZ_JADDXB010000038.1_cds_WP_011670961.1_1796	31.190	311	329
WP_258203953.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669957.1_1343	28.852	305	329
WP_258203953.1	lcl|NZ_JADDXB010000089.1_cds_WP_011670813.1_3228	27.566	341	329
WP_258203953.1	lcl|NZ_JADDXB010000022.1_cds_WP_011671143.1_1064	30.032	313	329
WP_258203953.1	lcl|NZ_JADDXB010000038.1_cds_WP_002754065.1_1793	28.182	330	329
WP_258203953.1	lcl|NZ_JADDXB010000003.1_cds_WP_011671074.1_1901	24.852	338	329
WP_258203953.1	lcl|NZ_JADDXB010000023.1_cds_WP_011669917.1_1111	27.711	249	329
WP_258203953.1	lcl|NZ_JADDXB010000013.1_cds_WP_017859386.1_349	26.592	267	329
WP_258203953.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669959.1_1341	25.993	277	329
WP_258203953.1	lcl|NZ_JADDXB010000055.1_cds_WP_011669202.1_2464	24.629	337	329
WP_250066499.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669956.1_1344	26.957	230	267
WP_250066499.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669974.1_1318	27.513	189	267
WP_250066499.1	lcl|NZ_JADDXB010000036.1_cds_WP_011670832.1_1724	33.636	110	267
WP_250066499.1	lcl|NZ_JADDXB010000083.1_cds_WP_002766579.1_3169	36.047	86	267
WP_250066499.1	lcl|NZ_JADDXB010000089.1_cds_WP_011670812.1_3227	26.344	186	267
WP_002740779.1	lcl|NZ_JADDXB010000019.1_cds_WP_011670269.1_736	28.028	289	509
WP_002740779.1	lcl|NZ_JADDXB010000019.1_cds_WP_002751286.1_737	31.111	90	509
WP_002740779.1	lcl|NZ_JADDXB010000019.1_cds_WP_011670269.1_736	28.028	289	509
WP_002740779.1	lcl|NZ_JADDXB010000019.1_cds_WP_002751286.1_737	31.111	90	509
WP_250066500.1	lcl|NZ_JADDXB010000038.1_cds_WP_011670961.1_1796	25.641	273	330
WP_250066500.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669955.1_1345	23.723	274	330
WP_250066500.1	lcl|NZ_JADDXB010000025.1_cds_WP_011671202.1_1195	27.914	326	330
WP_250066500.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669973.1_1319	25.526	333	330
WP_250066500.1	lcl|NZ_JADDXB010000055.1_cds_WP_011669202.1_2464	25.306	245	330
WP_250066500.1	lcl|NZ_JADDXB010000003.1_cds_WP_011671074.1_1901	26.009	223	330
WP_250066500.1	lcl|NZ_JADDXB010000022.1_cds_WP_011671143.1_1064	27.469	324	330
WP_250066500.1	lcl|NZ_JADDXB010000089.1_cds_WP_011670813.1_3228	26.761	142	330
WP_002740826.1	lcl|NZ_JADDXB010000028.1_cds_WP_011669968.1_1325	34.844	353	366
