WP_002725873.1	lcl|NZ_RQFV01000031.1_cds_WP_135612262.1_2159	60.811	74	106
WP_002733579.1	lcl|NZ_RQFV01000031.1_cds_WP_135612261.1_2158	80.968	310	314
WP_002733579.1	lcl|NZ_RQFV01000011.1_cds_WP_135609620.1_1443	24.149	323	314
WP_002733579.1	lcl|NZ_RQFV01000011.1_cds_WP_135609594.1_1415	25.776	322	314
WP_002733579.1	lcl|NZ_RQFV01000031.1_cds_WP_135612253.1_2154	23.118	186	314
WP_002733579.1	lcl|NZ_RQFV01000009.1_cds_WP_004788049.1_3020	22.043	186	314
WP_002733579.1	lcl|NZ_RQFV01000024.1_cds_WP_135610652.1_112	22.324	327	314
WP_002733579.1	lcl|NZ_RQFV01000031.1_cds_WP_135612211.1_2129	19.565	276	314
WP_002733646.1	lcl|NZ_RQFV01000031.1_cds_WP_135612227.1_2139	30.899	178	185
WP_002733646.1	lcl|NZ_RQFV01000014.1_cds_WP_004788859.1_3369	33.871	124	185
WP_258203953.1	lcl|NZ_RQFV01000011.1_cds_WP_135609620.1_1443	31.210	314	329
WP_258203953.1	lcl|NZ_RQFV01000031.1_cds_WP_135612253.1_2154	31.023	303	329
WP_258203953.1	lcl|NZ_RQFV01000024.1_cds_WP_135610652.1_112	30.000	310	329
WP_258203953.1	lcl|NZ_RQFV01000009.1_cds_WP_004788049.1_3020	29.032	341	329
WP_258203953.1	lcl|NZ_RQFV01000011.1_cds_WP_135609594.1_1415	27.796	313	329
WP_258203953.1	lcl|NZ_RQFV01000011.1_cds_WP_135609254.1_1015	26.168	321	329
WP_258203953.1	lcl|NZ_RQFV01000031.1_cds_WP_135612211.1_2129	26.568	271	329
WP_258203953.1	lcl|NZ_RQFV01000011.1_cds_WP_100735299.1_1090	31.496	254	329
WP_258203953.1	lcl|NZ_RQFV01000031.1_cds_WP_135612261.1_2158	24.843	318	329
WP_258203953.1	lcl|NZ_RQFV01000009.1_cds_WP_210410278.1_3031	26.840	231	329
WP_258203953.1	lcl|NZ_RQFV01000031.1_cds_WP_135612140.1_2091	26.217	267	329
WP_258203953.1	lcl|NZ_RQFV01000011.1_cds_WP_135609668.1_1496	28.455	246	329
WP_258203953.1	lcl|NZ_RQFV01000011.1_cds_WP_135609937.1_1771	22.568	257	329
WP_258203953.1	lcl|NZ_RQFV01000011.1_cds_WP_135609299.1_1082	23.881	268	329
WP_250066499.1	lcl|NZ_RQFV01000031.1_cds_WP_135612243.1_2149	30.168	179	267
WP_250066499.1	lcl|NZ_RQFV01000031.1_cds_WP_135612117.1_2030	25.564	266	267
WP_250066499.1	lcl|NZ_RQFV01000031.1_cds_WP_167880831.1_2142	28.440	218	267
WP_250066499.1	lcl|NZ_RQFV01000024.1_cds_WP_135610544.1_1	28.070	171	267
WP_250066499.1	lcl|NZ_RQFV01000009.1_cds_WP_135609203.1_3019	27.513	189	267
WP_002740779.1	lcl|NZ_RQFV01000014.1_cds_WP_135610132.1_3391	23.913	322	509
WP_002740779.1	lcl|NZ_RQFV01000014.1_cds_WP_135610134.1_3392	28.302	106	509
WP_002740779.1	lcl|NZ_RQFV01000014.1_cds_WP_135610132.1_3391	23.913	322	509
WP_002740779.1	lcl|NZ_RQFV01000014.1_cds_WP_135610134.1_3392	28.302	106	509
WP_250066500.1	lcl|NZ_RQFV01000031.1_cds_WP_135612253.1_2154	28.315	279	330
WP_250066500.1	lcl|NZ_RQFV01000024.1_cds_WP_135610652.1_112	24.262	305	330
WP_250066500.1	lcl|NZ_RQFV01000011.1_cds_WP_135609620.1_1443	28.261	276	330
WP_250066500.1	lcl|NZ_RQFV01000011.1_cds_WP_100735299.1_1090	29.614	233	330
WP_250066500.1	lcl|NZ_RQFV01000011.1_cds_WP_135609594.1_1415	25.982	331	330
WP_250066500.1	lcl|NZ_RQFV01000011.1_cds_WP_135609299.1_1082	25.379	264	330
WP_250066500.1	lcl|NZ_RQFV01000031.1_cds_WP_135612211.1_2129	25.194	258	330
WP_250066500.1	lcl|NZ_RQFV01000009.1_cds_WP_004788049.1_3020	23.841	302	330
WP_250066500.1	lcl|NZ_RQFV01000011.1_cds_WP_135609937.1_1771	29.114	158	330
WP_250066500.1	lcl|NZ_RQFV01000011.1_cds_WP_135609668.1_1496	25.604	207	330
WP_250066500.1	lcl|NZ_RQFV01000031.1_cds_WP_135612197.1_2121	25.439	228	330
WP_250066500.1	lcl|NZ_RQFV01000011.1_cds_WP_135609254.1_1015	29.139	151	330
WP_002740826.1	lcl|NZ_RQFV01000031.1_cds_WP_135612191.1_2118	35.072	345	366
WP_002740826.1	lcl|NZ_RQFV01000011.1_cds_WP_004785484.1_1156	28.609	381	366
WP_002740826.1	lcl|NZ_RQFV01000024.1_cds_WP_100734244.1_814	29.609	358	366
WP_002740826.1	lcl|NZ_RQFV01000031.1_cds_WP_135612251.1_2153	27.070	314	366
WP_002740826.1	lcl|NZ_RQFV01000024.1_cds_WP_100719471.1_465	23.009	339	366
WP_002740861.1	lcl|NZ_RQFV01000031.1_cds_WP_135612191.1_2118	32.213	357	367
