WP_002725873.1	lcl|NZ_MUKL01000007.1_cds_WP_000340715.1_3635	93.902	82	106
WP_002733579.1	lcl|NZ_MUKL01000007.1_cds_WP_000410273.1_3636	92.994	314	314
WP_002733579.1	lcl|NZ_MUKL01000007.1_cds_WP_000646255.1_3639	27.711	249	314
WP_002733579.1	lcl|NZ_MUKL01000002.1_cds_WP_000744695.1_1953	23.171	328	314
WP_002733579.1	lcl|NZ_MUKL01000008.1_cds_WP_000600891.1_3679	22.909	275	314
WP_002733579.1	lcl|NZ_MUKL01000008.1_cds_WP_000723081.1_3731	23.875	289	314
WP_002733579.1	lcl|NZ_MUKL01000024.1_cds_WP_000649929.1_1550	25.688	327	314
WP_002733579.1	lcl|NZ_MUKL01000007.1_cds_WP_001067557.1_3642	24.540	326	314
WP_026054882.1	lcl|NZ_MUKL01000007.1_cds_WP_000604524.1_3637	85.479	365	365
WP_002733646.1	lcl|NZ_MUKL01000007.1_cds_WP_000884059.1_3638	95.676	185	185
WP_002733646.1	lcl|NZ_MUKL01000004.1_cds_WP_000351733.1_2931	40.714	140	185
WP_258203953.1	lcl|NZ_MUKL01000007.1_cds_WP_000646255.1_3639	98.176	329	329
WP_258203953.1	lcl|NZ_MUKL01000002.1_cds_WP_000744695.1_1953	32.381	315	329
WP_258203953.1	lcl|NZ_MUKL01000008.1_cds_WP_000723081.1_3731	31.045	335	329
WP_258203953.1	lcl|NZ_MUKL01000008.1_cds_WP_000600891.1_3679	31.988	322	329
WP_258203953.1	lcl|NZ_MUKL01000005.1_cds_WP_002064390.1_3184	31.148	305	329
WP_258203953.1	lcl|NZ_MUKL01000024.1_cds_WP_000649929.1_1550	30.183	328	329
WP_258203953.1	lcl|NZ_MUKL01000005.1_cds_WP_000709511.1_3174	29.730	333	329
WP_258203953.1	lcl|NZ_MUKL01000008.1_cds_WP_000601375.1_3706	24.161	298	329
WP_258203953.1	lcl|NZ_MUKL01000007.1_cds_WP_001067557.1_3642	30.350	257	329
WP_258203953.1	lcl|NZ_MUKL01000005.1_cds_WP_000688698.1_3205	29.329	283	329
WP_258203953.1	lcl|NZ_MUKL01000007.1_cds_WP_000410273.1_3636	25.705	319	329
WP_258203953.1	lcl|NZ_MUKL01000008.1_cds_WP_000475897.1_3714	27.372	274	329
WP_258203953.1	lcl|NZ_MUKL01000028.1_cds_WP_001074779.1_1793	29.057	265	329
WP_258203953.1	lcl|NZ_MUKL01000014.1_cds_WP_001003563.1_524	26.378	254	329
WP_258203953.1	lcl|NZ_MUKL01000008.1_cds_WP_000487319.1_3704	27.385	325	329
WP_250066499.1	lcl|NZ_MUKL01000007.1_cds_WP_000774259.1_3640	92.135	267	267
WP_250066499.1	lcl|NZ_MUKL01000008.1_cds_WP_000859505.1_3703	28.155	206	267
WP_250066499.1	lcl|NZ_MUKL01000008.1_cds_WP_000800439.1_3684	28.492	179	267
WP_250066499.1	lcl|NZ_MUKL01000008.1_cds_WP_000842260.1_3732	27.895	190	267
WP_250066499.1	lcl|NZ_MUKL01000005.1_cds_WP_000667727.1_3227	31.818	110	267
WP_250066499.1	lcl|NZ_MUKL01000013.1_cds_WP_000805357.1_443	27.660	188	267
WP_002740779.1	lcl|NZ_MUKL01000007.1_cds_WP_000612799.1_3641	96.857	509	509
WP_002740779.1	lcl|NZ_MUKL01000017.1_cds_WP_000291581.1_788	26.852	324	509
WP_002740779.1	lcl|NZ_MUKL01000017.1_cds_WP_000364504.1_789	31.111	90	509
WP_002740779.1	lcl|NZ_MUKL01000007.1_cds_WP_000612799.1_3641	96.857	509	509
WP_002740779.1	lcl|NZ_MUKL01000017.1_cds_WP_000291581.1_788	26.852	324	509
WP_002740779.1	lcl|NZ_MUKL01000017.1_cds_WP_000364504.1_789	31.111	90	509
WP_250066500.1	lcl|NZ_MUKL01000007.1_cds_WP_001067557.1_3642	95.152	330	330
WP_250066500.1	lcl|NZ_MUKL01000007.1_cds_WP_000646255.1_3639	28.990	307	330
