WP_002725873.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725873.1_2675	100.000	106	106
WP_002733579.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725867.1_2676	99.045	314	314
WP_002733579.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	24.308	325	314
WP_002733579.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	20.939	277	314
WP_002733579.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669957.1_140	25.137	183	314
WP_002733579.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	23.132	281	314
WP_002733579.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	25.723	311	314
WP_002733579.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	20.809	173	314
WP_002733646.1	lcl|NZ_JADHZV010000001.1_cds_WP_002750963.1_1140	36.364	154	185
WP_002733646.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669938.1_159	33.898	177	185
WP_258203953.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	30.841	321	329
WP_258203953.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	30.794	315	329
WP_258203953.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	31.642	335	329
WP_258203953.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	31.190	311	329
WP_258203953.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669957.1_140	28.852	305	329
WP_258203953.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	27.566	341	329
WP_258203953.1	lcl|NZ_JADHZV010000012.1_cds_WP_002754065.1_436	28.182	330	329
WP_258203953.1	lcl|NZ_JADHZV010000009.1_cds_WP_193817147.1_3665	29.712	313	329
WP_258203953.1	lcl|NZ_JADHZV010000003.1_cds_ISU82_RS01310_2151	25.347	288	329
WP_258203953.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725867.1_2676	27.309	249	329
WP_258203953.1	lcl|NZ_JADHZV010000089.1_cds_WP_002751102.1_3433	26.592	267	329
WP_258203953.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669959.1_138	25.993	277	329
WP_258203953.1	lcl|NZ_JADHZV010000106.1_cds_WP_011669202.1_73	24.629	337	329
WP_258203953.1	lcl|NZ_JADHZV010000147.1_cds_WP_193817227.1_637	26.908	249	329
WP_250066499.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816901.1_141	26.957	230	267
WP_250066499.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669974.1_119	27.513	189	267
WP_250066499.1	lcl|NZ_JADHZV010000151.1_cds_ISU82_RS17180_700	35.165	91	267
WP_250066499.1	lcl|NZ_JADHZV010000077.1_cds_WP_002766579.1_3189	36.047	86	267
WP_250066499.1	lcl|NZ_JADHZV010000111.1_cds_WP_193816742.1_200	26.344	186	267
WP_002740779.1	lcl|NZ_JADHZV010000005.1_cds_WP_193817070.1_2745	28.028	289	509
WP_002740779.1	lcl|NZ_JADHZV010000005.1_cds_WP_002751286.1_2746	31.111	90	509
WP_002740779.1	lcl|NZ_JADHZV010000005.1_cds_WP_193817070.1_2745	28.028	289	509
WP_002740779.1	lcl|NZ_JADHZV010000005.1_cds_WP_002751286.1_2746	31.111	90	509
WP_250066500.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	25.641	273	330
WP_250066500.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	23.723	274	330
WP_250066500.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	27.914	326	330
WP_250066500.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	25.526	333	330
WP_250066500.1	lcl|NZ_JADHZV010000106.1_cds_WP_011669202.1_73	25.306	245	330
WP_250066500.1	lcl|NZ_JADHZV010000009.1_cds_WP_193817147.1_3665	27.469	324	330
WP_250066500.1	lcl|NZ_JADHZV010000003.1_cds_ISU82_RS01310_2151	26.994	163	330
WP_250066500.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	26.761	142	330
WP_002740826.1	lcl|NZ_JADHZV010000010.1_cds_WP_061208080.1_126	34.561	353	366
