WP_002725873.1	lcl|NZ_LIHE01000147.1_cds_WP_000340715.1_865	93.902	82	106
WP_002733579.1	lcl|NZ_LIHE01000147.1_cds_WP_000410273.1_864	92.994	314	314
WP_002733579.1	lcl|NZ_LIHE01000147.1_cds_WP_000646255.1_861	27.711	249	314
WP_002733579.1	lcl|NZ_LIHE01000021.1_cds_WP_000744695.1_1616	23.171	328	314
WP_002733579.1	lcl|NZ_LIHE01000180.1_cds_WP_000600891.1_1273	22.909	275	314
WP_002733579.1	lcl|NZ_LIHE01000139.1_cds_WP_000723081.1_730	23.875	289	314
WP_002733579.1	lcl|NZ_LIHE01000006.1_cds_WP_000649929.1_3077	25.688	327	314
WP_002733579.1	lcl|NZ_LIHE01000147.1_cds_WP_001067557.1_858	24.540	326	314
WP_026054882.1	lcl|NZ_LIHE01000147.1_cds_WP_000604524.1_863	85.479	365	365
WP_002733646.1	lcl|NZ_LIHE01000147.1_cds_WP_000884059.1_862	95.676	185	185
WP_002733646.1	lcl|NZ_LIHE01000126.1_cds_WP_000351733.1_564	40.714	140	185
WP_258203953.1	lcl|NZ_LIHE01000147.1_cds_WP_000646255.1_861	98.176	329	329
WP_258203953.1	lcl|NZ_LIHE01000021.1_cds_WP_000744695.1_1616	32.381	315	329
WP_258203953.1	lcl|NZ_LIHE01000139.1_cds_WP_000723081.1_730	31.045	335	329
WP_258203953.1	lcl|NZ_LIHE01000180.1_cds_WP_000600891.1_1273	31.988	322	329
WP_258203953.1	lcl|NZ_LIHE01000010.1_cds_WP_002064390.1_114	31.148	305	329
WP_258203953.1	lcl|NZ_LIHE01000006.1_cds_WP_000649929.1_3077	30.183	328	329
WP_258203953.1	lcl|NZ_LIHE01000010.1_cds_WP_000709511.1_124	29.730	333	329
WP_258203953.1	lcl|NZ_LIHE01000111.1_cds_WP_000601375.1_334	24.161	298	329
WP_258203953.1	lcl|NZ_LIHE01000147.1_cds_WP_001067557.1_858	30.350	257	329
WP_258203953.1	lcl|NZ_LIHE01000034.1_cds_WP_000688698.1_2359	29.329	283	329
WP_258203953.1	lcl|NZ_LIHE01000147.1_cds_WP_000410273.1_864	25.705	319	329
WP_258203953.1	lcl|NZ_LIHE01000179.1_cds_WP_000475897.1_1220	27.372	274	329
WP_258203953.1	lcl|NZ_LIHE01000110.1_cds_WP_001074779.1_328	29.057	265	329
WP_258203953.1	lcl|NZ_LIHE01000027.1_cds_WP_001003563.1_2018	26.378	254	329
WP_258203953.1	lcl|NZ_LIHE01000111.1_cds_WP_000487319.1_336	27.385	325	329
WP_250066499.1	lcl|NZ_LIHE01000147.1_cds_WP_000774259.1_860	92.135	267	267
WP_250066499.1	lcl|NZ_LIHE01000111.1_cds_WP_000859505.1_337	28.155	206	267
WP_250066499.1	lcl|NZ_LIHE01000180.1_cds_WP_000800439.1_1268	28.492	179	267
WP_250066499.1	lcl|NZ_LIHE01000139.1_cds_WP_000842260.1_731	27.895	190	267
WP_250066499.1	lcl|NZ_LIHE01000047.1_cds_WP_000667727.1_2742	31.818	110	267
WP_250066499.1	lcl|NZ_LIHE01000002.1_cds_WP_000805357.1_1500	27.660	188	267
WP_002740779.1	lcl|NZ_LIHE01000147.1_cds_WP_000612799.1_859	96.857	509	509
WP_002740779.1	lcl|NZ_LIHE01000052.1_cds_WP_000291581.1_2922	26.852	324	509
WP_002740779.1	lcl|NZ_LIHE01000052.1_cds_WP_000364504.1_2923	31.111	90	509
WP_002740779.1	lcl|NZ_LIHE01000147.1_cds_WP_000612799.1_859	96.857	509	509
