WP_000340715.1	lcl|NZ_JASEXI010000064.1_cds_WP_004462903.1_3423	95.349	86	106
WP_000410273.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220368.1_3422	92.258	310	314
WP_000410273.1	lcl|NZ_JASEXI010000013.1_cds_WP_004461583.1_1517	24.611	321	314
WP_000410273.1	lcl|NZ_JASEXI010000064.1_cds_WP_004479538.1_3419	27.509	269	314
WP_000410273.1	lcl|NZ_JASEXI010000005.1_cds_WP_004487738.1_745	25.000	332	314
WP_000410273.1	lcl|NZ_JASEXI010000028.1_cds_WP_004476514.1_2538	23.843	281	314
WP_000410273.1	lcl|NZ_JASEXI010000001.1_cds_WP_004490254.1_86	22.353	170	314
WP_000410273.1	lcl|NZ_JASEXI010000023.1_cds_WP_061220221.1_1827	24.424	217	314
WP_000604524.1	lcl|NZ_JASEXI010000064.1_cds_WP_004479563.1_3421	83.562	365	365
WP_000884059.1	lcl|NZ_JASEXI010000064.1_cds_WP_016755108.1_3420	95.135	185	185
WP_000884059.1	lcl|NZ_JASEXI010000003.1_cds_WP_004460143.1_418	35.616	146	185
WP_000646256.1	lcl|NZ_JASEXI010000064.1_cds_WP_004479538.1_3419	93.598	328	329
WP_000646256.1	lcl|NZ_JASEXI010000028.1_cds_WP_004476514.1_2538	31.138	334	329
WP_000646256.1	lcl|NZ_JASEXI010000023.1_cds_WP_061220221.1_1827	33.013	312	329
WP_000646256.1	lcl|NZ_JASEXI010000013.1_cds_WP_004461583.1_1517	29.524	315	329
WP_000646256.1	lcl|NZ_JASEXI010000001.1_cds_WP_004490254.1_86	27.083	336	329
WP_000646256.1	lcl|NZ_JASEXI010000005.1_cds_WP_004487738.1_745	29.193	322	329
WP_000646256.1	lcl|NZ_JASEXI010000023.1_cds_WP_004461242.1_1830	29.091	330	329
WP_000646256.1	lcl|NZ_JASEXI010000064.1_cds_WP_020783865.1_3416	31.518	257	329
WP_000646256.1	lcl|NZ_JASEXI010000008.1_cds_WP_061219727.1_1101	25.507	345	329
WP_000646256.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220368.1_3422	26.296	270	329
WP_000646256.1	lcl|NZ_JASEXI010000028.1_cds_WP_004472277.1_2520	26.050	238	329
WP_000646256.1	lcl|NZ_JASEXI010000007.1_cds_WP_004470510.1_976	28.030	264	329
WP_000646256.1	lcl|NZ_JASEXI010000008.1_cds_WP_004459320.1_1048	27.273	286	329
WP_000646256.1	lcl|NZ_JASEXI010000024.1_cds_WP_004489949.1_2302	24.169	331	329
WP_000774263.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220367.1_3418	88.764	267	267
WP_000774263.1	lcl|NZ_JASEXI010000001.1_cds_WP_004474348.1_56	30.808	198	267
WP_000774263.1	lcl|NZ_JASEXI010000028.1_cds_WP_004476528.1_2539	26.316	190	267
WP_000774263.1	lcl|NZ_JASEXI010000001.1_cds_WP_004490253.1_87	26.943	193	267
WP_000774263.1	lcl|NZ_JASEXI010000057.1_cds_WP_081101751.1_1798	26.923	208	267
WP_002163445.1	lcl|NZ_JASEXI010000064.1_cds_WP_020783862.1_3417	88.386	508	509
WP_002163445.1	lcl|NZ_JASEXI010000029.1_cds_WP_061220117.1_2655	26.994	326	509
WP_002163445.1	lcl|NZ_JASEXI010000029.1_cds_WP_061220116.1_2654	33.333	90	509
WP_002163445.1	lcl|NZ_JASEXI010000064.1_cds_WP_020783862.1_3417	88.386	508	509
WP_002163445.1	lcl|NZ_JASEXI010000029.1_cds_WP_061220117.1_2655	26.994	326	509
WP_002163445.1	lcl|NZ_JASEXI010000029.1_cds_WP_061220116.1_2654	33.333	90	509
WP_001067556.1	lcl|NZ_JASEXI010000064.1_cds_WP_020783865.1_3416	92.121	330	330
WP_001067556.1	lcl|NZ_JASEXI010000064.1_cds_WP_004479538.1_3419	29.316	307	330
WP_001067556.1	lcl|NZ_JASEXI010000023.1_cds_WP_061220221.1_1827	25.641	273	330
WP_001067556.1	lcl|NZ_JASEXI010000013.1_cds_WP_004461583.1_1517	28.261	276	330
WP_001067556.1	lcl|NZ_JASEXI010000028.1_cds_WP_004476514.1_2538	25.749	334	330
WP_001067556.1	lcl|NZ_JASEXI010000008.1_cds_WP_061219727.1_1101	26.538	260	330
WP_001067556.1	lcl|NZ_JASEXI010000024.1_cds_WP_004489949.1_2302	25.103	243	330
WP_001067556.1	lcl|NZ_JASEXI010000005.1_cds_WP_004487738.1_745	28.287	251	330
WP_001067556.1	lcl|NZ_JASEXI010000072.1_cds_WP_020783617.1_3477	27.333	150	330
WP_001067556.1	lcl|NZ_JASEXI010000001.1_cds_WP_004490254.1_86	25.000	140	330
WP_001067556.1	lcl|NZ_JASEXI010000007.1_cds_WP_004470510.1_976	28.462	130	330
WP_001067556.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220368.1_3422	24.012	329	330
WP_000776640.1	lcl|NZ_JASEXI010000067.1_cds_QMM44_RS17165_3439	35.494	324	538
WP_000776640.1	lcl|NZ_JASEXI010000064.1_cds_QMM44_RS17035_3413	53.600	125	538
WP_000776640.1	lcl|NZ_JASEXI010000067.1_cds_QMM44_RS17165_3439	35.494	324	538
WP_000776640.1	lcl|NZ_JASEXI010000064.1_cds_QMM44_RS17035_3413	53.600	125	538
WP_000424609.1	lcl|NZ_JASEXI010000067.1_cds_WP_004470185.1_3440	67.803	264	264
WP_000424609.1	lcl|NZ_JASEXI010000025.1_cds_WP_004457662.1_2317	41.564	243	264
WP_002074065.1	lcl|NZ_JASEXI010000067.1_cds_WP_061220365.1_3441	84.839	310	310
WP_002074065.1	lcl|NZ_JASEXI010000042.1_cds_WP_004463516.1_3055	39.789	284	310
WP_002074065.1	lcl|NZ_JASEXI010000014.1_cds_WP_004461490.1_1614	27.875	287	310
WP_002074065.1	lcl|NZ_JASEXI010000007.1_cds_WP_004490381.1_941	25.792	221	310
WP_002074065.1	lcl|NZ_JASEXI010000067.1_cds_WP_061220365.1_3441	84.839	310	310
WP_002074065.1	lcl|NZ_JASEXI010000042.1_cds_WP_004463516.1_3055	39.789	284	310
WP_002074065.1	lcl|NZ_JASEXI010000014.1_cds_WP_004461490.1_1614	27.875	287	310
WP_002074065.1	lcl|NZ_JASEXI010000007.1_cds_WP_004490381.1_941	25.792	221	310
WP_000479984.1	lcl|NZ_JASEXI010000067.1_cds_WP_061220364.1_3442	89.773	264	264
WP_000715958.1	lcl|NZ_JASEXI010000067.1_cds_WP_004470135.1_3443	91.473	129	131
WP_001088863.1	lcl|NZ_JASEXI010000067.1_cds_WP_032912999.1_3444	83.448	145	144
WP_001088863.1	lcl|NZ_JASEXI010000014.1_cds_WP_004462309.1_1587	42.857	63	144
WP_000517243.1	lcl|NZ_JASEXI010000067.1_cds_WP_004470037.1_3445	89.593	221	221
WP_000517243.1	lcl|NZ_JASEXI010000017.1_cds_WP_004462594.1_1918	30.769	104	221
WP_001149938.1	lcl|NZ_JASEXI010000067.1_cds_WP_282971113.1_3448	28.571	238	393
WP_001149938.1	lcl|NZ_JASEXI010000017.1_cds_WP_004468002.1_1917	28.671	143	393
WP_001149938.1	lcl|NZ_JASEXI010000094.1_cds_QMM44_RS17780_3564	29.703	101	393
WP_001149938.1	lcl|NZ_JASEXI010000014.1_cds_WP_004485455.1_1603	21.333	225	393
WP_001149938.1	lcl|NZ_JASEXI010000013.1_cds_WP_004469895.1_1489	22.791	215	393
WP_001149938.1	lcl|NZ_JASEXI010000010.1_cds_WP_032924366.1_1292	24.638	138	393
WP_000611594.1	lcl|NZ_JASEXI010000067.1_cds_WP_004470188.1_3447	78.286	175	175
WP_000611594.1	lcl|NZ_JASEXI010000013.1_cds_WP_004471088.1_1483	26.531	147	175
WP_001015425.1	lcl|NZ_JASEXI010000067.1_cds_WP_282971113.1_3448	82.270	282	405
WP_001015425.1	lcl|NZ_JASEXI010000102.1_cds_QMM44_RS17870_3581	78.505	107	405
WP_001015425.1	lcl|NZ_JASEXI010000014.1_cds_WP_004485455.1_1603	23.661	224	405
WP_001015425.1	lcl|NZ_JASEXI010000017.1_cds_WP_004468002.1_1917	25.137	183	405
WP_000582222.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220366.1_3414	40.171	234	358
WP_000582222.1	lcl|NZ_JASEXI010000001.1_cds_WP_004466571.1_50	29.793	386	358
WP_000582222.1	lcl|NZ_JASEXI010000072.1_cds_WP_004470269.1_3478	28.883	367	358
WP_000582222.1	lcl|NZ_JASEXI010000064.1_cds_WP_004472322.1_3415	32.464	345	358
WP_000582222.1	lcl|NZ_JASEXI010000028.1_cds_WP_004462146.1_2531	33.725	255	358
WP_000582222.1	lcl|NZ_JASEXI010000008.1_cds_WP_004460480.1_1100	25.203	369	358
WP_000093099.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220368.1_3422	53.125	64	99
WP_223809837.1	lcl|NZ_JASEXI010000013.1_cds_WP_004461595.1_1507	30.392	102	213
WP_001106774.1	lcl|NZ_JASEXI010000078.1_cds_WP_061220361.1_3510	29.730	370	417
WP_000834715.1	lcl|NZ_JASEXI010000020.1_cds_WP_004457781.1_2075	34.828	379	605
WP_000834715.1	lcl|NZ_JASEXI010000005.1_cds_WP_017863782.1_679	39.216	255	605
WP_000834715.1	lcl|NZ_JASEXI010000009.1_cds_WP_004480428.1_1168	45.872	218	605
WP_000834715.1	lcl|NZ_JASEXI010000072.1_cds_WP_061219831.1_3476	34.058	276	605
WP_000834715.1	lcl|NZ_JASEXI010000019.1_cds_WP_282964994.1_2028	30.932	236	605
WP_000834715.1	lcl|NZ_JASEXI010000009.1_cds_WP_004473839.1_1196	33.810	210	605
WP_000834715.1	lcl|NZ_JASEXI010000029.1_cds_WP_004460645.1_2649	29.583	240	605
WP_000834715.1	lcl|NZ_JASEXI010000004.1_cds_WP_004461439.1_633	30.165	242	605
WP_000834715.1	lcl|NZ_JASEXI010000009.1_cds_WP_004469900.1_1152	28.194	227	605
WP_000834715.1	lcl|NZ_JASEXI010000003.1_cds_WP_004460145.1_419	30.932	236	605
WP_000834715.1	lcl|NZ_JASEXI010000026.1_cds_WP_004480113.1_2413	27.004	237	605
WP_000834715.1	lcl|NZ_JASEXI010000015.1_cds_WP_004475846.1_1647	31.330	233	605
WP_000834715.1	lcl|NZ_JASEXI010000003.1_cds_WP_004473583.1_438	28.947	228	605
WP_000834715.1	lcl|NZ_JASEXI010000049.1_cds_WP_004466296.1_3226	29.108	213	605
WP_000834715.1	lcl|NZ_JASEXI010000011.1_cds_WP_004458038.1_1325	29.534	193	605
WP_000834715.1	lcl|NZ_JASEXI010000005.1_cds_WP_016552026.1_792	27.049	244	605
WP_000834715.1	lcl|NZ_JASEXI010000034.1_cds_WP_004461812.1_2872	27.064	218	605
WP_000834715.1	lcl|NZ_JASEXI010000034.1_cds_WP_004461802.1_2881	24.675	154	605
WP_000834715.1	lcl|NZ_JASEXI010000037.1_cds_WP_004483041.1_2969	24.793	242	605
WP_000834715.1	lcl|NZ_JASEXI010000020.1_cds_WP_004457781.1_2075	34.828	379	605
WP_000834715.1	lcl|NZ_JASEXI010000005.1_cds_WP_017863782.1_679	39.216	255	605
WP_000834715.1	lcl|NZ_JASEXI010000009.1_cds_WP_004480428.1_1168	45.872	218	605
WP_000834715.1	lcl|NZ_JASEXI010000072.1_cds_WP_061219831.1_3476	34.058	276	605
WP_000834715.1	lcl|NZ_JASEXI010000019.1_cds_WP_282964994.1_2028	30.932	236	605
WP_000834715.1	lcl|NZ_JASEXI010000009.1_cds_WP_004473839.1_1196	33.810	210	605
