WP_000340715.1	lcl|NZ_JADDXK010000017.1_cds_WP_002725873.1_1156	91.860	86	106
WP_000410273.1	lcl|NZ_JADDXK010000017.1_cds_WP_061209188.1_1155	92.971	313	314
WP_000410273.1	lcl|NZ_JADDXK010000259.1_cds_WP_061208146.1_1852	23.077	325	314
WP_000410273.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209097.1_686	21.014	276	314
WP_000410273.1	lcl|NZ_JADDXK010000304.1_cds_WP_011671706.1_2422	24.199	281	314
WP_000410273.1	lcl|NZ_JADDXK010000231.1_cds_WP_061208650.1_1563	25.402	311	314
WP_000410273.1	lcl|NZ_JADDXK010000181.1_cds_WP_002729504.1_974	22.353	170	314
WP_000884059.1	lcl|NZ_JADDXK010000209.1_cds_WP_002750963.1_1380	36.301	146	185
WP_000646256.1	lcl|NZ_JADDXK010000308.1_cds_WP_061208754.1_2483	32.738	336	329
WP_000646256.1	lcl|NZ_JADDXK010000304.1_cds_WP_011671706.1_2422	31.642	335	329
WP_000646256.1	lcl|NZ_JADDXK010000259.1_cds_WP_061208146.1_1852	30.476	315	329
WP_000646256.1	lcl|NZ_JADDXK010000231.1_cds_WP_061208650.1_1563	31.511	311	329
WP_000646256.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209097.1_686	31.126	302	329
WP_000646256.1	lcl|NZ_JADDXK010000181.1_cds_WP_002729504.1_974	27.273	341	329
WP_000646256.1	lcl|NZ_JADDXK010000231.1_cds_WP_002754065.1_1560	28.485	330	329
WP_000646256.1	lcl|NZ_JADDXK010000094.1_cds_WP_061207995.1_3262	29.712	313	329
WP_000646256.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208029.1_2090	25.000	268	329
WP_000646256.1	lcl|NZ_JADDXK010000017.1_cds_WP_061209188.1_1155	27.309	249	329
WP_000646256.1	lcl|NZ_JADDXK010000036.1_cds_WP_061208022.1_2568	26.642	274	329
WP_000646256.1	lcl|NZ_JADDXK010000262.1_cds_WP_002751102.1_1916	27.509	269	329
WP_000646256.1	lcl|NZ_JADDXK010000049.1_cds_IP954_RS02375_2707	29.054	148	329
WP_000646256.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208031.1_2088	30.460	174	329
WP_000646256.1	lcl|NZ_JADDXK010000213.1_cds_WP_061208495.1_1460	27.490	251	329
WP_000646256.1	lcl|NZ_JADDXK010000135.1_cds_WP_193825486.1_457	27.072	181	329
WP_000774263.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209102.1_681	23.830	235	267
WP_000774263.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208032.1_2087	25.100	251	267
WP_000774263.1	lcl|NZ_JADDXK010000304.1_cds_WP_061208084.1_2423	26.455	189	267
WP_000774263.1	lcl|NZ_JADDXK010000251.1_cds_WP_193825501.1_1776	36.047	86	267
WP_000774263.1	lcl|NZ_JADDXK010000181.1_cds_WP_061209013.1_973	26.455	189	267
WP_000774263.1	lcl|NZ_JADDXK010000253.1_cds_WP_002766579.1_1800	26.344	186	267
WP_002163445.1	lcl|NZ_JADDXK010000270.1_cds_WP_061207534.1_2023	25.826	333	509
WP_002163445.1	lcl|NZ_JADDXK010000270.1_cds_WP_002751286.1_2024	31.111	90	509
WP_002163445.1	lcl|NZ_JADDXK010000270.1_cds_WP_061207534.1_2023	25.826	333	509
WP_002163445.1	lcl|NZ_JADDXK010000270.1_cds_WP_002751286.1_2024	31.111	90	509
WP_001067556.1	lcl|NZ_JADDXK010000231.1_cds_WP_061208650.1_1563	27.106	273	330
WP_001067556.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209097.1_686	25.368	272	330
WP_001067556.1	lcl|NZ_JADDXK010000259.1_cds_WP_061208146.1_1852	27.798	277	330
WP_001067556.1	lcl|NZ_JADDXK010000304.1_cds_WP_011671706.1_2422	26.183	317	330
WP_001067556.1	lcl|NZ_JADDXK010000308.1_cds_WP_061208754.1_2483	28.017	232	330
WP_001067556.1	lcl|NZ_JADDXK010000094.1_cds_WP_061207995.1_3262	26.935	323	330
WP_001067556.1	lcl|NZ_JADDXK010000049.1_cds_IP954_RS02375_2707	27.473	91	330
WP_001067556.1	lcl|NZ_JADDXK010000049.1_cds_IP954_RS02375_2707	28.571	126	330
WP_001067556.1	lcl|NZ_JADDXK010000135.1_cds_WP_193825486.1_457	24.793	242	330
WP_001067556.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208029.1_2090	25.275	273	330
WP_001067556.1	lcl|NZ_JADDXK010000181.1_cds_WP_002729504.1_974	25.352	142	330
WP_001067556.1	lcl|NZ_JADDXK010000017.1_cds_WP_061209188.1_1155	24.540	326	330
WP_001067556.1	lcl|NZ_JADDXK010000262.1_cds_WP_002751102.1_1916	26.639	244	330
WP_001067556.1	lcl|NZ_JADDXK010000208.1_cds_WP_081101368.1_1306	25.781	128	330
WP_000424609.1	lcl|NZ_JADDXK010000222.1_cds_WP_011669455.1_1494	40.329	243	264
WP_002074065.1	lcl|NZ_JADDXK010000116.1_cds_WP_061207877.1_227	40.264	303	310
WP_002074065.1	lcl|NZ_JADDXK010000012.1_cds_WP_011669757.1_588	28.070	285	310
WP_002074065.1	lcl|NZ_JADDXK010000209.1_cds_WP_002727177.1_1429	26.244	221	310
WP_002074065.1	lcl|NZ_JADDXK010000116.1_cds_WP_061207877.1_227	40.264	303	310
