WP_000340715.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279481.1_592	93.023	86	106
WP_000410273.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279480.1_591	87.097	310	314
WP_000410273.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279426.1_534	24.731	279	314
WP_000410273.1	lcl|NZ_JAFFPU010000024.1_cds_WP_205278953.1_1403	22.462	325	314
WP_000410273.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279424.1_532	24.172	302	314
WP_000410273.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279409.1_514	23.973	292	314
WP_000410273.1	lcl|NZ_JAFFPU010000016.1_cds_WP_205278474.1_2568	21.622	185	314
WP_000410273.1	lcl|NZ_JAFFPU010000026.1_cds_WP_205278984.1_4075	22.222	279	314
WP_000884059.1	lcl|NZ_JAFFPU010000067.1_cds_WP_205280709.1_1706	40.000	140	185
WP_000884059.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279444.1_553	34.463	177	185
WP_000884059.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279454.1_563	31.548	168	185
WP_000646256.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279426.1_534	31.661	319	329
WP_000646256.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279409.1_514	31.024	332	329
WP_000646256.1	lcl|NZ_JAFFPU010000024.1_cds_WP_205278953.1_1403	30.159	315	329
WP_000646256.1	lcl|NZ_JAFFPU010000026.1_cds_WP_205278984.1_4075	32.692	312	329
WP_000646256.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279424.1_532	28.713	303	329
WP_000646256.1	lcl|NZ_JAFFPU010000016.1_cds_WP_205278474.1_2568	27.381	336	329
WP_000646256.1	lcl|NZ_JAFFPU010000035.1_cds_WP_205279612.1_1854	29.781	319	329
WP_000646256.1	lcl|NZ_JAFFPU010000070.1_cds_WP_118966605.1_3881	29.730	333	329
WP_000646256.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279480.1_591	27.044	318	329
WP_000646256.1	lcl|NZ_JAFFPU010000075.1_cds_WP_205281384.1_306	27.126	247	329
WP_000646256.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279432.1_540	22.137	262	329
WP_000646256.1	lcl|NZ_JAFFPU010000024.1_cds_WP_232380538.1_1202	26.295	251	329
WP_000646256.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279422.1_530	25.182	274	329
WP_000646256.1	lcl|NZ_JAFFPU010000004.1_cds_WP_205277935.1_2231	25.758	264	329
WP_000646256.1	lcl|NZ_JAFFPU010000048.1_cds_WP_205280321.1_3820	29.457	129	329
WP_000774263.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279425.1_533	28.571	189	267
WP_000774263.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279435.1_543	24.898	245	267
WP_000774263.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279408.1_513	25.926	189	267
WP_000774263.1	lcl|NZ_JAFFPU010000075.1_cds_WP_205281214.1_117	33.636	110	267
WP_000774263.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279456.1_566	26.471	238	267
WP_000774263.1	lcl|NZ_JAFFPU010000075.1_cds_WP_205281317.1_226	33.333	102	267
WP_000774263.1	lcl|NZ_JAFFPU010000016.1_cds_WP_332476239.1_2567	26.500	200	267
WP_002163445.1	lcl|NZ_JAFFPU010000003.1_cds_WP_205277802.1_2906	27.301	326	509
WP_002163445.1	lcl|NZ_JAFFPU010000003.1_cds_WP_205277802.1_2906	27.301	326	509
WP_001067556.1	lcl|NZ_JAFFPU010000026.1_cds_WP_205278984.1_4075	25.000	272	330
WP_001067556.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279426.1_534	23.529	272	330
WP_001067556.1	lcl|NZ_JAFFPU010000024.1_cds_WP_205278953.1_1403	26.812	276	330
WP_001067556.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279409.1_514	26.462	325	330
WP_001067556.1	lcl|NZ_JAFFPU010000024.1_cds_WP_232380538.1_1202	27.848	237	330
WP_001067556.1	lcl|NZ_JAFFPU010000035.1_cds_WP_205279612.1_1854	30.315	254	330
WP_001067556.1	lcl|NZ_JAFFPU010000075.1_cds_WP_205281384.1_306	26.339	224	330
WP_001067556.1	lcl|NZ_JAFFPU010000024.1_cds_WP_205278869.1_1309	23.828	256	330
WP_001067556.1	lcl|NZ_JAFFPU010000016.1_cds_WP_205278474.1_2568	25.352	142	330
WP_001067556.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279432.1_540	23.664	262	330
WP_001067556.1	lcl|NZ_JAFFPU010000004.1_cds_WP_205277935.1_2231	26.587	252	330
WP_001067556.1	lcl|NZ_JAFFPU010000048.1_cds_WP_205280321.1_3820	28.017	232	330
WP_000424609.1	lcl|NZ_JAFFPU010000041.1_cds_WP_205279863.1_3550	40.234	256	264
WP_002074065.1	lcl|NZ_JAFFPU010000042.1_cds_WP_205279982.1_1021	40.411	292	310
WP_002074065.1	lcl|NZ_JAFFPU010000022.1_cds_WP_205278682.1_802	27.273	308	310
WP_002074065.1	lcl|NZ_JAFFPU010000067.1_cds_WP_205280758.1_1763	26.316	133	310
WP_002074065.1	lcl|NZ_JAFFPU010000042.1_cds_WP_205279982.1_1021	40.411	292	310
WP_002074065.1	lcl|NZ_JAFFPU010000022.1_cds_WP_205278682.1_802	27.273	308	310
WP_002074065.1	lcl|NZ_JAFFPU010000067.1_cds_WP_205280758.1_1763	26.316	133	310
WP_001088863.1	lcl|NZ_JAFFPU010000034.1_cds_WP_205279545.1_3956	46.429	56	144
WP_000517243.1	lcl|NZ_JAFFPU010000074.1_cds_WP_205281089.1_3046	28.205	78	221
WP_000517243.1	lcl|NZ_JAFFPU010000042.1_cds_WP_205279968.1_1005	28.713	101	221
WP_001149938.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279453.1_562	23.148	216	393
WP_001149938.1	lcl|NZ_JAFFPU010000030.1_cds_WP_205279255.1_2814	24.444	225	393
WP_001149938.1	lcl|NZ_JAFFPU010000042.1_cds_WP_205279967.1_1004	24.091	220	393
WP_001149938.1	lcl|NZ_JAFFPU010000033.1_cds_WP_205279438.1_546	25.333	150	393
WP_001149938.1	lcl|NZ_JAFFPU010000074.1_cds_WP_205281089.1_3046	23.148	216	393
WP_000611594.1	lcl|NZ_JAFFPU010000074.1_cds_WP_205281084.1_3040	34.307	137	175
