WP_000340715.1	lcl|NZ_RQFF01000016.1_cds_WP_135633099.1_3511	62.821	78	106
WP_000410273.1	lcl|NZ_RQFF01000016.1_cds_WP_135633097.1_3510	79.355	310	314
WP_000410273.1	lcl|NZ_RQFF01000030.1_cds_WP_135634167.1_250	24.074	324	314
WP_000410273.1	lcl|NZ_RQFF01000030.1_cds_WP_135634215.1_277	26.562	320	314
WP_000410273.1	lcl|NZ_RQFF01000013.1_cds_WP_135632088.1_1003	24.047	341	314
WP_000410273.1	lcl|NZ_RQFF01000010.1_cds_WP_135631984.1_3126	24.706	170	314
WP_000410273.1	lcl|NZ_RQFF01000030.1_cds_WP_135635229.1_860	22.699	326	314
WP_000884059.1	lcl|NZ_RQFF01000013.1_cds_WP_135632379.1_1379	30.909	165	185
WP_000646256.1	lcl|NZ_RQFF01000030.1_cds_WP_135634167.1_250	31.529	314	329
WP_000646256.1	lcl|NZ_RQFF01000013.1_cds_WP_135632088.1_1003	30.030	333	329
WP_000646256.1	lcl|NZ_RQFF01000030.1_cds_WP_135635229.1_860	30.645	310	329
WP_000646256.1	lcl|NZ_RQFF01000010.1_cds_WP_135631984.1_3126	29.032	341	329
WP_000646256.1	lcl|NZ_RQFF01000030.1_cds_WP_135634855.1_661	27.628	333	329
WP_000646256.1	lcl|NZ_RQFF01000030.1_cds_WP_135634215.1_277	27.331	311	329
WP_000646256.1	lcl|NZ_RQFF01000016.1_cds_WP_135633059.1_3491	27.407	270	329
WP_000646256.1	lcl|NZ_RQFF01000016.1_cds_WP_135633097.1_3510	26.415	318	329
WP_000646256.1	lcl|NZ_RQFF01000016.1_cds_WP_135633039.1_3480	23.492	315	329
WP_000646256.1	lcl|NZ_RQFF01000016.1_cds_WP_135633031.1_3476	27.331	311	329
WP_000646256.1	lcl|NZ_RQFF01000016.1_cds_WP_135633067.1_3495	27.132	258	329
WP_000646256.1	lcl|NZ_RQFF01000010.1_cds_WP_208742289.1_3115	24.595	309	329
WP_000646256.1	lcl|NZ_RQFF01000013.1_cds_WP_135632104.1_1019	25.271	277	329
WP_000646256.1	lcl|NZ_RQFF01000026.1_cds_WP_135633413.1_3436	27.624	181	329
