WP_000340715.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000340715.1_848	100.000	86	106
WP_000410273.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000410273.1_849	100.000	314	314
WP_000410273.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000093099.1_869	46.988	83	314
WP_000410273.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000646250.1_852	25.705	319	314
WP_000410273.1	lcl|NZ_JAGGCG010000006.1_cds_WP_000744700.1_1020	24.691	324	314
WP_000410273.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000600889.1_878	25.269	186	314
WP_000410273.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000723090.1_931	23.958	288	314
WP_000410273.1	lcl|NZ_JAGGCG010000005.1_cds_WP_001067557.1_855	24.695	328	314
WP_000604524.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000604524.1_850	99.726	365	365
WP_000884059.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000884059.1_851	100.000	185	185
WP_000884059.1	lcl|NZ_JAGGCG010000002.1_cds_WP_000351733.1_435	40.000	140	185
WP_000646256.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000646250.1_852	99.088	329	329
WP_000646256.1	lcl|NZ_JAGGCG010000006.1_cds_WP_000744700.1_1020	32.063	315	329
WP_000646256.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000723090.1_931	31.045	335	329
WP_000646256.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000600889.1_878	31.677	322	329
WP_000646256.1	lcl|NZ_JAGGCG010000029.1_cds_WP_001984071.1_2904	31.803	305	329
WP_000646256.1	lcl|NZ_JAGGCG010000009.1_cds_WP_000649925.1_1436	30.183	328	329
WP_000646256.1	lcl|NZ_JAGGCG010000060.1_cds_WP_000709511.1_3678	30.030	333	329
WP_000646256.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000601375.1_905	24.415	299	329
WP_000646256.1	lcl|NZ_JAGGCG010000005.1_cds_WP_001067557.1_855	29.316	307	329
WP_000646256.1	lcl|NZ_JAGGCG010000029.1_cds_WP_000688695.1_2924	29.197	274	329
WP_000646256.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000475904.1_914	27.372	274	329
WP_000646256.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000410273.1_849	27.509	269	329
WP_000646256.1	lcl|NZ_JAGGCG010000018.1_cds_WP_001074785.1_2258	29.057	265	329
WP_000646256.1	lcl|NZ_JAGGCG010000020.1_cds_WP_001003555.1_2420	24.852	338	329
WP_000646256.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000487322.1_903	27.077	325	329
WP_000774263.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000774262.1_853	99.251	267	267
WP_000774263.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000859505.1_902	26.693	251	267
WP_000774263.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000800438.1_883	24.786	234	267
WP_000774263.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000842260.1_932	26.316	190	267
WP_000774263.1	lcl|NZ_JAGGCG010000026.1_cds_WP_000667727.1_2795	31.818	110	267
WP_000774263.1	lcl|NZ_JAGGCG010000023.1_cds_WP_000805357.1_2617	33.645	107	267
WP_002163445.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000612797.1_854	99.214	509	509
WP_002163445.1	lcl|NZ_JAGGCG010000021.1_cds_WP_000291591.1_2483	26.625	323	509
WP_002163445.1	lcl|NZ_JAGGCG010000021.1_cds_WP_000364507.1_2482	31.111	90	509
WP_002163445.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000612797.1_854	99.214	509	509
WP_002163445.1	lcl|NZ_JAGGCG010000021.1_cds_WP_000291591.1_2483	26.625	323	509
WP_002163445.1	lcl|NZ_JAGGCG010000021.1_cds_WP_000364507.1_2482	31.111	90	509
WP_001067556.1	lcl|NZ_JAGGCG010000005.1_cds_WP_001067557.1_855	99.697	330	330
WP_001067556.1	lcl|NZ_JAGGCG010000005.1_cds_WP_000646250.1_852	28.664	307	330
