WP_000340715.1	lcl|NZ_AOVX01000030.1_cds_WP_000340715.1_615	100.000	86	106
WP_000410273.1	lcl|NZ_AOVX01000030.1_cds_WP_000410273.1_616	100.000	314	314
WP_000410273.1	lcl|NZ_AOVX01000030.1_cds_WP_000093099.1_636	46.988	83	314
WP_000410273.1	lcl|NZ_AOVX01000030.1_cds_WP_000646250.1_619	25.705	319	314
WP_000410273.1	lcl|NZ_AOVX01000026.1_cds_WP_000744700.1_387	24.691	324	314
WP_000410273.1	lcl|NZ_AOVX01000030.1_cds_WP_000600889.1_645	25.269	186	314
WP_000410273.1	lcl|NZ_AOVX01000115.1_cds_WP_000723090.1_2498	23.958	288	314
WP_000410273.1	lcl|NZ_AOVX01000030.1_cds_WP_001067557.1_622	24.695	328	314
WP_000604524.1	lcl|NZ_AOVX01000030.1_cds_WP_000604524.1_617	99.726	365	365
WP_000884059.1	lcl|NZ_AOVX01000030.1_cds_WP_000884059.1_618	100.000	185	185
WP_000884059.1	lcl|NZ_AOVX01000150.1_cds_WP_000351733.1_3541	40.000	140	185
WP_000646256.1	lcl|NZ_AOVX01000030.1_cds_WP_000646250.1_619	99.088	329	329
WP_000646256.1	lcl|NZ_AOVX01000026.1_cds_WP_000744700.1_387	32.063	315	329
WP_000646256.1	lcl|NZ_AOVX01000115.1_cds_WP_000723090.1_2498	31.045	335	329
WP_000646256.1	lcl|NZ_AOVX01000030.1_cds_WP_000600889.1_645	31.677	322	329
WP_000646256.1	lcl|NZ_AOVX01000065.1_cds_WP_001984071.1_1329	31.803	305	329
WP_000646256.1	lcl|NZ_AOVX01000092.1_cds_WP_000649925.1_1912	30.183	328	329
WP_000646256.1	lcl|NZ_AOVX01000070.1_cds_WP_000709511.1_1378	30.030	333	329
WP_000646256.1	lcl|NZ_AOVX01000030.1_cds_WP_000601375.1_672	24.415	299	329
WP_000646256.1	lcl|NZ_AOVX01000030.1_cds_WP_001067557.1_622	29.316	307	329
WP_000646256.1	lcl|NZ_AOVX01000119.1_cds_WP_000688695.1_2606	29.197	274	329
WP_000646256.1	lcl|NZ_AOVX01000030.1_cds_WP_000475904.1_681	27.372	274	329
WP_000646256.1	lcl|NZ_AOVX01000030.1_cds_WP_000410273.1_616	27.509	269	329
WP_000646256.1	lcl|NZ_AOVX01000100.1_cds_WP_001074785.1_2082	29.057	265	329
WP_000646256.1	lcl|NZ_AOVX01000084.1_cds_WP_001003555.1_1628	24.852	338	329
WP_000646256.1	lcl|NZ_AOVX01000030.1_cds_WP_000487322.1_670	27.077	325	329
WP_000774263.1	lcl|NZ_AOVX01000030.1_cds_WP_000774262.1_620	99.251	267	267
WP_000774263.1	lcl|NZ_AOVX01000030.1_cds_WP_000859505.1_669	26.693	251	267
WP_000774263.1	lcl|NZ_AOVX01000030.1_cds_WP_000800438.1_650	24.786	234	267
