WP_000340715.1	lcl|NZ_AHOB02000017.1_cds_WP_002725873.1_843	91.860	86	106
WP_000410273.1	lcl|NZ_AHOB02000017.1_cds_WP_002733579.1_842	92.994	314	314
WP_000410273.1	lcl|NZ_AHOB02000017.1_cds_WP_002733534.1_839	25.078	319	314
WP_000410273.1	lcl|NZ_AHOB02000003.1_cds_WP_002722638.1_2862	22.769	325	314
WP_000410273.1	lcl|NZ_AHOB02000014.1_cds_WP_002740024.1_1823	24.555	281	314
WP_000410273.1	lcl|NZ_AHOB02000002.1_cds_WP_002728309.1_3064	25.402	311	314
WP_000410273.1	lcl|NZ_AHOB02000016.1_cds_WP_002743770.1_1318	22.353	170	314
WP_000410273.1	lcl|NZ_AHOB02000017.1_cds_WP_016749081.1_810	22.769	325	314
WP_000604524.1	lcl|NZ_AHOB02000017.1_cds_WP_026054882.1_841	85.479	365	365
WP_000884059.1	lcl|NZ_AHOB02000017.1_cds_WP_002733646.1_840	95.676	185	185
WP_000884059.1	lcl|NZ_AHOB02000020.1_cds_WP_002721790.1_134	36.301	146	185
WP_000646256.1	lcl|NZ_AHOB02000017.1_cds_WP_002733534.1_839	98.176	329	329
WP_000646256.1	lcl|NZ_AHOB02000014.1_cds_WP_002740024.1_1823	31.343	335	329
WP_000646256.1	lcl|NZ_AHOB02000003.1_cds_WP_002722638.1_2862	29.841	315	329
WP_000646256.1	lcl|NZ_AHOB02000002.1_cds_WP_002728309.1_3064	31.190	311	329
WP_000646256.1	lcl|NZ_AHOB02000016.1_cds_WP_002743770.1_1318	27.273	341	329
WP_000646256.1	lcl|NZ_AHOB02000017.1_cds_WP_002733638.1_802	27.586	348	329
WP_000646256.1	lcl|NZ_AHOB02000002.1_cds_WP_002728316.1_3061	28.485	330	329
WP_000646256.1	lcl|NZ_AHOB02000018.1_cds_WP_002741146.1_502	29.167	312	329
WP_000646256.1	lcl|NZ_AHOB02000014.1_cds_WP_002733546.1_1798	25.373	268	329
WP_000646256.1	lcl|NZ_AHOB02000017.1_cds_WP_002740721.1_836	29.316	307	329
WP_000646256.1	lcl|NZ_AHOB02000018.1_cds_WP_002732331.1_591	25.959	339	329
WP_000646256.1	lcl|NZ_AHOB02000017.1_cds_WP_002744551.1_808	28.889	270	329
WP_000646256.1	lcl|NZ_AHOB02000017.1_cds_WP_002733579.1_842	27.309	249	329
WP_000646256.1	lcl|NZ_AHOB02000014.1_cds_WP_002733698.1_1806	26.642	274	329
WP_000646256.1	lcl|NZ_AHOB02000017.1_cds_WP_016749081.1_810	23.659	317	329
WP_000646256.1	lcl|NZ_AHOB02000014.1_cds_WP_002740236.1_2032	27.509	269	329
WP_000646256.1	lcl|NZ_AHOB02000011.1_cds_WP_002721725.1_2234	24.926	337	329
WP_000646256.1	lcl|NZ_AHOB02000011.1_cds_WP_002739935.1_2153	27.711	249	329
WP_000646256.1	lcl|NZ_AHOB02000014.1_cds_WP_002733757.1_1796	31.034	174	329
WP_000774263.1	lcl|NZ_AHOB02000017.1_cds_WP_002733627.1_838	92.884	267	267
WP_000774263.1	lcl|NZ_AHOB02000014.1_cds_WP_002738295.1_1795	24.701	251	267
WP_000774263.1	lcl|NZ_AHOB02000017.1_cds_WP_002740926.1_797	24.786	234	267
WP_000774263.1	lcl|NZ_AHOB02000014.1_cds_WP_002727921.1_1824	26.455	189	267
WP_000774263.1	lcl|NZ_AHOB02000015.1_cds_WP_002729040.1_1726	33.636	110	267
WP_000774263.1	lcl|NZ_AHOB02000016.1_cds_WP_002729513.1_1319	26.455	189	267
WP_000774263.1	lcl|NZ_AHOB02000016.1_cds_WP_002766579.1_1132	26.344	186	267
WP_002163445.1	lcl|NZ_AHOB02000017.1_cds_WP_002740779.1_837	96.071	509	509
WP_002163445.1	lcl|NZ_AHOB02000014.1_cds_WP_002728536.1_1957	25.826	333	509
WP_002163445.1	lcl|NZ_AHOB02000014.1_cds_WP_002728534.1_1958	31.111	90	509
WP_002163445.1	lcl|NZ_AHOB02000017.1_cds_WP_002740779.1_837	96.071	509	509
WP_002163445.1	lcl|NZ_AHOB02000014.1_cds_WP_002728536.1_1957	25.826	333	509
WP_002163445.1	lcl|NZ_AHOB02000014.1_cds_WP_002728534.1_1958	31.111	90	509
WP_001067556.1	lcl|NZ_AHOB02000017.1_cds_WP_002740721.1_836	94.848	330	330
WP_001067556.1	lcl|NZ_AHOB02000002.1_cds_WP_002728309.1_3064	26.740	273	330
WP_001067556.1	lcl|NZ_AHOB02000017.1_cds_WP_002733534.1_839	28.990	307	330
WP_001067556.1	lcl|NZ_AHOB02000017.1_cds_WP_016749081.1_810	30.317	221	330
WP_001067556.1	lcl|NZ_AHOB02000003.1_cds_WP_002722638.1_2862	27.425	299	330
WP_001067556.1	lcl|NZ_AHOB02000014.1_cds_WP_002740024.1_1823	26.183	317	330
WP_001067556.1	lcl|NZ_AHOB02000018.1_cds_WP_002732331.1_591	27.193	228	330
WP_001067556.1	lcl|NZ_AHOB02000011.1_cds_WP_002721725.1_2234	24.898	245	330
WP_001067556.1	lcl|NZ_AHOB02000018.1_cds_WP_002741146.1_502	27.303	304	330
WP_001067556.1	lcl|NZ_AHOB02000014.1_cds_WP_002733546.1_1798	25.275	273	330
WP_001067556.1	lcl|NZ_AHOB02000017.1_cds_WP_002733638.1_802	25.965	285	330
WP_001067556.1	lcl|NZ_AHOB02000017.1_cds_WP_002733579.1_842	24.540	326	330
WP_001067556.1	lcl|NZ_AHOB02000016.1_cds_WP_002743770.1_1318	24.648	142	330
WP_001067556.1	lcl|NZ_AHOB02000011.1_cds_WP_002739935.1_2153	26.351	296	330
WP_001067556.1	lcl|NZ_AHOB02000014.1_cds_WP_002740236.1_2032	26.337	243	330
WP_001067556.1	lcl|NZ_AHOB02000010.1_cds_WP_002739707.1_2272	25.781	128	330
WP_000776640.1	lcl|NZ_AHOB02000017.1_cds_WP_002740729.1_833	37.912	546	538
WP_000776640.1	lcl|NZ_AHOB02000017.1_cds_WP_002740729.1_833	37.912	546	538
WP_000424609.1	lcl|NZ_AHOB02000017.1_cds_WP_002740998.1_832	67.045	264	264
WP_000424609.1	lcl|NZ_AHOB02000016.1_cds_WP_002742191.1_1101	40.329	243	264
WP_002074065.1	lcl|NZ_AHOB02000017.1_cds_WP_032853071.1_831	88.710	310	310
WP_002074065.1	lcl|NZ_AHOB02000020.1_cds_WP_002741402.1_353	39.604	303	310
WP_002074065.1	lcl|NZ_AHOB02000001.1_cds_WP_002727287.1_3278	28.470	281	310
WP_002074065.1	lcl|NZ_AHOB02000020.1_cds_WP_002727177.1_184	26.244	221	310
WP_002074065.1	lcl|NZ_AHOB02000017.1_cds_WP_032853071.1_831	88.710	310	310
WP_002074065.1	lcl|NZ_AHOB02000020.1_cds_WP_002741402.1_353	39.604	303	310
WP_002074065.1	lcl|NZ_AHOB02000001.1_cds_WP_002727287.1_3278	28.470	281	310
WP_002074065.1	lcl|NZ_AHOB02000020.1_cds_WP_002727177.1_184	26.244	221	310
WP_000479984.1	lcl|NZ_AHOB02000017.1_cds_WP_002740848.1_830	93.939	264	264
WP_000715958.1	lcl|NZ_AHOB02000017.1_cds_WP_032853450.1_829	95.349	129	131
WP_001088863.1	lcl|NZ_AHOB02000017.1_cds_WP_004777167.1_828	97.222	144	144
WP_001088863.1	lcl|NZ_AHOB02000001.1_cds_WP_026054147.1_3287	41.270	63	144
WP_000517243.1	lcl|NZ_AHOB02000017.1_cds_WP_002740917.1_827	95.023	221	221
WP_000517243.1	lcl|NZ_AHOB02000003.1_cds_WP_011671435.1_2891	26.923	78	221
WP_000517243.1	lcl|NZ_AHOB02000015.1_cds_WP_002727076.1_1510	30.000	110	221
WP_001149938.1	lcl|NZ_AHOB02000017.1_cds_WP_002740977.1_815	25.208	361	393
WP_001149938.1	lcl|NZ_AHOB02000014.1_cds_WP_002740041.1_1780	23.887	247	393
WP_001149938.1	lcl|NZ_AHOB02000017.1_cds_WP_230456811.1_824	25.095	263	393
WP_001149938.1	lcl|NZ_AHOB02000015.1_cds_WP_002740458.1_1511	28.671	143	393
WP_001149938.1	lcl|NZ_AHOB02000017.1_cds_WP_016749152.1_783	22.072	222	393
WP_001149938.1	lcl|NZ_AHOB02000014.1_cds_LEP1GSC121_RS0217030_1788	27.778	90	393
WP_001149938.1	lcl|NZ_AHOB02000003.1_cds_WP_011671435.1_2891	24.540	163	393
WP_000611594.1	lcl|NZ_AHOB02000003.1_cds_WP_002727846.1_2897	28.966	145	175
WP_001015425.1	lcl|NZ_AHOB02000017.1_cds_WP_002740977.1_815	34.146	410	405
WP_001015425.1	lcl|NZ_AHOB02000017.1_cds_WP_016749152.1_783	25.000	220	405
WP_001015425.1	lcl|NZ_AHOB02000015.1_cds_WP_002740458.1_1511	24.590	183	405
WP_000582222.1	lcl|NZ_AHOB02000017.1_cds_WP_002740861.1_834	36.000	325	358
WP_000582222.1	lcl|NZ_AHOB02000015.1_cds_WP_002728994.1_1732	31.135	379	358
WP_000582222.1	lcl|NZ_AHOB02000017.1_cds_WP_002740826.1_835	32.113	355	358
WP_000582222.1	lcl|NZ_AHOB02000014.1_cds_WP_002740294.1_1817	32.566	304	358
WP_000582222.1	lcl|NZ_AHOB02000017.1_cds_WP_002733737.1_814	31.894	301	358
WP_000582222.1	lcl|NZ_AHOB02000017.1_cds_WP_002733599.1_801	29.111	371	358
WP_000582222.1	lcl|NZ_AHOB02000018.1_cds_WP_002724641.1_590	24.661	369	358
WP_000344487.1	lcl|NZ_AHOB02000014.1_cds_WP_002728407.1_1971	24.786	234	308
WP_000344487.1	lcl|NZ_AHOB02000014.1_cds_WP_002728407.1_1971	24.786	234	308
WP_000093099.1	lcl|NZ_AHOB02000017.1_cds_WP_002733579.1_842	57.812	64	99
WP_223809837.1	lcl|NZ_AHOB02000003.1_cds_WP_002727844.1_2874	30.392	102	213
WP_223809837.1	lcl|NZ_AHOB02000017.1_cds_WP_002733696.1_800	24.074	108	213
WP_223809837.1	lcl|NZ_AHOB02000002.1_cds_WP_002738903.1_3063	28.777	139	213
WP_001106774.1	lcl|NZ_AHOB02000017.1_cds_WP_002740804.1_818	43.603	383	417
WP_000834715.1	lcl|NZ_AHOB02000017.1_cds_WP_002740724.1_817	65.017	586	605
WP_000834715.1	lcl|NZ_AHOB02000017.1_cds_LEP1GSC121_RS0217630_806	49.892	461	605
WP_000834715.1	lcl|NZ_AHOB02000017.1_cds_LEP1GSC121_RS0217630_806	34.677	124	605
WP_000834715.1	lcl|NZ_AHOB02000016.1_cds_WP_002742222.1_1048	35.092	379	605
WP_000834715.1	lcl|NZ_AHOB02000015.1_cds_WP_002723347.1_1524	39.608	255	605
WP_000834715.1	lcl|NZ_AHOB02000018.1_cds_WP_002741286.1_460	45.872	218	605
WP_000834715.1	lcl|NZ_AHOB02000014.1_cds_WP_032854486.1_1947	31.356	236	605
WP_000834715.1	lcl|NZ_AHOB02000011.1_cds_WP_002730493.1_2203	28.037	214	605
WP_000834715.1	lcl|NZ_AHOB02000020.1_cds_WP_002721827.1_133	31.915	235	605
WP_000834715.1	lcl|NZ_AHOB02000014.1_cds_WP_002728388.1_1963	30.357	224	605
WP_000834715.1	lcl|NZ_AHOB02000009.1_cds_WP_002739451.1_2609	31.416	226	605
WP_000834715.1	lcl|NZ_AHOB02000011.1_cds_WP_002724740.1_2170	27.753	227	605
WP_000834715.1	lcl|NZ_AHOB02000017.1_cds_WP_002726143.1_957	29.915	234	605
WP_000834715.1	lcl|NZ_AHOB02000016.1_cds_WP_002734207.1_1174	28.270	237	605
WP_000834715.1	lcl|NZ_AHOB02000016.1_cds_WP_002729133.1_1366	29.319	191	605
