WP_000340715.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594790.1_2654	63.514	74	106
WP_000410273.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761209.1_2653	82.903	310	314
WP_000410273.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100725791.1_406	24.074	324	314
WP_000410273.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638522.1_2603	23.214	280	314
WP_000410273.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135688220.1_2601	22.876	306	314
WP_000410273.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638554.1_2583	26.129	310	314
WP_000410273.1	lcl|NZ_JAIZBN010000002.1_cds_WP_100715920.1_3021	24.118	170	314
WP_000410273.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760339.1_982	23.529	323	314
WP_000884059.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594725.1_2623	31.606	193	185
WP_000884059.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761026.1_2211	32.558	129	185
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638522.1_2603	31.894	301	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135688220.1_2601	31.148	305	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100725791.1_406	30.573	314	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760339.1_982	31.046	306	329
WP_000646256.1	lcl|NZ_JAIZBN010000002.1_cds_WP_100715920.1_3021	29.326	341	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638554.1_2583	27.492	331	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100725525.1_805	27.950	322	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760111.1_433	29.747	316	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761209.1_2653	28.302	318	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760250.1_748	27.092	251	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638514.1_2610	22.097	267	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638512.1_2613	34.194	155	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594683.1_2599	26.154	260	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760257.1_756	24.275	276	329
WP_000646256.1	lcl|NZ_JAIZBN010000002.1_cds_WP_207762726.1_3032	24.919	309	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760080.1_354	28.514	249	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761156.1_2566	24.453	274	329
WP_000646256.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100720563.1_59	26.257	179	329
WP_000774263.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594689.1_2602	27.350	234	267
WP_000774263.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594704.1_2611	27.885	208	267
WP_000774263.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135681926.1_2505	23.755	261	267
WP_000774263.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594434.1_872	27.011	174	267
WP_000774263.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135604079.1_2582	25.888	197	267
WP_000774263.1	lcl|NZ_JAIZBN010000002.1_cds_WP_238761428.1_3020	29.016	193	267
WP_002163445.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761309.1_2233	25.378	331	509
WP_002163445.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135604374.1_2234	32.759	58	509
WP_002163445.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761309.1_2233	25.378	331	509
WP_002163445.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135604374.1_2234	32.759	58	509
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760250.1_748	28.302	265	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760339.1_982	24.101	278	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638522.1_2603	23.704	270	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100725791.1_406	27.899	276	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760111.1_433	25.472	318	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638554.1_2583	24.149	323	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760257.1_756	24.046	262	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135688220.1_2601	23.485	264	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760080.1_354	24.645	211	330
WP_001067556.1	lcl|NZ_JAIZBN010000002.1_cds_WP_100715920.1_3021	22.742	299	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100720563.1_59	26.033	242	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638514.1_2610	25.758	132	330
WP_001067556.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761209.1_2653	23.123	333	330
WP_000424609.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100715657.1_1256	37.945	253	264
WP_000424609.1	lcl|NZ_JAIZBN010000003.1_cds_WP_135702400.1_3185	26.471	170	264
WP_002074065.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135603758.1_162	39.867	301	310
WP_002074065.1	lcl|NZ_JAIZBN010000003.1_cds_WP_135702400.1_3185	31.023	303	310
WP_002074065.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100718541.1_2148	22.727	264	310
WP_002074065.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135603758.1_162	39.867	301	310
WP_002074065.1	lcl|NZ_JAIZBN010000003.1_cds_WP_135702400.1_3185	31.023	303	310
WP_002074065.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100718541.1_2148	22.727	264	310
WP_001088863.1	lcl|NZ_JAIZBN010000003.1_cds_WP_100718959.1_3160	35.780	109	144
WP_000517243.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100718905.1_2130	30.328	122	221
WP_000517243.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761193.1_2631	32.075	106	221
WP_000517243.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135605092.1_1204	27.381	84	221
WP_001149938.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761182.1_2616	23.502	217	393
WP_001149938.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135591551.1_1850	24.242	231	393
WP_001149938.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135638943.1_2129	27.891	147	393
WP_001149938.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135605092.1_1204	22.400	250	393
WP_000611594.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135605521.1_624	29.452	146	175
WP_001015425.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135591551.1_1850	22.026	227	405
WP_000582222.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761200.1_2641	38.182	275	358
WP_000582222.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135594781.1_2650	28.052	385	358
WP_000582222.1	lcl|NZ_JAIZBN010000001.1_cds_WP_100716152.1_686	28.571	385	358
WP_000582222.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238761190.1_2628	30.882	272	358
WP_000582222.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760526.1_1310	28.137	263	358
WP_000582222.1	lcl|NZ_JAIZBN010000001.1_cds_WP_238760677.1_1656	29.317	249	358
WP_000344487.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135603991.1_2646	25.275	182	308
WP_000344487.1	lcl|NZ_JAIZBN010000001.1_cds_WP_135603991.1_2646	25.275	182	308
