WP_000340715.1	lcl|NZ_AHMG02000001.1_cds_WP_000340715.1_3947	100.000	86	106
WP_000410273.1	lcl|NZ_AHMG02000001.1_cds_WP_000410273.1_3948	100.000	314	314
WP_000410273.1	lcl|NZ_AHMG02000001.1_cds_WP_000646250.1_3951	25.705	319	314
WP_000410273.1	lcl|NZ_AHMG02000024.1_cds_WP_000744700.1_2611	24.691	324	314
WP_000410273.1	lcl|NZ_AHMG02000001.1_cds_WP_000723092.1_4025	23.875	289	314
WP_000410273.1	lcl|NZ_AHMG02000001.1_cds_WP_001033107.1_3973	20.000	265	314
WP_000410273.1	lcl|NZ_AHMG02000001.1_cds_WP_001067556.1_3954	24.695	328	314
WP_000604524.1	lcl|NZ_AHMG02000001.1_cds_WP_001967810.1_3949	99.452	365	365
WP_000884059.1	lcl|NZ_AHMG02000001.1_cds_WP_000884059.1_3950	100.000	185	185
WP_000884059.1	lcl|NZ_AHMG02000027.1_cds_WP_000351733.1_2469	40.000	140	185
WP_000646256.1	lcl|NZ_AHMG02000001.1_cds_WP_000646250.1_3951	99.088	329	329
WP_000646256.1	lcl|NZ_AHMG02000024.1_cds_WP_000744700.1_2611	32.063	315	329
WP_000646256.1	lcl|NZ_AHMG02000001.1_cds_WP_000723092.1_4025	31.045	335	329
WP_000646256.1	lcl|NZ_AHMG02000069.1_cds_WP_001984071.1_465	31.803	305	329
WP_000646256.1	lcl|NZ_AHMG02000001.1_cds_WP_000699346.1_3965	30.655	336	329
WP_000646256.1	lcl|NZ_AHMG02000021.1_cds_WP_000649923.1_2879	30.183	328	329
WP_000646256.1	lcl|NZ_AHMG02000069.1_cds_WP_000709513.1_454	30.030	333	329
WP_000646256.1	lcl|NZ_AHMG02000001.1_cds_WP_001067556.1_3954	29.316	307	329
WP_000646256.1	lcl|NZ_AHMG02000069.1_cds_WP_000688696.1_485	29.197	274	329
WP_000646256.1	lcl|NZ_AHMG02000001.1_cds_WP_000475904.1_4008	27.372	274	329
WP_000646256.1	lcl|NZ_AHMG02000001.1_cds_WP_000410273.1_3948	27.509	269	329
WP_000646256.1	lcl|NZ_AHMG02000014.1_cds_WP_001074785.1_3294	29.057	265	329
WP_000646256.1	lcl|NZ_AHMG02000001.1_cds_WP_001033107.1_3973	28.111	217	329
WP_000646256.1	lcl|NZ_AHMG02000016.1_cds_WP_001003557.1_3150	24.699	332	329
WP_000774263.1	lcl|NZ_AHMG02000001.1_cds_WP_000774256.1_3952	98.502	267	267
WP_000774263.1	lcl|NZ_AHMG02000001.1_cds_WP_000842260.1_4026	26.316	190	267
WP_000774263.1	lcl|NZ_AHMG02000040.1_cds_WP_000667727.1_2026	31.818	110	267
WP_000774263.1	lcl|NZ_AHMG02000040.1_cds_WP_000805359.1_2008	34.579	107	267
WP_002163445.1	lcl|NZ_AHMG02000001.1_cds_WP_000612794.1_3953	98.821	509	509
WP_002163445.1	lcl|NZ_AHMG02000014.1_cds_WP_000291586.1_3221	26.625	323	509
WP_002163445.1	lcl|NZ_AHMG02000014.1_cds_WP_000364507.1_3222	31.111	90	509
WP_002163445.1	lcl|NZ_AHMG02000001.1_cds_WP_000612794.1_3953	98.821	509	509
WP_002163445.1	lcl|NZ_AHMG02000014.1_cds_WP_000291586.1_3221	26.625	323	509
WP_002163445.1	lcl|NZ_AHMG02000014.1_cds_WP_000364507.1_3222	31.111	90	509
WP_001067556.1	lcl|NZ_AHMG02000001.1_cds_WP_001067556.1_3954	100.000	330	330
WP_001067556.1	lcl|NZ_AHMG02000001.1_cds_WP_000646250.1_3951	28.664	307	330
WP_001067556.1	lcl|NZ_AHMG02000069.1_cds_WP_001984071.1_465	25.735	272	330
WP_001067556.1	lcl|NZ_AHMG02000016.1_cds_WP_001003557.1_3150	28.395	243	330
WP_001067556.1	lcl|NZ_AHMG02000024.1_cds_WP_000744700.1_2611	26.812	276	330
WP_001067556.1	lcl|NZ_AHMG02000001.1_cds_WP_000723092.1_4025	23.724	333	330
WP_001067556.1	lcl|NZ_AHMG02000001.1_cds_WP_000699346.1_3965	27.442	215	330
WP_001067556.1	lcl|NZ_AHMG02000021.1_cds_WP_000649923.1_2879	28.854	253	330
WP_001067556.1	lcl|NZ_AHMG02000069.1_cds_WP_000688696.1_485	25.681	257	330
WP_001067556.1	lcl|NZ_AHMG02000001.1_cds_WP_000410273.1_3948	24.695	328	330
WP_000776640.1	lcl|NZ_AHMG02000001.1_cds_WP_000776640.1_3955	100.000	538	538
WP_000776640.1	lcl|NZ_AHMG02000001.1_cds_WP_000776640.1_3955	100.000	538	538
WP_000424609.1	lcl|NZ_AHMG02000001.1_cds_WP_000424609.1_3956	100.000	264	264
WP_000424609.1	lcl|NZ_AHMG02000017.1_cds_WP_001002663.1_3058	40.741	243	264
WP_000424609.1	lcl|NZ_AHMG02000061.1_cds_WP_001183723.1_863	27.746	173	264
WP_002074065.1	lcl|NZ_AHMG02000001.1_cds_WP_002074065.1_3957	100.000	310	310
WP_002074065.1	lcl|NZ_AHMG02000055.1_cds_WP_000501205.1_1243	38.284	303	310
WP_002074065.1	lcl|NZ_AHMG02000061.1_cds_WP_001183723.1_863	28.226	248	310
WP_002074065.1	lcl|NZ_AHMG02000050.1_cds_WP_000279894.1_1581	25.792	221	310
WP_002074065.1	lcl|NZ_AHMG02000001.1_cds_WP_002074065.1_3957	100.000	310	310
WP_002074065.1	lcl|NZ_AHMG02000055.1_cds_WP_000501205.1_1243	38.284	303	310
WP_002074065.1	lcl|NZ_AHMG02000061.1_cds_WP_001183723.1_863	28.226	248	310
WP_002074065.1	lcl|NZ_AHMG02000050.1_cds_WP_000279894.1_1581	25.792	221	310
WP_000479984.1	lcl|NZ_AHMG02000001.1_cds_WP_000479986.1_3958	99.621	264	264
