WP_000340715.1	lcl|NZ_JQPC01000060.1_cds_WP_000340715.1_3094	100.000	86	106
WP_000410273.1	lcl|NZ_JQPC01000060.1_cds_WP_000410268.1_3095	99.677	310	314
WP_000410273.1	lcl|NZ_JQPC01000060.1_cds_WP_000723079.1_3148	24.731	279	314
WP_000410273.1	lcl|NZ_JQPC01000032.1_cds_WP_000744695.1_1657	24.691	324	314
WP_000410273.1	lcl|NZ_JQPC01000060.1_cds_WP_000723082.1_3170	23.958	288	314
WP_000410273.1	lcl|NZ_JQPC01000060.1_cds_WP_000567886.1_3150	23.348	227	314
WP_000884059.1	lcl|NZ_JQPC01000063.1_cds_WP_000351733.1_3479	40.000	140	185
WP_000884059.1	lcl|NZ_JQPC01000060.1_cds_WP_001047906.1_3128	33.898	177	185
WP_000646256.1	lcl|NZ_JQPC01000032.1_cds_WP_000744695.1_1657	32.063	315	329
WP_000646256.1	lcl|NZ_JQPC01000060.1_cds_WP_000723079.1_3148	31.153	321	329
WP_000646256.1	lcl|NZ_JQPC01000060.1_cds_WP_000723082.1_3170	31.045	335	329
WP_000646256.1	lcl|NZ_JQPC01000037.1_cds_WP_002123515.1_2043	31.148	305	329
WP_000646256.1	lcl|NZ_JQPC01000032.1_cds_WP_000649924.1_1495	30.183	328	329
WP_000646256.1	lcl|NZ_JQPC01000060.1_cds_WP_000567886.1_3150	29.180	305	329
WP_000646256.1	lcl|NZ_JQPC01000037.1_cds_WP_000709511.1_2033	30.030	333	329
WP_000646256.1	lcl|NZ_JQPC01000037.1_cds_WP_000688698.1_2063	29.197	274	329
WP_000646256.1	lcl|NZ_JQPC01000060.1_cds_WP_000410268.1_3095	27.500	280	329
WP_000646256.1	lcl|NZ_JQPC01000060.1_cds_WP_000475907.1_3153	26.667	240	329
WP_000646256.1	lcl|NZ_JQPC01000003.1_cds_WP_001074779.1_81	28.679	265	329
WP_000646256.1	lcl|NZ_JQPC01000033.1_cds_WP_001003560.1_1787	24.556	338	329
WP_000774263.1	lcl|NZ_JQPC01000060.1_cds_WP_002108504.1_3149	27.027	185	267
WP_000774263.1	lcl|NZ_JQPC01000060.1_cds_WP_000842260.1_3171	26.316	190	267
WP_000774263.1	lcl|NZ_JQPC01000038.1_cds_WP_000667727.1_2087	31.818	110	267
WP_000774263.1	lcl|NZ_JQPC01000027.1_cds_WP_000805357.1_1273	33.645	107	267
WP_002163445.1	lcl|NZ_JQPC01000006.1_cds_WP_000291581.1_154	26.625	323	509
WP_002163445.1	lcl|NZ_JQPC01000006.1_cds_WP_000364504.1_153	31.111	90	509
WP_002163445.1	lcl|NZ_JQPC01000006.1_cds_WP_000291581.1_154	26.625	323	509
WP_002163445.1	lcl|NZ_JQPC01000006.1_cds_WP_000364504.1_153	31.111	90	509
WP_001067556.1	lcl|NZ_JQPC01000037.1_cds_WP_002123515.1_2043	26.103	272	330
WP_001067556.1	lcl|NZ_JQPC01000060.1_cds_WP_000723079.1_3148	22.909	275	330
WP_001067556.1	lcl|NZ_JQPC01000032.1_cds_WP_000744695.1_1657	27.899	276	330
WP_001067556.1	lcl|NZ_JQPC01000033.1_cds_WP_001003560.1_1787	27.984	243	330
WP_001067556.1	lcl|NZ_JQPC01000060.1_cds_WP_000723082.1_3170	23.724	333	330
WP_001067556.1	lcl|NZ_JQPC01000032.1_cds_WP_000649924.1_1495	28.854	253	330
WP_001067556.1	lcl|NZ_JQPC01000037.1_cds_WP_000688698.1_2063	24.903	257	330
WP_000424609.1	lcl|NZ_JQPC01000050.1_cds_WP_001002662.1_2589	40.741	243	264
WP_000424609.1	lcl|NZ_JQPC01000017.1_cds_WP_002102485.1_791	27.746	173	264
WP_002074065.1	lcl|NZ_JQPC01000009.1_cds_WP_000501205.1_329	38.284	303	310
WP_002074065.1	lcl|NZ_JQPC01000017.1_cds_WP_002102485.1_791	28.226	248	310
WP_002074065.1	lcl|NZ_JQPC01000063.1_cds_WP_000279896.1_3411	25.339	221	310
WP_002074065.1	lcl|NZ_JQPC01000009.1_cds_WP_000501205.1_329	38.284	303	310
WP_002074065.1	lcl|NZ_JQPC01000017.1_cds_WP_002102485.1_791	28.226	248	310
WP_002074065.1	lcl|NZ_JQPC01000063.1_cds_WP_000279896.1_3411	25.339	221	310
WP_001088863.1	lcl|NZ_JQPC01000066.1_cds_WP_002100450.1_3733	46.429	56	144
WP_000517243.1	lcl|NZ_JQPC01000032.1_cds_WP_001082179.1_1628	28.205	78	221
