WP_000340715.1	lcl|NZ_JQRG01000009.1_cds_WP_004462903.1_424	95.349	86	106
WP_000410273.1	lcl|NZ_JQRG01000009.1_cds_WP_017863560.1_423	92.903	310	314
WP_000410273.1	lcl|NZ_JQRG01000009.1_cds_WP_004464967.1_372	24.731	279	314
WP_000410273.1	lcl|NZ_JQRG01000020.1_cds_WP_004461583.1_1079	24.611	321	314
WP_000410273.1	lcl|NZ_JQRG01000035.1_cds_WP_004487738.1_1733	25.000	332	314
WP_000410273.1	lcl|NZ_JQRG01000009.1_cds_WP_004465002.1_370	25.683	183	314
WP_000410273.1	lcl|NZ_JQRG01000009.1_cds_WP_004476514.1_351	23.843	281	314
WP_000410273.1	lcl|NZ_JQRG01000071.1_cds_WP_004468319.1_2962	22.353	170	314
WP_000410273.1	lcl|NZ_JQRG01000053.1_cds_WP_004461234.1_2515	25.359	209	314
WP_000884059.1	lcl|NZ_JQRG01000016.1_cds_WP_004460143.1_827	35.616	146	185
WP_000884059.1	lcl|NZ_JQRG01000009.1_cds_WP_004494299.1_389	35.028	177	185
WP_000646256.1	lcl|NZ_JQRG01000009.1_cds_WP_004464967.1_372	31.776	321	329
WP_000646256.1	lcl|NZ_JQRG01000009.1_cds_WP_004476514.1_351	31.138	334	329
WP_000646256.1	lcl|NZ_JQRG01000053.1_cds_WP_004461234.1_2515	32.797	311	329
WP_000646256.1	lcl|NZ_JQRG01000020.1_cds_WP_004461583.1_1079	29.524	315	329
WP_000646256.1	lcl|NZ_JQRG01000009.1_cds_WP_004465002.1_370	30.164	305	329
WP_000646256.1	lcl|NZ_JQRG01000071.1_cds_WP_004468319.1_2962	27.083	336	329
WP_000646256.1	lcl|NZ_JQRG01000035.1_cds_WP_004487738.1_1733	29.193	322	329
WP_000646256.1	lcl|NZ_JQRG01000053.1_cds_WP_004461242.1_2512	29.091	330	329
WP_000646256.1	lcl|NZ_JQRG01000058.1_cds_WP_017863440.1_2653	25.507	345	329
WP_000646256.1	lcl|NZ_JQRG01000009.1_cds_WP_017863560.1_423	26.296	270	329
WP_000646256.1	lcl|NZ_JQRG01000134.1_cds_WP_004470510.1_3514	28.030	264	329
WP_000646256.1	lcl|NZ_JQRG01000009.1_cds_WP_004465101.1_368	25.993	277	329
WP_000646256.1	lcl|NZ_JQRG01000086.1_cds_WP_004476349.1_3198	24.471	331	329
WP_000646256.1	lcl|NZ_JQRG01000031.1_cds_WP_004459320.1_1653	27.273	286	329
WP_000774263.1	lcl|NZ_JQRG01000009.1_cds_WP_004475169.1_371	27.568	185	267
WP_000774263.1	lcl|NZ_JQRG01000059.1_cds_WP_004477560.1_2688	30.808	198	267
WP_000774263.1	lcl|NZ_JQRG01000009.1_cds_WP_004476528.1_350	26.316	190	267
WP_000774263.1	lcl|NZ_JQRG01000071.1_cds_WP_004477855.1_2961	26.943	193	267
WP_000774263.1	lcl|NZ_JQRG01000012.1_cds_WP_017863400.1_498	26.923	208	267
WP_002163445.1	lcl|NZ_JQRG01000015.1_cds_WP_017862732.1_656	26.687	326	509
WP_002163445.1	lcl|NZ_JQRG01000015.1_cds_WP_004460640.1_655	33.333	90	509
WP_002163445.1	lcl|NZ_JQRG01000015.1_cds_WP_017862732.1_656	26.687	326	509
WP_002163445.1	lcl|NZ_JQRG01000015.1_cds_WP_004460640.1_655	33.333	90	509
WP_001067556.1	lcl|NZ_JQRG01000053.1_cds_WP_004461234.1_2515	26.007	273	330
WP_001067556.1	lcl|NZ_JQRG01000009.1_cds_WP_004464967.1_372	23.273	275	330
WP_001067556.1	lcl|NZ_JQRG01000020.1_cds_WP_004461583.1_1079	28.261	276	330
WP_001067556.1	lcl|NZ_JQRG01000009.1_cds_WP_004476514.1_351	25.749	334	330
WP_001067556.1	lcl|NZ_JQRG01000058.1_cds_WP_017863440.1_2653	26.154	260	330
WP_001067556.1	lcl|NZ_JQRG01000086.1_cds_WP_004476349.1_3198	25.514	243	330
WP_001067556.1	lcl|NZ_JQRG01000035.1_cds_WP_004487738.1_1733	28.287	251	330
WP_001067556.1	lcl|NZ_JQRG01000071.1_cds_WP_004468319.1_2962	24.460	139	330
WP_001067556.1	lcl|NZ_JQRG01000009.1_cds_WP_017863560.1_423	24.012	329	330
WP_001067556.1	lcl|NZ_JQRG01000134.1_cds_WP_004470510.1_3514	28.462	130	330
WP_000424609.1	lcl|NZ_JQRG01000083.1_cds_WP_004457662.1_3136	41.564	243	264
WP_000424609.1	lcl|NZ_JQRG01000051.1_cds_WP_061207395.1_2379	29.825	171	264
WP_002074065.1	lcl|NZ_JQRG01000060.1_cds_WP_004474516.1_2716	40.141	284	310
WP_002074065.1	lcl|NZ_JQRG01000051.1_cds_WP_061207395.1_2379	27.875	287	310
WP_002074065.1	lcl|NZ_JQRG01000047.1_cds_WP_061207392.1_2257	27.820	133	310
WP_002074065.1	lcl|NZ_JQRG01000060.1_cds_WP_004474516.1_2716	40.141	284	310
WP_002074065.1	lcl|NZ_JQRG01000051.1_cds_WP_061207395.1_2379	27.875	287	310
WP_002074065.1	lcl|NZ_JQRG01000047.1_cds_WP_061207392.1_2257	27.820	133	310
WP_001088863.1	lcl|NZ_JQRG01000017.1_cds_WP_004462309.1_881	42.857	63	144
WP_000517243.1	lcl|NZ_JQRG01000009.1_cds_WP_004475084.1_407	31.707	123	221
WP_000517243.1	lcl|NZ_JQRG01000046.1_cds_WP_004462594.1_2164	30.769	104	221
WP_001149938.1	lcl|NZ_JQRG01000046.1_cds_WP_004480789.1_2163	28.671	143	393
WP_001149938.1	lcl|NZ_JQRG01000009.1_cds_WP_004494292.1_380	28.777	139	393
WP_001149938.1	lcl|NZ_JQRG01000017.1_cds_WP_004481151.1_897	21.333	225	393
WP_001149938.1	lcl|NZ_JQRG01000020.1_cds_WP_004469895.1_1107	22.791	215	393
