WP_000340715.1	lcl|NZ_RQHU01000019.1_cds_WP_135746496.1_2234	60.256	78	106
WP_000410273.1	lcl|NZ_RQHU01000019.1_cds_WP_135746495.1_2235	81.935	310	314
WP_000410273.1	lcl|NZ_RQHU01000005.1_cds_WP_135745382.1_1152	26.837	313	314
WP_000410273.1	lcl|NZ_RQHU01000005.1_cds_WP_135745407.1_1179	24.074	324	314
WP_000410273.1	lcl|NZ_RQHU01000024.1_cds_WP_135743732.1_3333	23.529	170	314
WP_000410273.1	lcl|NZ_RQHU01000019.1_cds_WP_135746431.1_2301	28.477	151	314
WP_000410273.1	lcl|NZ_RQHU01000005.1_cds_WP_135744912.1_597	22.930	314	314
WP_000604524.1	lcl|NZ_RQHU01000019.1_cds_WP_135746493.1_2237	54.144	362	365
WP_000884059.1	lcl|NZ_RQHU01000019.1_cds_WP_135744205.1_2703	32.857	140	185
WP_000646256.1	lcl|NZ_RQHU01000005.1_cds_WP_135745407.1_1179	31.529	314	329
WP_000646256.1	lcl|NZ_RQHU01000019.1_cds_WP_135746431.1_2301	27.586	348	329
WP_000646256.1	lcl|NZ_RQHU01000005.1_cds_WP_135744912.1_597	29.967	307	329
WP_000646256.1	lcl|NZ_RQHU01000024.1_cds_WP_135743732.1_3333	29.032	341	329
WP_000646256.1	lcl|NZ_RQHU01000019.1_cds_WP_265396293.1_2279	30.032	313	329
WP_000646256.1	lcl|NZ_RQHU01000005.1_cds_WP_135745382.1_1152	27.476	313	329
WP_000646256.1	lcl|NZ_RQHU01000005.1_cds_WP_135745055.1_771	28.173	323	329
WP_000646256.1	lcl|NZ_RQHU01000019.1_cds_WP_135746462.1_2269	26.937	271	329
WP_000646256.1	lcl|NZ_RQHU01000019.1_cds_WP_135746473.1_2257	25.796	314	329
WP_000646256.1	lcl|NZ_RQHU01000019.1_cds_WP_135746495.1_2235	26.019	319	329
WP_000646256.1	lcl|NZ_RQHU01000005.1_cds_WP_135745111.1_838	29.249	253	329
WP_000646256.1	lcl|NZ_RQHU01000019.1_cds_WP_135746445.1_2286	26.506	249	329
WP_000646256.1	lcl|NZ_RQHU01000005.1_cds_WP_135745455.1_1233	29.200	250	329
