WP_000340715.1	lcl|NZ_AFJN02000018.1_cds_WP_004462903.1_2121	95.349	86	106
WP_000410273.1	lcl|NZ_AFJN02000018.1_cds_WP_004464977.1_2122	92.581	310	314
WP_000410273.1	lcl|NZ_AFJN02000018.1_cds_WP_004464967.1_2172	24.731	279	314
WP_000410273.1	lcl|NZ_AFJN02000032.1_cds_WP_004461583.1_766	24.611	321	314
WP_000410273.1	lcl|NZ_AFJN02000043.1_cds_WP_004472946.1_199	25.000	332	314
WP_000410273.1	lcl|NZ_AFJN02000018.1_cds_WP_004465002.1_2174	25.683	183	314
WP_000410273.1	lcl|NZ_AFJN02000018.1_cds_WP_004465060.1_2193	23.843	281	314
WP_000410273.1	lcl|NZ_AFJN02000038.1_cds_WP_004461234.1_467	25.359	209	314
WP_000884059.1	lcl|NZ_AFJN02000005.1_cds_WP_004460143.1_3276	35.616	146	185
WP_000884059.1	lcl|NZ_AFJN02000018.1_cds_WP_004465162.1_2155	34.463	177	185
WP_000646256.1	lcl|NZ_AFJN02000018.1_cds_WP_004464967.1_2172	31.776	321	329
WP_000646256.1	lcl|NZ_AFJN02000018.1_cds_WP_004465060.1_2193	31.343	335	329
WP_000646256.1	lcl|NZ_AFJN02000038.1_cds_WP_004461234.1_467	32.797	311	329
WP_000646256.1	lcl|NZ_AFJN02000032.1_cds_WP_004461583.1_766	29.524	315	329
WP_000646256.1	lcl|NZ_AFJN02000018.1_cds_WP_004465002.1_2174	30.164	305	329
WP_000646256.1	lcl|NZ_AFJN02000043.1_cds_WP_004472946.1_199	28.882	322	329
WP_000646256.1	lcl|NZ_AFJN02000038.1_cds_WP_004467290.1_470	28.882	322	329
WP_000646256.1	lcl|NZ_AFJN02000030.1_cds_WP_004466638.1_1138	26.861	309	329
WP_000646256.1	lcl|NZ_AFJN02000021.1_cds_WP_032914955.1_1988	25.507	345	329
WP_000646256.1	lcl|NZ_AFJN02000018.1_cds_WP_004464977.1_2122	26.296	270	329
WP_000646256.1	lcl|NZ_AFJN02000013.1_cds_WP_004464543.1_2755	28.030	264	329
WP_000646256.1	lcl|NZ_AFJN02000018.1_cds_WP_004465101.1_2176	25.993	277	329
WP_000646256.1	lcl|NZ_AFJN02000032.1_cds_WP_004467180.1_666	25.000	328	329
WP_000646256.1	lcl|NZ_AFJN02000032.1_cds_WP_004467130.1_572	26.923	286	329
WP_000774263.1	lcl|NZ_AFJN02000018.1_cds_WP_004465114.1_2173	27.568	185	267
WP_000774263.1	lcl|NZ_AFJN02000030.1_cds_WP_004466848.1_1177	30.808	198	267
WP_000774263.1	lcl|NZ_AFJN02000018.1_cds_WP_004462154.1_2194	25.789	190	267
WP_000774263.1	lcl|NZ_AFJN02000030.1_cds_WP_004466593.1_1137	26.943	193	267
WP_000774263.1	lcl|NZ_AFJN02000038.1_cds_WP_016754360.1_437	26.923	208	267
WP_002163445.1	lcl|NZ_AFJN02000005.1_cds_WP_004463881.1_3371	26.994	326	509
WP_002163445.1	lcl|NZ_AFJN02000005.1_cds_WP_004460640.1_3370	33.333	90	509
WP_002163445.1	lcl|NZ_AFJN02000005.1_cds_WP_004463881.1_3371	26.994	326	509
WP_002163445.1	lcl|NZ_AFJN02000005.1_cds_WP_004460640.1_3370	33.333	90	509
WP_001067556.1	lcl|NZ_AFJN02000038.1_cds_WP_004461234.1_467	26.007	273	330
WP_001067556.1	lcl|NZ_AFJN02000018.1_cds_WP_004464967.1_2172	23.273	275	330
WP_001067556.1	lcl|NZ_AFJN02000032.1_cds_WP_004461583.1_766	28.261	276	330
WP_001067556.1	lcl|NZ_AFJN02000018.1_cds_WP_004465060.1_2193	26.048	334	330
