WP_000340715.1	lcl|NZ_AOHA02000086.1_cds_WP_004462903.1_54	95.349	86	106
WP_000410273.1	lcl|NZ_AOHA02000086.1_cds_WP_004472299.1_53	92.581	310	314
WP_000410273.1	lcl|NZ_AOHA02000041.1_cds_WP_004473914.1_1875	24.611	321	314
WP_000410273.1	lcl|NZ_AOHA02000086.1_cds_WP_004470124.1_50	27.509	269	314
WP_000410273.1	lcl|NZ_AOHA02000005.1_cds_WP_032928188.1_3651	25.000	332	314
WP_000410273.1	lcl|NZ_AOHA02000072.1_cds_WP_004465060.1_596	23.843	281	314
WP_000410273.1	lcl|NZ_AOHA02000061.1_cds_WP_004468319.1_1105	22.353	170	314
WP_000410273.1	lcl|NZ_AOHA02000018.1_cds_WP_004461234.1_2726	25.359	209	314
WP_000604524.1	lcl|NZ_AOHA02000086.1_cds_WP_004493782.1_52	83.562	365	365
WP_000884059.1	lcl|NZ_AOHA02000086.1_cds_WP_004493818.1_51	94.595	185	185
WP_000884059.1	lcl|NZ_AOHA02000017.1_cds_WP_004460143.1_2912	35.616	146	185
WP_000646256.1	lcl|NZ_AOHA02000086.1_cds_WP_004470124.1_50	93.902	328	329
WP_000646256.1	lcl|NZ_AOHA02000072.1_cds_WP_004465060.1_596	31.343	335	329
WP_000646256.1	lcl|NZ_AOHA02000018.1_cds_WP_004461234.1_2726	32.797	311	329
WP_000646256.1	lcl|NZ_AOHA02000041.1_cds_WP_004473914.1_1875	29.524	315	329
WP_000646256.1	lcl|NZ_AOHA02000061.1_cds_WP_004468319.1_1105	27.083	336	329
WP_000646256.1	lcl|NZ_AOHA02000005.1_cds_WP_032928188.1_3651	28.882	322	329
WP_000646256.1	lcl|NZ_AOHA02000018.1_cds_WP_004467290.1_2723	28.882	322	329
WP_000646256.1	lcl|NZ_AOHA02000086.1_cds_WP_004493815.1_47	31.518	257	329
WP_000646256.1	lcl|NZ_AOHA02000015.1_cds_WP_032928347.1_3013	25.217	345	329
WP_000646256.1	lcl|NZ_AOHA02000086.1_cds_WP_004472299.1_53	26.296	270	329
WP_000646256.1	lcl|NZ_AOHA02000072.1_cds_WP_004472277.1_578	26.050	238	329
