WP_000340715.1	lcl|NZ_JQPJ01000034.1_cds_WP_000340715.1_952	100.000	86	106
WP_000410273.1	lcl|NZ_JQPJ01000034.1_cds_WP_000410267.1_953	99.682	314	314
WP_000410273.1	lcl|NZ_JQPJ01000034.1_cds_WP_042752260.1_956	25.705	319	314
WP_000410273.1	lcl|NZ_JQPJ01000050.1_cds_WP_000744698.1_1353	24.691	324	314
WP_000410273.1	lcl|NZ_JQPJ01000011.1_cds_WP_000723082.1_223	23.958	288	314
WP_000410273.1	lcl|NZ_JQPJ01000034.1_cds_WP_001067557.1_959	24.695	328	314
WP_000410273.1	lcl|NZ_JQPJ01000070.1_cds_WP_002072074.1_1763	23.077	273	314
WP_000604524.1	lcl|NZ_JQPJ01000034.1_cds_WP_000604524.1_954	99.726	365	365
WP_000884059.1	lcl|NZ_JQPJ01000034.1_cds_WP_000884059.1_955	100.000	185	185
WP_000884059.1	lcl|NZ_JQPJ01000006.1_cds_WP_000351733.1_113	40.000	140	185
WP_000646256.1	lcl|NZ_JQPJ01000034.1_cds_WP_042752260.1_956	99.392	329	329
WP_000646256.1	lcl|NZ_JQPJ01000050.1_cds_WP_000744698.1_1353	32.063	315	329
WP_000646256.1	lcl|NZ_JQPJ01000011.1_cds_WP_000723082.1_223	31.045	335	329
WP_000646256.1	lcl|NZ_JQPJ01000070.1_cds_WP_002072074.1_1763	31.475	305	329
WP_000646256.1	lcl|NZ_JQPJ01000033.1_cds_WP_000649924.1_944	30.183	328	329
WP_000646256.1	lcl|NZ_JQPJ01000221.1_cds_WP_000709508.1_3731	29.730	333	329
WP_000646256.1	lcl|NZ_JQPJ01000034.1_cds_WP_001067557.1_959	29.316	307	329
WP_000646256.1	lcl|NZ_JQPJ01000070.1_cds_WP_000688698.1_1743	29.197	274	329
WP_000646256.1	lcl|NZ_JQPJ01000011.1_cds_WP_000475901.1_240	27.372	274	329
WP_000646256.1	lcl|NZ_JQPJ01000034.1_cds_WP_000410267.1_953	27.239	268	329
WP_000646256.1	lcl|NZ_JQPJ01000068.1_cds_WP_001074779.1_1696	28.679	265	329
WP_000646256.1	lcl|NZ_JQPJ01000029.1_cds_WP_002105505.1_747	24.398	332	329
WP_000646256.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227061.1_976	24.419	172	329
WP_000774263.1	lcl|NZ_JQPJ01000034.1_cds_WP_000774259.1_957	98.502	267	267
WP_000774263.1	lcl|NZ_JQPJ01000011.1_cds_WP_000842260.1_222	26.316	190	267
WP_000774263.1	lcl|NZ_JQPJ01000055.1_cds_WP_000667727.1_1443	31.818	110	267
WP_000774263.1	lcl|NZ_JQPJ01000141.1_cds_WP_000805357.1_2970	33.645	107	267
WP_002163445.1	lcl|NZ_JQPJ01000034.1_cds_WP_000612798.1_958	98.428	509	509
WP_002163445.1	lcl|NZ_JQPJ01000031.1_cds_WP_000291581.1_832	26.625	323	509
WP_002163445.1	lcl|NZ_JQPJ01000031.1_cds_WP_000364504.1_831	31.111	90	509
WP_002163445.1	lcl|NZ_JQPJ01000034.1_cds_WP_000612798.1_958	98.428	509	509
WP_002163445.1	lcl|NZ_JQPJ01000031.1_cds_WP_000291581.1_832	26.625	323	509
WP_002163445.1	lcl|NZ_JQPJ01000031.1_cds_WP_000364504.1_831	31.111	90	509
WP_001067556.1	lcl|NZ_JQPJ01000034.1_cds_WP_001067557.1_959	99.697	330	330
WP_001067556.1	lcl|NZ_JQPJ01000034.1_cds_WP_042752260.1_956	28.990	307	330
WP_001067556.1	lcl|NZ_JQPJ01000070.1_cds_WP_002072074.1_1763	26.103	272	330
WP_001067556.1	lcl|NZ_JQPJ01000050.1_cds_WP_000744698.1_1353	27.174	276	330
WP_001067556.1	lcl|NZ_JQPJ01000029.1_cds_WP_002105505.1_747	27.572	243	330
WP_001067556.1	lcl|NZ_JQPJ01000011.1_cds_WP_000723082.1_223	23.724	333	330
WP_001067556.1	lcl|NZ_JQPJ01000033.1_cds_WP_000649924.1_944	28.854	253	330
WP_001067556.1	lcl|NZ_JQPJ01000070.1_cds_WP_000688698.1_1743	24.903	257	330
WP_001067556.1	lcl|NZ_JQPJ01000034.1_cds_WP_000410267.1_953	24.695	328	330
WP_000776640.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227064.1_962	38.026	547	538
WP_000776640.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227064.1_962	38.026	547	538
WP_000424609.1	lcl|NZ_JQPJ01000034.1_cds_WP_000342716.1_963	67.424	264	264
WP_000424609.1	lcl|NZ_JQPJ01000036.1_cds_WP_001002662.1_1015	40.741	243	264
WP_000424609.1	lcl|NZ_JQPJ01000016.1_cds_WP_001183714.1_370	27.746	173	264
WP_002074065.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227063.1_964	93.548	310	310
WP_002074065.1	lcl|NZ_JQPJ01000087.1_cds_WP_000501205.1_2114	38.284	303	310
WP_002074065.1	lcl|NZ_JQPJ01000016.1_cds_WP_001183714.1_370	28.226	248	310
WP_002074065.1	lcl|NZ_JQPJ01000067.1_cds_WP_000279896.1_1650	25.339	221	310
WP_002074065.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227063.1_964	93.548	310	310
WP_002074065.1	lcl|NZ_JQPJ01000087.1_cds_WP_000501205.1_2114	38.284	303	310
WP_002074065.1	lcl|NZ_JQPJ01000016.1_cds_WP_001183714.1_370	28.226	248	310
WP_002074065.1	lcl|NZ_JQPJ01000067.1_cds_WP_000279896.1_1650	25.339	221	310
WP_000479984.1	lcl|NZ_JQPJ01000034.1_cds_WP_000479980.1_965	99.621	264	264
WP_000715958.1	lcl|NZ_JQPJ01000034.1_cds_WP_000715958.1_966	100.000	131	131
WP_001088863.1	lcl|NZ_JQPJ01000034.1_cds_WP_001088861.1_967	98.611	144	144
WP_001088863.1	lcl|NZ_JQPJ01000132.1_cds_WP_002069656.1_2814	44.643	56	144
WP_000517243.1	lcl|NZ_JQPJ01000034.1_cds_WP_000517242.1_968	99.548	221	221
WP_000517243.1	lcl|NZ_JQPJ01000050.1_cds_WP_001082179.1_1382	28.205	78	221
WP_000517243.1	lcl|NZ_JQPJ01000163.1_cds_WP_001069827.1_3303	28.440	109	221
WP_001149938.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227062.1_970	28.219	365	393
WP_001149938.1	lcl|NZ_JQPJ01000171.1_cds_WP_000402849.1_3391	21.364	220	393
WP_001149938.1	lcl|NZ_JQPJ01000003.1_cds_WP_002097509.1_16	28.571	140	393
WP_001149938.1	lcl|NZ_JQPJ01000163.1_cds_WP_000347685.1_3302	23.585	212	393
WP_001149938.1	lcl|NZ_JQPJ01000050.1_cds_WP_001082179.1_1382	23.757	181	393
WP_000611594.1	lcl|NZ_JQPJ01000034.1_cds_WP_000611594.1_969	100.000	175	175
WP_000611594.1	lcl|NZ_JQPJ01000007.1_cds_WP_001206947.1_160	29.655	145	175
WP_001015425.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227062.1_970	98.519	405	405
WP_001015425.1	lcl|NZ_JQPJ01000171.1_cds_WP_000402849.1_3391	23.182	220	405
WP_001015425.1	lcl|NZ_JQPJ01000163.1_cds_WP_000347685.1_3302	25.714	210	405
WP_001015425.1	lcl|NZ_JQPJ01000050.1_cds_WP_001082179.1_1382	25.153	163	405
WP_000582222.1	lcl|NZ_JQPJ01000034.1_cds_WP_002118554.1_971	98.603	358	358
WP_000582222.1	lcl|NZ_JQPJ01000034.1_cds_WP_000608294.1_961	35.385	325	358
WP_000582222.1	lcl|NZ_JQPJ01000070.1_cds_WP_001281953.1_1727	30.469	384	358
WP_000582222.1	lcl|NZ_JQPJ01000034.1_cds_WP_000172660.1_977	29.428	367	358
WP_000582222.1	lcl|NZ_JQPJ01000011.1_cds_WP_000575181.1_229	32.333	300	358
WP_000582222.1	lcl|NZ_JQPJ01000034.1_cds_WP_001198107.1_960	31.111	360	358
WP_000582222.1	lcl|NZ_JQPJ01000013.1_cds_WP_001982414.1_308	26.016	369	358
WP_000344487.1	lcl|NZ_JQPJ01000034.1_cds_WP_002106397.1_972	96.753	308	308
WP_000344487.1	lcl|NZ_JQPJ01000034.1_cds_WP_002106397.1_972	96.753	308	308
WP_000093099.1	lcl|NZ_JQPJ01000034.1_cds_WP_000410267.1_953	46.988	83	99
WP_223809837.1	lcl|NZ_JQPJ01000093.1_cds_JG77_RS11210_2199	71.292	209	213
WP_223809837.1	lcl|NZ_JQPJ01000050.1_cds_WP_000462635.1_1363	32.353	102	213
WP_223809837.1	lcl|NZ_JQPJ01000070.1_cds_WP_000690880.1_1764	29.496	139	213
WP_001106774.1	lcl|NZ_JQPJ01000034.1_cds_WP_002106356.1_973	31.063	367	417
WP_000834715.1	lcl|NZ_JQPJ01000104.1_cds_WP_061226657.1_2416	34.264	394	605
WP_000834715.1	lcl|NZ_JQPJ01000056.1_cds_WP_000667646.1_1479	41.870	246	605
WP_000834715.1	lcl|NZ_JQPJ01000033.1_cds_WP_000828456.1_873	44.954	218	605
WP_000834715.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227065.1_975	32.246	276	605
WP_000834715.1	lcl|NZ_JQPJ01000029.1_cds_WP_001052496.1_726	31.933	238	605
WP_000834715.1	lcl|NZ_JQPJ01000031.1_cds_WP_000047473.1_826	30.942	223	605
WP_000834715.1	lcl|NZ_JQPJ01000095.1_cds_WP_000598571.1_2233	28.205	234	605
WP_000834715.1	lcl|NZ_JQPJ01000113.1_cds_WP_000510776.1_2574	30.041	243	605
WP_000834715.1	lcl|NZ_JQPJ01000104.1_cds_WP_002071818.1_2402	27.848	237	605
WP_000834715.1	lcl|NZ_JQPJ01000017.1_cds_WP_000536763.1_396	31.658	199	605
WP_000834715.1	lcl|NZ_JQPJ01000126.1_cds_WP_000666552.1_2754	30.088	226	605
WP_000834715.1	lcl|NZ_JQPJ01000005.1_cds_WP_000619182.1_70	27.869	244	605
WP_000834715.1	lcl|NZ_JQPJ01000135.1_cds_WP_001161019.1_2855	28.807	243	605
WP_000834715.1	lcl|NZ_JQPJ01000006.1_cds_WP_001089503.1_114	30.508	236	605
WP_000834715.1	lcl|NZ_JQPJ01000049.1_cds_WP_001288322.1_1321	28.708	209	605
WP_000834715.1	lcl|NZ_JQPJ01000136.1_cds_WP_001982953.1_2888	24.125	257	605
WP_000834715.1	lcl|NZ_JQPJ01000115.1_cds_WP_000184524.1_2583	31.731	208	605
WP_000834715.1	lcl|NZ_JQPJ01000057.1_cds_WP_000136058.1_1508	26.364	220	605
WP_000834715.1	lcl|NZ_JQPJ01000104.1_cds_WP_061226657.1_2416	34.264	394	605
WP_000834715.1	lcl|NZ_JQPJ01000056.1_cds_WP_000667646.1_1479	41.870	246	605
WP_000834715.1	lcl|NZ_JQPJ01000033.1_cds_WP_000828456.1_873	44.954	218	605
WP_000834715.1	lcl|NZ_JQPJ01000034.1_cds_WP_061227065.1_975	32.246	276	605
WP_000834715.1	lcl|NZ_JQPJ01000029.1_cds_WP_001052496.1_726	31.933	238	605
WP_000834715.1	lcl|NZ_JQPJ01000031.1_cds_WP_000047473.1_826	30.942	223	605
