WP_000340715.1	lcl|NZ_AFKW01000216.1_cds_WP_000340715.1_1112	100.000	86	106
WP_000410273.1	lcl|NZ_AFKW01000216.1_cds_WP_000410273.1_1111	100.000	314	314
WP_000410273.1	lcl|NZ_AFKW01000216.1_cds_WP_000093099.1_1091	46.988	83	314
WP_000410273.1	lcl|NZ_AFKW01000216.1_cds_WP_000646250.1_1108	25.705	319	314
WP_000410273.1	lcl|NZ_AFKW01000063.1_cds_WP_000744700.1_2881	24.691	324	314
WP_000410273.1	lcl|NZ_AFKW01000216.1_cds_WP_000600889.1_1082	25.269	186	314
WP_000410273.1	lcl|NZ_AFKW01000041.1_cds_WP_000723090.1_3532	23.958	288	314
WP_000410273.1	lcl|NZ_AFKW01000216.1_cds_WP_001067557.1_1105	24.695	328	314
WP_000604524.1	lcl|NZ_AFKW01000216.1_cds_WP_000604524.1_1110	99.726	365	365
WP_000884059.1	lcl|NZ_AFKW01000216.1_cds_WP_000884059.1_1109	100.000	185	185
WP_000884059.1	lcl|NZ_AFKW01000071.1_cds_WP_000351733.1_2685	40.000	140	185
WP_000646256.1	lcl|NZ_AFKW01000216.1_cds_WP_000646250.1_1108	99.088	329	329
WP_000646256.1	lcl|NZ_AFKW01000063.1_cds_WP_000744700.1_2881	32.063	315	329
WP_000646256.1	lcl|NZ_AFKW01000041.1_cds_WP_000723090.1_3532	31.045	335	329
WP_000646256.1	lcl|NZ_AFKW01000216.1_cds_WP_000600889.1_1082	31.677	322	329
WP_000646256.1	lcl|NZ_AFKW01000280.1_cds_WP_001984071.1_529	31.803	305	329
WP_000646256.1	lcl|NZ_AFKW01000048.1_cds_WP_000649925.1_3312	30.183	328	329
WP_000646256.1	lcl|NZ_AFKW01000059.1_cds_WP_000709511.1_2965	30.030	333	329
WP_000646256.1	lcl|NZ_AFKW01000009.1_cds_WP_000601375.1_3685	24.415	299	329
WP_000646256.1	lcl|NZ_AFKW01000216.1_cds_WP_001067557.1_1105	29.316	307	329
WP_000646256.1	lcl|NZ_AFKW01000093.1_cds_WP_000688695.1_2263	29.197	274	329
WP_000646256.1	lcl|NZ_AFKW01000041.1_cds_WP_000475904.1_3515	27.372	274	329
WP_000646256.1	lcl|NZ_AFKW01000216.1_cds_WP_000410273.1_1111	27.509	269	329
WP_000646256.1	lcl|NZ_AFKW01000131.1_cds_WP_001074785.1_1758	29.057	265	329
WP_000646256.1	lcl|NZ_AFKW01000161.1_cds_WP_001003555.1_1459	24.852	338	329
WP_000646256.1	lcl|NZ_AFKW01000009.1_cds_WP_000487322.1_3683	27.077	325	329
WP_000774263.1	lcl|NZ_AFKW01000216.1_cds_WP_000774262.1_1107	99.251	267	267
WP_000774263.1	lcl|NZ_AFKW01000009.1_cds_WP_000859505.1_3682	26.693	251	267
WP_000774263.1	lcl|NZ_AFKW01000216.1_cds_WP_000800438.1_1077	24.786	234	267
WP_000774263.1	lcl|NZ_AFKW01000041.1_cds_WP_000842260.1_3533	26.316	190	267
WP_000774263.1	lcl|NZ_AFKW01000262.1_cds_WP_000667727.1_661	31.818	110	267
WP_000774263.1	lcl|NZ_AFKW01000057.1_cds_WP_000805357.1_3047	33.645	107	267
WP_002163445.1	lcl|NZ_AFKW01000216.1_cds_WP_000612797.1_1106	99.214	509	509
WP_002163445.1	lcl|NZ_AFKW01000136.1_cds_WP_000291591.1_1694	26.625	323	509
WP_002163445.1	lcl|NZ_AFKW01000136.1_cds_WP_000364507.1_1695	31.111	90	509
WP_002163445.1	lcl|NZ_AFKW01000216.1_cds_WP_000612797.1_1106	99.214	509	509
WP_002163445.1	lcl|NZ_AFKW01000136.1_cds_WP_000291591.1_1694	26.625	323	509
WP_002163445.1	lcl|NZ_AFKW01000136.1_cds_WP_000364507.1_1695	31.111	90	509
WP_001067556.1	lcl|NZ_AFKW01000216.1_cds_WP_001067557.1_1105	99.697	330	330
WP_001067556.1	lcl|NZ_AFKW01000216.1_cds_WP_000646250.1_1108	28.664	307	330
WP_001067556.1	lcl|NZ_AFKW01000216.1_cds_WP_000600889.1_1082	26.316	266	330
WP_001067556.1	lcl|NZ_AFKW01000280.1_cds_WP_001984071.1_529	25.735	272	330
WP_001067556.1	lcl|NZ_AFKW01000161.1_cds_WP_001003555.1_1459	28.395	243	330
WP_001067556.1	lcl|NZ_AFKW01000063.1_cds_WP_000744700.1_2881	26.812	276	330
WP_001067556.1	lcl|NZ_AFKW01000041.1_cds_WP_000723090.1_3532	23.724	333	330
WP_001067556.1	lcl|NZ_AFKW01000048.1_cds_WP_000649925.1_3312	28.854	253	330
WP_001067556.1	lcl|NZ_AFKW01000093.1_cds_WP_000688695.1_2263	25.681	257	330
WP_001067556.1	lcl|NZ_AFKW01000009.1_cds_WP_000601375.1_3685	26.545	275	330
WP_001067556.1	lcl|NZ_AFKW01000216.1_cds_WP_000410273.1_1111	24.695	328	330
WP_000776640.1	lcl|NZ_AFKW01000216.1_cds_WP_000689743.1_1102	38.026	547	538
WP_000776640.1	lcl|NZ_AFKW01000216.1_cds_WP_000689743.1_1102	38.026	547	538
WP_000424609.1	lcl|NZ_AFKW01000216.1_cds_WP_000342713.1_1101	67.424	264	264
WP_000424609.1	lcl|NZ_AFKW01000399.1_cds_WP_001002663.1_181	40.741	243	264
WP_000424609.1	lcl|NZ_AFKW01000402.1_cds_WP_001183723.1_128	27.746	173	264
WP_002074065.1	lcl|NZ_AFKW01000216.1_cds_WP_001246618.1_1100	92.581	310	310
WP_002074065.1	lcl|NZ_AFKW01000070.1_cds_WP_000501205.1_2731	38.284	303	310
WP_002074065.1	lcl|NZ_AFKW01000402.1_cds_WP_001183723.1_128	28.226	248	310
WP_002074065.1	lcl|NZ_AFKW01000007.1_cds_WP_000279894.1_3731	25.792	221	310
WP_002074065.1	lcl|NZ_AFKW01000216.1_cds_WP_001246618.1_1100	92.581	310	310
WP_002074065.1	lcl|NZ_AFKW01000070.1_cds_WP_000501205.1_2731	38.284	303	310
WP_002074065.1	lcl|NZ_AFKW01000402.1_cds_WP_001183723.1_128	28.226	248	310
WP_002074065.1	lcl|NZ_AFKW01000007.1_cds_WP_000279894.1_3731	25.792	221	310
WP_000479984.1	lcl|NZ_AFKW01000216.1_cds_WP_000479982.1_1099	99.242	264	264
WP_000715958.1	lcl|NZ_AFKW01000216.1_cds_WP_000715958.1_1098	100.000	131	131
WP_001088863.1	lcl|NZ_AFKW01000216.1_cds_WP_001088866.1_1097	98.611	144	144
WP_001088863.1	lcl|NZ_AFKW01000045.1_cds_WP_002069656.1_3411	44.643	56	144
WP_000517243.1	lcl|NZ_AFKW01000216.1_cds_WP_000517242.1_1096	99.548	221	221
WP_000517243.1	lcl|NZ_AFKW01000063.1_cds_WP_001082180.1_2909	28.205	78	221
WP_000517243.1	lcl|NZ_AFKW01000074.1_cds_WP_001069834.1_2612	28.440	109	221
WP_001149938.1	lcl|NZ_AFKW01000216.1_cds_WP_001015422.1_1094	28.219	365	393
WP_001149938.1	lcl|NZ_AFKW01000216.1_cds_WP_001206409.1_1086	27.673	159	393
WP_001149938.1	lcl|NZ_AFKW01000216.1_cds_WP_002082140.1_1070	24.603	252	393
WP_001149938.1	lcl|NZ_AFKW01000009.1_cds_WP_000661932.1_3679	26.389	144	393
WP_001149938.1	lcl|NZ_AFKW01000074.1_cds_WP_000347681.1_2613	23.585	212	393
WP_001149938.1	lcl|NZ_AFKW01000172.1_cds_WP_000402845.1_1345	21.364	220	393
WP_001149938.1	lcl|NZ_AFKW01000063.1_cds_WP_001082180.1_2909	23.757	181	393
WP_000611594.1	lcl|NZ_AFKW01000216.1_cds_WP_000611594.1_1095	100.000	175	175
WP_000611594.1	lcl|NZ_AFKW01000171.1_cds_WP_001206947.1_1350	29.655	145	175
WP_001015425.1	lcl|NZ_AFKW01000216.1_cds_WP_001015422.1_1094	99.506	405	405
WP_001015425.1	lcl|NZ_AFKW01000172.1_cds_WP_000402845.1_1345	23.182	220	405
WP_001015425.1	lcl|NZ_AFKW01000074.1_cds_WP_000347681.1_2613	25.714	210	405
WP_001015425.1	lcl|NZ_AFKW01000009.1_cds_WP_000661932.1_3679	24.627	134	405
WP_001015425.1	lcl|NZ_AFKW01000063.1_cds_WP_001082180.1_2909	24.074	162	405
WP_000582222.1	lcl|NZ_AFKW01000216.1_cds_WP_000582222.1_1093	100.000	358	358
WP_000582222.1	lcl|NZ_AFKW01000216.1_cds_WP_000608295.1_1103	35.385	325	358
WP_000582222.1	lcl|NZ_AFKW01000276.1_cds_WP_001281953.1_551	30.469	384	358
WP_000582222.1	lcl|NZ_AFKW01000216.1_cds_WP_000947844.1_1081	29.290	338	358
WP_000582222.1	lcl|NZ_AFKW01000041.1_cds_WP_000575178.1_3526	32.667	300	358
WP_000582222.1	lcl|NZ_AFKW01000216.1_cds_WP_001198107.1_1104	31.111	360	358
WP_000582222.1	lcl|NZ_AFKW01000096.1_cds_WP_001982414.1_2203	26.016	369	358
WP_000582222.1	lcl|NZ_AFKW01000216.1_cds_LEP2GSC133_RS1000000122930_1074	30.000	250	358
WP_000344487.1	lcl|NZ_AFKW01000216.1_cds_WP_000344487.1_1092	100.000	308	308
WP_000344487.1	lcl|NZ_AFKW01000216.1_cds_WP_000344487.1_1092	100.000	308	308
WP_000093099.1	lcl|NZ_AFKW01000216.1_cds_WP_000093099.1_1091	98.990	99	99
WP_000093099.1	lcl|NZ_AFKW01000216.1_cds_WP_000410273.1_1111	46.988	83	99
WP_223809837.1	lcl|NZ_AFKW01000216.1_cds_WP_223809837.1_1090	99.531	213	213
WP_223809837.1	lcl|NZ_AFKW01000091.1_cds_WP_000007746.1_2330	72.249	209	213
WP_223809837.1	lcl|NZ_AFKW01000063.1_cds_WP_000462634.1_2891	32.353	102	213
WP_223809837.1	lcl|NZ_AFKW01000216.1_cds_WP_000516588.1_1080	22.500	120	213
WP_223809837.1	lcl|NZ_AFKW01000280.1_cds_WP_000690880.1_530	29.496	139	213
WP_001106774.1	lcl|NZ_AFKW01000216.1_cds_WP_001106774.1_1089	99.760	417	417
WP_000834715.1	lcl|NZ_AFKW01000216.1_cds_WP_000834715.1_1088	100.000	605	605
WP_000834715.1	lcl|NZ_AFKW01000062.1_cds_WP_000172202.1_2916	34.264	394	605
WP_000834715.1	lcl|NZ_AFKW01000242.1_cds_WP_000667646.1_814	41.870	246	605
WP_000834715.1	lcl|NZ_AFKW01000092.1_cds_WP_000828455.1_2290	44.954	218	605
WP_000834715.1	lcl|NZ_AFKW01000150.1_cds_WP_001052498.1_1584	32.353	238	605
WP_000834715.1	lcl|NZ_AFKW01000250.1_cds_WP_000510777.1_764	30.041	243	605
WP_000834715.1	lcl|NZ_AFKW01000215.1_cds_WP_000598571.1_1116	28.205	234	605
WP_000834715.1	lcl|NZ_AFKW01000062.1_cds_WP_000942282.1_2930	27.848	237	605
WP_000834715.1	lcl|NZ_AFKW01000090.1_cds_WP_000536762.1_2349	30.769	208	605
WP_000834715.1	lcl|NZ_AFKW01000153.1_cds_WP_000666552.1_1543	30.088	226	605
WP_000834715.1	lcl|NZ_AFKW01000058.1_cds_WP_001161019.1_3006	28.807	243	605
WP_000834715.1	lcl|NZ_AFKW01000069.1_cds_WP_000619175.1_2742	27.459	244	605
WP_000834715.1	lcl|NZ_AFKW01000050.1_cds_WP_001288326.1_3237	28.708	209	605
WP_000834715.1	lcl|NZ_AFKW01000071.1_cds_WP_001089500.1_2686	30.085	236	605
WP_000834715.1	lcl|NZ_AFKW01000084.1_cds_WP_001982953.1_2427	24.125	257	605
