WP_000340715.1	lcl|NZ_AFLX02000031.1_cds_WP_004462903.1_451	95.349	86	106
WP_000410273.1	lcl|NZ_AFLX02000031.1_cds_WP_004470099.1_452	92.258	310	314
WP_000410273.1	lcl|NZ_AFLX02000031.1_cds_WP_004470124.1_455	27.509	269	314
WP_000410273.1	lcl|NZ_AFLX02000029.1_cds_WP_004469712.1_1076	24.299	321	314
WP_000410273.1	lcl|NZ_AFLX02000023.1_cds_WP_004478640.1_1305	25.000	332	314
WP_000410273.1	lcl|NZ_AFLX02000031.1_cds_WP_004469985.1_539	23.488	281	314
WP_000410273.1	lcl|NZ_AFLX02000006.1_cds_WP_004468319.1_2898	22.353	170	314
WP_000410273.1	lcl|NZ_AFLX02000023.1_cds_WP_004461234.1_1558	25.359	209	314
WP_000604524.1	lcl|NZ_AFLX02000031.1_cds_WP_004470109.1_453	84.110	365	365
WP_000884059.1	lcl|NZ_AFLX02000031.1_cds_WP_004470265.1_454	94.054	185	185
WP_000884059.1	lcl|NZ_AFLX02000018.1_cds_WP_004460143.1_2371	35.616	146	185
WP_000646256.1	lcl|NZ_AFLX02000031.1_cds_WP_004470124.1_455	93.902	328	329
WP_000646256.1	lcl|NZ_AFLX02000031.1_cds_WP_004469985.1_539	31.343	335	329
WP_000646256.1	lcl|NZ_AFLX02000023.1_cds_WP_004461234.1_1558	32.797	311	329
WP_000646256.1	lcl|NZ_AFLX02000029.1_cds_WP_004469712.1_1076	29.524	315	329
WP_000646256.1	lcl|NZ_AFLX02000006.1_cds_WP_004468319.1_2898	27.083	336	329
WP_000646256.1	lcl|NZ_AFLX02000023.1_cds_WP_004478640.1_1305	28.882	322	329
WP_000646256.1	lcl|NZ_AFLX02000023.1_cds_WP_004469301.1_1561	29.091	330	329
WP_000646256.1	lcl|NZ_AFLX02000031.1_cds_WP_004470304.1_458	32.231	242	329
WP_000646256.1	lcl|NZ_AFLX02000029.1_cds_WP_032930391.1_838	25.507	345	329
WP_000646256.1	lcl|NZ_AFLX02000031.1_cds_WP_004470099.1_452	26.296	270	329
WP_000646256.1	lcl|NZ_AFLX02000034.1_cds_WP_004470510.1_80	28.030	264	329
WP_000646256.1	lcl|NZ_AFLX02000031.1_cds_WP_004470049.1_521	25.210	238	329
WP_000646256.1	lcl|NZ_AFLX02000029.1_cds_WP_004469922.1_982	24.471	331	329
WP_000646256.1	lcl|NZ_AFLX02000029.1_cds_WP_004459320.1_890	27.273	286	329
WP_000774263.1	lcl|NZ_AFLX02000031.1_cds_WP_004470061.1_456	89.513	267	267
WP_000774263.1	lcl|NZ_AFLX02000006.1_cds_WP_004468365.1_2866	30.808	198	267
WP_000774263.1	lcl|NZ_AFLX02000031.1_cds_WP_004470017.1_540	26.316	190	267
WP_000774263.1	lcl|NZ_AFLX02000006.1_cds_WP_004468386.1_2899	26.984	189	267
WP_000774263.1	lcl|NZ_AFLX02000023.1_cds_WP_016754360.1_1528	26.923	208	267
WP_002163445.1	lcl|NZ_AFLX02000031.1_cds_WP_004470354.1_457	88.409	509	509
WP_002163445.1	lcl|NZ_AFLX02000031.1_cds_WP_004470360.1_752	26.994	326	509
WP_002163445.1	lcl|NZ_AFLX02000031.1_cds_WP_004460640.1_753	33.333	90	509
WP_002163445.1	lcl|NZ_AFLX02000031.1_cds_WP_004470354.1_457	88.409	509	509
WP_002163445.1	lcl|NZ_AFLX02000031.1_cds_WP_004470360.1_752	26.994	326	509
WP_002163445.1	lcl|NZ_AFLX02000031.1_cds_WP_004460640.1_753	33.333	90	509
WP_001067556.1	lcl|NZ_AFLX02000031.1_cds_WP_004470304.1_458	92.121	330	330
WP_001067556.1	lcl|NZ_AFLX02000031.1_cds_WP_004470124.1_455	29.316	307	330
WP_001067556.1	lcl|NZ_AFLX02000023.1_cds_WP_004461234.1_1558	26.007	273	330
WP_001067556.1	lcl|NZ_AFLX02000029.1_cds_WP_004469712.1_1076	28.261	276	330
WP_001067556.1	lcl|NZ_AFLX02000031.1_cds_WP_004469985.1_539	26.048	334	330
WP_001067556.1	lcl|NZ_AFLX02000029.1_cds_WP_032930391.1_838	26.154	260	330
WP_001067556.1	lcl|NZ_AFLX02000029.1_cds_WP_004469922.1_982	25.103	243	330
WP_001067556.1	lcl|NZ_AFLX02000023.1_cds_WP_004478640.1_1305	28.455	246	330
WP_001067556.1	lcl|NZ_AFLX02000031.1_cds_WP_004470212.1_483	27.333	150	330
WP_001067556.1	lcl|NZ_AFLX02000006.1_cds_WP_004468319.1_2898	24.460	139	330
WP_001067556.1	lcl|NZ_AFLX02000031.1_cds_WP_004470099.1_452	24.012	329	330
WP_001067556.1	lcl|NZ_AFLX02000034.1_cds_WP_004470510.1_80	28.462	130	330
WP_000776640.1	lcl|NZ_AFLX02000031.1_cds_WP_004470238.1_461	37.982	545	538
WP_000776640.1	lcl|NZ_AFLX02000031.1_cds_WP_004470238.1_461	37.982	545	538
WP_000424609.1	lcl|NZ_AFLX02000031.1_cds_WP_004470185.1_462	67.803	264	264
WP_000424609.1	lcl|NZ_AFLX02000019.1_cds_WP_004469076.1_1868	41.564	243	264
WP_002074065.1	lcl|NZ_AFLX02000031.1_cds_WP_004485928.1_463	85.161	310	310
WP_002074065.1	lcl|NZ_AFLX02000031.1_cds_WP_004470181.1_640	40.493	284	310
WP_002074065.1	lcl|NZ_AFLX02000018.1_cds_WP_004468841.1_2469	27.875	287	310
WP_002074065.1	lcl|NZ_AFLX02000034.1_cds_WP_004462208.1_121	25.792	221	310
WP_002074065.1	lcl|NZ_AFLX02000031.1_cds_WP_004485928.1_463	85.161	310	310
WP_002074065.1	lcl|NZ_AFLX02000031.1_cds_WP_004470181.1_640	40.493	284	310
WP_002074065.1	lcl|NZ_AFLX02000018.1_cds_WP_004468841.1_2469	27.875	287	310
WP_002074065.1	lcl|NZ_AFLX02000034.1_cds_WP_004462208.1_121	25.792	221	310
WP_000479984.1	lcl|NZ_AFLX02000031.1_cds_WP_032912997.1_464	90.152	264	264
WP_000715958.1	lcl|NZ_AFLX02000031.1_cds_WP_004470135.1_465	91.473	129	131
WP_001088863.1	lcl|NZ_AFLX02000031.1_cds_WP_032912999.1_466	83.448	145	144
WP_001088863.1	lcl|NZ_AFLX02000018.1_cds_WP_004462309.1_2443	42.857	63	144
WP_000517243.1	lcl|NZ_AFLX02000031.1_cds_WP_004470037.1_467	89.593	221	221
WP_000517243.1	lcl|NZ_AFLX02000003.1_cds_WP_032929504.1_3424	30.769	104	221
WP_001149938.1	lcl|NZ_AFLX02000031.1_cds_WP_004470321.1_470	25.564	399	393
WP_001149938.1	lcl|NZ_AFLX02000031.1_cds_WP_032929185.1_502	29.299	157	393
WP_001149938.1	lcl|NZ_AFLX02000003.1_cds_WP_004468002.1_3425	28.671	143	393
WP_001149938.1	lcl|NZ_AFLX02000018.1_cds_WP_004468667.1_2458	21.333	225	393
WP_001149938.1	lcl|NZ_AFLX02000029.1_cds_WP_004469895.1_1104	22.791	215	393
WP_001149938.1	lcl|NZ_AFLX02000023.1_cds_WP_004469389.1_1411	24.638	138	393
WP_000611594.1	lcl|NZ_AFLX02000031.1_cds_WP_004470188.1_469	78.286	175	175
WP_000611594.1	lcl|NZ_AFLX02000029.1_cds_WP_004485991.1_1110	26.531	147	175
WP_001015425.1	lcl|NZ_AFLX02000031.1_cds_WP_004470321.1_470	80.451	399	405
WP_001015425.1	lcl|NZ_AFLX02000018.1_cds_WP_004468667.1_2458	24.107	224	405
WP_001015425.1	lcl|NZ_AFLX02000003.1_cds_WP_004468002.1_3425	25.137	183	405
