WP_000340715.1	lcl|NZ_VCHJ01000018.1_cds_WP_002725873.1_903	91.860	86	106
WP_000410273.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669917.1_902	92.903	310	314
WP_000410273.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669955.1_2416	23.381	278	314
WP_000410273.1	lcl|NZ_VCHJ01000071.1_cds_WP_011671202.1_2845	22.462	325	314
WP_000410273.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669957.1_2414	25.137	183	314
WP_000410273.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669973.1_2436	24.199	281	314
WP_000410273.1	lcl|NZ_VCHJ01000074.1_cds_WP_011670961.1_2902	25.402	311	314
WP_000410273.1	lcl|NZ_VCHJ01000102.1_cds_WP_011670813.1_211	22.353	170	314
WP_000884059.1	lcl|NZ_VCHJ01000002.1_cds_WP_002750963.1_1036	36.301	146	185
WP_000884059.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669938.1_871	33.898	177	185
WP_000646256.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669955.1_2416	30.841	321	329
WP_000646256.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669973.1_2436	31.642	335	329
WP_000646256.1	lcl|NZ_VCHJ01000071.1_cds_WP_011671202.1_2845	30.476	315	329
WP_000646256.1	lcl|NZ_VCHJ01000074.1_cds_WP_011670961.1_2902	31.511	311	329
WP_000646256.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669957.1_2414	28.852	305	329
WP_000646256.1	lcl|NZ_VCHJ01000102.1_cds_WP_011670813.1_211	27.273	341	329
WP_000646256.1	lcl|NZ_VCHJ01000074.1_cds_WP_002754065.1_2899	28.485	330	329
WP_000646256.1	lcl|NZ_VCHJ01000017.1_cds_WP_011671143.1_833	30.032	313	329
WP_000646256.1	lcl|NZ_VCHJ01000005.1_cds_WP_011671074.1_2221	24.852	338	329
WP_000646256.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669917.1_902	27.711	249	329
WP_000646256.1	lcl|NZ_VCHJ01000008.1_cds_WP_017859386.1_3018	27.509	269	329
WP_000646256.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669959.1_2412	25.993	277	329
WP_000646256.1	lcl|NZ_VCHJ01000081.1_cds_WP_011669202.1_3063	24.332	337	329
WP_000774263.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669956.1_2415	28.426	197	267
WP_000774263.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669974.1_2435	26.455	189	267
WP_000774263.1	lcl|NZ_VCHJ01000026.1_cds_WP_011670832.1_1346	33.636	110	267
WP_000774263.1	lcl|NZ_VCHJ01000102.1_cds_WP_011670812.1_212	26.984	189	267
WP_000774263.1	lcl|NZ_VCHJ01000095.1_cds_WP_002766579.1_3284	26.344	186	267
WP_002163445.1	lcl|NZ_VCHJ01000015.1_cds_WP_011670269.1_677	25.826	333	509
WP_002163445.1	lcl|NZ_VCHJ01000015.1_cds_WP_002751286.1_678	31.111	90	509
