WP_000340715.1	lcl|NZ_RQEU01000014.1_cds_WP_123180187.1_1454	95.349	86	106
WP_000410273.1	lcl|NZ_RQEU01000014.1_cds_WP_135607540.1_1453	62.258	310	314
WP_000410273.1	lcl|NZ_RQEU01000014.1_cds_WP_123180180.1_1460	25.097	259	314
WP_000410273.1	lcl|NZ_RQEU01000033.1_cds_WP_010573102.1_389	22.462	325	314
WP_000410273.1	lcl|NZ_RQEU01000014.1_cds_WP_010575169.1_1411	24.107	336	314
WP_000410273.1	lcl|NZ_RQEU01000030.1_cds_WP_010576029.1_3536	22.353	170	314
WP_000884059.1	lcl|NZ_RQEU01000014.1_cds_WP_123180202.1_1439	38.983	177	185
WP_000884059.1	lcl|NZ_RQEU01000011.1_cds_WP_135607445.1_2685	34.831	178	185
WP_000646256.1	lcl|NZ_RQEU01000033.1_cds_WP_205872855.1_102	33.333	306	329
WP_000646256.1	lcl|NZ_RQEU01000014.1_cds_WP_010575169.1_1411	29.341	334	329
WP_000646256.1	lcl|NZ_RQEU01000033.1_cds_WP_010573102.1_389	30.476	315	329
WP_000646256.1	lcl|NZ_RQEU01000014.1_cds_WP_123180180.1_1460	27.900	319	329
WP_000646256.1	lcl|NZ_RQEU01000030.1_cds_WP_010576029.1_3536	27.083	336	329
WP_000646256.1	lcl|NZ_RQEU01000033.1_cds_WP_135608001.1_232	28.302	318	329
WP_000646256.1	lcl|NZ_RQEU01000053.1_cds_WP_040913715.1_3627	29.697	330	329
WP_000646256.1	lcl|NZ_RQEU01000033.1_cds_WP_100737667.1_752	25.220	341	329
WP_000646256.1	lcl|NZ_RQEU01000033.1_cds_WP_100737905.1_584	25.826	333	329
WP_000646256.1	lcl|NZ_RQEU01000014.1_cds_WP_135607540.1_1453	24.437	311	329
WP_000646256.1	lcl|NZ_RQEU01000051.1_cds_WP_135608729.1_3267	26.217	267	329
WP_000646256.1	lcl|NZ_RQEU01000037.1_cds_WP_135608506.1_2351	25.581	258	329
WP_000646256.1	lcl|NZ_RQEU01000014.1_cds_WP_123180213.1_1427	25.581	258	329
WP_000646256.1	lcl|NZ_RQEU01000053.1_cds_WP_135608769.1_3574	28.279	244	329
WP_000646256.1	lcl|NZ_RQEU01000033.1_cds_WP_135608099.1_479	23.263	331	329
WP_000774263.1	lcl|NZ_RQEU01000014.1_cds_WP_123180186.1_1455	28.099	242	267
WP_000774263.1	lcl|NZ_RQEU01000014.1_cds_WP_123180232.1_1410	26.455	189	267
WP_000774263.1	lcl|NZ_RQEU01000033.1_cds_WP_135608260.1_937	33.636	110	267
WP_000774263.1	lcl|NZ_RQEU01000030.1_cds_WP_205872856.1_3537	26.020	196	267
WP_000774263.1	lcl|NZ_RQEU01000033.1_cds_WP_084492239.1_835	32.353	102	267
WP_002163445.1	lcl|NZ_RQEU01000010.1_cds_WP_100738198.1_3392	26.549	339	509
WP_002163445.1	lcl|NZ_RQEU01000010.1_cds_WP_010574788.1_3393	31.111	90	509
WP_002163445.1	lcl|NZ_RQEU01000010.1_cds_WP_100738198.1_3392	26.549	339	509
WP_002163445.1	lcl|NZ_RQEU01000010.1_cds_WP_010574788.1_3393	31.111	90	509
