WP_000340715.1	lcl|NZ_AFLY02000029.1_cds_WP_004421256.1_2860	98.837	86	106
WP_000410273.1	lcl|NZ_AFLY02000029.1_cds_WP_004421326.1_2859	94.268	314	314
WP_000410273.1	lcl|NZ_AFLY02000029.1_cds_WP_004421375.1_2856	26.101	318	314
WP_000410273.1	lcl|NZ_AFLY02000016.1_cds_WP_004419974.1_3365	24.383	324	314
WP_000410273.1	lcl|NZ_AFLY02000029.1_cds_WP_004421482.1_2776	24.138	290	314
WP_000410273.1	lcl|NZ_AFLY02000067.1_cds_WP_004425902.1_521	22.826	276	314
WP_000604524.1	lcl|NZ_AFLY02000029.1_cds_WP_004421179.1_2858	90.411	365	365
WP_000884059.1	lcl|NZ_AFLY02000029.1_cds_WP_004421442.1_2857	96.216	185	185
WP_000884059.1	lcl|NZ_AFLY02000057.1_cds_WP_004424034.1_1481	40.714	140	185
WP_000646256.1	lcl|NZ_AFLY02000029.1_cds_WP_004421375.1_2856	96.960	329	329
WP_000646256.1	lcl|NZ_AFLY02000029.1_cds_WP_004421482.1_2776	31.642	335	329
WP_000646256.1	lcl|NZ_AFLY02000016.1_cds_WP_004419974.1_3365	30.794	315	329
WP_000646256.1	lcl|NZ_AFLY02000067.1_cds_WP_004425902.1_521	31.373	306	329
WP_000646256.1	lcl|NZ_AFLY02000016.1_cds_WP_004419871.1_3520	29.938	324	329
WP_000646256.1	lcl|NZ_AFLY02000067.1_cds_WP_002148036.1_512	30.462	325	329
WP_000646256.1	lcl|NZ_AFLY02000029.1_cds_WP_004421253.1_2853	29.316	307	329
WP_000646256.1	lcl|NZ_AFLY02000067.1_cds_WP_002155619.1_542	26.686	341	329
WP_000646256.1	lcl|NZ_AFLY02000029.1_cds_WP_004421326.1_2859	26.119	268	329
WP_000646256.1	lcl|NZ_AFLY02000029.1_cds_WP_004421384.1_2793	26.642	274	329
WP_000646256.1	lcl|NZ_AFLY02000063.1_cds_WP_004425490.1_836	24.924	329	329
WP_000646256.1	lcl|NZ_AFLY02000057.1_cds_WP_004424129.1_1279	27.715	267	329
WP_000646256.1	lcl|NZ_AFLY02000069.1_cds_WP_039940253.1_399	25.191	262	329
WP_000646256.1	lcl|NZ_AFLY02000045.1_cds_WP_004422676.1_2082	27.160	243	329
WP_000774263.1	lcl|NZ_AFLY02000029.1_cds_WP_004421408.1_2855	94.382	267	267
WP_000774263.1	lcl|NZ_AFLY02000029.1_cds_WP_004421125.1_2775	26.455	189	267
WP_000774263.1	lcl|NZ_AFLY02000040.1_cds_WP_004422352.1_2243	33.071	127	267
WP_000774263.1	lcl|NZ_AFLY02000055.1_cds_WP_002146975.1_1803	37.209	86	267
WP_002163445.1	lcl|NZ_AFLY02000029.1_cds_WP_004420971.1_2854	95.294	510	509
WP_002163445.1	lcl|NZ_AFLY02000057.1_cds_WP_004423689.1_1204	28.308	325	509
WP_002163445.1	lcl|NZ_AFLY02000057.1_cds_WP_002148203.1_1205	31.111	90	509
WP_002163445.1	lcl|NZ_AFLY02000029.1_cds_WP_004420971.1_2854	95.294	510	509
WP_002163445.1	lcl|NZ_AFLY02000057.1_cds_WP_004423689.1_1204	28.308	325	509
WP_002163445.1	lcl|NZ_AFLY02000057.1_cds_WP_002148203.1_1205	31.111	90	509
WP_001067556.1	lcl|NZ_AFLY02000029.1_cds_WP_004421253.1_2853	96.061	330	330
WP_001067556.1	lcl|NZ_AFLY02000029.1_cds_WP_004421375.1_2856	29.804	255	330
WP_001067556.1	lcl|NZ_AFLY02000067.1_cds_WP_004425902.1_521	26.568	271	330
WP_001067556.1	lcl|NZ_AFLY02000029.1_cds_WP_004421482.1_2776	25.287	348	330
WP_001067556.1	lcl|NZ_AFLY02000016.1_cds_WP_004419974.1_3365	27.899	276	330
WP_001067556.1	lcl|NZ_AFLY02000063.1_cds_WP_004425490.1_836	27.273	242	330
WP_001067556.1	lcl|NZ_AFLY02000016.1_cds_WP_004419871.1_3520	29.020	255	330
WP_001067556.1	lcl|NZ_AFLY02000067.1_cds_WP_002155619.1_542	25.561	223	330
WP_001067556.1	lcl|NZ_AFLY02000029.1_cds_WP_004421464.1_2834	29.677	155	330
WP_001067556.1	lcl|NZ_AFLY02000057.1_cds_WP_004424129.1_1279	29.032	155	330
WP_001067556.1	lcl|NZ_AFLY02000045.1_cds_WP_004422676.1_2082	25.000	292	330
WP_001067556.1	lcl|NZ_AFLY02000029.1_cds_WP_004421326.1_2859	25.000	328	330
WP_000776640.1	lcl|NZ_AFLY02000029.1_cds_WP_004421406.1_2850	37.546	546	538
WP_000776640.1	lcl|NZ_AFLY02000029.1_cds_WP_004421406.1_2850	37.546	546	538
WP_000424609.1	lcl|NZ_AFLY02000029.1_cds_WP_004421348.1_2849	68.182	264	264
WP_000424609.1	lcl|NZ_AFLY02000062.1_cds_WP_004425075.1_904	41.975	243	264
WP_000424609.1	lcl|NZ_AFLY02000068.1_cds_WP_004425933.1_481	28.902	173	264
WP_002074065.1	lcl|NZ_AFLY02000029.1_cds_WP_004421190.1_2848	85.484	310	310
WP_002074065.1	lcl|NZ_AFLY02000029.1_cds_WP_004421354.1_2958	38.305	295	310
WP_002074065.1	lcl|NZ_AFLY02000068.1_cds_WP_004425933.1_481	25.818	275	310
WP_002074065.1	lcl|NZ_AFLY02000057.1_cds_WP_004423642.1_1554	25.792	221	310
WP_002074065.1	lcl|NZ_AFLY02000029.1_cds_WP_004421190.1_2848	85.484	310	310
WP_002074065.1	lcl|NZ_AFLY02000029.1_cds_WP_004421354.1_2958	38.305	295	310
WP_002074065.1	lcl|NZ_AFLY02000068.1_cds_WP_004425933.1_481	25.818	275	310
WP_002074065.1	lcl|NZ_AFLY02000057.1_cds_WP_004423642.1_1554	25.792	221	310
WP_000479984.1	lcl|NZ_AFLY02000029.1_cds_WP_004421428.1_2847	95.455	264	264
WP_000715958.1	lcl|NZ_AFLY02000029.1_cds_WP_004421278.1_2846	93.023	129	131
WP_001088863.1	lcl|NZ_AFLY02000029.1_cds_WP_004434893.1_2845	93.056	144	144
WP_001088863.1	lcl|NZ_AFLY02000069.1_cds_WP_004426005.1_314	46.429	56	144
WP_000517243.1	lcl|NZ_AFLY02000029.1_cds_WP_004421361.1_2844	93.665	221	221
WP_000517243.1	lcl|NZ_AFLY02000016.1_cds_WP_039938874.1_3394	28.205	78	221
WP_000517243.1	lcl|NZ_AFLY02000029.1_cds_WP_039939204.1_2979	29.358	109	221
WP_001149938.1	lcl|NZ_AFLY02000029.1_cds_WP_004421337.1_2841	24.747	396	393
WP_001149938.1	lcl|NZ_AFLY02000038.1_cds_WP_004422219.1_2356	21.525	223	393
WP_001149938.1	lcl|NZ_AFLY02000029.1_cds_WP_004421166.1_2980	28.369	141	393
WP_001149938.1	lcl|NZ_AFLY02000029.1_cds_WP_004421390.1_2810	29.936	157	393
WP_001149938.1	lcl|NZ_AFLY02000016.1_cds_WP_039938874.1_3394	23.204	181	393
WP_000611594.1	lcl|NZ_AFLY02000029.1_cds_WP_004421412.1_2842	80.000	175	175
WP_000611594.1	lcl|NZ_AFLY02000016.1_cds_WP_004454456.1_3400	29.932	147	175
WP_001015425.1	lcl|NZ_AFLY02000029.1_cds_WP_004421337.1_2841	81.955	399	405
WP_001015425.1	lcl|NZ_AFLY02000029.1_cds_WP_004421166.1_2980	26.190	210	405
WP_001015425.1	lcl|NZ_AFLY02000038.1_cds_WP_004422219.1_2356	23.423	222	405
WP_000582222.1	lcl|NZ_AFLY02000029.1_cds_WP_004421204.1_2840	92.997	357	358
WP_000582222.1	lcl|NZ_AFLY02000029.1_cds_WP_004420975.1_2851	34.463	354	358
WP_000582222.1	lcl|NZ_AFLY02000009.1_cds_WP_004419331.1_3678	30.026	383	358
WP_000582222.1	lcl|NZ_AFLY02000029.1_cds_WP_004421357.1_2833	28.997	369	358
WP_000582222.1	lcl|NZ_AFLY02000029.1_cds_WP_004421330.1_2852	32.295	353	358
WP_000582222.1	lcl|NZ_AFLY02000029.1_cds_WP_004421210.1_2782	32.333	300	358
WP_000582222.1	lcl|NZ_AFLY02000045.1_cds_WP_036034116.1_2096	25.474	369	358
WP_000344487.1	lcl|NZ_AFLY02000029.1_cds_WP_004421447.1_2839	87.338	308	308
