WP_000340715.1	lcl|NZ_VCHK01000019.1_cds_WP_002725873.1_992	91.860	86	106
WP_000410273.1	lcl|NZ_VCHK01000019.1_cds_WP_011669917.1_991	92.903	310	314
WP_000410273.1	lcl|NZ_VCHK01000056.1_cds_WP_011669955.1_2433	23.381	278	314
WP_000410273.1	lcl|NZ_VCHK01000073.1_cds_WP_011671202.1_2870	22.462	325	314
WP_000410273.1	lcl|NZ_VCHK01000056.1_cds_WP_011669957.1_2435	25.137	183	314
WP_000410273.1	lcl|NZ_VCHK01000062.1_cds_WP_011671706.1_2619	24.199	281	314
WP_000410273.1	lcl|NZ_VCHK01000077.1_cds_WP_011670961.1_2942	25.402	311	314
WP_000410273.1	lcl|NZ_VCHK01000105.1_cds_WP_002729504.1_244	22.353	170	314
WP_000884059.1	lcl|NZ_VCHK01000001.1_cds_WP_002750963.1_68	36.301	146	185
WP_000884059.1	lcl|NZ_VCHK01000019.1_cds_WP_011669938.1_960	33.898	177	185
WP_000646256.1	lcl|NZ_VCHK01000056.1_cds_WP_011669955.1_2433	30.841	321	329
WP_000646256.1	lcl|NZ_VCHK01000062.1_cds_WP_011671706.1_2619	31.642	335	329
WP_000646256.1	lcl|NZ_VCHK01000073.1_cds_WP_011671202.1_2870	30.476	315	329
WP_000646256.1	lcl|NZ_VCHK01000077.1_cds_WP_011670961.1_2942	31.511	311	329
WP_000646256.1	lcl|NZ_VCHK01000056.1_cds_WP_011669957.1_2435	28.852	305	329
WP_000646256.1	lcl|NZ_VCHK01000105.1_cds_WP_002729504.1_244	27.273	341	329
WP_000646256.1	lcl|NZ_VCHK01000077.1_cds_WP_002754065.1_2939	28.485	330	329
WP_000646256.1	lcl|NZ_VCHK01000018.1_cds_WP_011671143.1_927	30.032	313	329
WP_000646256.1	lcl|NZ_VCHK01000005.1_cds_WP_011671074.1_2268	24.852	338	329
WP_000646256.1	lcl|NZ_VCHK01000019.1_cds_WP_011669917.1_991	27.711	249	329
WP_000646256.1	lcl|NZ_VCHK01000007.1_cds_WP_002751102.1_2793	27.509	269	329
WP_000646256.1	lcl|NZ_VCHK01000056.1_cds_WP_011669959.1_2437	25.993	277	329
WP_000646256.1	lcl|NZ_VCHK01000057.1_cds_WP_011669202.1_2458	24.332	337	329
WP_000774263.1	lcl|NZ_VCHK01000056.1_cds_WP_011669956.1_2434	28.426	197	267
WP_000774263.1	lcl|NZ_VCHK01000062.1_cds_WP_011669974.1_2618	26.455	189	267
