WP_000340715.1	lcl|NZ_AFKA01000104.1_cds_WP_000340715.1_2101	100.000	86	106
WP_000410273.1	lcl|NZ_AFKA01000104.1_cds_WP_000410273.1_2100	100.000	314	314
WP_000410273.1	lcl|NZ_AFKA01000104.1_cds_WP_000093099.1_2080	46.988	83	314
WP_000410273.1	lcl|NZ_AFKA01000104.1_cds_WP_000646250.1_2097	25.705	319	314
WP_000410273.1	lcl|NZ_AFKA01000114.1_cds_WP_000744700.1_1767	24.691	324	314
WP_000410273.1	lcl|NZ_AFKA01000104.1_cds_WP_000600889.1_2071	25.269	186	314
WP_000410273.1	lcl|NZ_AFKA01000104.1_cds_WP_000723090.1_2018	23.958	288	314
WP_000410273.1	lcl|NZ_AFKA01000104.1_cds_WP_001067557.1_2094	24.695	328	314
WP_000604524.1	lcl|NZ_AFKA01000104.1_cds_WP_000604524.1_2099	99.726	365	365
WP_000884059.1	lcl|NZ_AFKA01000104.1_cds_WP_000884059.1_2098	100.000	185	185
WP_000884059.1	lcl|NZ_AFKA01000023.1_cds_WP_000351733.1_3469	40.000	140	185
WP_000646256.1	lcl|NZ_AFKA01000104.1_cds_WP_000646250.1_2097	99.088	329	329
WP_000646256.1	lcl|NZ_AFKA01000114.1_cds_WP_000744700.1_1767	32.063	315	329
WP_000646256.1	lcl|NZ_AFKA01000104.1_cds_WP_000723090.1_2018	31.045	335	329
WP_000646256.1	lcl|NZ_AFKA01000104.1_cds_WP_000600889.1_2071	31.677	322	329
WP_000646256.1	lcl|NZ_AFKA01000201.1_cds_WP_001984071.1_519	31.803	305	329
WP_000646256.1	lcl|NZ_AFKA01000278.1_cds_WP_000649925.1_349	30.183	328	329
WP_000646256.1	lcl|NZ_AFKA01000162.1_cds_WP_000709511.1_915	30.030	333	329
WP_000646256.1	lcl|NZ_AFKA01000104.1_cds_WP_000601375.1_2044	24.415	299	329
WP_000646256.1	lcl|NZ_AFKA01000104.1_cds_WP_001067557.1_2094	29.316	307	329
WP_000646256.1	lcl|NZ_AFKA01000057.1_cds_WP_000688695.1_2578	29.197	274	329
WP_000646256.1	lcl|NZ_AFKA01000104.1_cds_WP_000475904.1_2035	27.372	274	329
WP_000646256.1	lcl|NZ_AFKA01000104.1_cds_WP_000410273.1_2100	27.509	269	329
WP_000646256.1	lcl|NZ_AFKA01000119.1_cds_WP_001074785.1_1622	29.057	265	329
WP_000646256.1	lcl|NZ_AFKA01000130.1_cds_WP_001003555.1_1387	24.852	338	329
WP_000646256.1	lcl|NZ_AFKA01000104.1_cds_WP_000487322.1_2046	27.077	325	329
WP_000774263.1	lcl|NZ_AFKA01000104.1_cds_WP_000774262.1_2096	99.251	267	267
WP_000774263.1	lcl|NZ_AFKA01000104.1_cds_WP_000859505.1_2047	26.693	251	267
WP_000774263.1	lcl|NZ_AFKA01000104.1_cds_WP_000800438.1_2066	24.786	234	267
WP_000774263.1	lcl|NZ_AFKA01000104.1_cds_WP_000842260.1_2017	26.316	190	267
WP_000774263.1	lcl|NZ_AFKA01000026.1_cds_WP_000667727.1_3380	31.818	110	267
WP_000774263.1	lcl|NZ_AFKA01000150.1_cds_WP_000805357.1_1103	33.645	107	267
WP_002163445.1	lcl|NZ_AFKA01000104.1_cds_WP_000612797.1_2095	99.214	509	509
WP_002163445.1	lcl|NZ_AFKA01000279.1_cds_WP_000291591.1_312	26.625	323	509
WP_002163445.1	lcl|NZ_AFKA01000279.1_cds_WP_000364507.1_311	31.111	90	509
WP_002163445.1	lcl|NZ_AFKA01000104.1_cds_WP_000612797.1_2095	99.214	509	509
WP_002163445.1	lcl|NZ_AFKA01000279.1_cds_WP_000291591.1_312	26.625	323	509
WP_002163445.1	lcl|NZ_AFKA01000279.1_cds_WP_000364507.1_311	31.111	90	509
WP_001067556.1	lcl|NZ_AFKA01000104.1_cds_WP_001067557.1_2094	99.697	330	330
WP_001067556.1	lcl|NZ_AFKA01000104.1_cds_WP_000646250.1_2097	28.664	307	330
WP_001067556.1	lcl|NZ_AFKA01000104.1_cds_WP_000600889.1_2071	26.316	266	330
WP_001067556.1	lcl|NZ_AFKA01000201.1_cds_WP_001984071.1_519	25.735	272	330
WP_001067556.1	lcl|NZ_AFKA01000130.1_cds_WP_001003555.1_1387	28.395	243	330
WP_001067556.1	lcl|NZ_AFKA01000114.1_cds_WP_000744700.1_1767	26.812	276	330
WP_001067556.1	lcl|NZ_AFKA01000104.1_cds_WP_000723090.1_2018	23.724	333	330
WP_001067556.1	lcl|NZ_AFKA01000278.1_cds_WP_000649925.1_349	28.854	253	330
WP_001067556.1	lcl|NZ_AFKA01000057.1_cds_WP_000688695.1_2578	25.681	257	330
WP_001067556.1	lcl|NZ_AFKA01000104.1_cds_WP_000601375.1_2044	26.545	275	330
WP_001067556.1	lcl|NZ_AFKA01000104.1_cds_WP_000410273.1_2100	24.695	328	330
WP_000776640.1	lcl|NZ_AFKA01000104.1_cds_WP_000689743.1_2091	38.026	547	538
WP_000776640.1	lcl|NZ_AFKA01000104.1_cds_WP_000689743.1_2091	38.026	547	538
WP_000424609.1	lcl|NZ_AFKA01000104.1_cds_WP_000342713.1_2090	67.424	264	264
WP_000424609.1	lcl|NZ_AFKA01000294.1_cds_WP_001002663.1_61	40.741	243	264
WP_000424609.1	lcl|NZ_AFKA01000056.1_cds_WP_001183723.1_2605	27.746	173	264
WP_002074065.1	lcl|NZ_AFKA01000104.1_cds_WP_001246618.1_2089	92.581	310	310
WP_002074065.1	lcl|NZ_AFKA01000113.1_cds_WP_000501205.1_1802	38.284	303	310
WP_002074065.1	lcl|NZ_AFKA01000056.1_cds_WP_001183723.1_2605	28.226	248	310
WP_002074065.1	lcl|NZ_AFKA01000070.1_cds_WP_000279894.1_2338	25.792	221	310
WP_002074065.1	lcl|NZ_AFKA01000104.1_cds_WP_001246618.1_2089	92.581	310	310
WP_002074065.1	lcl|NZ_AFKA01000113.1_cds_WP_000501205.1_1802	38.284	303	310
WP_002074065.1	lcl|NZ_AFKA01000056.1_cds_WP_001183723.1_2605	28.226	248	310
WP_002074065.1	lcl|NZ_AFKA01000070.1_cds_WP_000279894.1_2338	25.792	221	310
WP_000479984.1	lcl|NZ_AFKA01000104.1_cds_WP_000479982.1_2088	99.242	264	264
WP_000715958.1	lcl|NZ_AFKA01000104.1_cds_WP_000715958.1_2087	100.000	131	131
WP_001088863.1	lcl|NZ_AFKA01000104.1_cds_WP_001088866.1_2086	98.611	144	144
WP_001088863.1	lcl|NZ_AFKA01000155.1_cds_WP_002069656.1_1038	44.643	56	144
WP_000517243.1	lcl|NZ_AFKA01000104.1_cds_WP_000517242.1_2085	99.548	221	221
WP_000517243.1	lcl|NZ_AFKA01000114.1_cds_WP_001082180.1_1795	28.205	78	221
WP_000517243.1	lcl|NZ_AFKA01000123.1_cds_WP_001069834.1_1517	28.440	109	221
WP_001149938.1	lcl|NZ_AFKA01000104.1_cds_WP_001015422.1_2083	28.219	365	393
WP_001149938.1	lcl|NZ_AFKA01000104.1_cds_WP_001206409.1_2075	27.673	159	393
WP_001149938.1	lcl|NZ_AFKA01000104.1_cds_WP_002082140.1_2059	24.603	252	393
WP_001149938.1	lcl|NZ_AFKA01000104.1_cds_WP_000661932.1_2050	26.389	144	393
WP_001149938.1	lcl|NZ_AFKA01000123.1_cds_WP_000347681.1_1518	23.585	212	393
WP_001149938.1	lcl|NZ_AFKA01000071.1_cds_WP_000402845.1_2314	21.364	220	393
WP_001149938.1	lcl|NZ_AFKA01000114.1_cds_WP_001082180.1_1795	23.757	181	393
WP_000611594.1	lcl|NZ_AFKA01000104.1_cds_WP_000611594.1_2084	100.000	175	175
WP_000611594.1	lcl|NZ_AFKA01000282.1_cds_WP_001206947.1_262	29.655	145	175
WP_001015425.1	lcl|NZ_AFKA01000104.1_cds_WP_001015422.1_2083	99.506	405	405
WP_001015425.1	lcl|NZ_AFKA01000071.1_cds_WP_000402845.1_2314	23.182	220	405
WP_001015425.1	lcl|NZ_AFKA01000123.1_cds_WP_000347681.1_1518	25.714	210	405
WP_001015425.1	lcl|NZ_AFKA01000104.1_cds_WP_000661932.1_2050	24.627	134	405
WP_001015425.1	lcl|NZ_AFKA01000114.1_cds_WP_001082180.1_1795	24.074	162	405
WP_000582222.1	lcl|NZ_AFKA01000104.1_cds_WP_000582222.1_2082	100.000	358	358
WP_000582222.1	lcl|NZ_AFKA01000104.1_cds_WP_000608295.1_2092	35.385	325	358
WP_000582222.1	lcl|NZ_AFKA01000190.1_cds_WP_001281953.1_612	30.469	384	358
WP_000582222.1	lcl|NZ_AFKA01000104.1_cds_WP_000947844.1_2070	29.290	338	358
WP_000582222.1	lcl|NZ_AFKA01000104.1_cds_WP_000575178.1_2024	32.667	300	358
WP_000582222.1	lcl|NZ_AFKA01000104.1_cds_WP_001198107.1_2093	31.111	360	358
WP_000582222.1	lcl|NZ_AFKA01000148.1_cds_WP_001982414.1_1147	26.016	369	358
WP_000582222.1	lcl|NZ_AFKA01000104.1_cds_WP_000346036.1_2063	30.000	250	358
WP_000344487.1	lcl|NZ_AFKA01000104.1_cds_WP_000344487.1_2081	100.000	308	308
WP_000344487.1	lcl|NZ_AFKA01000104.1_cds_WP_000344487.1_2081	100.000	308	308
WP_000093099.1	lcl|NZ_AFKA01000104.1_cds_WP_000093099.1_2080	98.990	99	99
WP_000093099.1	lcl|NZ_AFKA01000104.1_cds_WP_000410273.1_2100	46.988	83	99
WP_223809837.1	lcl|NZ_AFKA01000104.1_cds_WP_223809837.1_2079	99.531	213	213
WP_223809837.1	lcl|NZ_AFKA01000028.1_cds_WP_000007746.1_3306	72.249	209	213
WP_223809837.1	lcl|NZ_AFKA01000114.1_cds_WP_000462634.1_1777	32.353	102	213
WP_223809837.1	lcl|NZ_AFKA01000104.1_cds_WP_000516588.1_2069	22.500	120	213
WP_223809837.1	lcl|NZ_AFKA01000201.1_cds_WP_000690880.1_520	29.496	139	213
WP_001106774.1	lcl|NZ_AFKA01000104.1_cds_WP_001106774.1_2078	99.760	417	417
WP_000834715.1	lcl|NZ_AFKA01000104.1_cds_WP_000834715.1_2077	100.000	605	605
WP_000834715.1	lcl|NZ_AFKA01000174.1_cds_WP_000172202.1_782	34.264	394	605
WP_000834715.1	lcl|NZ_AFKA01000149.1_cds_WP_000667646.1_1117	41.870	246	605
WP_000834715.1	lcl|NZ_AFKA01000004.1_cds_WP_000828455.1_3682	44.954	218	605
WP_000834715.1	lcl|NZ_AFKA01000031.1_cds_WP_001052498.1_3189	32.353	238	605
WP_000834715.1	lcl|NZ_AFKA01000279.1_cds_WP_000047473.1_306	30.942	223	605
WP_000834715.1	lcl|NZ_AFKA01000157.1_cds_WP_000510777.1_967	30.041	243	605
WP_000834715.1	lcl|NZ_AFKA01000048.1_cds_WP_000598571.1_2711	28.205	234	605
WP_000834715.1	lcl|NZ_AFKA01000065.1_cds_WP_000942282.1_2486	27.848	237	605
WP_000834715.1	lcl|NZ_AFKA01000021.1_cds_WP_000536762.1_3507	30.769	208	605
WP_000834715.1	lcl|NZ_AFKA01000144.1_cds_WP_000666552.1_1228	30.088	226	605
