WP_000340715.1	lcl|NZ_JQQQ01000081.1_cds_WP_000340715.1_1951	100.000	86	106
WP_000410273.1	lcl|NZ_JQQQ01000081.1_cds_WP_000410273.1_1950	100.000	314	314
WP_000410273.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226680.1_1947	25.705	319	314
WP_000410273.1	lcl|NZ_JQQQ01000041.1_cds_WP_000744700.1_1229	24.691	324	314
WP_000410273.1	lcl|NZ_JQQQ01000076.1_cds_WP_000723090.1_1859	23.958	288	314
WP_000410273.1	lcl|NZ_JQQQ01000081.1_cds_WP_001067557.1_1944	24.695	328	314
WP_000410273.1	lcl|NZ_JQQQ01000027.1_cds_WP_002072074.1_869	23.077	273	314
WP_000604524.1	lcl|NZ_JQQQ01000081.1_cds_WP_000604524.1_1949	99.726	365	365
WP_000884059.1	lcl|NZ_JQQQ01000081.1_cds_WP_000884059.1_1948	100.000	185	185
WP_000884059.1	lcl|NZ_JQQQ01000014.1_cds_WP_000351733.1_406	40.000	140	185
WP_000646256.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226680.1_1947	99.392	329	329
WP_000646256.1	lcl|NZ_JQQQ01000041.1_cds_WP_000744700.1_1229	32.063	315	329
WP_000646256.1	lcl|NZ_JQQQ01000076.1_cds_WP_000723090.1_1859	31.045	335	329
WP_000646256.1	lcl|NZ_JQQQ01000027.1_cds_WP_002072074.1_869	31.475	305	329
WP_000646256.1	lcl|NZ_JQQQ01000053.1_cds_WP_000649924.1_1501	30.183	328	329
WP_000646256.1	lcl|NZ_JQQQ01000143.1_cds_WP_000709513.1_3053	30.030	333	329
WP_000646256.1	lcl|NZ_JQQQ01000081.1_cds_WP_001067557.1_1944	29.316	307	329
WP_000646256.1	lcl|NZ_JQQQ01000027.1_cds_WP_000688698.1_889	29.197	274	329
WP_000646256.1	lcl|NZ_JQQQ01000076.1_cds_WP_000475904.1_1842	27.372	274	329
WP_000646256.1	lcl|NZ_JQQQ01000081.1_cds_WP_000410273.1_1950	27.509	269	329
WP_000646256.1	lcl|NZ_JQQQ01000128.1_cds_WP_017858396.1_2789	29.057	265	329
WP_000646256.1	lcl|NZ_JQQQ01000102.1_cds_WP_002105505.1_2307	24.398	332	329
WP_000774263.1	lcl|NZ_JQQQ01000081.1_cds_WP_000774260.1_1946	98.876	267	267
WP_000774263.1	lcl|NZ_JQQQ01000076.1_cds_WP_000842260.1_1860	26.316	190	267
WP_000774263.1	lcl|NZ_JQQQ01000141.1_cds_WP_000667727.1_3039	31.818	110	267
WP_000774263.1	lcl|NZ_JQQQ01000036.1_cds_WP_000805357.1_1105	33.645	107	267
WP_002163445.1	lcl|NZ_JQQQ01000081.1_cds_WP_000612794.1_1945	98.821	509	509
WP_002163445.1	lcl|NZ_JQQQ01000089.1_cds_WP_000291578.1_2056	26.625	323	509
WP_002163445.1	lcl|NZ_JQQQ01000089.1_cds_WP_000364507.1_2057	31.111	90	509
WP_002163445.1	lcl|NZ_JQQQ01000081.1_cds_WP_000612794.1_1945	98.821	509	509
WP_002163445.1	lcl|NZ_JQQQ01000089.1_cds_WP_000291578.1_2056	26.625	323	509
WP_002163445.1	lcl|NZ_JQQQ01000089.1_cds_WP_000364507.1_2057	31.111	90	509
WP_001067556.1	lcl|NZ_JQQQ01000081.1_cds_WP_001067557.1_1944	99.697	330	330
WP_001067556.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226680.1_1947	28.990	307	330
WP_001067556.1	lcl|NZ_JQQQ01000027.1_cds_WP_002072074.1_869	26.103	272	330
WP_001067556.1	lcl|NZ_JQQQ01000041.1_cds_WP_000744700.1_1229	26.812	276	330
WP_001067556.1	lcl|NZ_JQQQ01000102.1_cds_WP_002105505.1_2307	27.572	243	330
WP_001067556.1	lcl|NZ_JQQQ01000076.1_cds_WP_000723090.1_1859	23.724	333	330
WP_001067556.1	lcl|NZ_JQQQ01000053.1_cds_WP_000649924.1_1501	28.854	253	330
WP_001067556.1	lcl|NZ_JQQQ01000027.1_cds_WP_000688698.1_889	24.903	257	330
WP_001067556.1	lcl|NZ_JQQQ01000081.1_cds_WP_000410273.1_1950	24.695	328	330
WP_000776640.1	lcl|NZ_JQQQ01000081.1_cds_WP_000689747.1_1941	38.026	547	538
WP_000776640.1	lcl|NZ_JQQQ01000081.1_cds_WP_000689747.1_1941	38.026	547	538
WP_000424609.1	lcl|NZ_JQQQ01000081.1_cds_WP_000342716.1_1940	67.424	264	264
WP_000424609.1	lcl|NZ_JQQQ01000050.1_cds_WP_001002662.1_1399	40.741	243	264
WP_000424609.1	lcl|NZ_JQQQ01000034.1_cds_WP_001183723.1_1028	27.746	173	264
WP_002074065.1	lcl|NZ_JQQQ01000081.1_cds_WP_001246618.1_1939	92.581	310	310
WP_002074065.1	lcl|NZ_JQQQ01000137.1_cds_WP_000501205.1_2972	38.284	303	310
WP_002074065.1	lcl|NZ_JQQQ01000034.1_cds_WP_001183723.1_1028	28.226	248	310
WP_002074065.1	lcl|NZ_JQQQ01000065.1_cds_WP_000279894.1_1689	25.792	221	310
WP_002074065.1	lcl|NZ_JQQQ01000081.1_cds_WP_001246618.1_1939	92.581	310	310
WP_002074065.1	lcl|NZ_JQQQ01000137.1_cds_WP_000501205.1_2972	38.284	303	310
WP_002074065.1	lcl|NZ_JQQQ01000034.1_cds_WP_001183723.1_1028	28.226	248	310
WP_002074065.1	lcl|NZ_JQQQ01000065.1_cds_WP_000279894.1_1689	25.792	221	310
WP_000479984.1	lcl|NZ_JQQQ01000081.1_cds_WP_000479982.1_1938	99.242	264	264
WP_000715958.1	lcl|NZ_JQQQ01000081.1_cds_WP_000715958.1_1937	100.000	131	131
WP_001088863.1	lcl|NZ_JQQQ01000081.1_cds_WP_001088861.1_1936	98.611	144	144
WP_001088863.1	lcl|NZ_JQQQ01000035.1_cds_WP_002069656.1_1062	44.643	56	144
WP_000517243.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226679.1_1935	99.095	221	221
WP_000517243.1	lcl|NZ_JQQQ01000041.1_cds_WP_001082179.1_1200	28.205	78	221
WP_000517243.1	lcl|NZ_JQQQ01000058.1_cds_WP_001069832.1_1574	28.440	109	221
