WP_000340715.1	lcl|NZ_VCHF01000058.1_cds_WP_000340715.1_2846	100.000	86	106
WP_000410273.1	lcl|NZ_VCHF01000058.1_cds_WP_000410266.1_2845	99.363	314	314
WP_000410273.1	lcl|NZ_VCHF01000058.1_cds_WP_000646254.1_2842	25.705	319	314
WP_000410273.1	lcl|NZ_VCHF01000011.1_cds_WP_000744698.1_326	24.691	324	314
WP_000410273.1	lcl|NZ_VCHF01000022.1_cds_WP_000723091.1_1384	23.611	288	314
WP_000410273.1	lcl|NZ_VCHF01000058.1_cds_WP_001067557.1_2839	24.695	328	314
WP_000410273.1	lcl|NZ_VCHF01000018.1_cds_WP_002072074.1_1070	23.077	273	314
WP_000604524.1	lcl|NZ_VCHF01000058.1_cds_WP_000604525.1_2844	99.178	365	365
WP_000884059.1	lcl|NZ_VCHF01000058.1_cds_WP_000884059.1_2843	100.000	185	185
WP_000884059.1	lcl|NZ_VCHF01000060.1_cds_WP_000351733.1_2932	40.000	140	185
WP_000646256.1	lcl|NZ_VCHF01000058.1_cds_WP_000646254.1_2842	99.088	329	329
WP_000646256.1	lcl|NZ_VCHF01000011.1_cds_WP_000744698.1_326	32.063	315	329
WP_000646256.1	lcl|NZ_VCHF01000022.1_cds_WP_000723091.1_1384	31.343	335	329
WP_000646256.1	lcl|NZ_VCHF01000018.1_cds_WP_002072074.1_1070	31.475	305	329
WP_000646256.1	lcl|NZ_VCHF01000002.1_cds_WP_000649924.1_1210	30.183	328	329
WP_000646256.1	lcl|NZ_VCHF01000127.1_cds_WP_000709508.1_598	29.730	333	329
WP_000646256.1	lcl|NZ_VCHF01000058.1_cds_WP_001067557.1_2839	29.316	307	329
WP_000646256.1	lcl|NZ_VCHF01000018.1_cds_WP_000688696.1_1090	29.197	274	329
WP_000646256.1	lcl|NZ_VCHF01000031.1_cds_WP_000475901.1_1880	27.372	274	329
WP_000646256.1	lcl|NZ_VCHF01000058.1_cds_WP_000410266.1_2845	27.239	268	329
WP_000646256.1	lcl|NZ_VCHF01000001.1_cds_WP_001074779.1_28	28.679	265	329
WP_000646256.1	lcl|NZ_VCHF01000037.1_cds_WP_001003560.1_2123	24.556	338	329
WP_000774263.1	lcl|NZ_VCHF01000058.1_cds_WP_000774259.1_2841	98.502	267	267
WP_000774263.1	lcl|NZ_VCHF01000022.1_cds_WP_000842260.1_1385	26.316	190	267
WP_000774263.1	lcl|NZ_VCHF01000081.1_cds_WP_000667727.1_3426	31.818	110	267
WP_000774263.1	lcl|NZ_VCHF01000020.1_cds_WP_000805357.1_1317	33.645	107	267
WP_002163445.1	lcl|NZ_VCHF01000058.1_cds_WP_002072162.1_2840	98.428	509	509
WP_002163445.1	lcl|NZ_VCHF01000001.1_cds_WP_000291581.1_100	26.625	323	509
WP_002163445.1	lcl|NZ_VCHF01000001.1_cds_WP_000364504.1_99	31.111	90	509
WP_002163445.1	lcl|NZ_VCHF01000058.1_cds_WP_002072162.1_2840	98.428	509	509
WP_002163445.1	lcl|NZ_VCHF01000001.1_cds_WP_000291581.1_100	26.625	323	509
WP_002163445.1	lcl|NZ_VCHF01000001.1_cds_WP_000364504.1_99	31.111	90	509
WP_001067556.1	lcl|NZ_VCHF01000058.1_cds_WP_001067557.1_2839	99.697	330	330
WP_001067556.1	lcl|NZ_VCHF01000058.1_cds_WP_000646254.1_2842	30.350	257	330
WP_001067556.1	lcl|NZ_VCHF01000018.1_cds_WP_002072074.1_1070	26.103	272	330
WP_001067556.1	lcl|NZ_VCHF01000011.1_cds_WP_000744698.1_326	27.174	276	330
WP_001067556.1	lcl|NZ_VCHF01000037.1_cds_WP_001003560.1_2123	27.984	243	330
WP_001067556.1	lcl|NZ_VCHF01000022.1_cds_WP_000723091.1_1384	23.423	333	330
WP_001067556.1	lcl|NZ_VCHF01000002.1_cds_WP_000649924.1_1210	28.854	253	330
WP_001067556.1	lcl|NZ_VCHF01000018.1_cds_WP_000688696.1_1090	25.681	257	330
WP_001067556.1	lcl|NZ_VCHF01000058.1_cds_WP_000410266.1_2845	24.695	328	330
