WP_000340715.1	lcl|NZ_AOHB02000041.1_cds_WP_004462903.1_1932	95.349	86	106
WP_000410273.1	lcl|NZ_AOHB02000041.1_cds_WP_004462901.1_1931	92.581	310	314
WP_000410273.1	lcl|NZ_AOHB02000053.1_cds_WP_004461583.1_884	24.611	321	314
WP_000410273.1	lcl|NZ_AOHB02000061.1_cds_WP_004484594.1_308	25.000	332	314
WP_000410273.1	lcl|NZ_AOHB02000041.1_cds_WP_004462127.1_1913	22.464	276	314
WP_000410273.1	lcl|NZ_AOHB02000041.1_cds_WP_004462153.1_1853	23.843	281	314
WP_000410273.1	lcl|NZ_AOHB02000004.1_cds_WP_004459510.1_3460	22.353	170	314
WP_000410273.1	lcl|NZ_AOHB02000019.1_cds_WP_004461234.1_2710	25.359	209	314
WP_000884059.1	lcl|NZ_AOHB02000044.1_cds_WP_004460143.1_1515	35.616	146	185
WP_000646256.1	lcl|NZ_AOHB02000041.1_cds_WP_004462894.1_1928	31.503	346	329
WP_000646256.1	lcl|NZ_AOHB02000019.1_cds_WP_004461234.1_2710	32.797	311	329
WP_000646256.1	lcl|NZ_AOHB02000041.1_cds_WP_004462153.1_1853	31.045	335	329
WP_000646256.1	lcl|NZ_AOHB02000053.1_cds_WP_004461583.1_884	29.524	315	329
WP_000646256.1	lcl|NZ_AOHB02000041.1_cds_WP_004462127.1_1913	30.769	299	329
WP_000646256.1	lcl|NZ_AOHB02000004.1_cds_WP_004459510.1_3460	27.381	336	329
WP_000646256.1	lcl|NZ_AOHB02000061.1_cds_WP_004484594.1_308	28.882	322	329
WP_000646256.1	lcl|NZ_AOHB02000019.1_cds_WP_004461242.1_2713	29.091	330	329
WP_000646256.1	lcl|NZ_AOHB02000041.1_cds_WP_016551824.1_1879	24.627	268	329
WP_000646256.1	lcl|NZ_AOHB02000009.1_cds_WP_032920871.1_3191	25.217	345	329
WP_000646256.1	lcl|NZ_AOHB02000041.1_cds_WP_004462901.1_1931	26.296	270	329
WP_000646256.1	lcl|NZ_AOHB02000041.1_cds_WP_016551794.1_1871	25.630	238	329
WP_000646256.1	lcl|NZ_AOHB02000010.1_cds_WP_004483289.1_3066	27.652	264	329
WP_000646256.1	lcl|NZ_AOHB02000053.1_cds_WP_004459168.1_785	24.471	331	329
WP_000646256.1	lcl|NZ_AOHB02000009.1_cds_WP_004459320.1_3241	27.273	286	329
WP_000646256.1	lcl|NZ_AOHB02000041.1_cds_WP_004479573.1_1881	30.460	174	329
WP_000774263.1	lcl|NZ_AOHB02000041.1_cds_WP_004462133.1_1908	23.041	217	267
WP_000774263.1	lcl|NZ_AOHB02000041.1_cds_WP_004477718.1_1882	25.000	244	267
WP_000774263.1	lcl|NZ_AOHB02000004.1_cds_WP_004459452.1_3426	36.441	118	267
WP_000774263.1	lcl|NZ_AOHB02000041.1_cds_WP_004462154.1_1852	25.789	190	267
WP_000774263.1	lcl|NZ_AOHB02000004.1_cds_WP_016551523.1_3461	26.943	193	267
WP_000774263.1	lcl|NZ_AOHB02000019.1_cds_WP_016754360.1_2681	26.923	208	267
WP_002163445.1	lcl|NZ_AOHB02000030.1_cds_WP_004463881.1_2303	26.994	326	509
WP_002163445.1	lcl|NZ_AOHB02000030.1_cds_WP_004460640.1_2302	33.333	90	509
WP_002163445.1	lcl|NZ_AOHB02000030.1_cds_WP_004463881.1_2303	26.994	326	509
WP_002163445.1	lcl|NZ_AOHB02000030.1_cds_WP_004460640.1_2302	33.333	90	509
WP_001067556.1	lcl|NZ_AOHB02000019.1_cds_WP_004461234.1_2710	26.007	273	330
WP_001067556.1	lcl|NZ_AOHB02000041.1_cds_WP_004462127.1_1913	23.792	269	330
WP_001067556.1	lcl|NZ_AOHB02000053.1_cds_WP_004461583.1_884	28.261	276	330
WP_001067556.1	lcl|NZ_AOHB02000041.1_cds_WP_004462153.1_1853	25.749	334	330
WP_001067556.1	lcl|NZ_AOHB02000009.1_cds_WP_032920871.1_3191	26.154	260	330
WP_001067556.1	lcl|NZ_AOHB02000041.1_cds_WP_004462894.1_1928	27.586	232	330
WP_001067556.1	lcl|NZ_AOHB02000053.1_cds_WP_004459168.1_785	25.103	243	330
WP_001067556.1	lcl|NZ_AOHB02000061.1_cds_WP_004484594.1_308	28.455	246	330
WP_001067556.1	lcl|NZ_AOHB02000004.1_cds_WP_004459510.1_3460	25.180	139	330
WP_001067556.1	lcl|NZ_AOHB02000041.1_cds_WP_016551824.1_1879	24.627	268	330
WP_001067556.1	lcl|NZ_AOHB02000041.1_cds_WP_004462901.1_1931	24.012	329	330
WP_001067556.1	lcl|NZ_AOHB02000010.1_cds_WP_004483289.1_3066	28.462	130	330
WP_000424609.1	lcl|NZ_AOHB02000045.1_cds_WP_004457662.1_1433	41.564	243	264
WP_002074065.1	lcl|NZ_AOHB02000023.1_cds_WP_004462784.1_2447	39.789	284	310
WP_002074065.1	lcl|NZ_AOHB02000002.1_cds_WP_004461490.1_3599	27.875	287	310
WP_002074065.1	lcl|NZ_AOHB02000036.1_cds_WP_004462208.1_2083	25.792	221	310
WP_002074065.1	lcl|NZ_AOHB02000023.1_cds_WP_004462784.1_2447	39.789	284	310
WP_002074065.1	lcl|NZ_AOHB02000002.1_cds_WP_004461490.1_3599	27.875	287	310
WP_002074065.1	lcl|NZ_AOHB02000036.1_cds_WP_004462208.1_2083	25.792	221	310
WP_001088863.1	lcl|NZ_AOHB02000056.1_cds_WP_004462309.1_717	42.857	63	144
WP_000517243.1	lcl|NZ_AOHB02000027.1_cds_WP_004462594.1_2395	30.769	104	221
WP_001149938.1	lcl|NZ_AOHB02000041.1_cds_WP_016551806.1_1894	31.527	203	393
WP_001149938.1	lcl|NZ_AOHB02000027.1_cds_WP_004462595.1_2394	28.671	143	393
WP_001149938.1	lcl|NZ_AOHB02000041.1_cds_WP_004477762.1_1887	32.000	125	393
WP_001149938.1	lcl|NZ_AOHB02000043.1_cds_WP_004461689.1_1596	21.333	225	393
WP_001149938.1	lcl|NZ_AOHB02000061.1_cds_WP_004459846.1_405	23.204	181	393
WP_001149938.1	lcl|NZ_AOHB02000053.1_cds_WP_004461611.1_912	21.028	214	393
WP_000611594.1	lcl|NZ_AOHB02000053.1_cds_WP_004471088.1_918	26.531	147	175
WP_001015425.1	lcl|NZ_AOHB02000043.1_cds_WP_004461689.1_1596	24.107	224	405
WP_001015425.1	lcl|NZ_AOHB02000027.1_cds_WP_004462595.1_2394	25.137	183	405
WP_000582222.1	lcl|NZ_AOHB02000004.1_cds_WP_004459441.1_3420	29.534	386	358
