WP_000340715.1	lcl|NZ_RQHL01000012.1_cds_WP_135742280.1_1804	62.162	74	106
WP_000410273.1	lcl|NZ_RQHL01000012.1_cds_WP_135742279.1_1803	80.323	310	314
WP_000410273.1	lcl|NZ_RQHL01000004.1_cds_WP_135739989.1_2295	23.457	324	314
WP_000410273.1	lcl|NZ_RQHL01000012.1_cds_WP_135742275.1_1799	24.014	279	314
WP_000410273.1	lcl|NZ_RQHL01000017.1_cds_WP_135742698.1_3606	24.118	170	314
WP_000410273.1	lcl|NZ_RQHL01000012.1_cds_WP_135740844.1_121	22.812	320	314
WP_000884059.1	lcl|NZ_RQHL01000012.1_cds_WP_135742500.1_1784	31.902	163	185
WP_000884059.1	lcl|NZ_RQHL01000012.1_cds_WP_135741918.1_1376	30.000	170	185
WP_000646256.1	lcl|NZ_RQHL01000004.1_cds_WP_135739989.1_2295	31.529	314	329
WP_000646256.1	lcl|NZ_RQHL01000012.1_cds_WP_135742275.1_1799	29.907	321	329
WP_000646256.1	lcl|NZ_RQHL01000012.1_cds_WP_135740844.1_121	30.392	306	329
WP_000646256.1	lcl|NZ_RQHL01000017.1_cds_WP_135742698.1_3606	30.205	341	329
WP_000646256.1	lcl|NZ_RQHL01000004.1_cds_WP_135740337.1_2684	28.972	321	329
WP_000646256.1	lcl|NZ_RQHL01000004.1_cds_WP_135740016.1_2322	28.479	309	329
WP_000646256.1	lcl|NZ_RQHL01000012.1_cds_WP_135742252.1_1774	27.509	269	329
WP_000646256.1	lcl|NZ_RQHL01000012.1_cds_WP_135742279.1_1803	23.270	318	329
WP_000646256.1	lcl|NZ_RQHL01000004.1_cds_WP_135740288.1_2631	25.498	251	329
WP_000646256.1	lcl|NZ_RQHL01000017.1_cds_WP_208730825.1_3595	24.351	308	329
WP_000646256.1	lcl|NZ_RQHL01000004.1_cds_WP_135739943.1_2243	28.112	249	329
WP_000646256.1	lcl|NZ_RQHL01000012.1_cds_WP_135742214.1_1735	25.899	278	329
WP_000646256.1	lcl|NZ_RQHL01000004.1_cds_WP_135740295.1_2639	23.134	268	329
