WP_000340715.1	lcl|NZ_JQPX01000126.1_cds_WP_000340715.1_3177	100.000	86	106
WP_000410273.1	lcl|NZ_JQPX01000126.1_cds_WP_000410273.1_3176	100.000	314	314
WP_000410273.1	lcl|NZ_JQPX01000031.1_cds_WP_061241946.1_969	24.691	324	314
WP_000410273.1	lcl|NZ_JQPX01000126.1_cds_WP_000646251.1_3173	25.705	319	314
WP_000410273.1	lcl|NZ_JQPX01000088.1_cds_WP_000723090.1_2464	23.958	288	314
WP_000604524.1	lcl|NZ_JQPX01000126.1_cds_WP_000604527.1_3175	99.452	365	365
WP_000884059.1	lcl|NZ_JQPX01000126.1_cds_WP_000884059.1_3174	100.000	185	185
WP_000884059.1	lcl|NZ_JQPX01000040.1_cds_WP_000351733.1_1222	40.000	140	185
WP_000646256.1	lcl|NZ_JQPX01000126.1_cds_WP_000646251.1_3173	99.696	329	329
WP_000646256.1	lcl|NZ_JQPX01000031.1_cds_WP_061241946.1_969	31.746	315	329
WP_000646256.1	lcl|NZ_JQPX01000088.1_cds_WP_000723090.1_2464	31.045	335	329
WP_000646256.1	lcl|NZ_JQPX01000102.1_cds_WP_173645299.1_2754	31.803	305	329
WP_000646256.1	lcl|NZ_JQPX01000096.1_cds_WP_000649923.1_2636	30.183	328	329
WP_000646256.1	lcl|NZ_JQPX01000008.1_cds_WP_000709513.1_75	30.030	333	329
WP_000646256.1	lcl|NZ_JQPX01000126.1_cds_WP_061243501.1_3170	29.316	307	329
WP_000646256.1	lcl|NZ_JQPX01000102.1_cds_WP_000688696.1_2775	29.197	274	329
WP_000646256.1	lcl|NZ_JQPX01000088.1_cds_WP_000475901.1_2481	27.372	274	329
WP_000646256.1	lcl|NZ_JQPX01000126.1_cds_WP_000410273.1_3176	27.509	269	329
WP_000646256.1	lcl|NZ_JQPX01000092.1_cds_WP_001074781.1_2575	29.323	266	329
WP_000646256.1	lcl|NZ_JQPX01000072.1_cds_WP_001003555.1_2079	24.852	338	329
WP_000774263.1	lcl|NZ_JQPX01000126.1_cds_WP_000774260.1_3172	98.876	267	267
WP_000774263.1	lcl|NZ_JQPX01000088.1_cds_WP_000842260.1_2463	26.316	190	267
WP_000774263.1	lcl|NZ_JQPX01000156.1_cds_WP_000667727.1_3502	31.818	110	267
WP_000774263.1	lcl|NZ_JQPX01000177.1_cds_WP_000805357.1_3655	33.645	107	267
WP_002163445.1	lcl|NZ_JQPX01000126.1_cds_WP_000602734.1_3171	98.625	509	509
WP_002163445.1	lcl|NZ_JQPX01000022.1_cds_WP_061241742.1_698	26.625	323	509
WP_002163445.1	lcl|NZ_JQPX01000022.1_cds_WP_000364507.1_697	31.111	90	509
WP_002163445.1	lcl|NZ_JQPX01000126.1_cds_WP_000602734.1_3171	98.625	509	509
WP_002163445.1	lcl|NZ_JQPX01000022.1_cds_WP_061241742.1_698	26.625	323	509
WP_002163445.1	lcl|NZ_JQPX01000022.1_cds_WP_000364507.1_697	31.111	90	509
WP_001067556.1	lcl|NZ_JQPX01000126.1_cds_WP_061243501.1_3170	99.394	330	330
WP_001067556.1	lcl|NZ_JQPX01000126.1_cds_WP_000646251.1_3173	28.990	307	330
WP_001067556.1	lcl|NZ_JQPX01000102.1_cds_WP_173645299.1_2754	25.735	272	330
WP_001067556.1	lcl|NZ_JQPX01000031.1_cds_WP_061241946.1_969	26.812	276	330
WP_001067556.1	lcl|NZ_JQPX01000072.1_cds_WP_001003555.1_2079	28.395	243	330
WP_001067556.1	lcl|NZ_JQPX01000088.1_cds_WP_000723090.1_2464	23.724	333	330
WP_001067556.1	lcl|NZ_JQPX01000096.1_cds_WP_000649923.1_2636	28.854	253	330
WP_001067556.1	lcl|NZ_JQPX01000102.1_cds_WP_000688696.1_2775	25.681	257	330
WP_001067556.1	lcl|NZ_JQPX01000126.1_cds_WP_000410273.1_3176	24.695	328	330
WP_000776640.1	lcl|NZ_JQPX01000126.1_cds_WP_061243498.1_3167	38.026	547	538
WP_000776640.1	lcl|NZ_JQPX01000126.1_cds_WP_061243498.1_3167	38.026	547	538
WP_000424609.1	lcl|NZ_JQPX01000126.1_cds_WP_000342716.1_3166	67.424	264	264
WP_000424609.1	lcl|NZ_JQPX01000085.1_cds_WP_061242885.1_2365	40.741	243	264
WP_000424609.1	lcl|NZ_JQPX01000066.1_cds_WP_001183714.1_1958	27.746	173	264
WP_002074065.1	lcl|NZ_JQPX01000126.1_cds_WP_002130260.1_3165	92.258	310	310
WP_002074065.1	lcl|NZ_JQPX01000079.1_cds_WP_000501205.1_2234	38.284	303	310
WP_002074065.1	lcl|NZ_JQPX01000066.1_cds_WP_001183714.1_1958	28.226	248	310
WP_002074065.1	lcl|NZ_JQPX01000064.1_cds_WP_020783254.1_1838	25.792	221	310
WP_002074065.1	lcl|NZ_JQPX01000126.1_cds_WP_002130260.1_3165	92.258	310	310
WP_002074065.1	lcl|NZ_JQPX01000079.1_cds_WP_000501205.1_2234	38.284	303	310
WP_002074065.1	lcl|NZ_JQPX01000066.1_cds_WP_001183714.1_1958	28.226	248	310
WP_002074065.1	lcl|NZ_JQPX01000064.1_cds_WP_020783254.1_1838	25.792	221	310
WP_000479984.1	lcl|NZ_JQPX01000126.1_cds_WP_061243496.1_3164	99.621	264	264
WP_000715958.1	lcl|NZ_JQPX01000126.1_cds_WP_000715958.1_3163	100.000	131	131
WP_001088863.1	lcl|NZ_JQPX01000126.1_cds_WP_061243495.1_3162	97.917	144	144
WP_001088863.1	lcl|NZ_JQPX01000046.1_cds_JG89_RS07090_1398	44.643	56	144
WP_000517243.1	lcl|NZ_JQPX01000126.1_cds_WP_000517242.1_3161	99.548	221	221
