WP_000340715.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002725873.1_2907	91.860	86	106
WP_000410273.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733579.1_2908	92.994	314	314
WP_000410273.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733534.1_2911	25.078	319	314
WP_000410273.1	lcl|NZ_JADDVQ010000017.1_cds_WP_002722638.1_580	22.769	325	314
WP_000410273.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740024.1_3002	24.555	281	314
WP_000410273.1	lcl|NZ_JADDVQ010000007.1_cds_WP_002728309.1_3183	25.402	311	314
WP_000410273.1	lcl|NZ_JADDVQ010000013.1_cds_WP_002743770.1_284	22.353	170	314
WP_000410273.1	lcl|NZ_JADDVQ010000006.1_cds_WP_016749081.1_2940	22.769	325	314
WP_000604524.1	lcl|NZ_JADDVQ010000006.1_cds_WP_026054882.1_2909	85.479	365	365
WP_000884059.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733646.1_2910	95.676	185	185
WP_000884059.1	lcl|NZ_JADDVQ010000003.1_cds_WP_002721790.1_1881	36.301	146	185
WP_000646256.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733534.1_2911	98.176	329	329
WP_000646256.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740024.1_3002	31.343	335	329
WP_000646256.1	lcl|NZ_JADDVQ010000017.1_cds_WP_002722638.1_580	29.841	315	329
WP_000646256.1	lcl|NZ_JADDVQ010000007.1_cds_WP_002728309.1_3183	31.190	311	329
WP_000646256.1	lcl|NZ_JADDVQ010000013.1_cds_WP_002743770.1_284	27.273	341	329
WP_000646256.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733638.1_2948	27.586	348	329
WP_000646256.1	lcl|NZ_JADDVQ010000007.1_cds_WP_002728316.1_3180	28.485	330	329
WP_000646256.1	lcl|NZ_JADDVQ010000076.1_cds_WP_002741146.1_3062	29.167	312	329
WP_000646256.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733546.1_2977	25.373	268	329
WP_000646256.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740721.1_2914	29.316	307	329
WP_000646256.1	lcl|NZ_JADDVQ010000008.1_cds_WP_002732331.1_3214	25.959	339	329
WP_000646256.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002744551.1_2942	28.889	270	329
WP_000646256.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733579.1_2908	27.309	249	329
WP_000646256.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733698.1_2985	26.642	274	329
WP_000646256.1	lcl|NZ_JADDVQ010000006.1_cds_WP_016749081.1_2940	23.659	317	329
WP_000646256.1	lcl|NZ_JADDVQ010000059.1_cds_WP_002740236.1_2613	27.509	269	329
WP_000646256.1	lcl|NZ_JADDVQ010000004.1_cds_WP_002721725.1_2396	24.926	337	329
WP_000646256.1	lcl|NZ_JADDVQ010000004.1_cds_WP_002739935.1_2308	27.711	249	329
WP_000646256.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733757.1_2975	31.034	174	329
WP_000774263.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733627.1_2912	92.884	267	267
WP_000774263.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002738295.1_2974	24.701	251	267
WP_000774263.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740926.1_2953	24.786	234	267
WP_000774263.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002727921.1_3003	26.455	189	267
WP_000774263.1	lcl|NZ_JADDVQ010000024.1_cds_WP_002729040.1_1126	33.636	110	267
WP_000774263.1	lcl|NZ_JADDVQ010000013.1_cds_WP_002729513.1_283	26.455	189	267
WP_000774263.1	lcl|NZ_JADDVQ010000002.1_cds_WP_002766579.1_1418	26.344	186	267
WP_002163445.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740779.1_2913	96.071	509	509
WP_002163445.1	lcl|NZ_JADDVQ010000005.1_cds_WP_002728536.1_2700	25.826	333	509
WP_002163445.1	lcl|NZ_JADDVQ010000005.1_cds_WP_002728534.1_2699	31.111	90	509
WP_002163445.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740779.1_2913	96.071	509	509
WP_002163445.1	lcl|NZ_JADDVQ010000005.1_cds_WP_002728536.1_2700	25.826	333	509
WP_002163445.1	lcl|NZ_JADDVQ010000005.1_cds_WP_002728534.1_2699	31.111	90	509
WP_001067556.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740721.1_2914	94.848	330	330
WP_001067556.1	lcl|NZ_JADDVQ010000007.1_cds_WP_002728309.1_3183	26.740	273	330
WP_001067556.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002733534.1_2911	28.990	307	330
WP_001067556.1	lcl|NZ_JADDVQ010000006.1_cds_WP_016749081.1_2940	30.317	221	330
WP_001067556.1	lcl|NZ_JADDVQ010000017.1_cds_WP_002722638.1_580	27.425	299	330
WP_001067556.1	lcl|NZ_JADDVQ010000006.1_cds_WP_002740024.1_3002	26.183	317	330
WP_001067556.1	lcl|NZ_JADDVQ010000008.1_cds_WP_002732331.1_3214	27.193	228	330
