WP_000340715.1	lcl|NZ_JADHZN010000021.1_cds_WP_002725873.1_911	91.860	86	106
WP_000410273.1	lcl|NZ_JADHZN010000021.1_cds_WP_011669917.1_912	92.903	310	314
WP_000410273.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669955.1_1099	23.381	278	314
WP_000410273.1	lcl|NZ_JADHZN010000022.1_cds_WP_011671202.1_986	22.462	325	314
WP_000410273.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669957.1_1097	25.137	183	314
WP_000410273.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669973.1_1073	24.199	281	314
WP_000410273.1	lcl|NZ_JADHZN010000070.1_cds_WP_011670961.1_2772	25.402	311	314
WP_000410273.1	lcl|NZ_JADHZN010000090.1_cds_WP_011670813.1_3153	22.353	170	314
WP_000884059.1	lcl|NZ_JADHZN010000001.1_cds_WP_002750963.1_785	36.301	146	185
WP_000884059.1	lcl|NZ_JADHZN010000021.1_cds_WP_011669938.1_943	33.898	177	185
WP_000646256.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669955.1_1099	30.841	321	329
WP_000646256.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669973.1_1073	31.642	335	329
WP_000646256.1	lcl|NZ_JADHZN010000022.1_cds_WP_011671202.1_986	30.476	315	329
WP_000646256.1	lcl|NZ_JADHZN010000070.1_cds_WP_011670961.1_2772	31.511	311	329
WP_000646256.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669957.1_1097	28.852	305	329
WP_000646256.1	lcl|NZ_JADHZN010000090.1_cds_WP_011670813.1_3153	27.273	341	329
WP_000646256.1	lcl|NZ_JADHZN010000070.1_cds_WP_002754065.1_2775	28.485	330	329
WP_000646256.1	lcl|NZ_JADHZN010000020.1_cds_WP_011671143.1_865	30.032	313	329
WP_000646256.1	lcl|NZ_JADHZN010000003.1_cds_WP_011671074.1_1757	24.852	338	329
WP_000646256.1	lcl|NZ_JADHZN010000021.1_cds_WP_011669917.1_912	27.711	249	329
WP_000646256.1	lcl|NZ_JADHZN010000013.1_cds_WP_017859386.1_330	27.509	269	329
WP_000646256.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669959.1_1095	25.993	277	329
WP_000646256.1	lcl|NZ_JADHZN010000056.1_cds_WP_011669202.1_2335	24.332	337	329
WP_000774263.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669956.1_1098	28.426	197	267
WP_000774263.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669974.1_1072	26.455	189	267
WP_000774263.1	lcl|NZ_JADHZN010000033.1_cds_WP_011670832.1_1519	33.636	110	267
WP_000774263.1	lcl|NZ_JADHZN010000090.1_cds_WP_011670812.1_3154	26.984	189	267
WP_000774263.1	lcl|NZ_JADHZN010000084.1_cds_WP_002766579.1_3028	26.344	186	267
WP_002163445.1	lcl|NZ_JADHZN010000016.1_cds_WP_011670269.1_524	25.826	333	509
WP_002163445.1	lcl|NZ_JADHZN010000016.1_cds_WP_002751286.1_523	31.111	90	509
WP_002163445.1	lcl|NZ_JADHZN010000016.1_cds_WP_011670269.1_524	25.826	333	509
WP_002163445.1	lcl|NZ_JADHZN010000016.1_cds_WP_002751286.1_523	31.111	90	509
WP_001067556.1	lcl|NZ_JADHZN010000070.1_cds_WP_011670961.1_2772	27.106	273	330
WP_001067556.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669955.1_1099	23.636	275	330
WP_001067556.1	lcl|NZ_JADHZN010000022.1_cds_WP_011671202.1_986	27.798	277	330
