WP_000340715.1	lcl|NZ_AHNF02000104.1_cds_WP_000340715.1_697	100.000	86	106
WP_000410273.1	lcl|NZ_AHNF02000104.1_cds_WP_000410273.1_698	100.000	314	314
WP_000410273.1	lcl|NZ_AHNF02000104.1_cds_WP_000646251.1_701	25.705	319	314
WP_000410273.1	lcl|NZ_AHNF02000096.1_cds_WP_000744698.1_1198	24.691	324	314
WP_000410273.1	lcl|NZ_AHNF02000104.1_cds_WP_000723090.1_768	23.958	288	314
WP_000410273.1	lcl|NZ_AHNF02000104.1_cds_WP_001067557.1_704	24.695	328	314
WP_000604524.1	lcl|NZ_AHNF02000104.1_cds_WP_000604524.1_699	99.726	365	365
WP_000884059.1	lcl|NZ_AHNF02000104.1_cds_WP_000884059.1_700	100.000	185	185
WP_000884059.1	lcl|NZ_AHNF02000098.1_cds_WP_000351733.1_1045	40.000	140	185
WP_000646256.1	lcl|NZ_AHNF02000104.1_cds_WP_000646251.1_701	99.696	329	329
WP_000646256.1	lcl|NZ_AHNF02000096.1_cds_WP_000744698.1_1198	32.063	315	329
WP_000646256.1	lcl|NZ_AHNF02000104.1_cds_WP_000723090.1_768	31.045	335	329
WP_000646256.1	lcl|NZ_AHNF02000017.1_cds_WP_001984071.1_3826	31.803	305	329
WP_000646256.1	lcl|NZ_AHNF02000059.1_cds_WP_000649923.1_2275	30.183	328	329
WP_000646256.1	lcl|NZ_AHNF02000017.1_cds_WP_000709511.1_3815	30.030	333	329
WP_000646256.1	lcl|NZ_AHNF02000104.1_cds_WP_001067557.1_704	29.316	307	329
WP_000646256.1	lcl|NZ_AHNF02000017.1_cds_WP_000688696.1_3846	29.197	274	329
WP_000646256.1	lcl|NZ_AHNF02000104.1_cds_WP_000475904.1_751	27.372	274	329
WP_000646256.1	lcl|NZ_AHNF02000104.1_cds_WP_000410273.1_698	27.509	269	329
WP_000646256.1	lcl|NZ_AHNF02000118.1_cds_WP_001074785.1_194	29.057	265	329
WP_000646256.1	lcl|NZ_AHNF02000017.1_cds_WP_002105505.1_3572	24.398	332	329
WP_000774263.1	lcl|NZ_AHNF02000104.1_cds_WP_000774260.1_702	98.876	267	267
WP_000774263.1	lcl|NZ_AHNF02000104.1_cds_WP_000842260.1_769	26.316	190	267
WP_000774263.1	lcl|NZ_AHNF02000064.1_cds_WP_000667727.1_1980	31.818	110	267
WP_000774263.1	lcl|NZ_AHNF02000054.1_cds_WP_000805357.1_2361	33.645	107	267
WP_002163445.1	lcl|NZ_AHNF02000104.1_cds_WP_000612798.1_703	98.428	509	509
WP_002163445.1	lcl|NZ_AHNF02000118.1_cds_WP_000291586.1_270	26.625	323	509
WP_002163445.1	lcl|NZ_AHNF02000118.1_cds_WP_000364507.1_269	31.111	90	509
WP_002163445.1	lcl|NZ_AHNF02000104.1_cds_WP_000612798.1_703	98.428	509	509
WP_002163445.1	lcl|NZ_AHNF02000118.1_cds_WP_000291586.1_270	26.625	323	509
WP_002163445.1	lcl|NZ_AHNF02000118.1_cds_WP_000364507.1_269	31.111	90	509
WP_001067556.1	lcl|NZ_AHNF02000104.1_cds_WP_001067557.1_704	99.697	330	330
WP_001067556.1	lcl|NZ_AHNF02000104.1_cds_WP_000646251.1_701	28.990	307	330
WP_001067556.1	lcl|NZ_AHNF02000017.1_cds_WP_001984071.1_3826	25.735	272	330
WP_001067556.1	lcl|NZ_AHNF02000096.1_cds_WP_000744698.1_1198	27.174	276	330
WP_001067556.1	lcl|NZ_AHNF02000017.1_cds_WP_002105505.1_3572	27.572	243	330
WP_001067556.1	lcl|NZ_AHNF02000104.1_cds_WP_000723090.1_768	23.724	333	330
WP_001067556.1	lcl|NZ_AHNF02000059.1_cds_WP_000649923.1_2275	28.854	253	330
WP_001067556.1	lcl|NZ_AHNF02000017.1_cds_WP_000688696.1_3846	25.681	257	330
WP_001067556.1	lcl|NZ_AHNF02000104.1_cds_WP_000410273.1_698	24.695	328	330
WP_000776640.1	lcl|NZ_AHNF02000104.1_cds_WP_000689743.1_707	38.026	547	538
WP_000776640.1	lcl|NZ_AHNF02000104.1_cds_WP_000689743.1_707	38.026	547	538
WP_000424609.1	lcl|NZ_AHNF02000104.1_cds_WP_000342716.1_708	67.424	264	264
WP_000424609.1	lcl|NZ_AHNF02000049.1_cds_WP_001002663.1_2454	40.741	243	264
WP_000424609.1	lcl|NZ_AHNF02000043.1_cds_WP_001183723.1_2661	27.746	173	264
WP_002074065.1	lcl|NZ_AHNF02000104.1_cds_WP_001246618.1_709	92.581	310	310
WP_002074065.1	lcl|NZ_AHNF02000123.1_cds_WP_000501205.1_48	38.284	303	310
WP_002074065.1	lcl|NZ_AHNF02000043.1_cds_WP_001183723.1_2661	28.226	248	310
WP_002074065.1	lcl|NZ_AHNF02000063.1_cds_WP_000279896.1_2040	25.339	221	310
WP_002074065.1	lcl|NZ_AHNF02000104.1_cds_WP_001246618.1_709	92.581	310	310
WP_002074065.1	lcl|NZ_AHNF02000123.1_cds_WP_000501205.1_48	38.284	303	310
WP_002074065.1	lcl|NZ_AHNF02000043.1_cds_WP_001183723.1_2661	28.226	248	310
WP_002074065.1	lcl|NZ_AHNF02000063.1_cds_WP_000279896.1_2040	25.339	221	310
WP_000479984.1	lcl|NZ_AHNF02000104.1_cds_WP_000479982.1_710	99.242	264	264
WP_000715958.1	lcl|NZ_AHNF02000104.1_cds_WP_000715958.1_711	100.000	131	131
WP_001088863.1	lcl|NZ_AHNF02000104.1_cds_WP_001088861.1_712	98.611	144	144
WP_001088863.1	lcl|NZ_AHNF02000046.1_cds_WP_002069656.1_2565	44.643	56	144
WP_000517243.1	lcl|NZ_AHNF02000104.1_cds_WP_000517242.1_713	99.548	221	221
WP_000517243.1	lcl|NZ_AHNF02000096.1_cds_WP_001082178.1_1169	28.205	78	221
WP_000517243.1	lcl|NZ_AHNF02000037.1_cds_WP_001069830.1_3041	29.358	109	221
WP_001149938.1	lcl|NZ_AHNF02000104.1_cds_WP_002106330.1_715	27.945	365	393
WP_001149938.1	lcl|NZ_AHNF02000073.1_cds_WP_000402849.1_1825	21.364	220	393
WP_001149938.1	lcl|NZ_AHNF02000104.1_cds_WP_001283954.1_740	28.571	140	393
WP_001149938.1	lcl|NZ_AHNF02000037.1_cds_WP_000347685.1_3042	23.585	212	393
