WP_000340715.1	lcl|NZ_AHRA01000113.1_cds_WP_002733653.1_813	90.698	86	106
WP_000410273.1	lcl|NZ_AHRA01000113.1_cds_WP_002733579.1_814	92.994	314	314
WP_000410273.1	lcl|NZ_AHRA01000113.1_cds_WP_002733534.1_817	25.078	319	314
WP_000410273.1	lcl|NZ_AHRA01000022.1_cds_WP_002722638.1_3187	22.769	325	314
WP_000410273.1	lcl|NZ_AHRA01000098.1_cds_WP_002727919.1_1344	24.555	281	314
WP_000410273.1	lcl|NZ_AHRA01000035.1_cds_WP_002728309.1_2553	25.402	311	314
WP_000410273.1	lcl|NZ_AHRA01000171.1_cds_WP_002729504.1_23	22.353	170	314
WP_000410273.1	lcl|NZ_AHRA01000113.1_cds_WP_016749081.1_841	22.769	325	314
WP_000604524.1	lcl|NZ_AHRA01000113.1_cds_WP_026054882.1_815	85.479	365	365
WP_000884059.1	lcl|NZ_AHRA01000113.1_cds_WP_002733646.1_816	95.676	185	185
WP_000884059.1	lcl|NZ_AHRA01000117.1_cds_WP_002721790.1_717	36.301	146	185
WP_000646256.1	lcl|NZ_AHRA01000113.1_cds_WP_002733534.1_817	98.176	329	329
WP_000646256.1	lcl|NZ_AHRA01000098.1_cds_WP_002727919.1_1344	30.746	335	329
WP_000646256.1	lcl|NZ_AHRA01000022.1_cds_WP_002722638.1_3187	29.841	315	329
WP_000646256.1	lcl|NZ_AHRA01000035.1_cds_WP_002728309.1_2553	31.190	311	329
WP_000646256.1	lcl|NZ_AHRA01000171.1_cds_WP_002729504.1_23	27.273	341	329
WP_000646256.1	lcl|NZ_AHRA01000113.1_cds_WP_002733638.1_849	27.586	348	329
WP_000646256.1	lcl|NZ_AHRA01000035.1_cds_WP_002735602.1_2550	28.485	330	329
WP_000646256.1	lcl|NZ_AHRA01000026.1_cds_WP_002732362.1_2952	29.167	312	329
WP_000646256.1	lcl|NZ_AHRA01000113.1_cds_WP_002733546.1_884	25.373	268	329
WP_000646256.1	lcl|NZ_AHRA01000113.1_cds_WP_016749079.1_820	29.316	307	329
WP_000646256.1	lcl|NZ_AHRA01000039.1_cds_WP_002732331.1_2369	25.959	339	329
WP_000646256.1	lcl|NZ_AHRA01000113.1_cds_WP_002744551.1_843	28.889	270	329
WP_000646256.1	lcl|NZ_AHRA01000113.1_cds_WP_002733579.1_814	27.309	249	329
WP_000646256.1	lcl|NZ_AHRA01000113.1_cds_WP_002733698.1_892	26.642	274	329
WP_000646256.1	lcl|NZ_AHRA01000113.1_cds_WP_016749081.1_841	23.659	317	329
WP_000646256.1	lcl|NZ_AHRA01000164.1_cds_WP_002728462.1_217	27.509	269	329
WP_000646256.1	lcl|NZ_AHRA01000025.1_cds_WP_002732574.1_3034	24.620	329	329
WP_000646256.1	lcl|NZ_AHRA01000051.1_cds_WP_002728696.1_2097	27.309	249	329
WP_000646256.1	lcl|NZ_AHRA01000113.1_cds_WP_002733757.1_882	31.034	174	329
WP_000774263.1	lcl|NZ_AHRA01000113.1_cds_WP_002733627.1_818	92.884	267	267
WP_000774263.1	lcl|NZ_AHRA01000113.1_cds_WP_002733554.1_881	24.701	251	267
WP_000774263.1	lcl|NZ_AHRA01000113.1_cds_WP_002733775.1_854	24.153	236	267
WP_000774263.1	lcl|NZ_AHRA01000098.1_cds_WP_002727921.1_1345	26.455	189	267
WP_000774263.1	lcl|NZ_AHRA01000089.1_cds_WP_002729040.1_1601	33.636	110	267
WP_000774263.1	lcl|NZ_AHRA01000171.1_cds_WP_002729513.1_24	26.455	189	267
WP_000774263.1	lcl|NZ_AHRA01000052.1_cds_WP_002766579.1_2039	26.344	186	267
WP_002163445.1	lcl|NZ_AHRA01000113.1_cds_WP_002738292.1_819	96.267	509	509
WP_002163445.1	lcl|NZ_AHRA01000112.1_cds_WP_002728536.1_934	25.826	333	509
WP_002163445.1	lcl|NZ_AHRA01000112.1_cds_WP_002728534.1_935	31.111	90	509
WP_002163445.1	lcl|NZ_AHRA01000113.1_cds_WP_002738292.1_819	96.267	509	509
WP_002163445.1	lcl|NZ_AHRA01000112.1_cds_WP_002728536.1_934	25.826	333	509
WP_002163445.1	lcl|NZ_AHRA01000112.1_cds_WP_002728534.1_935	31.111	90	509
WP_001067556.1	lcl|NZ_AHRA01000113.1_cds_WP_016749079.1_820	95.152	330	330
WP_001067556.1	lcl|NZ_AHRA01000035.1_cds_WP_002728309.1_2553	26.740	273	330
WP_001067556.1	lcl|NZ_AHRA01000113.1_cds_WP_002733534.1_817	28.990	307	330
WP_001067556.1	lcl|NZ_AHRA01000113.1_cds_WP_016749081.1_841	30.317	221	330
WP_001067556.1	lcl|NZ_AHRA01000022.1_cds_WP_002722638.1_3187	27.425	299	330
WP_001067556.1	lcl|NZ_AHRA01000098.1_cds_WP_002727919.1_1344	26.183	317	330
WP_001067556.1	lcl|NZ_AHRA01000039.1_cds_WP_002732331.1_2369	27.193	228	330
WP_001067556.1	lcl|NZ_AHRA01000025.1_cds_WP_002732574.1_3034	24.898	245	330
WP_001067556.1	lcl|NZ_AHRA01000026.1_cds_WP_002732362.1_2952	26.814	317	330
WP_001067556.1	lcl|NZ_AHRA01000113.1_cds_WP_002733546.1_884	25.275	273	330
WP_001067556.1	lcl|NZ_AHRA01000171.1_cds_WP_002729504.1_23	25.352	142	330
WP_001067556.1	lcl|NZ_AHRA01000113.1_cds_WP_002733638.1_849	25.965	285	330
WP_001067556.1	lcl|NZ_AHRA01000113.1_cds_WP_002733579.1_814	24.540	326	330
WP_001067556.1	lcl|NZ_AHRA01000164.1_cds_WP_002728462.1_217	26.639	244	330
WP_001067556.1	lcl|NZ_AHRA01000051.1_cds_WP_002728696.1_2097	26.014	296	330
WP_001067556.1	lcl|NZ_AHRA01000087.1_cds_WP_002739707.1_1671	25.781	128	330
WP_000776640.1	lcl|NZ_AHRA01000113.1_cds_WP_002733528.1_821	89.963	538	538
WP_000776640.1	lcl|NZ_AHRA01000113.1_cds_WP_002733528.1_821	89.963	538	538
WP_000424609.1	lcl|NZ_AHRA01000113.1_cds_WP_002733670.1_822	97.348	264	264
WP_000424609.1	lcl|NZ_AHRA01000052.1_cds_WP_002722928.1_2010	40.741	243	264
WP_002074065.1	lcl|NZ_AHRA01000113.1_cds_WP_002733687.1_823	93.226	310	310
WP_002074065.1	lcl|NZ_AHRA01000031.1_cds_WP_002730863.1_2749	39.604	303	310
WP_002074065.1	lcl|NZ_AHRA01000122.1_cds_WP_002727287.1_608	28.470	281	310
WP_002074065.1	lcl|NZ_AHRA01000117.1_cds_WP_002727177.1_769	26.244	221	310
WP_002074065.1	lcl|NZ_AHRA01000113.1_cds_WP_002733687.1_823	93.226	310	310
WP_002074065.1	lcl|NZ_AHRA01000031.1_cds_WP_002730863.1_2749	39.604	303	310
WP_002074065.1	lcl|NZ_AHRA01000122.1_cds_WP_002727287.1_608	28.470	281	310
WP_002074065.1	lcl|NZ_AHRA01000117.1_cds_WP_002727177.1_769	26.244	221	310
WP_000479984.1	lcl|NZ_AHRA01000113.1_cds_WP_002733549.1_824	92.424	264	264
WP_000715958.1	lcl|NZ_AHRA01000113.1_cds_WP_002733551.1_825	96.124	129	131
WP_001088863.1	lcl|NZ_AHRA01000113.1_cds_WP_017853480.1_826	96.528	144	144
WP_001088863.1	lcl|NZ_AHRA01000122.1_cds_WP_026054147.1_599	41.270	63	144
WP_000517243.1	lcl|NZ_AHRA01000113.1_cds_WP_002733760.1_827	95.023	221	221
WP_000517243.1	lcl|NZ_AHRA01000022.1_cds_WP_011671435.1_3158	26.923	78	221
WP_000517243.1	lcl|NZ_AHRA01000169.1_cds_WP_002727076.1_44	30.000	110	221
WP_001149938.1	lcl|NZ_AHRA01000113.1_cds_WP_002733714.1_830	24.346	382	393
WP_001149938.1	lcl|NZ_AHRA01000113.1_cds_WP_002733555.1_836	23.823	361	393
WP_001149938.1	lcl|NZ_AHRA01000113.1_cds_WP_002733580.1_861	24.800	250	393
WP_001149938.1	lcl|NZ_AHRA01000169.1_cds_WP_002732829.1_45	28.671	143	393
WP_001149938.1	lcl|NZ_AHRA01000129.1_cds_WP_016749152.1_440	22.072	222	393
