WP_000340715.1	lcl|NZ_QHCR01000008.1_cds_WP_040913380.1_3857	95.349	86	106
WP_000410273.1	lcl|NZ_QHCR01000008.1_cds_WP_118957388.1_3856	90.968	310	314
WP_000410273.1	lcl|NZ_QHCR01000008.1_cds_WP_118957375.1_3842	23.551	276	314
WP_000410273.1	lcl|NZ_QHCR01000001.1_cds_WP_118954467.1_913	22.462	325	314
WP_000410273.1	lcl|NZ_QHCR01000008.1_cds_WP_118957329.1_3793	23.509	285	314
WP_000410273.1	lcl|NZ_QHCR01000013.1_cds_WP_118957901.1_311	23.529	170	314
WP_000410273.1	lcl|NZ_QHCR01000001.1_cds_WP_118954201.1_620	24.691	243	314
WP_000410273.1	lcl|NZ_QHCR01000002.1_cds_WP_118954700.1_1124	21.502	293	314
WP_000884059.1	lcl|NZ_QHCR01000006.1_cds_WP_118956693.1_3168	38.356	146	185
WP_000646256.1	lcl|NZ_QHCR01000008.1_cds_WP_118957386.1_3854	31.928	332	329
WP_000646256.1	lcl|NZ_QHCR01000008.1_cds_WP_118957329.1_3793	32.036	334	329
WP_000646256.1	lcl|NZ_QHCR01000001.1_cds_WP_118954467.1_913	31.111	315	329
WP_000646256.1	lcl|NZ_QHCR01000008.1_cds_WP_118957375.1_3842	32.450	302	329
WP_000646256.1	lcl|NZ_QHCR01000001.1_cds_WP_118954201.1_620	31.392	309	329
WP_000646256.1	lcl|NZ_QHCR01000013.1_cds_WP_118957901.1_311	27.381	336	329
WP_000646256.1	lcl|NZ_QHCR01000001.1_cds_WP_118954326.1_759	30.120	332	329
WP_000646256.1	lcl|NZ_QHCR01000001.1_cds_WP_118954096.1_506	29.814	322	329
WP_000646256.1	lcl|NZ_QHCR01000008.1_cds_WP_118957350.1_3816	23.922	255	329
WP_000646256.1	lcl|NZ_QHCR01000002.1_cds_WP_118954700.1_1124	28.395	243	329
WP_000646256.1	lcl|NZ_QHCR01000002.1_cds_WP_118954845.1_1285	24.927	341	329
WP_000646256.1	lcl|NZ_QHCR01000008.1_cds_WP_118957388.1_3856	27.239	268	329
WP_000646256.1	lcl|NZ_QHCR01000004.1_cds_WP_118955737.1_2184	26.336	262	329
WP_000646256.1	lcl|NZ_QHCR01000001.1_cds_WP_118954546.1_1005	27.099	262	329
WP_000646256.1	lcl|NZ_QHCR01000008.1_cds_WP_118957343.1_3809	24.481	241	329
WP_000646256.1	lcl|NZ_QHCR01000007.1_cds_WP_118957095.1_3568	25.194	258	329
WP_000646256.1	lcl|NZ_QHCR01000008.1_cds_WP_118957365.1_3831	23.140	242	329
WP_000646256.1	lcl|NZ_QHCR01000008.1_cds_WP_118957352.1_3818	28.205	156	329
WP_000646256.1	lcl|NZ_QHCR01000001.1_cds_WP_118954054.1_454	26.230	244	329
WP_000774263.1	lcl|NZ_QHCR01000008.1_cds_WP_118957371.1_3837	22.979	235	267
WP_000774263.1	lcl|NZ_QHCR01000008.1_cds_WP_118957353.1_3819	25.410	244	267
WP_000774263.1	lcl|NZ_QHCR01000008.1_cds_WP_118957328.1_3792	26.316	190	267
WP_000774263.1	lcl|NZ_QHCR01000002.1_cds_WP_118955022.1_1473	36.364	110	267
WP_000774263.1	lcl|NZ_QHCR01000002.1_cds_WP_118954916.1_1365	33.333	102	267
WP_000774263.1	lcl|NZ_QHCR01000013.1_cds_WP_118957902.1_312	24.752	202	267
WP_002163445.1	lcl|NZ_QHCR01000006.1_cds_WP_118956565.1_3016	26.254	339	509
WP_002163445.1	lcl|NZ_QHCR01000006.1_cds_WP_118956564.1_3015	33.333	90	509
WP_002163445.1	lcl|NZ_QHCR01000006.1_cds_WP_118956565.1_3016	26.254	339	509
WP_002163445.1	lcl|NZ_QHCR01000006.1_cds_WP_118956564.1_3015	33.333	90	509
WP_001067556.1	lcl|NZ_QHCR01000001.1_cds_WP_118954201.1_620	25.735	272	330
WP_001067556.1	lcl|NZ_QHCR01000008.1_cds_WP_118957375.1_3842	26.766	269	330
WP_001067556.1	lcl|NZ_QHCR01000001.1_cds_WP_118954467.1_913	28.623	276	330
WP_001067556.1	lcl|NZ_QHCR01000008.1_cds_WP_118957329.1_3793	26.462	325	330
WP_001067556.1	lcl|NZ_QHCR01000002.1_cds_WP_118954700.1_1124	27.848	237	330
WP_001067556.1	lcl|NZ_QHCR01000008.1_cds_WP_118957365.1_3831	31.496	127	330
WP_001067556.1	lcl|NZ_QHCR01000008.1_cds_WP_118957386.1_3854	29.614	233	330
WP_001067556.1	lcl|NZ_QHCR01000002.1_cds_WP_118954845.1_1285	28.070	228	330
WP_001067556.1	lcl|NZ_QHCR01000001.1_cds_WP_118954546.1_1005	27.668	253	330
WP_001067556.1	lcl|NZ_QHCR01000008.1_cds_WP_118957350.1_3816	25.194	258	330
WP_001067556.1	lcl|NZ_QHCR01000001.1_cds_WP_118954326.1_759	29.365	252	330
WP_001067556.1	lcl|NZ_QHCR01000008.1_cds_WP_118957363.1_3829	23.140	242	330
