WP_000340715.1	lcl|NZ_AOVA01000158.1_cds_WP_000340715.1_3420	100.000	86	106
WP_000410273.1	lcl|NZ_AOVA01000158.1_cds_WP_000410273.1_3421	100.000	314	314
WP_000410273.1	lcl|NZ_AOVA01000158.1_cds_WP_000093099.1_3441	46.988	83	314
WP_000410273.1	lcl|NZ_AOVA01000158.1_cds_WP_000646250.1_3424	25.705	319	314
WP_000410273.1	lcl|NZ_AOVA01000165.1_cds_WP_000744700.1_3644	24.691	324	314
WP_000410273.1	lcl|NZ_AOVA01000158.1_cds_WP_000600889.1_3450	25.269	186	314
WP_000410273.1	lcl|NZ_AOVA01000158.1_cds_WP_000723090.1_3503	23.958	288	314
WP_000410273.1	lcl|NZ_AOVA01000158.1_cds_WP_001067557.1_3427	24.695	328	314
WP_000604524.1	lcl|NZ_AOVA01000158.1_cds_WP_000604524.1_3422	99.726	365	365
WP_000884059.1	lcl|NZ_AOVA01000158.1_cds_WP_000884059.1_3423	100.000	185	185
WP_000884059.1	lcl|NZ_AOVA01000025.1_cds_WP_000351733.1_289	40.000	140	185
WP_000646256.1	lcl|NZ_AOVA01000158.1_cds_WP_000646250.1_3424	99.088	329	329
WP_000646256.1	lcl|NZ_AOVA01000165.1_cds_WP_000744700.1_3644	32.063	315	329
WP_000646256.1	lcl|NZ_AOVA01000158.1_cds_WP_000723090.1_3503	31.045	335	329
WP_000646256.1	lcl|NZ_AOVA01000158.1_cds_WP_000600889.1_3450	31.677	322	329
WP_000646256.1	lcl|NZ_AOVA01000051.1_cds_WP_001984071.1_619	31.803	305	329
WP_000646256.1	lcl|NZ_AOVA01000085.1_cds_WP_000649925.1_1316	30.183	328	329
WP_000646256.1	lcl|NZ_AOVA01000145.1_cds_WP_000709511.1_2919	30.030	333	329
WP_000646256.1	lcl|NZ_AOVA01000158.1_cds_WP_000601375.1_3477	24.415	299	329
WP_000646256.1	lcl|NZ_AOVA01000158.1_cds_WP_001067557.1_3427	29.316	307	329
WP_000646256.1	lcl|NZ_AOVA01000127.1_cds_WP_000688695.1_2543	29.197	274	329
WP_000646256.1	lcl|NZ_AOVA01000158.1_cds_WP_000475904.1_3486	27.372	274	329
WP_000646256.1	lcl|NZ_AOVA01000158.1_cds_WP_000410273.1_3421	27.509	269	329
WP_000646256.1	lcl|NZ_AOVA01000141.1_cds_WP_001074785.1_2865	29.057	265	329
WP_000646256.1	lcl|NZ_AOVA01000152.1_cds_WP_001003555.1_3131	24.852	338	329
WP_000646256.1	lcl|NZ_AOVA01000158.1_cds_WP_000487322.1_3475	27.077	325	329
WP_000774263.1	lcl|NZ_AOVA01000158.1_cds_WP_000774262.1_3425	99.251	267	267
WP_000774263.1	lcl|NZ_AOVA01000158.1_cds_WP_000859505.1_3474	26.693	251	267
WP_000774263.1	lcl|NZ_AOVA01000158.1_cds_WP_000800438.1_3455	24.786	234	267
WP_000774263.1	lcl|NZ_AOVA01000158.1_cds_WP_000842260.1_3504	26.316	190	267
WP_000774263.1	lcl|NZ_AOVA01000086.1_cds_WP_000667727.1_1415	31.818	110	267
WP_000774263.1	lcl|NZ_AOVA01000067.1_cds_WP_000805357.1_888	33.645	107	267
WP_002163445.1	lcl|NZ_AOVA01000158.1_cds_WP_000612797.1_3426	99.214	509	509
WP_002163445.1	lcl|NZ_AOVA01000125.1_cds_WP_000291591.1_2437	26.625	323	509
WP_002163445.1	lcl|NZ_AOVA01000125.1_cds_WP_000364507.1_2438	31.111	90	509
WP_002163445.1	lcl|NZ_AOVA01000158.1_cds_WP_000612797.1_3426	99.214	509	509
WP_002163445.1	lcl|NZ_AOVA01000125.1_cds_WP_000291591.1_2437	26.625	323	509
WP_002163445.1	lcl|NZ_AOVA01000125.1_cds_WP_000364507.1_2438	31.111	90	509
WP_001067556.1	lcl|NZ_AOVA01000158.1_cds_WP_001067557.1_3427	99.697	330	330
WP_001067556.1	lcl|NZ_AOVA01000158.1_cds_WP_000646250.1_3424	28.664	307	330
WP_001067556.1	lcl|NZ_AOVA01000158.1_cds_WP_000600889.1_3450	26.316	266	330
WP_001067556.1	lcl|NZ_AOVA01000051.1_cds_WP_001984071.1_619	25.735	272	330
WP_001067556.1	lcl|NZ_AOVA01000152.1_cds_WP_001003555.1_3131	28.395	243	330
WP_001067556.1	lcl|NZ_AOVA01000165.1_cds_WP_000744700.1_3644	26.812	276	330
WP_001067556.1	lcl|NZ_AOVA01000158.1_cds_WP_000723090.1_3503	23.724	333	330
WP_001067556.1	lcl|NZ_AOVA01000085.1_cds_WP_000649925.1_1316	28.854	253	330
WP_001067556.1	lcl|NZ_AOVA01000127.1_cds_WP_000688695.1_2543	25.681	257	330
WP_001067556.1	lcl|NZ_AOVA01000158.1_cds_WP_000601375.1_3477	26.545	275	330
WP_001067556.1	lcl|NZ_AOVA01000158.1_cds_WP_000410273.1_3421	24.695	328	330
WP_000776640.1	lcl|NZ_AOVA01000158.1_cds_WP_000689743.1_3430	38.026	547	538
WP_000776640.1	lcl|NZ_AOVA01000158.1_cds_WP_000689743.1_3430	38.026	547	538
WP_000424609.1	lcl|NZ_AOVA01000158.1_cds_WP_000342713.1_3431	67.424	264	264
WP_000424609.1	lcl|NZ_AOVA01000130.1_cds_WP_001002663.1_2591	40.741	243	264
WP_000424609.1	lcl|NZ_AOVA01000122.1_cds_WP_001183723.1_2360	27.746	173	264
WP_002074065.1	lcl|NZ_AOVA01000158.1_cds_WP_001246618.1_3432	92.581	310	310
WP_002074065.1	lcl|NZ_AOVA01000120.1_cds_WP_000501205.1_2273	38.284	303	310
WP_002074065.1	lcl|NZ_AOVA01000122.1_cds_WP_001183723.1_2360	28.226	248	310
WP_002074065.1	lcl|NZ_AOVA01000072.1_cds_WP_000279894.1_975	25.792	221	310
WP_002074065.1	lcl|NZ_AOVA01000158.1_cds_WP_001246618.1_3432	92.581	310	310
WP_002074065.1	lcl|NZ_AOVA01000120.1_cds_WP_000501205.1_2273	38.284	303	310
WP_002074065.1	lcl|NZ_AOVA01000122.1_cds_WP_001183723.1_2360	28.226	248	310
WP_002074065.1	lcl|NZ_AOVA01000072.1_cds_WP_000279894.1_975	25.792	221	310
WP_000479984.1	lcl|NZ_AOVA01000158.1_cds_WP_000479982.1_3433	99.242	264	264
WP_000715958.1	lcl|NZ_AOVA01000158.1_cds_WP_000715958.1_3434	100.000	131	131
WP_001088863.1	lcl|NZ_AOVA01000158.1_cds_WP_001088866.1_3435	98.611	144	144
WP_001088863.1	lcl|NZ_AOVA01000146.1_cds_WP_002069656.1_2965	44.643	56	144
WP_000517243.1	lcl|NZ_AOVA01000158.1_cds_WP_000517242.1_3436	99.548	221	221
WP_000517243.1	lcl|NZ_AOVA01000165.1_cds_WP_001082180.1_3673	28.205	78	221
WP_000517243.1	lcl|NZ_AOVA01000058.1_cds_WP_001069834.1_672	28.440	109	221
WP_000517243.1	lcl|NZ_AOVA01000057.1_cds_WP_001069834.1_664	28.440	109	221
WP_001149938.1	lcl|NZ_AOVA01000158.1_cds_WP_001015422.1_3438	28.219	365	393
WP_001149938.1	lcl|NZ_AOVA01000158.1_cds_WP_001206409.1_3446	27.673	159	393
WP_001149938.1	lcl|NZ_AOVA01000158.1_cds_WP_002082140.1_3462	24.603	252	393
WP_001149938.1	lcl|NZ_AOVA01000158.1_cds_WP_000661932.1_3471	26.389	144	393
WP_001149938.1	lcl|NZ_AOVA01000058.1_cds_WP_000347681.1_671	23.585	212	393
WP_001149938.1	lcl|NZ_AOVA01000057.1_cds_WP_000347681.1_665	23.585	212	393
WP_001149938.1	lcl|NZ_AOVA01000092.1_cds_WP_000402845.1_1584	21.364	220	393
WP_001149938.1	lcl|NZ_AOVA01000165.1_cds_WP_001082180.1_3673	23.757	181	393
WP_000611594.1	lcl|NZ_AOVA01000158.1_cds_WP_000611594.1_3437	100.000	175	175
WP_000611594.1	lcl|NZ_AOVA01000165.1_cds_WP_001206947.1_3680	29.655	145	175
WP_001015425.1	lcl|NZ_AOVA01000158.1_cds_WP_001015422.1_3438	99.506	405	405
WP_001015425.1	lcl|NZ_AOVA01000092.1_cds_WP_000402845.1_1584	23.182	220	405
WP_001015425.1	lcl|NZ_AOVA01000058.1_cds_WP_000347681.1_671	25.714	210	405
WP_001015425.1	lcl|NZ_AOVA01000057.1_cds_WP_000347681.1_665	25.714	210	405
WP_001015425.1	lcl|NZ_AOVA01000158.1_cds_WP_000661932.1_3471	24.627	134	405
WP_001015425.1	lcl|NZ_AOVA01000165.1_cds_WP_001082180.1_3673	24.074	162	405
WP_000582222.1	lcl|NZ_AOVA01000158.1_cds_WP_000582222.1_3439	100.000	358	358
WP_000582222.1	lcl|NZ_AOVA01000158.1_cds_WP_000608295.1_3429	35.385	325	358
WP_000582222.1	lcl|NZ_AOVA01000043.1_cds_WP_001281953.1_521	30.469	384	358
WP_000582222.1	lcl|NZ_AOVA01000158.1_cds_WP_000947844.1_3451	29.290	338	358
WP_000582222.1	lcl|NZ_AOVA01000158.1_cds_WP_000575178.1_3497	32.667	300	358
WP_000582222.1	lcl|NZ_AOVA01000158.1_cds_WP_001198107.1_3428	31.111	360	358
WP_000582222.1	lcl|NZ_AOVA01000064.1_cds_WP_001982414.1_812	26.016	369	358
WP_000582222.1	lcl|NZ_AOVA01000158.1_cds_WP_000346036.1_3458	30.000	250	358
WP_000344487.1	lcl|NZ_AOVA01000158.1_cds_WP_000344487.1_3440	100.000	308	308
WP_000344487.1	lcl|NZ_AOVA01000158.1_cds_WP_000344487.1_3440	100.000	308	308
WP_000093099.1	lcl|NZ_AOVA01000158.1_cds_WP_000093099.1_3441	98.990	99	99
WP_000093099.1	lcl|NZ_AOVA01000158.1_cds_WP_000410273.1_3421	46.988	83	99
WP_223809837.1	lcl|NZ_AOVA01000158.1_cds_WP_000475975.1_3442	100.000	171	213
WP_223809837.1	lcl|NZ_AOVA01000102.1_cds_WP_000007746.1_1850	72.249	209	213
WP_223809837.1	lcl|NZ_AOVA01000165.1_cds_WP_000462634.1_3654	32.353	102	213
WP_223809837.1	lcl|NZ_AOVA01000158.1_cds_WP_000516588.1_3452	22.500	120	213
WP_223809837.1	lcl|NZ_AOVA01000051.1_cds_WP_000690880.1_618	29.496	139	213
WP_001106774.1	lcl|NZ_AOVA01000158.1_cds_WP_001106774.1_3443	99.760	417	417
WP_000834715.1	lcl|NZ_AOVA01000158.1_cds_WP_000834715.1_3444	100.000	605	605
WP_000834715.1	lcl|NZ_AOVA01000088.1_cds_WP_000172202.1_1474	34.264	394	605
WP_000834715.1	lcl|NZ_AOVA01000147.1_cds_WP_000667646.1_3005	41.870	246	605
WP_000834715.1	lcl|NZ_AOVA01000114.1_cds_WP_000828455.1_2120	44.954	218	605
WP_000834715.1	lcl|NZ_AOVA01000152.1_cds_WP_001052498.1_3152	32.353	238	605
WP_000834715.1	lcl|NZ_AOVA01000125.1_cds_WP_000047473.1_2443	30.942	223	605
WP_000834715.1	lcl|NZ_AOVA01000079.1_cds_WP_000510777.1_1142	30.041	243	605
WP_000834715.1	lcl|NZ_AOVA01000154.1_cds_WP_000598571.1_3239	28.205	234	605
WP_000834715.1	lcl|NZ_AOVA01000088.1_cds_WP_000942282.1_1488	27.848	237	605
WP_000834715.1	lcl|NZ_AOVA01000104.1_cds_WP_000536762.1_1898	30.769	208	605
WP_000834715.1	lcl|NZ_AOVA01000025.1_cds_WP_000666552.1_268	30.088	226	605
WP_000834715.1	lcl|NZ_AOVA01000092.1_cds_WP_001161019.1_1535	28.807	243	605
WP_000834715.1	lcl|NZ_AOVA01000012.1_cds_WP_000619175.1_69	27.459	244	605
WP_000834715.1	lcl|NZ_AOVA01000045.1_cds_WP_001288326.1_541	28.708	209	605
WP_000834715.1	lcl|NZ_AOVA01000025.1_cds_WP_001089500.1_288	30.085	236	605
WP_000834715.1	lcl|NZ_AOVA01000117.1_cds_WP_001982953.1_2159	24.125	257	605
WP_000834715.1	lcl|NZ_AOVA01000119.1_cds_WP_000184524.1_2210	31.731	208	605
WP_000834715.1	lcl|NZ_AOVA01000124.1_cds_WP_000136057.1_2402	26.606	218	605
WP_000834715.1	lcl|NZ_AOVA01000158.1_cds_WP_000834715.1_3444	100.000	605	605
WP_000834715.1	lcl|NZ_AOVA01000088.1_cds_WP_000172202.1_1474	34.264	394	605
WP_000834715.1	lcl|NZ_AOVA01000147.1_cds_WP_000667646.1_3005	41.870	246	605
WP_000834715.1	lcl|NZ_AOVA01000114.1_cds_WP_000828455.1_2120	44.954	218	605
