WP_000340715.1	lcl|NZ_JQQF01000007.1_cds_WP_000340715.1_278	100.000	86	106
WP_000410273.1	lcl|NZ_JQQF01000007.1_cds_WP_000410273.1_277	100.000	314	314
WP_000410273.1	lcl|NZ_JQQF01000007.1_cds_WP_000646251.1_274	25.705	319	314
WP_000410273.1	lcl|NZ_JQQF01000010.1_cds_WP_000744700.1_456	24.691	324	314
WP_000410273.1	lcl|NZ_JQQF01000074.1_cds_WP_000723090.1_2132	23.958	288	314
WP_000410273.1	lcl|NZ_JQQF01000007.1_cds_WP_001067557.1_271	24.695	328	314
WP_000604524.1	lcl|NZ_JQQF01000007.1_cds_WP_000604524.1_276	99.726	365	365
WP_000884059.1	lcl|NZ_JQQF01000007.1_cds_WP_000884059.1_275	100.000	185	185
WP_000884059.1	lcl|NZ_JQQF01000069.1_cds_WP_000351733.1_1998	40.000	140	185
WP_000646256.1	lcl|NZ_JQQF01000007.1_cds_WP_000646251.1_274	99.696	329	329
WP_000646256.1	lcl|NZ_JQQF01000010.1_cds_WP_000744700.1_456	32.063	315	329
WP_000646256.1	lcl|NZ_JQQF01000074.1_cds_WP_000723090.1_2132	31.045	335	329
WP_000646256.1	lcl|NZ_JQQF01000104.1_cds_WP_001984071.1_2716	31.803	305	329
WP_000646256.1	lcl|NZ_JQQF01000035.1_cds_WP_000649923.1_1001	30.183	328	329
WP_000646256.1	lcl|NZ_JQQF01000127.1_cds_WP_000709513.1_3023	30.030	333	329
WP_000646256.1	lcl|NZ_JQQF01000007.1_cds_WP_001067557.1_271	29.316	307	329
WP_000646256.1	lcl|NZ_JQQF01000104.1_cds_WP_000688696.1_2736	29.197	274	329
WP_000646256.1	lcl|NZ_JQQF01000074.1_cds_WP_061296159.1_2149	27.372	274	329
WP_000646256.1	lcl|NZ_JQQF01000007.1_cds_WP_000410273.1_277	27.509	269	329
WP_000646256.1	lcl|NZ_JQQF01000080.1_cds_WP_001074784.1_2321	29.057	265	329
WP_000646256.1	lcl|NZ_JQQF01000159.1_cds_WP_001003557.1_3362	24.699	332	329
WP_000774263.1	lcl|NZ_JQQF01000007.1_cds_WP_000774262.1_273	99.251	267	267
WP_000774263.1	lcl|NZ_JQQF01000074.1_cds_WP_000842260.1_2131	26.316	190	267
WP_000774263.1	lcl|NZ_JQQF01000024.1_cds_WP_000667727.1_731	31.818	110	267
WP_000774263.1	lcl|NZ_JQQF01000065.1_cds_WP_000805357.1_1906	33.645	107	267
WP_002163445.1	lcl|NZ_JQQF01000007.1_cds_WP_000612797.1_272	99.214	509	509
WP_002163445.1	lcl|NZ_JQQF01000009.1_cds_WP_000291586.1_353	26.625	323	509
WP_002163445.1	lcl|NZ_JQQF01000009.1_cds_WP_000364507.1_354	31.111	90	509
WP_002163445.1	lcl|NZ_JQQF01000007.1_cds_WP_000612797.1_272	99.214	509	509
WP_002163445.1	lcl|NZ_JQQF01000009.1_cds_WP_000291586.1_353	26.625	323	509
WP_002163445.1	lcl|NZ_JQQF01000009.1_cds_WP_000364507.1_354	31.111	90	509
WP_001067556.1	lcl|NZ_JQQF01000007.1_cds_WP_001067557.1_271	99.697	330	330
WP_001067556.1	lcl|NZ_JQQF01000007.1_cds_WP_000646251.1_274	28.990	307	330
WP_001067556.1	lcl|NZ_JQQF01000104.1_cds_WP_001984071.1_2716	25.735	272	330
WP_001067556.1	lcl|NZ_JQQF01000159.1_cds_WP_001003557.1_3362	28.395	243	330
WP_001067556.1	lcl|NZ_JQQF01000010.1_cds_WP_000744700.1_456	26.812	276	330
WP_001067556.1	lcl|NZ_JQQF01000074.1_cds_WP_000723090.1_2132	23.724	333	330
WP_001067556.1	lcl|NZ_JQQF01000035.1_cds_WP_000649923.1_1001	28.854	253	330
WP_001067556.1	lcl|NZ_JQQF01000104.1_cds_WP_000688696.1_2736	25.681	257	330
WP_001067556.1	lcl|NZ_JQQF01000007.1_cds_WP_000410273.1_277	24.695	328	330
WP_000776640.1	lcl|NZ_JQQF01000007.1_cds_WP_000689743.1_268	38.026	547	538
WP_000776640.1	lcl|NZ_JQQF01000007.1_cds_WP_000689743.1_268	38.026	547	538
WP_000424609.1	lcl|NZ_JQQF01000007.1_cds_WP_000342716.1_267	67.424	264	264
WP_000424609.1	lcl|NZ_JQQF01000162.1_cds_WP_001002663.1_3393	40.741	243	264
WP_000424609.1	lcl|NZ_JQQF01000008.1_cds_WP_061295565.1_335	27.746	173	264
WP_002074065.1	lcl|NZ_JQQF01000007.1_cds_WP_001246620.1_266	94.839	310	310
WP_002074065.1	lcl|NZ_JQQF01000146.1_cds_WP_002187782.1_3232	38.284	303	310
WP_002074065.1	lcl|NZ_JQQF01000008.1_cds_WP_061295565.1_335	26.277	274	310
WP_002074065.1	lcl|NZ_JQQF01000045.1_cds_WP_000279894.1_1444	25.792	221	310
WP_002074065.1	lcl|NZ_JQQF01000007.1_cds_WP_001246620.1_266	94.839	310	310
WP_002074065.1	lcl|NZ_JQQF01000146.1_cds_WP_002187782.1_3232	38.284	303	310
WP_002074065.1	lcl|NZ_JQQF01000008.1_cds_WP_061295565.1_335	26.277	274	310
WP_002074065.1	lcl|NZ_JQQF01000045.1_cds_WP_000279894.1_1444	25.792	221	310
WP_000479984.1	lcl|NZ_JQQF01000007.1_cds_WP_000479984.1_265	100.000	264	264
WP_000715958.1	lcl|NZ_JQQF01000007.1_cds_WP_000715958.1_264	100.000	131	131
WP_001088863.1	lcl|NZ_JQQF01000007.1_cds_WP_001088861.1_263	98.611	144	144
WP_001088863.1	lcl|NZ_JQQF01000058.1_cds_WP_002069656.1_1728	44.643	56	144
WP_000517243.1	lcl|NZ_JQQF01000007.1_cds_WP_000517242.1_262	99.548	221	221
WP_000517243.1	lcl|NZ_JQQF01000010.1_cds_WP_061295585.1_427	28.205	78	221
WP_000517243.1	lcl|NZ_JQQF01000020.1_cds_WP_001069831.1_637	29.358	109	221
WP_001149938.1	lcl|NZ_JQQF01000007.1_cds_WP_061261803.1_260	27.945	365	393
WP_001149938.1	lcl|NZ_JQQF01000071.1_cds_WP_000402846.1_2095	21.364	220	393
WP_001149938.1	lcl|NZ_JQQF01000074.1_cds_WP_002097509.1_2161	28.571	140	393
WP_001149938.1	lcl|NZ_JQQF01000020.1_cds_WP_000347675.1_636	24.519	208	393
WP_001149938.1	lcl|NZ_JQQF01000010.1_cds_WP_061295585.1_427	23.204	181	393
WP_000611594.1	lcl|NZ_JQQF01000007.1_cds_WP_061295542.1_261	99.429	175	175
WP_000611594.1	lcl|NZ_JQQF01000124.1_cds_WP_001206947.1_2966	29.655	145	175
WP_001015425.1	lcl|NZ_JQQF01000007.1_cds_WP_061261803.1_260	99.753	405	405
WP_001015425.1	lcl|NZ_JQQF01000071.1_cds_WP_000402846.1_2095	23.182	220	405
WP_001015425.1	lcl|NZ_JQQF01000020.1_cds_WP_000347675.1_636	25.714	210	405
WP_001015425.1	lcl|NZ_JQQF01000010.1_cds_WP_061295585.1_427	25.153	163	405
WP_000582222.1	lcl|NZ_JQQF01000007.1_cds_WP_000582222.1_259	100.000	358	358
WP_000582222.1	lcl|NZ_JQQF01000007.1_cds_WP_000608295.1_269	35.385	325	358
