WP_000340715.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746496.1_2699	60.256	78	106
WP_000410273.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746495.1_2698	81.935	310	314
WP_000410273.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745382.1_468	26.837	313	314
WP_000410273.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745407.1_441	24.074	324	314
WP_000410273.1	lcl|NZ_JAIZBL010000005.1_cds_WP_135743732.1_3431	23.529	170	314
WP_000410273.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238777994.1_2634	25.556	180	314
WP_000410273.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777183.1_1023	22.222	288	314
WP_000604524.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746493.1_2696	54.144	362	365
WP_000884059.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744205.1_2232	32.857	140	185
WP_000646256.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745407.1_441	31.529	314	329
WP_000646256.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238777994.1_2634	27.586	348	329
WP_000646256.1	lcl|NZ_JAIZBL010000002.1_cds_WP_338092125.1_2656	30.696	316	329
WP_000646256.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777183.1_1023	30.293	307	329
WP_000646256.1	lcl|NZ_JAIZBL010000005.1_cds_WP_135743732.1_3431	29.032	341	329
WP_000646256.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745382.1_468	27.476	313	329
WP_000646256.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745055.1_849	28.173	323	329
WP_000646256.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746462.1_2666	26.937	271	329
WP_000646256.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238778008.1_2678	25.478	314	329
WP_000646256.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746495.1_2698	26.019	319	329
WP_000646256.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745111.1_781	29.249	253	329
WP_000646256.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238753183.1_2649	26.506	249	329
WP_000646256.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238776824.1_387	29.200	250	329
WP_000646256.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238778006.1_2659	31.410	156	329
WP_000646256.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238753226.1_2612	24.627	268	329
WP_000646256.1	lcl|NZ_JAIZBL010000005.1_cds_WP_208739683.1_3442	26.840	231	329
WP_000646256.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745689.1_107	26.667	180	329
WP_000646256.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746444.1_2648	19.444	252	329
WP_000646256.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745103.1_789	23.704	270	329
WP_000774263.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746466.1_2671	25.000	200	267
WP_000774263.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746453.1_2657	25.391	256	267
WP_000774263.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746379.1_2551	23.755	261	267
WP_000774263.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777014.1_753	26.493	268	267
WP_000774263.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135744998.1_916	28.488	172	267
WP_000774263.1	lcl|NZ_JAIZBL010000002.1_cds_WP_322113260.1_2633	23.944	213	267
WP_000774263.1	lcl|NZ_JAIZBL010000005.1_cds_WP_135743731.1_3430	26.943	193	267
WP_002163445.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744403.1_2254	24.922	321	509
WP_002163445.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744224.1_2255	29.245	106	509
WP_002163445.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744403.1_2254	24.922	321	509
WP_002163445.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744224.1_2255	29.245	106	509
WP_001067556.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238778008.1_2678	34.069	317	330
WP_001067556.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777183.1_1023	25.180	278	330
WP_001067556.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745111.1_781	28.090	267	330
WP_001067556.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745407.1_441	26.812	276	330
WP_001067556.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745382.1_468	25.382	327	330
WP_001067556.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746462.1_2666	26.538	260	330
WP_001067556.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238777994.1_2634	24.012	329	330
WP_001067556.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745103.1_789	24.715	263	330
WP_001067556.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745689.1_107	28.947	152	330
WP_001067556.1	lcl|NZ_JAIZBL010000005.1_cds_WP_135743732.1_3431	22.742	299	330
WP_001067556.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238776824.1_387	26.887	212	330
WP_001067556.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745055.1_849	28.000	150	330
WP_000424609.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135571635.1_1277	37.500	256	264
WP_000424609.1	lcl|NZ_JAIZBL010000004.1_cds_WP_135745889.1_3203	27.059	170	264
WP_002074065.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745604.1_209	39.203	301	310
WP_002074065.1	lcl|NZ_JAIZBL010000004.1_cds_WP_135745889.1_3203	30.449	312	310
WP_002074065.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744150.1_2169	24.427	262	310
WP_002074065.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745604.1_209	39.203	301	310
WP_002074065.1	lcl|NZ_JAIZBL010000004.1_cds_WP_135745889.1_3203	30.449	312	310
WP_002074065.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744150.1_2169	24.427	262	310
WP_001088863.1	lcl|NZ_JAIZBL010000004.1_cds_WP_135745911.1_3178	41.270	63	144
WP_000517243.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744132.1_2147	30.328	122	221
WP_000517243.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777260.1_1217	30.769	78	221
WP_001149938.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238754657.1_1866	25.325	154	393
WP_001149938.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746578.1_2795	22.680	194	393
WP_001149938.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777260.1_1217	21.285	249	393
WP_000611594.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745215.1_658	30.556	144	175
WP_001015425.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238754657.1_1866	23.661	224	405
WP_000582222.1	lcl|NZ_JAIZBL010000002.1_cds_WP_167483393.1_2669	40.299	268	358
WP_000582222.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746491.1_2694	28.173	394	358
WP_000582222.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777403.1_719	28.125	384	358
WP_000582222.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746472.1_2677	32.103	271	358
WP_000582222.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746435.1_2639	37.000	200	358
WP_000582222.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135744633.1_1329	27.757	263	358
WP_000582222.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135743390.1_1695	29.317	249	358
WP_000344487.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746468.1_2673	28.512	242	308
WP_000344487.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746468.1_2673	28.512	242	308
WP_000093099.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746495.1_2698	52.000	75	99
WP_223809837.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746471.1_2676	28.244	131	213
WP_000834715.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777001.1_737	43.548	248	605
WP_000834715.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777377.1_1482	34.278	388	605
WP_000834715.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238776969.1_675	46.025	239	605
WP_000834715.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135744907.1_1028	36.646	322	605
WP_000834715.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135744905.1_1030	42.358	229	605
WP_000834715.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238778023.1_2695	35.172	290	605
WP_000834715.1	lcl|NZ_JAIZBL010000003.1_cds_WP_238778113.1_2862	32.685	257	605
WP_000834715.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777199.1_1048	31.967	244	605
WP_000834715.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135744808.1_1139	32.000	225	605
WP_000834715.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135592366.1_2260	29.279	222	605
WP_000834715.1	lcl|NZ_JAIZBL010000006.1_cds_WP_100728389.1_3680	30.583	206	605
WP_000834715.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238777589.1_1821	30.992	242	605
WP_000834715.1	lcl|NZ_JAIZBL010000004.1_cds_WP_135745784.1_3322	26.000	250	605
WP_000834715.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744206.1_2233	26.190	252	605
WP_000834715.1	lcl|NZ_JAIZBL010000006.1_cds_WP_135744427.1_3708	25.991	227	605
WP_000834715.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238734645.1_1004	28.897	263	605
WP_000834715.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135744976.1_942	23.750	240	605
WP_000834715.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238777984.1_2560	31.325	249	605
