WP_000340715.1	lcl|NZ_JAHESA010000041.1_cds_WP_000340715.1_2317	100.000	86	106
WP_000410273.1	lcl|NZ_JAHESA010000041.1_cds_WP_000410266.1_2316	99.363	314	314
WP_000410273.1	lcl|NZ_JAHESA010000041.1_cds_WP_000646254.1_2313	25.705	319	314
WP_000410273.1	lcl|NZ_JAHESA010000058.1_cds_WP_000744698.1_2814	24.691	324	314
WP_000410273.1	lcl|NZ_JAHESA010000045.1_cds_WP_000723091.1_2413	23.611	288	314
WP_000410273.1	lcl|NZ_JAHESA010000041.1_cds_WP_001067557.1_2310	24.695	328	314
WP_000410273.1	lcl|NZ_JAHESA010000110.1_cds_WP_002072074.1_316	23.077	273	314
WP_000604524.1	lcl|NZ_JAHESA010000041.1_cds_WP_000604525.1_2315	99.178	365	365
WP_000884059.1	lcl|NZ_JAHESA010000041.1_cds_WP_000884059.1_2314	100.000	185	185
WP_000884059.1	lcl|NZ_JAHESA010000004.1_cds_WP_000351733.1_2205	40.000	140	185
WP_000646256.1	lcl|NZ_JAHESA010000041.1_cds_WP_000646254.1_2313	99.088	329	329
WP_000646256.1	lcl|NZ_JAHESA010000058.1_cds_WP_000744698.1_2814	32.063	315	329
WP_000646256.1	lcl|NZ_JAHESA010000045.1_cds_WP_000723091.1_2413	31.343	335	329
WP_000646256.1	lcl|NZ_JAHESA010000110.1_cds_WP_002072074.1_316	31.475	305	329
WP_000646256.1	lcl|NZ_JAHESA010000001.1_cds_WP_000649924.1_69	30.183	328	329
WP_000646256.1	lcl|NZ_JAHESA010000110.1_cds_WP_000709508.1_306	29.730	333	329
WP_000646256.1	lcl|NZ_JAHESA010000041.1_cds_WP_001067557.1_2310	29.316	307	329
WP_000646256.1	lcl|NZ_JAHESA010000042.1_cds_WP_000688696.1_2343	29.197	274	329
WP_000646256.1	lcl|NZ_JAHESA010000127.1_cds_WP_000475901.1_562	27.372	274	329
WP_000646256.1	lcl|NZ_JAHESA010000041.1_cds_WP_000410266.1_2316	27.239	268	329
WP_000646256.1	lcl|NZ_JAHESA010000065.1_cds_WP_001074779.1_3015	28.679	265	329
WP_000646256.1	lcl|NZ_JAHESA010000080.1_cds_WP_001003560.1_3392	24.556	338	329
WP_000774263.1	lcl|NZ_JAHESA010000041.1_cds_WP_000774259.1_2312	98.502	267	267
WP_000774263.1	lcl|NZ_JAHESA010000045.1_cds_WP_000842260.1_2414	26.316	190	267
WP_000774263.1	lcl|NZ_JAHESA010000017.1_cds_WP_000805357.1_1037	33.645	107	267
WP_000774263.1	lcl|NZ_JAHESA010000061.1_cds_WP_155572209.1_2935	28.866	97	267
WP_002163445.1	lcl|NZ_JAHESA010000041.1_cds_WP_002072162.1_2311	98.428	509	509
WP_002163445.1	lcl|NZ_JAHESA010000052.1_cds_WP_000291581.1_2676	26.625	323	509
WP_002163445.1	lcl|NZ_JAHESA010000052.1_cds_WP_000364504.1_2675	31.111	90	509
WP_002163445.1	lcl|NZ_JAHESA010000041.1_cds_WP_002072162.1_2311	98.428	509	509
WP_002163445.1	lcl|NZ_JAHESA010000052.1_cds_WP_000291581.1_2676	26.625	323	509
WP_002163445.1	lcl|NZ_JAHESA010000052.1_cds_WP_000364504.1_2675	31.111	90	509
WP_001067556.1	lcl|NZ_JAHESA010000041.1_cds_WP_001067557.1_2310	99.697	330	330
WP_001067556.1	lcl|NZ_JAHESA010000041.1_cds_WP_000646254.1_2313	30.350	257	330
WP_001067556.1	lcl|NZ_JAHESA010000110.1_cds_WP_002072074.1_316	26.103	272	330
WP_001067556.1	lcl|NZ_JAHESA010000058.1_cds_WP_000744698.1_2814	27.174	276	330
WP_001067556.1	lcl|NZ_JAHESA010000080.1_cds_WP_001003560.1_3392	27.984	243	330
WP_001067556.1	lcl|NZ_JAHESA010000045.1_cds_WP_000723091.1_2413	23.423	333	330
WP_001067556.1	lcl|NZ_JAHESA010000001.1_cds_WP_000649924.1_69	28.854	253	330
WP_001067556.1	lcl|NZ_JAHESA010000042.1_cds_WP_000688696.1_2343	25.681	257	330
WP_001067556.1	lcl|NZ_JAHESA010000041.1_cds_WP_000410266.1_2316	24.695	328	330
WP_000776640.1	lcl|NZ_JAHESA010000041.1_cds_WP_000689740.1_2307	38.026	547	538
WP_000776640.1	lcl|NZ_JAHESA010000041.1_cds_WP_000689740.1_2307	38.026	547	538
WP_000424609.1	lcl|NZ_JAHESA010000041.1_cds_WP_000342716.1_2306	67.424	264	264
WP_000424609.1	lcl|NZ_JAHESA010000064.1_cds_WP_001002662.1_3000	40.741	243	264
WP_000424609.1	lcl|NZ_JAHESA010000030.1_cds_WP_001183721.1_1848	27.746	173	264
WP_002074065.1	lcl|NZ_JAHESA010000041.1_cds_WP_001246619.1_2305	93.871	310	310
WP_002074065.1	lcl|NZ_JAHESA010000031.1_cds_WP_000501205.1_1913	38.284	303	310
WP_002074065.1	lcl|NZ_JAHESA010000030.1_cds_WP_001183721.1_1848	28.226	248	310
WP_002074065.1	lcl|NZ_JAHESA010000054.1_cds_WP_000279896.1_2713	25.339	221	310
WP_002074065.1	lcl|NZ_JAHESA010000041.1_cds_WP_001246619.1_2305	93.871	310	310
WP_002074065.1	lcl|NZ_JAHESA010000031.1_cds_WP_000501205.1_1913	38.284	303	310
WP_002074065.1	lcl|NZ_JAHESA010000030.1_cds_WP_001183721.1_1848	28.226	248	310
WP_002074065.1	lcl|NZ_JAHESA010000054.1_cds_WP_000279896.1_2713	25.339	221	310
WP_000479984.1	lcl|NZ_JAHESA010000041.1_cds_WP_000479980.1_2304	99.621	264	264
