WP_000340715.1	lcl|NZ_AOVW01000110.1_cds_WP_000340715.1_1875	100.000	86	106
WP_000410273.1	lcl|NZ_AOVW01000110.1_cds_WP_000410273.1_1876	100.000	314	314
WP_000410273.1	lcl|NZ_AOVW01000110.1_cds_WP_000093099.1_1896	46.988	83	314
WP_000410273.1	lcl|NZ_AOVW01000110.1_cds_WP_000646250.1_1879	25.705	319	314
WP_000410273.1	lcl|NZ_AOVW01000056.1_cds_WP_000744700.1_903	24.691	324	314
WP_000410273.1	lcl|NZ_AOVW01000110.1_cds_WP_000600889.1_1905	25.269	186	314
WP_000410273.1	lcl|NZ_AOVW01000110.1_cds_WP_000723090.1_1958	23.958	288	314
WP_000410273.1	lcl|NZ_AOVW01000110.1_cds_WP_001067557.1_1882	24.695	328	314
WP_000604524.1	lcl|NZ_AOVW01000110.1_cds_WP_000604524.1_1877	99.726	365	365
WP_000884059.1	lcl|NZ_AOVW01000110.1_cds_WP_000884059.1_1878	100.000	185	185
WP_000884059.1	lcl|NZ_AOVW01000144.1_cds_WP_000351733.1_3295	40.000	140	185
WP_000646256.1	lcl|NZ_AOVW01000110.1_cds_WP_000646250.1_1879	99.088	329	329
WP_000646256.1	lcl|NZ_AOVW01000056.1_cds_WP_000744700.1_903	32.063	315	329
WP_000646256.1	lcl|NZ_AOVW01000110.1_cds_WP_000723090.1_1958	31.045	335	329
WP_000646256.1	lcl|NZ_AOVW01000110.1_cds_WP_000600889.1_1905	31.677	322	329
WP_000646256.1	lcl|NZ_AOVW01000045.1_cds_WP_001984071.1_751	31.803	305	329
WP_000646256.1	lcl|NZ_AOVW01000133.1_cds_WP_000649925.1_2924	30.183	328	329
WP_000646256.1	lcl|NZ_AOVW01000038.1_cds_WP_000709511.1_605	30.030	333	329
WP_000646256.1	lcl|NZ_AOVW01000110.1_cds_WP_000601375.1_1932	24.415	299	329
WP_000646256.1	lcl|NZ_AOVW01000110.1_cds_WP_001067557.1_1882	29.316	307	329
WP_000646256.1	lcl|NZ_AOVW01000150.1_cds_WP_000688695.1_3510	29.197	274	329
WP_000646256.1	lcl|NZ_AOVW01000110.1_cds_WP_000475904.1_1941	27.372	274	329
WP_000646256.1	lcl|NZ_AOVW01000110.1_cds_WP_000410273.1_1876	27.509	269	329
WP_000646256.1	lcl|NZ_AOVW01000137.1_cds_WP_001074785.1_3049	29.057	265	329
WP_000646256.1	lcl|NZ_AOVW01000129.1_cds_WP_001003555.1_2768	24.852	338	329
WP_000646256.1	lcl|NZ_AOVW01000110.1_cds_WP_000487322.1_1930	27.077	325	329
WP_000774263.1	lcl|NZ_AOVW01000110.1_cds_WP_000774262.1_1880	99.251	267	267
WP_000774263.1	lcl|NZ_AOVW01000110.1_cds_WP_000859505.1_1929	26.693	251	267
WP_000774263.1	lcl|NZ_AOVW01000110.1_cds_WP_000800438.1_1910	24.786	234	267
WP_000774263.1	lcl|NZ_AOVW01000110.1_cds_WP_000842260.1_1959	26.316	190	267
WP_000774263.1	lcl|NZ_AOVW01000147.1_cds_WP_000667727.1_3405	31.818	110	267
WP_000774263.1	lcl|NZ_AOVW01000017.1_cds_WP_000805357.1_203	33.645	107	267
WP_002163445.1	lcl|NZ_AOVW01000110.1_cds_WP_000612797.1_1881	99.214	509	509
WP_002163445.1	lcl|NZ_AOVW01000025.1_cds_WP_000291591.1_300	26.625	323	509
WP_002163445.1	lcl|NZ_AOVW01000025.1_cds_WP_000364507.1_301	31.111	90	509
WP_002163445.1	lcl|NZ_AOVW01000110.1_cds_WP_000612797.1_1881	99.214	509	509
WP_002163445.1	lcl|NZ_AOVW01000025.1_cds_WP_000291591.1_300	26.625	323	509
WP_002163445.1	lcl|NZ_AOVW01000025.1_cds_WP_000364507.1_301	31.111	90	509
WP_001067556.1	lcl|NZ_AOVW01000110.1_cds_WP_001067557.1_1882	99.697	330	330
WP_001067556.1	lcl|NZ_AOVW01000110.1_cds_WP_000646250.1_1879	28.664	307	330
WP_001067556.1	lcl|NZ_AOVW01000110.1_cds_WP_000600889.1_1905	26.316	266	330
WP_001067556.1	lcl|NZ_AOVW01000045.1_cds_WP_001984071.1_751	25.735	272	330
WP_001067556.1	lcl|NZ_AOVW01000129.1_cds_WP_001003555.1_2768	28.395	243	330
WP_001067556.1	lcl|NZ_AOVW01000056.1_cds_WP_000744700.1_903	26.812	276	330
WP_001067556.1	lcl|NZ_AOVW01000110.1_cds_WP_000723090.1_1958	23.724	333	330
WP_001067556.1	lcl|NZ_AOVW01000133.1_cds_WP_000649925.1_2924	28.854	253	330
WP_001067556.1	lcl|NZ_AOVW01000150.1_cds_WP_000688695.1_3510	25.681	257	330
WP_001067556.1	lcl|NZ_AOVW01000110.1_cds_WP_000601375.1_1932	26.545	275	330
WP_001067556.1	lcl|NZ_AOVW01000110.1_cds_WP_000410273.1_1876	24.695	328	330
WP_000776640.1	lcl|NZ_AOVW01000110.1_cds_WP_000689743.1_1885	38.026	547	538
WP_000776640.1	lcl|NZ_AOVW01000110.1_cds_WP_000689743.1_1885	38.026	547	538
WP_000424609.1	lcl|NZ_AOVW01000110.1_cds_WP_000342713.1_1886	67.424	264	264
WP_000424609.1	lcl|NZ_AOVW01000044.1_cds_WP_001002663.1_735	40.741	243	264
WP_000424609.1	lcl|NZ_AOVW01000130.1_cds_WP_001183723.1_2818	27.746	173	264
WP_002074065.1	lcl|NZ_AOVW01000110.1_cds_WP_001246618.1_1887	92.581	310	310
WP_002074065.1	lcl|NZ_AOVW01000090.1_cds_WP_000501205.1_1588	38.284	303	310
WP_002074065.1	lcl|NZ_AOVW01000130.1_cds_WP_001183723.1_2818	28.226	248	310
WP_002074065.1	lcl|NZ_AOVW01000095.1_cds_WP_000279894.1_1633	25.792	221	310
WP_002074065.1	lcl|NZ_AOVW01000110.1_cds_WP_001246618.1_1887	92.581	310	310
WP_002074065.1	lcl|NZ_AOVW01000090.1_cds_WP_000501205.1_1588	38.284	303	310
WP_002074065.1	lcl|NZ_AOVW01000130.1_cds_WP_001183723.1_2818	28.226	248	310
WP_002074065.1	lcl|NZ_AOVW01000095.1_cds_WP_000279894.1_1633	25.792	221	310
