WP_000340715.1	lcl|NZ_AFKY01000030.1_cds_WP_000340715.1_2920	100.000	86	106
WP_000410273.1	lcl|NZ_AFKY01000030.1_cds_WP_000410273.1_2921	100.000	314	314
WP_000410273.1	lcl|NZ_AFKY01000030.1_cds_WP_000093099.1_2941	46.988	83	314
WP_000410273.1	lcl|NZ_AFKY01000030.1_cds_WP_000646250.1_2924	25.705	319	314
WP_000410273.1	lcl|NZ_AFKY01000066.1_cds_WP_000744700.1_2081	24.691	324	314
WP_000410273.1	lcl|NZ_AFKY01000030.1_cds_WP_000600889.1_2950	25.269	186	314
WP_000410273.1	lcl|NZ_AFKY01000030.1_cds_WP_000723090.1_3003	23.958	288	314
WP_000410273.1	lcl|NZ_AFKY01000030.1_cds_WP_001067557.1_2927	24.695	328	314
WP_000604524.1	lcl|NZ_AFKY01000030.1_cds_WP_000604524.1_2922	99.726	365	365
WP_000884059.1	lcl|NZ_AFKY01000030.1_cds_WP_000884059.1_2923	100.000	185	185
WP_000884059.1	lcl|NZ_AFKY01000126.1_cds_WP_000351733.1_1293	40.000	140	185
WP_000646256.1	lcl|NZ_AFKY01000030.1_cds_WP_000646250.1_2924	99.088	329	329
WP_000646256.1	lcl|NZ_AFKY01000066.1_cds_WP_000744700.1_2081	32.063	315	329
WP_000646256.1	lcl|NZ_AFKY01000030.1_cds_WP_000723090.1_3003	31.045	335	329
WP_000646256.1	lcl|NZ_AFKY01000030.1_cds_WP_000600889.1_2950	31.677	322	329
WP_000646256.1	lcl|NZ_AFKY01000053.1_cds_WP_001984071.1_2296	31.803	305	329
WP_000646256.1	lcl|NZ_AFKY01000032.1_cds_WP_000649925.1_2836	30.183	328	329
WP_000646256.1	lcl|NZ_AFKY01000271.1_cds_WP_000709511.1_179	30.030	333	329
WP_000646256.1	lcl|NZ_AFKY01000030.1_cds_WP_000601375.1_2977	24.415	299	329
WP_000646256.1	lcl|NZ_AFKY01000030.1_cds_WP_001067557.1_2927	29.316	307	329
WP_000646256.1	lcl|NZ_AFKY01000053.1_cds_WP_000688695.1_2276	29.197	274	329
WP_000646256.1	lcl|NZ_AFKY01000030.1_cds_WP_000475904.1_2986	27.372	274	329
WP_000646256.1	lcl|NZ_AFKY01000030.1_cds_WP_000410273.1_2921	27.509	269	329
WP_000646256.1	lcl|NZ_AFKY01000084.1_cds_WP_001074785.1_1849	29.057	265	329
WP_000646256.1	lcl|NZ_AFKY01000152.1_cds_WP_001003555.1_858	24.852	338	329
WP_000646256.1	lcl|NZ_AFKY01000030.1_cds_WP_000487322.1_2975	27.077	325	329
WP_000774263.1	lcl|NZ_AFKY01000030.1_cds_WP_000774262.1_2925	99.251	267	267
WP_000774263.1	lcl|NZ_AFKY01000030.1_cds_WP_000859505.1_2974	26.693	251	267
WP_000774263.1	lcl|NZ_AFKY01000030.1_cds_WP_000800438.1_2955	24.786	234	267
WP_000774263.1	lcl|NZ_AFKY01000030.1_cds_WP_000842260.1_3004	26.316	190	267
WP_000774263.1	lcl|NZ_AFKY01000058.1_cds_WP_000667727.1_2182	31.818	110	267
WP_000774263.1	lcl|NZ_AFKY01000023.1_cds_WP_000805357.1_3206	33.645	107	267
WP_002163445.1	lcl|NZ_AFKY01000030.1_cds_WP_000612797.1_2926	99.214	509	509
WP_002163445.1	lcl|NZ_AFKY01000029.1_cds_WP_000291591.1_3061	26.625	323	509
WP_002163445.1	lcl|NZ_AFKY01000029.1_cds_WP_000364507.1_3060	31.111	90	509
WP_002163445.1	lcl|NZ_AFKY01000030.1_cds_WP_000612797.1_2926	99.214	509	509
WP_002163445.1	lcl|NZ_AFKY01000029.1_cds_WP_000291591.1_3061	26.625	323	509
WP_002163445.1	lcl|NZ_AFKY01000029.1_cds_WP_000364507.1_3060	31.111	90	509
WP_001067556.1	lcl|NZ_AFKY01000030.1_cds_WP_001067557.1_2927	99.697	330	330
WP_001067556.1	lcl|NZ_AFKY01000030.1_cds_WP_000646250.1_2924	28.664	307	330
WP_001067556.1	lcl|NZ_AFKY01000030.1_cds_WP_000600889.1_2950	26.316	266	330
WP_001067556.1	lcl|NZ_AFKY01000053.1_cds_WP_001984071.1_2296	25.735	272	330
WP_001067556.1	lcl|NZ_AFKY01000152.1_cds_WP_001003555.1_858	28.395	243	330
WP_001067556.1	lcl|NZ_AFKY01000066.1_cds_WP_000744700.1_2081	26.812	276	330
WP_001067556.1	lcl|NZ_AFKY01000030.1_cds_WP_000723090.1_3003	23.724	333	330
WP_001067556.1	lcl|NZ_AFKY01000032.1_cds_WP_000649925.1_2836	28.854	253	330
WP_001067556.1	lcl|NZ_AFKY01000053.1_cds_WP_000688695.1_2276	25.681	257	330
WP_001067556.1	lcl|NZ_AFKY01000030.1_cds_WP_000601375.1_2977	26.545	275	330
WP_001067556.1	lcl|NZ_AFKY01000030.1_cds_WP_000410273.1_2921	24.695	328	330
WP_000776640.1	lcl|NZ_AFKY01000030.1_cds_WP_000689743.1_2930	38.026	547	538
WP_000776640.1	lcl|NZ_AFKY01000030.1_cds_WP_000689743.1_2930	38.026	547	538
WP_000424609.1	lcl|NZ_AFKY01000030.1_cds_WP_000342713.1_2931	67.424	264	264
WP_000424609.1	lcl|NZ_AFKY01000278.1_cds_WP_001002663.1_95	40.741	243	264
WP_000424609.1	lcl|NZ_AFKY01000016.1_cds_WP_001183723.1_3545	27.746	173	264
WP_002074065.1	lcl|NZ_AFKY01000030.1_cds_WP_001246618.1_2932	92.581	310	310
WP_002074065.1	lcl|NZ_AFKY01000004.1_cds_WP_000501205.1_3659	38.284	303	310
WP_002074065.1	lcl|NZ_AFKY01000016.1_cds_WP_001183723.1_3545	28.226	248	310
WP_002074065.1	lcl|NZ_AFKY01000037.1_cds_WP_000279894.1_2667	25.792	221	310
