WP_000340715.1	lcl|NZ_ANMX01000099.1_cds_WP_000340715.1_1904	100.000	86	106
WP_000410273.1	lcl|NZ_ANMX01000099.1_cds_WP_000410273.1_1903	100.000	314	314
WP_000410273.1	lcl|NZ_ANMX01000099.1_cds_WP_000646250.1_1900	25.705	319	314
WP_000410273.1	lcl|NZ_ANMX01000194.1_cds_WP_000744700.1_3707	24.691	324	314
WP_000410273.1	lcl|NZ_ANMX01000145.1_cds_WP_000723092.1_2655	23.875	289	314
WP_000410273.1	lcl|NZ_ANMX01000159.1_cds_WP_001033107.1_3082	20.000	265	314
WP_000410273.1	lcl|NZ_ANMX01000099.1_cds_WP_001067556.1_1897	24.695	328	314
WP_000604524.1	lcl|NZ_ANMX01000099.1_cds_WP_001967810.1_1902	99.452	365	365
WP_000884059.1	lcl|NZ_ANMX01000099.1_cds_WP_000884059.1_1901	100.000	185	185
WP_000884059.1	lcl|NZ_ANMX01000058.1_cds_WP_000351733.1_978	40.000	140	185
WP_000646256.1	lcl|NZ_ANMX01000099.1_cds_WP_000646250.1_1900	99.088	329	329
WP_000646256.1	lcl|NZ_ANMX01000194.1_cds_WP_000744700.1_3707	32.063	315	329
WP_000646256.1	lcl|NZ_ANMX01000145.1_cds_WP_000723092.1_2655	31.045	335	329
WP_000646256.1	lcl|NZ_ANMX01000039.1_cds_WP_001984071.1_625	31.803	305	329
WP_000646256.1	lcl|NZ_ANMX01000099.1_cds_WP_000699346.1_1886	30.655	336	329
WP_000646256.1	lcl|NZ_ANMX01000098.1_cds_WP_000649923.1_1816	30.183	328	329
WP_000646256.1	lcl|NZ_ANMX01000081.1_cds_WP_000709513.1_1472	30.030	333	329
WP_000646256.1	lcl|NZ_ANMX01000099.1_cds_WP_001067556.1_1897	29.316	307	329
WP_000646256.1	lcl|NZ_ANMX01000164.1_cds_WP_000688696.1_3211	29.197	274	329
WP_000646256.1	lcl|NZ_ANMX01000145.1_cds_WP_000475904.1_2672	27.372	274	329
WP_000646256.1	lcl|NZ_ANMX01000099.1_cds_WP_000410273.1_1903	27.509	269	329
WP_000646256.1	lcl|NZ_ANMX01000019.1_cds_WP_001074785.1_347	29.057	265	329
WP_000646256.1	lcl|NZ_ANMX01000159.1_cds_WP_001033107.1_3082	28.111	217	329
WP_000646256.1	lcl|NZ_ANMX01000091.1_cds_WP_001003557.1_1679	24.699	332	329
WP_000774263.1	lcl|NZ_ANMX01000099.1_cds_WP_000774256.1_1899	98.502	267	267
WP_000774263.1	lcl|NZ_ANMX01000145.1_cds_WP_000842260.1_2654	26.316	190	267
WP_000774263.1	lcl|NZ_ANMX01000060.1_cds_WP_000667727.1_1090	31.818	110	267
WP_000774263.1	lcl|NZ_ANMX01000027.1_cds_WP_000805359.1_484	34.579	107	267
WP_002163445.1	lcl|NZ_ANMX01000099.1_cds_WP_000612794.1_1898	98.821	509	509
WP_002163445.1	lcl|NZ_ANMX01000201.1_cds_WP_000291586.1_3870	26.625	323	509
WP_002163445.1	lcl|NZ_ANMX01000201.1_cds_WP_000364507.1_3869	31.111	90	509
WP_002163445.1	lcl|NZ_ANMX01000099.1_cds_WP_000612794.1_1898	98.821	509	509
WP_002163445.1	lcl|NZ_ANMX01000201.1_cds_WP_000291586.1_3870	26.625	323	509
WP_002163445.1	lcl|NZ_ANMX01000201.1_cds_WP_000364507.1_3869	31.111	90	509
WP_001067556.1	lcl|NZ_ANMX01000099.1_cds_WP_001067556.1_1897	100.000	330	330
WP_001067556.1	lcl|NZ_ANMX01000099.1_cds_WP_000646250.1_1900	28.664	307	330
WP_001067556.1	lcl|NZ_ANMX01000039.1_cds_WP_001984071.1_625	25.735	272	330
WP_001067556.1	lcl|NZ_ANMX01000091.1_cds_WP_001003557.1_1679	28.395	243	330
WP_001067556.1	lcl|NZ_ANMX01000194.1_cds_WP_000744700.1_3707	26.812	276	330
WP_001067556.1	lcl|NZ_ANMX01000145.1_cds_WP_000723092.1_2655	23.724	333	330
WP_001067556.1	lcl|NZ_ANMX01000099.1_cds_WP_000699346.1_1886	27.442	215	330
WP_001067556.1	lcl|NZ_ANMX01000098.1_cds_WP_000649923.1_1816	28.854	253	330
WP_001067556.1	lcl|NZ_ANMX01000164.1_cds_WP_000688696.1_3211	25.681	257	330
WP_001067556.1	lcl|NZ_ANMX01000099.1_cds_WP_000410273.1_1903	24.695	328	330
WP_000776640.1	lcl|NZ_ANMX01000099.1_cds_WP_000776640.1_1896	100.000	538	538
WP_000776640.1	lcl|NZ_ANMX01000099.1_cds_WP_000776640.1_1896	100.000	538	538
WP_000424609.1	lcl|NZ_ANMX01000099.1_cds_WP_000424609.1_1895	100.000	264	264
WP_000424609.1	lcl|NZ_ANMX01000032.1_cds_WP_001002663.1_524	40.741	243	264
WP_000424609.1	lcl|NZ_ANMX01000172.1_cds_WP_001183723.1_3261	27.746	173	264
WP_002074065.1	lcl|NZ_ANMX01000099.1_cds_WP_002074065.1_1894	100.000	310	310
WP_002074065.1	lcl|NZ_ANMX01000001.1_cds_WP_000501205.1_22	38.284	303	310
WP_002074065.1	lcl|NZ_ANMX01000172.1_cds_WP_001183723.1_3261	28.226	248	310
WP_002074065.1	lcl|NZ_ANMX01000089.1_cds_WP_000279894.1_1646	25.792	221	310
WP_002074065.1	lcl|NZ_ANMX01000099.1_cds_WP_002074065.1_1894	100.000	310	310
WP_002074065.1	lcl|NZ_ANMX01000001.1_cds_WP_000501205.1_22	38.284	303	310
WP_002074065.1	lcl|NZ_ANMX01000172.1_cds_WP_001183723.1_3261	28.226	248	310
WP_002074065.1	lcl|NZ_ANMX01000089.1_cds_WP_000279894.1_1646	25.792	221	310
WP_000479984.1	lcl|NZ_ANMX01000099.1_cds_WP_000479986.1_1893	99.621	264	264
WP_000715958.1	lcl|NZ_ANMX01000099.1_cds_WP_000715957.1_1892	99.237	131	131
WP_001088863.1	lcl|NZ_ANMX01000099.1_cds_WP_001088861.1_1891	98.611	144	144
WP_001088863.1	lcl|NZ_ANMX01000162.1_cds_WP_002069656.1_3196	44.643	56	144
WP_000517243.1	lcl|NZ_ANMX01000099.1_cds_WP_000517242.1_1890	99.548	221	221
WP_000517243.1	lcl|NZ_ANMX01000194.1_cds_WP_001079442.1_3736	28.205	78	221
WP_000517243.1	lcl|NZ_ANMX01000134.1_cds_WP_001069830.1_2514	29.358	109	221
WP_000517243.1	lcl|NZ_ANMX01000001.1_cds_WP_001069830.1_3	29.358	109	221
WP_001149938.1	lcl|NZ_ANMX01000159.1_cds_WP_001028949.1_3083	25.858	379	393
WP_001149938.1	lcl|NZ_ANMX01000159.1_cds_WP_000795980.1_3085	21.921	406	393
WP_001149938.1	lcl|NZ_ANMX01000216.1_cds_WP_000402846.1_4081	21.364	220	393
WP_001149938.1	lcl|NZ_ANMX01000159.1_cds_WP_001283954.1_3106	28.571	140	393
WP_001149938.1	lcl|NZ_ANMX01000134.1_cds_WP_000347682.1_2513	24.519	208	393
WP_001149938.1	lcl|NZ_ANMX01000001.1_cds_WP_000347682.1_4	24.519	208	393
WP_001149938.1	lcl|NZ_ANMX01000194.1_cds_WP_001079442.1_3736	23.757	181	393
WP_001149938.1	lcl|NZ_ANMX01000099.1_cds_WP_001192773.1_1887	30.000	100	393
WP_000611594.1	lcl|NZ_ANMX01000159.1_cds_WP_000697807.1_3084	46.707	167	175
WP_000611594.1	lcl|NZ_ANMX01000097.1_cds_WP_001206949.1_1810	30.345	145	175
WP_001015425.1	lcl|NZ_ANMX01000159.1_cds_WP_000795980.1_3085	37.590	415	405
WP_001015425.1	lcl|NZ_ANMX01000159.1_cds_WP_001028949.1_3083	23.284	335	405
WP_001015425.1	lcl|NZ_ANMX01000216.1_cds_WP_000402846.1_4081	23.182	220	405
WP_001015425.1	lcl|NZ_ANMX01000134.1_cds_WP_000347682.1_2513	25.714	210	405
WP_001015425.1	lcl|NZ_ANMX01000001.1_cds_WP_000347682.1_4	25.714	210	405
WP_001015425.1	lcl|NZ_ANMX01000194.1_cds_WP_001079442.1_3736	25.153	163	405
WP_000582222.1	lcl|NZ_ANMX01000159.1_cds_WP_000331751.1_3086	99.160	357	358
WP_000582222.1	lcl|NZ_ANMX01000083.1_cds_WP_001281953.1_1492	30.469	384	358
WP_000582222.1	lcl|NZ_ANMX01000159.1_cds_WP_000172653.1_3092	29.457	387	358
WP_000582222.1	lcl|NZ_ANMX01000145.1_cds_WP_000575178.1_2661	32.667	300	358
WP_000582222.1	lcl|NZ_ANMX01000206.1_cds_WP_001982414.1_3953	26.016	369	358
WP_000344487.1	lcl|NZ_ANMX01000159.1_cds_WP_001968211.1_3087	97.403	308	308
WP_000344487.1	lcl|NZ_ANMX01000159.1_cds_WP_001968211.1_3087	97.403	308	308
WP_000093099.1	lcl|NZ_ANMX01000099.1_cds_WP_000410273.1_1903	46.988	83	99
WP_223809837.1	lcl|NZ_ANMX01000077.1_cds_WP_000007746.1_1404	72.249	209	213
WP_223809837.1	lcl|NZ_ANMX01000194.1_cds_WP_000462634.1_3717	32.353	102	213
WP_223809837.1	lcl|NZ_ANMX01000159.1_cds_WP_001047163.1_3088	52.500	40	213
WP_223809837.1	lcl|NZ_ANMX01000039.1_cds_WP_000690880.1_624	29.496	139	213
WP_001106774.1	lcl|NZ_ANMX01000159.1_cds_WP_000608679.1_3090	39.842	379	417
WP_001106774.1	lcl|NZ_ANMX01000159.1_cds_WP_000179390.1_3080	25.000	260	417
WP_000834715.1	lcl|NZ_ANMX01000066.1_cds_WP_000172198.1_1203	34.518	394	605
