WP_000340715.1	lcl|NZ_JADDWD010000005.1_cds_WP_002725873.1_2717	91.860	86	106
WP_000410273.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733579.1_2718	92.994	314	314
WP_000410273.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733534.1_2721	25.078	319	314
WP_000410273.1	lcl|NZ_JADDWD010000018.1_cds_WP_002722638.1_703	22.769	325	314
WP_000410273.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740024.1_2812	24.555	281	314
WP_000410273.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728309.1_2962	25.402	311	314
WP_000410273.1	lcl|NZ_JADDWD010000013.1_cds_WP_002743770.1_327	22.353	170	314
WP_000410273.1	lcl|NZ_JADDWD010000005.1_cds_WP_016749081.1_2750	22.769	325	314
WP_000604524.1	lcl|NZ_JADDWD010000005.1_cds_WP_026054882.1_2719	85.479	365	365
WP_000884059.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733646.1_2720	95.676	185	185
WP_000884059.1	lcl|NZ_JADDWD010000003.1_cds_WP_002721790.1_2114	36.301	146	185
WP_000646256.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733534.1_2721	98.176	329	329
WP_000646256.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740024.1_2812	31.343	335	329
WP_000646256.1	lcl|NZ_JADDWD010000018.1_cds_WP_002722638.1_703	29.841	315	329
WP_000646256.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728309.1_2962	31.190	311	329
WP_000646256.1	lcl|NZ_JADDWD010000013.1_cds_WP_002743770.1_327	27.273	341	329
WP_000646256.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733638.1_2758	27.586	348	329
WP_000646256.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728316.1_2965	28.485	330	329
WP_000646256.1	lcl|NZ_JADDWD010000076.1_cds_WP_002741146.1_3122	29.167	312	329
WP_000646256.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733546.1_2787	25.373	268	329
WP_000646256.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740721.1_2724	29.316	307	329
WP_000646256.1	lcl|NZ_JADDWD010000007.1_cds_WP_002732331.1_3226	25.959	339	329
WP_000646256.1	lcl|NZ_JADDWD010000005.1_cds_WP_002744551.1_2752	28.889	270	329
WP_000646256.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733579.1_2718	27.309	249	329
WP_000646256.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733698.1_2795	26.642	274	329
WP_000646256.1	lcl|NZ_JADDWD010000005.1_cds_WP_016749081.1_2750	23.659	317	329
WP_000646256.1	lcl|NZ_JADDWD010000059.1_cds_WP_002740236.1_2696	27.509	269	329
WP_000646256.1	lcl|NZ_JADDWD010000004.1_cds_WP_002721725.1_2500	24.926	337	329
WP_000646256.1	lcl|NZ_JADDWD010000004.1_cds_WP_002739935.1_2412	27.711	249	329
WP_000646256.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733757.1_2785	31.034	174	329
WP_000774263.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733627.1_2722	92.884	267	267
WP_000774263.1	lcl|NZ_JADDWD010000005.1_cds_WP_002738295.1_2784	24.701	251	267
WP_000774263.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740926.1_2763	24.786	234	267
WP_000774263.1	lcl|NZ_JADDWD010000005.1_cds_WP_002727921.1_2813	26.455	189	267
WP_000774263.1	lcl|NZ_JADDWD010000050.1_cds_WP_002729040.1_2535	33.636	110	267
WP_000774263.1	lcl|NZ_JADDWD010000013.1_cds_WP_002729513.1_326	26.455	189	267
WP_000774263.1	lcl|NZ_JADDWD010000002.1_cds_WP_002766579.1_1590	26.344	186	267
WP_002163445.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740779.1_2723	96.071	509	509
WP_002163445.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728536.1_42	25.826	333	509
WP_002163445.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728534.1_43	31.111	90	509
WP_002163445.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740779.1_2723	96.071	509	509
WP_002163445.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728536.1_42	25.826	333	509
WP_002163445.1	lcl|NZ_JADDWD010000010.1_cds_WP_002728534.1_43	31.111	90	509
WP_001067556.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740721.1_2724	94.848	330	330
WP_001067556.1	lcl|NZ_JADDWD010000006.1_cds_WP_002728309.1_2962	26.740	273	330
WP_001067556.1	lcl|NZ_JADDWD010000005.1_cds_WP_002733534.1_2721	28.990	307	330
WP_001067556.1	lcl|NZ_JADDWD010000005.1_cds_WP_016749081.1_2750	30.317	221	330
WP_001067556.1	lcl|NZ_JADDWD010000018.1_cds_WP_002722638.1_703	27.425	299	330
WP_001067556.1	lcl|NZ_JADDWD010000005.1_cds_WP_002740024.1_2812	26.183	317	330
