WP_000340715.1	lcl|NZ_AFKR01000141.1_cds_WP_000340715.1_1407	100.000	86	106
WP_000410273.1	lcl|NZ_AFKR01000141.1_cds_WP_000410273.1_1406	100.000	314	314
WP_000410273.1	lcl|NZ_AFKR01000141.1_cds_WP_000093099.1_1386	46.988	83	314
WP_000410273.1	lcl|NZ_AFKR01000141.1_cds_WP_000646250.1_1403	25.705	319	314
WP_000410273.1	lcl|NZ_AFKR01000132.1_cds_WP_000744700.1_1511	24.691	324	314
WP_000410273.1	lcl|NZ_AFKR01000141.1_cds_WP_000600889.1_1377	25.269	186	314
WP_000410273.1	lcl|NZ_AFKR01000165.1_cds_WP_000293515.1_1198	23.944	284	314
WP_000410273.1	lcl|NZ_AFKR01000141.1_cds_WP_001067557.1_1400	24.695	328	314
WP_000604524.1	lcl|NZ_AFKR01000141.1_cds_WP_000604524.1_1405	99.726	365	365
WP_000884059.1	lcl|NZ_AFKR01000141.1_cds_WP_000884059.1_1404	100.000	185	185
WP_000884059.1	lcl|NZ_AFKR01000127.1_cds_WP_000351733.1_1586	40.000	140	185
WP_000646256.1	lcl|NZ_AFKR01000141.1_cds_WP_000646250.1_1403	99.088	329	329
WP_000646256.1	lcl|NZ_AFKR01000132.1_cds_WP_000744700.1_1511	32.063	315	329
WP_000646256.1	lcl|NZ_AFKR01000141.1_cds_WP_000600889.1_1377	31.677	322	329
WP_000646256.1	lcl|NZ_AFKR01000138.1_cds_WP_001984071.1_1424	31.803	305	329
WP_000646256.1	lcl|NZ_AFKR01000165.1_cds_WP_000293515.1_1198	29.545	264	329
WP_000646256.1	lcl|NZ_AFKR01000055.1_cds_WP_000649925.1_2812	30.183	328	329
WP_000646256.1	lcl|NZ_AFKR01000146.1_cds_WP_000709511.1_1305	30.030	333	329
WP_000646256.1	lcl|NZ_AFKR01000011.1_cds_WP_000601375.1_3649	24.415	299	329
WP_000646256.1	lcl|NZ_AFKR01000141.1_cds_WP_001067557.1_1400	29.316	307	329
WP_000646256.1	lcl|NZ_AFKR01000071.1_cds_WP_000688695.1_2375	29.197	274	329
WP_000646256.1	lcl|NZ_AFKR01000020.1_cds_WP_000475902.1_3553	27.372	274	329
WP_000646256.1	lcl|NZ_AFKR01000141.1_cds_WP_000410273.1_1406	27.509	269	329
WP_000646256.1	lcl|NZ_AFKR01000047.1_cds_WP_001074785.1_3132	29.057	265	329
WP_000646256.1	lcl|NZ_AFKR01000079.1_cds_WP_001003555.1_2210	24.852	338	329
WP_000646256.1	lcl|NZ_AFKR01000011.1_cds_WP_000487322.1_3651	27.077	325	329
WP_000646256.1	lcl|NZ_AFKR01000007.1_cds_WP_000723085.1_3694	51.429	35	329
WP_000774263.1	lcl|NZ_AFKR01000141.1_cds_WP_000774262.1_1402	99.251	267	267
WP_000774263.1	lcl|NZ_AFKR01000011.1_cds_WP_000859505.1_3652	26.693	251	267
WP_000774263.1	lcl|NZ_AFKR01000141.1_cds_WP_000800438.1_1372	24.786	234	267
WP_000774263.1	lcl|NZ_AFKR01000165.1_cds_WP_000842260.1_1199	26.316	190	267
WP_000774263.1	lcl|NZ_AFKR01000266.1_cds_WP_000667727.1_369	31.818	110	267
WP_000774263.1	lcl|NZ_AFKR01000073.1_cds_WP_000805357.1_2337	33.645	107	267
WP_002163445.1	lcl|NZ_AFKR01000141.1_cds_WP_000612797.1_1401	99.214	509	509
WP_002163445.1	lcl|NZ_AFKR01000098.1_cds_WP_000291591.1_1874	26.625	323	509
WP_002163445.1	lcl|NZ_AFKR01000098.1_cds_WP_000364507.1_1875	31.111	90	509
WP_002163445.1	lcl|NZ_AFKR01000141.1_cds_WP_000612797.1_1401	99.214	509	509
WP_002163445.1	lcl|NZ_AFKR01000098.1_cds_WP_000291591.1_1874	26.625	323	509
WP_002163445.1	lcl|NZ_AFKR01000098.1_cds_WP_000364507.1_1875	31.111	90	509
WP_001067556.1	lcl|NZ_AFKR01000141.1_cds_WP_001067557.1_1400	99.697	330	330
WP_001067556.1	lcl|NZ_AFKR01000141.1_cds_WP_000646250.1_1403	28.664	307	330
WP_001067556.1	lcl|NZ_AFKR01000141.1_cds_WP_000600889.1_1377	26.316	266	330
WP_001067556.1	lcl|NZ_AFKR01000138.1_cds_WP_001984071.1_1424	25.735	272	330
WP_001067556.1	lcl|NZ_AFKR01000079.1_cds_WP_001003555.1_2210	28.395	243	330
WP_001067556.1	lcl|NZ_AFKR01000132.1_cds_WP_000744700.1_1511	26.812	276	330
WP_001067556.1	lcl|NZ_AFKR01000055.1_cds_WP_000649925.1_2812	28.854	253	330
WP_001067556.1	lcl|NZ_AFKR01000071.1_cds_WP_000688695.1_2375	25.681	257	330
WP_001067556.1	lcl|NZ_AFKR01000011.1_cds_WP_000601375.1_3649	26.545	275	330
