WP_000340715.1	lcl|NZ_AHML02000020.1_cds_WP_004753574.1_1931	94.186	86	106
WP_000410273.1	lcl|NZ_AHML02000020.1_cds_WP_004755091.1_1932	96.815	314	314
WP_000410273.1	lcl|NZ_AHML02000020.1_cds_WP_004755430.1_1935	25.705	319	314
WP_000410273.1	lcl|NZ_AHML02000003.1_cds_WP_004756623.1_3406	24.691	324	314
WP_000410273.1	lcl|NZ_AHML02000020.1_cds_WP_004755262.1_2010	23.843	281	314
WP_000410273.1	lcl|NZ_AHML02000012.1_cds_WP_004751543.1_2437	24.359	234	314
WP_000604524.1	lcl|NZ_AHML02000020.1_cds_WP_004777161.1_1933	94.247	365	365
WP_000884059.1	lcl|NZ_AHML02000020.1_cds_WP_004753627.1_1934	97.297	185	185
WP_000884059.1	lcl|NZ_AHML02000027.1_cds_WP_004752075.1_1220	40.714	140	185
WP_000646256.1	lcl|NZ_AHML02000020.1_cds_WP_004755430.1_1935	97.872	329	329
WP_000646256.1	lcl|NZ_AHML02000003.1_cds_WP_004756623.1_3406	31.429	315	329
WP_000646256.1	lcl|NZ_AHML02000020.1_cds_WP_004755262.1_2010	31.045	335	329
WP_000646256.1	lcl|NZ_AHML02000012.1_cds_WP_004751543.1_2437	31.494	308	329
WP_000646256.1	lcl|NZ_AHML02000015.1_cds_WP_004758110.1_2358	30.816	331	329
WP_000646256.1	lcl|NZ_AHML02000012.1_cds_WP_004751412.1_2426	30.462	325	329
WP_000646256.1	lcl|NZ_AHML02000020.1_cds_WP_004755319.1_1938	29.642	307	329
WP_000646256.1	lcl|NZ_AHML02000015.1_cds_WP_004758119.1_2215	29.455	275	329
WP_000646256.1	lcl|NZ_AHML02000020.1_cds_WP_004755091.1_1932	26.866	268	329
WP_000646256.1	lcl|NZ_AHML02000020.1_cds_WP_002733698.1_1993	26.642	274	329
WP_000646256.1	lcl|NZ_AHML02000027.1_cds_WP_004758809.1_1421	28.839	267	329
WP_000646256.1	lcl|NZ_AHML02000003.1_cds_WP_004755140.1_3533	25.820	244	329
WP_000646256.1	lcl|NZ_AHML02000007.1_cds_WP_004750263.1_2788	25.573	262	329
WP_000646256.1	lcl|NZ_AHML02000035.1_cds_WP_004759524.1_123	27.984	243	329
WP_000774263.1	lcl|NZ_AHML02000020.1_cds_WP_004758405.1_1936	93.633	267	267
WP_000774263.1	lcl|NZ_AHML02000020.1_cds_WP_004754191.1_2011	25.926	189	267
WP_000774263.1	lcl|NZ_AHML02000015.1_cds_WP_004758023.1_2192	27.979	193	267
WP_000774263.1	lcl|NZ_AHML02000019.1_cds_WP_004758210.1_2095	37.209	86	267
WP_002163445.1	lcl|NZ_AHML02000020.1_cds_WP_016753424.1_1937	96.464	509	509
WP_002163445.1	lcl|NZ_AHML02000027.1_cds_WP_004751764.1_1493	27.554	323	509
WP_002163445.1	lcl|NZ_AHML02000027.1_cds_WP_004752264.1_1492	31.111	90	509
WP_002163445.1	lcl|NZ_AHML02000020.1_cds_WP_016753424.1_1937	96.464	509	509
WP_002163445.1	lcl|NZ_AHML02000027.1_cds_WP_004751764.1_1493	27.554	323	509
WP_002163445.1	lcl|NZ_AHML02000027.1_cds_WP_004752264.1_1492	31.111	90	509
WP_001067556.1	lcl|NZ_AHML02000020.1_cds_WP_004755319.1_1938	96.061	330	330
WP_001067556.1	lcl|NZ_AHML02000012.1_cds_WP_004751543.1_2437	26.568	271	330
WP_001067556.1	lcl|NZ_AHML02000020.1_cds_WP_004755430.1_1935	27.541	305	330
WP_001067556.1	lcl|NZ_AHML02000020.1_cds_WP_004755262.1_2010	24.642	349	330
WP_001067556.1	lcl|NZ_AHML02000003.1_cds_WP_004755140.1_3533	27.572	243	330
WP_001067556.1	lcl|NZ_AHML02000003.1_cds_WP_004756623.1_3406	27.174	276	330
WP_001067556.1	lcl|NZ_AHML02000015.1_cds_WP_004758110.1_2358	29.249	253	330
WP_001067556.1	lcl|NZ_AHML02000015.1_cds_WP_004758119.1_2215	25.551	227	330
WP_001067556.1	lcl|NZ_AHML02000020.1_cds_WP_004755091.1_1932	25.000	328	330
WP_000776640.1	lcl|NZ_AHML02000020.1_cds_WP_004755296.1_1941	37.912	546	538
WP_000776640.1	lcl|NZ_AHML02000020.1_cds_WP_004755296.1_1941	37.912	546	538
WP_000424609.1	lcl|NZ_AHML02000020.1_cds_WP_002740998.1_1942	67.045	264	264
WP_000424609.1	lcl|NZ_AHML02000004.1_cds_WP_004755702.1_3020	41.975	243	264
WP_000424609.1	lcl|NZ_AHML02000021.1_cds_WP_004754016.1_1751	28.824	170	264
WP_002074065.1	lcl|NZ_AHML02000020.1_cds_WP_004777170.1_1943	89.032	310	310
WP_002074065.1	lcl|NZ_AHML02000028.1_cds_WP_004751322.1_909	38.614	303	310
WP_002074065.1	lcl|NZ_AHML02000021.1_cds_WP_004754016.1_1751	25.246	305	310
WP_002074065.1	lcl|NZ_AHML02000027.1_cds_WP_004752420.1_1152	25.792	221	310
WP_002074065.1	lcl|NZ_AHML02000020.1_cds_WP_004777170.1_1943	89.032	310	310
WP_002074065.1	lcl|NZ_AHML02000028.1_cds_WP_004751322.1_909	38.614	303	310
WP_002074065.1	lcl|NZ_AHML02000021.1_cds_WP_004754016.1_1751	25.246	305	310
WP_002074065.1	lcl|NZ_AHML02000027.1_cds_WP_004752420.1_1152	25.792	221	310
WP_000479984.1	lcl|NZ_AHML02000020.1_cds_WP_004754589.1_1944	95.076	264	264
WP_000715958.1	lcl|NZ_AHML02000020.1_cds_WP_002733551.1_1945	96.124	129	131
WP_001088863.1	lcl|NZ_AHML02000020.1_cds_WP_004777167.1_1946	97.222	144	144
WP_001088863.1	lcl|NZ_AHML02000007.1_cds_WP_004756253.1_2564	46.429	56	144
WP_000517243.1	lcl|NZ_AHML02000020.1_cds_WP_004777149.1_1947	94.570	221	221
WP_000517243.1	lcl|NZ_AHML02000003.1_cds_WP_004755433.1_3378	26.923	78	221
WP_000517243.1	lcl|NZ_AHML02000028.1_cds_WP_004751308.1_930	29.703	101	221
WP_001149938.1	lcl|NZ_AHML02000020.1_cds_WP_004758383.1_1950	24.346	382	393
WP_001149938.1	lcl|NZ_AHML02000028.1_cds_WP_004751353.1_931	24.528	212	393
WP_001149938.1	lcl|NZ_AHML02000020.1_cds_WP_004754038.1_1979	30.216	139	393
WP_001149938.1	lcl|NZ_AHML02000033.1_cds_WP_004759313.1_438	22.374	219	393
WP_001149938.1	lcl|NZ_AHML02000003.1_cds_WP_004755433.1_3378	23.926	163	393
WP_000611594.1	lcl|NZ_AHML02000020.1_cds_WP_004758337.1_1949	80.000	175	175
WP_000611594.1	lcl|NZ_AHML02000003.1_cds_WP_004754859.1_3372	30.612	147	175
WP_001015425.1	lcl|NZ_AHML02000020.1_cds_WP_004758383.1_1950	80.201	399	405
WP_001015425.1	lcl|NZ_AHML02000033.1_cds_WP_004759313.1_438	22.831	219	405
WP_001015425.1	lcl|NZ_AHML02000028.1_cds_WP_004751353.1_931	23.810	210	405
WP_001015425.1	lcl|NZ_AHML02000003.1_cds_WP_004755433.1_3378	24.691	162	405
WP_000582222.1	lcl|NZ_AHML02000020.1_cds_WP_002733587.1_1951	93.557	357	358
WP_000582222.1	lcl|NZ_AHML02000020.1_cds_WP_004753525.1_1940	36.000	325	358
WP_000582222.1	lcl|NZ_AHML02000015.1_cds_WP_004754030.1_2198	30.628	382	358
WP_000582222.1	lcl|NZ_AHML02000020.1_cds_WP_004758358.1_1959	29.155	367	358
WP_000582222.1	lcl|NZ_AHML02000020.1_cds_WP_004754883.1_1939	32.958	355	358
WP_000582222.1	lcl|NZ_AHML02000020.1_cds_WP_004753906.1_2004	32.119	302	358
WP_000582222.1	lcl|NZ_AHML02000029.1_cds_WP_004771239.1_749	25.745	369	358
WP_000344487.1	lcl|NZ_AHML02000020.1_cds_WP_002733755.1_1952	91.558	308	308
WP_000344487.1	lcl|NZ_AHML02000020.1_cds_WP_002733755.1_1952	91.558	308	308
WP_000093099.1	lcl|NZ_AHML02000020.1_cds_WP_004755091.1_1932	56.250	64	99
WP_223809837.1	lcl|NZ_AHML02000027.1_cds_WP_004758790.1_1052	72.249	209	213
